tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
random,0,1.4626061956591592,0.5059880239520959,0.91043467572951,0.7142647041806153
random,1,1.324133081998261,0.5454545454545454,0.9339470195539755,0.7495609527187688
random,2,1.4397330997582378,0.5344827586206896,0.922948628349326,0.729391564748117
random,3,1.4308515299308462,0.5175438596491229,0.9196061971707868,0.7306665240653923
random,4,1.4021706583678464,0.5398230088495575,0.9196297300441536,0.7266526938016925
random,5,1.3326121328465936,0.5710144927536231,0.918932033959034,0.7258616841697533
random,6,1.2077135091610915,0.6094674556213018,0.9317619724752906,0.7541061317814248
random,7,1.2092442004753337,0.6193353474320241,0.9456207987758304,0.7736390749258655
random,8,1.1326541520975821,0.6129032258064516,0.9560761850504014,0.7828377825873238
random,9,1.3547234432415816,0.5425219941348973,0.9257116426400973,0.730950306568827
