tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H200_s0,0,0.05061189585731041,0.49944283396857214,0.5946893699815852,True
H200_s0,1,0.052006984341542536,0.477391492538222,0.622685455599968,True
H200_s0,2,0.056687276102803164,0.44729071860097924,0.6048099567574644,True
H200_s0,3,0.05806619936635604,0.4525174292204983,0.6004505333903554,True
H200_s0,4,0.06046547106900398,0.496550900979181,0.5877606306227487,True
H200_s0,5,0.05654328244407604,0.5065768286192162,0.5980573212534956,True
H200_s0,6,0.05914181682786761,0.5182157214321632,0.6017004699703907,True
H200_s0,7,0.06485355885317207,0.5127832983301059,0.5954839846227793,True
H200_s0,8,0.06355866627040117,0.5404505291001961,0.6155472832012034,True
H200_s0,9,0.05139669504075506,0.5487471762875384,0.5865896383894902,True
