tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
H200_s0,0,0.39218220606358506,0.9041916167664671,0.9958865668373634,0.9136641451290676
H200_s0,1,0.6518306013924938,0.8269794721407625,0.9872645127495755,0.8879055556442056
H200_s0,2,0.6793223570120864,0.8045977011494253,0.9826230920942715,0.8728302174380848
H200_s0,3,0.5746702353128091,0.8070175438596491,0.9897984778412964,0.8920070358685085
H200_s0,4,0.47908545666418856,0.8731563421828908,0.9927277662763323,0.9048570575458663
H200_s0,5,0.4840562750218505,0.8666666666666667,0.9904531437827254,0.9017387138945716
H200_s0,6,0.3634179501547932,0.8905325443786982,0.9979055218201642,0.9171785031046186
H200_s0,7,0.418993828227217,0.8882175226586103,0.9948035379735474,0.9149012299520629
H200_s0,8,0.5459340404522613,0.8533724340175953,0.9863541568893048,0.8917800315788814
H200_s0,9,0.37211379233844694,0.9149560117302052,0.9982981625317765,0.9294234418443271
