tag,rotation,subject_nll,subject_accuracy_diagnostic,pairwise_subject_auc,pairwise_subject_margin
released,0,0.1966541777840407,0.9640718562874252,0.9998789587605377,0.9710792611752238
released,1,0.18072165906804413,0.9794721407624634,1.0,0.9635093297277179
released,2,0.22844556188529425,0.9712643678160919,0.998634416451207,0.9498996904918126
released,3,0.23430667328887436,0.9649122807017544,0.9994478603415132,0.9587207468492644
released,4,0.232845907632006,0.9646017699115044,0.9994500517598343,0.9643404632806778
released,5,0.29623650251698175,0.9565217391304348,0.9949644529350528,0.9489397693957601
released,6,0.2605213437287283,0.9615384615384616,0.9978246494824446,0.9574182885033744
released,7,0.2868181776578186,0.9516616314199395,0.9959638473654492,0.9533718324133328
released,8,0.1624884628565569,0.9912023460410557,1.0,0.9649804245148387
released,9,0.15538826184454074,0.9824046920821115,0.9999572795625428,0.9685132535440582
