tag,rotation,projection_overlap_rank4,subject_heldout_captured_energy,task_heldout_captured_energy,subspace_stable
H1000_s0,0,0.01937854558940188,0.3868830172853789,0.5055297020813898,True
H1000_s0,1,0.022639258996129383,0.3749802204303647,0.49562831413996367,True
H1000_s0,2,0.02152573754462069,0.3328216477400214,0.4790922670324999,True
H1000_s0,3,0.0238441553607368,0.35419552966215206,0.49107556772932426,True
H1000_s0,4,0.02277303910417834,0.3836359577326146,0.4931481465114286,True
H1000_s0,5,0.016778543809456363,0.4106205430015567,0.49845341431522006,True
H1000_s0,6,0.015122629304610453,0.4023349997297746,0.49304077178836847,True
H1000_s0,7,0.027416516930767368,0.41597838322931413,0.4836167956690455,True
H1000_s0,8,0.027315910900212924,0.4694825124219075,0.5556147787947809,True
H1000_s0,9,0.02085831220947541,0.44145284098716026,0.5417631550463542,True
