dataset,target_subject,method,n_source_seeds,acc,bacc
BNCI2014_001,1,FP-GEM,3,0.7962962962962963,0.7962962962962963
BNCI2014_001,1,Joint-GEM,3,0.7962962962962963,0.7962962962962963
BNCI2014_001,1,rct,3,0.8240740740740741,0.8240740740740741
BNCI2014_001,1,source_only_tsmnet,3,0.5092592592592592,0.5092592592592592
BNCI2014_001,1,spdim_bias,3,0.8194444444444443,0.8194444444444443
BNCI2014_001,1,spdim_geodesic,3,0.8194444444444443,0.8194444444444443
BNCI2014_001,2,FP-GEM,3,0.513888888888889,0.513888888888889
BNCI2014_001,2,Joint-GEM,3,0.5185185185185185,0.5185185185185185
BNCI2014_001,2,rct,3,0.4861111111111111,0.4861111111111111
BNCI2014_001,2,source_only_tsmnet,3,0.5185185185185185,0.5185185185185185
BNCI2014_001,2,spdim_bias,3,0.46759259259259256,0.4675925925925926
BNCI2014_001,2,spdim_geodesic,3,0.48148148148148145,0.48148148148148145
BNCI2014_001,3,FP-GEM,3,0.8518518518518517,0.8518518518518517
BNCI2014_001,3,Joint-GEM,3,0.8472222222222222,0.8472222222222222
BNCI2014_001,3,rct,3,0.8657407407407408,0.8657407407407408
BNCI2014_001,3,source_only_tsmnet,3,0.6712962962962964,0.6712962962962963
BNCI2014_001,3,spdim_bias,3,0.8472222222222223,0.8472222222222222
BNCI2014_001,3,spdim_geodesic,3,0.8657407407407408,0.8657407407407408
BNCI2014_001,4,FP-GEM,3,0.6712962962962963,0.6712962962962963
BNCI2014_001,4,Joint-GEM,3,0.6666666666666666,0.6666666666666666
BNCI2014_001,4,rct,3,0.7083333333333334,0.7083333333333334
BNCI2014_001,4,source_only_tsmnet,3,0.5648148148148148,0.5648148148148148
BNCI2014_001,4,spdim_bias,3,0.7175925925925926,0.7175925925925926
BNCI2014_001,4,spdim_geodesic,3,0.7175925925925926,0.7175925925925926
BNCI2014_001,5,FP-GEM,3,0.6435185185185185,0.6435185185185185
BNCI2014_001,5,Joint-GEM,3,0.6342592592592592,0.6342592592592593
BNCI2014_001,5,rct,3,0.6342592592592592,0.6342592592592592
BNCI2014_001,5,source_only_tsmnet,3,0.5,0.5
BNCI2014_001,5,spdim_bias,3,0.6157407407407408,0.6157407407407407
BNCI2014_001,5,spdim_geodesic,3,0.625,0.625
BNCI2014_001,6,FP-GEM,3,0.6620370370370371,0.662037037037037
BNCI2014_001,6,Joint-GEM,3,0.6620370370370371,0.662037037037037
BNCI2014_001,6,rct,3,0.7083333333333334,0.7083333333333334
BNCI2014_001,6,source_only_tsmnet,3,0.5740740740740741,0.5740740740740741
BNCI2014_001,6,spdim_bias,3,0.7129629629629629,0.7129629629629629
BNCI2014_001,6,spdim_geodesic,3,0.7129629629629631,0.7129629629629629
BNCI2014_001,7,FP-GEM,3,0.6342592592592592,0.6342592592592592
BNCI2014_001,7,Joint-GEM,3,0.6296296296296297,0.6296296296296297
BNCI2014_001,7,rct,3,0.6342592592592592,0.6342592592592592
BNCI2014_001,7,source_only_tsmnet,3,0.6064814814814815,0.6064814814814815
BNCI2014_001,7,spdim_bias,3,0.6481481481481483,0.6481481481481481
BNCI2014_001,7,spdim_geodesic,3,0.6388888888888888,0.638888888888889
BNCI2014_001,8,FP-GEM,3,0.8472222222222223,0.8472222222222223
BNCI2014_001,8,Joint-GEM,3,0.8425925925925926,0.8425925925925926
BNCI2014_001,8,rct,3,0.8518518518518517,0.8518518518518517
BNCI2014_001,8,source_only_tsmnet,3,0.7268518518518517,0.7268518518518517
BNCI2014_001,8,spdim_bias,3,0.8518518518518517,0.8518518518518517
BNCI2014_001,8,spdim_geodesic,3,0.8518518518518517,0.8518518518518517
BNCI2014_001,9,FP-GEM,3,0.7916666666666666,0.7916666666666666
BNCI2014_001,9,Joint-GEM,3,0.7870370370370371,0.7870370370370371
BNCI2014_001,9,rct,3,0.8333333333333334,0.8333333333333334
BNCI2014_001,9,source_only_tsmnet,3,0.8148148148148149,0.8148148148148149
BNCI2014_001,9,spdim_bias,3,0.8333333333333334,0.8333333333333334
BNCI2014_001,9,spdim_geodesic,3,0.8333333333333334,0.8333333333333334
Lee2019_MI,1,FP-GEM,3,0.7266666666666667,0.7266666666666667
Lee2019_MI,1,Joint-GEM,3,0.7400000000000001,0.7400000000000001
Lee2019_MI,1,rct,3,0.7666666666666666,0.7666666666666666
Lee2019_MI,1,source_only_tsmnet,3,0.52,0.52
Lee2019_MI,1,spdim_bias,3,0.7733333333333334,0.7733333333333334
Lee2019_MI,1,spdim_geodesic,3,0.7733333333333334,0.7733333333333334
Lee2019_MI,2,FP-GEM,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,2,Joint-GEM,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,2,rct,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,2,source_only_tsmnet,3,0.6666666666666666,0.6666666666666666
Lee2019_MI,2,spdim_bias,3,0.68,0.68
Lee2019_MI,2,spdim_geodesic,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,3,FP-GEM,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,3,Joint-GEM,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,3,rct,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,3,source_only_tsmnet,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,3,spdim_bias,3,0.7666666666666666,0.7666666666666666
Lee2019_MI,3,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,4,FP-GEM,3,0.62,0.62
Lee2019_MI,4,Joint-GEM,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,4,rct,3,0.68,0.68
Lee2019_MI,4,source_only_tsmnet,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,4,spdim_bias,3,0.66,0.66
Lee2019_MI,4,spdim_geodesic,3,0.66,0.66
Lee2019_MI,5,FP-GEM,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,5,Joint-GEM,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,5,rct,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,5,source_only_tsmnet,3,0.56,0.56
Lee2019_MI,5,spdim_bias,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,5,spdim_geodesic,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,6,FP-GEM,3,0.64,0.64
Lee2019_MI,6,Joint-GEM,3,0.64,0.64
Lee2019_MI,6,rct,3,0.6533333333333333,0.6533333333333332
Lee2019_MI,6,source_only_tsmnet,3,0.54,0.54
Lee2019_MI,6,spdim_bias,3,0.6666666666666666,0.6666666666666666
Lee2019_MI,6,spdim_geodesic,3,0.6533333333333333,0.6533333333333332
Lee2019_MI,7,FP-GEM,3,0.5,0.5
Lee2019_MI,7,Joint-GEM,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,7,rct,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,7,source_only_tsmnet,3,0.5466666666666667,0.5466666666666667
Lee2019_MI,7,spdim_bias,3,0.5333333333333333,0.5333333333333333
Lee2019_MI,7,spdim_geodesic,3,0.52,0.52
Lee2019_MI,8,FP-GEM,3,0.6866666666666666,0.6866666666666666
Lee2019_MI,8,Joint-GEM,3,0.6866666666666666,0.6866666666666666
Lee2019_MI,8,rct,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,8,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,8,spdim_bias,3,0.7133333333333333,0.7133333333333333
Lee2019_MI,8,spdim_geodesic,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,9,FP-GEM,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,9,Joint-GEM,3,0.68,0.68
Lee2019_MI,9,rct,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,9,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,9,spdim_bias,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,9,spdim_geodesic,3,0.7133333333333334,0.7133333333333334
Lee2019_MI,10,FP-GEM,3,0.6933333333333334,0.6933333333333334
Lee2019_MI,10,Joint-GEM,3,0.68,0.68
Lee2019_MI,10,rct,3,0.7133333333333333,0.7133333333333333
Lee2019_MI,10,source_only_tsmnet,3,0.5800000000000001,0.58
Lee2019_MI,10,spdim_bias,3,0.7133333333333333,0.7133333333333333
Lee2019_MI,10,spdim_geodesic,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,11,FP-GEM,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,11,Joint-GEM,3,0.6266666666666666,0.6266666666666668
Lee2019_MI,11,rct,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,11,source_only_tsmnet,3,0.5333333333333333,0.5333333333333333
Lee2019_MI,11,spdim_bias,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,11,spdim_geodesic,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,12,FP-GEM,3,0.6533333333333334,0.6533333333333334
Lee2019_MI,12,Joint-GEM,3,0.66,0.6599999999999999
Lee2019_MI,12,rct,3,0.68,0.68
Lee2019_MI,12,source_only_tsmnet,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,12,spdim_bias,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,12,spdim_geodesic,3,0.68,0.68
Lee2019_MI,13,FP-GEM,3,0.6000000000000001,0.6000000000000001
Lee2019_MI,13,Joint-GEM,3,0.6133333333333333,0.6133333333333333
Lee2019_MI,13,rct,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,13,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,13,spdim_bias,3,0.6133333333333334,0.6133333333333334
Lee2019_MI,13,spdim_geodesic,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,14,FP-GEM,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,14,Joint-GEM,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,14,rct,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,14,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,14,spdim_bias,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,14,spdim_geodesic,3,0.68,0.68
Lee2019_MI,15,FP-GEM,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,15,Joint-GEM,3,0.5800000000000001,0.5800000000000001
Lee2019_MI,15,rct,3,0.56,0.56
Lee2019_MI,15,source_only_tsmnet,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,15,spdim_bias,3,0.56,0.56
Lee2019_MI,15,spdim_geodesic,3,0.5466666666666667,0.5466666666666667
Lee2019_MI,16,FP-GEM,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,16,Joint-GEM,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,16,rct,3,0.64,0.64
Lee2019_MI,16,source_only_tsmnet,3,0.54,0.54
Lee2019_MI,16,spdim_bias,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,16,spdim_geodesic,3,0.6266666666666666,0.6266666666666667
Lee2019_MI,17,FP-GEM,3,0.6266666666666666,0.6266666666666668
Lee2019_MI,17,Joint-GEM,3,0.64,0.64
Lee2019_MI,17,rct,3,0.6866666666666666,0.6866666666666665
Lee2019_MI,17,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,17,spdim_bias,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,17,spdim_geodesic,3,0.6866666666666665,0.6866666666666665
Lee2019_MI,18,FP-GEM,3,0.7933333333333333,0.7933333333333333
Lee2019_MI,18,Joint-GEM,3,0.7866666666666666,0.7866666666666667
Lee2019_MI,18,rct,3,0.8533333333333334,0.8533333333333334
Lee2019_MI,18,source_only_tsmnet,3,0.6,0.6
Lee2019_MI,18,spdim_bias,3,0.7799999999999999,0.7799999999999999
Lee2019_MI,18,spdim_geodesic,3,0.82,0.82
Lee2019_MI,19,FP-GEM,3,0.6666666666666666,0.6666666666666666
Lee2019_MI,19,Joint-GEM,3,0.68,0.68
Lee2019_MI,19,rct,3,0.6866666666666665,0.6866666666666665
Lee2019_MI,19,source_only_tsmnet,3,0.5666666666666667,0.5666666666666667
Lee2019_MI,19,spdim_bias,3,0.6733333333333333,0.6733333333333332
Lee2019_MI,19,spdim_geodesic,3,0.68,0.68
Lee2019_MI,20,FP-GEM,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,20,Joint-GEM,3,0.7000000000000001,0.6999999999999998
Lee2019_MI,20,rct,3,0.7666666666666666,0.7666666666666666
Lee2019_MI,20,source_only_tsmnet,3,0.5133333333333333,0.5133333333333333
Lee2019_MI,20,spdim_bias,3,0.7333333333333334,0.7333333333333334
Lee2019_MI,20,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,21,FP-GEM,3,0.8000000000000002,0.8000000000000002
Lee2019_MI,21,Joint-GEM,3,0.8000000000000002,0.8000000000000002
Lee2019_MI,21,rct,3,0.8000000000000002,0.8000000000000002
Lee2019_MI,21,source_only_tsmnet,3,0.6133333333333334,0.6133333333333333
Lee2019_MI,21,spdim_bias,3,0.7866666666666667,0.7866666666666667
Lee2019_MI,21,spdim_geodesic,3,0.7866666666666667,0.7866666666666667
Lee2019_MI,22,FP-GEM,3,0.5666666666666667,0.5666666666666668
Lee2019_MI,22,Joint-GEM,3,0.5666666666666667,0.5666666666666668
Lee2019_MI,22,rct,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,22,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,22,spdim_bias,3,0.5933333333333333,0.5933333333333334
Lee2019_MI,22,spdim_geodesic,3,0.5733333333333334,0.5733333333333334
Lee2019_MI,23,FP-GEM,3,0.6866666666666666,0.6866666666666666
Lee2019_MI,23,Joint-GEM,3,0.6866666666666666,0.6866666666666666
Lee2019_MI,23,rct,3,0.6933333333333334,0.6933333333333334
Lee2019_MI,23,source_only_tsmnet,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,23,spdim_bias,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,23,spdim_geodesic,3,0.6866666666666665,0.6866666666666665
Lee2019_MI,24,FP-GEM,3,0.7466666666666667,0.7466666666666667
Lee2019_MI,24,Joint-GEM,3,0.6866666666666665,0.6866666666666665
Lee2019_MI,24,rct,3,0.7666666666666666,0.7666666666666666
Lee2019_MI,24,source_only_tsmnet,3,0.5,0.5
Lee2019_MI,24,spdim_bias,3,0.7466666666666667,0.7466666666666667
Lee2019_MI,24,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,25,FP-GEM,3,0.6133333333333334,0.6133333333333334
Lee2019_MI,25,Joint-GEM,3,0.6,0.6
Lee2019_MI,25,rct,3,0.5866666666666668,0.5866666666666668
Lee2019_MI,25,source_only_tsmnet,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,25,spdim_bias,3,0.5733333333333334,0.5733333333333334
Lee2019_MI,25,spdim_geodesic,3,0.58,0.5800000000000001
Lee2019_MI,26,FP-GEM,3,0.66,0.66
Lee2019_MI,26,Joint-GEM,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,26,rct,3,0.6866666666666665,0.6866666666666665
Lee2019_MI,26,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,26,spdim_bias,3,0.6533333333333334,0.6533333333333333
Lee2019_MI,26,spdim_geodesic,3,0.6733333333333333,0.6733333333333332
Lee2019_MI,27,FP-GEM,3,0.58,0.5800000000000001
Lee2019_MI,27,Joint-GEM,3,0.58,0.5800000000000001
Lee2019_MI,27,rct,3,0.6066666666666666,0.6066666666666668
Lee2019_MI,27,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,27,spdim_bias,3,0.6066666666666666,0.6066666666666668
Lee2019_MI,27,spdim_geodesic,3,0.6,0.6000000000000001
Lee2019_MI,28,FP-GEM,3,0.8333333333333334,0.8333333333333334
Lee2019_MI,28,Joint-GEM,3,0.8333333333333334,0.8333333333333334
Lee2019_MI,28,rct,3,0.8999999999999999,0.8999999999999999
Lee2019_MI,28,source_only_tsmnet,3,0.6066666666666666,0.6066666666666667
Lee2019_MI,28,spdim_bias,3,0.8733333333333334,0.8733333333333334
Lee2019_MI,28,spdim_geodesic,3,0.8666666666666667,0.8666666666666667
Lee2019_MI,29,FP-GEM,3,0.4666666666666666,0.4666666666666666
Lee2019_MI,29,Joint-GEM,3,0.47333333333333333,0.47333333333333333
Lee2019_MI,29,rct,3,0.52,0.52
Lee2019_MI,29,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,29,spdim_bias,3,0.5,0.5
Lee2019_MI,29,spdim_geodesic,3,0.48666666666666664,0.48666666666666664
Lee2019_MI,30,FP-GEM,3,0.7466666666666667,0.7466666666666667
Lee2019_MI,30,Joint-GEM,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,30,rct,3,0.7866666666666667,0.7866666666666667
Lee2019_MI,30,source_only_tsmnet,3,0.64,0.64
Lee2019_MI,30,spdim_bias,3,0.8000000000000002,0.8000000000000002
Lee2019_MI,30,spdim_geodesic,3,0.7933333333333333,0.7933333333333333
Lee2019_MI,31,FP-GEM,3,0.6666666666666666,0.6666666666666666
Lee2019_MI,31,Joint-GEM,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,31,rct,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,31,source_only_tsmnet,3,0.5666666666666667,0.5666666666666667
Lee2019_MI,31,spdim_bias,3,0.6666666666666666,0.6666666666666666
Lee2019_MI,31,spdim_geodesic,3,0.6733333333333333,0.6733333333333333
Lee2019_MI,32,FP-GEM,3,0.7266666666666666,0.7266666666666666
Lee2019_MI,32,Joint-GEM,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,32,rct,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,32,source_only_tsmnet,3,0.58,0.58
Lee2019_MI,32,spdim_bias,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,32,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,33,FP-GEM,3,0.7999999999999999,0.7999999999999999
Lee2019_MI,33,Joint-GEM,3,0.8066666666666666,0.8066666666666666
Lee2019_MI,33,rct,3,0.7999999999999999,0.8000000000000002
Lee2019_MI,33,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,33,spdim_bias,3,0.82,0.82
Lee2019_MI,33,spdim_geodesic,3,0.7999999999999999,0.8000000000000002
Lee2019_MI,34,FP-GEM,3,0.52,0.52
Lee2019_MI,34,Joint-GEM,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,34,rct,3,0.5133333333333333,0.5133333333333333
Lee2019_MI,34,source_only_tsmnet,3,0.5,0.5
Lee2019_MI,34,spdim_bias,3,0.5133333333333333,0.5133333333333333
Lee2019_MI,34,spdim_geodesic,3,0.52,0.52
Lee2019_MI,35,FP-GEM,3,0.7333333333333334,0.7333333333333334
Lee2019_MI,35,Joint-GEM,3,0.7333333333333334,0.7333333333333334
Lee2019_MI,35,rct,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,35,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,35,spdim_bias,3,0.7799999999999999,0.7799999999999999
Lee2019_MI,35,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,36,FP-GEM,3,0.9066666666666667,0.9066666666666666
Lee2019_MI,36,Joint-GEM,3,0.9,0.8999999999999999
Lee2019_MI,36,rct,3,0.9199999999999999,0.9199999999999999
Lee2019_MI,36,source_only_tsmnet,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,36,spdim_bias,3,0.9266666666666666,0.9266666666666666
Lee2019_MI,36,spdim_geodesic,3,0.9266666666666666,0.9266666666666666
Lee2019_MI,37,FP-GEM,3,0.8266666666666667,0.8266666666666667
Lee2019_MI,37,Joint-GEM,3,0.82,0.82
Lee2019_MI,37,rct,3,0.8733333333333334,0.8733333333333334
Lee2019_MI,37,source_only_tsmnet,3,0.7199999999999999,0.7200000000000001
Lee2019_MI,37,spdim_bias,3,0.8666666666666667,0.8666666666666667
Lee2019_MI,37,spdim_geodesic,3,0.8666666666666667,0.8666666666666667
Lee2019_MI,38,FP-GEM,3,0.6133333333333333,0.6133333333333334
Lee2019_MI,38,Joint-GEM,3,0.6266666666666666,0.6266666666666668
Lee2019_MI,38,rct,3,0.6,0.6000000000000001
Lee2019_MI,38,source_only_tsmnet,3,0.5133333333333333,0.5133333333333333
Lee2019_MI,38,spdim_bias,3,0.5733333333333334,0.5733333333333334
Lee2019_MI,38,spdim_geodesic,3,0.5800000000000001,0.5800000000000001
Lee2019_MI,39,FP-GEM,3,0.8333333333333334,0.8333333333333334
Lee2019_MI,39,Joint-GEM,3,0.8266666666666667,0.8266666666666668
Lee2019_MI,39,rct,3,0.82,0.82
Lee2019_MI,39,source_only_tsmnet,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,39,spdim_bias,3,0.8066666666666666,0.8066666666666666
Lee2019_MI,39,spdim_geodesic,3,0.82,0.82
Lee2019_MI,40,FP-GEM,3,0.6066666666666668,0.6066666666666666
Lee2019_MI,40,Joint-GEM,3,0.5933333333333334,0.5933333333333334
Lee2019_MI,40,rct,3,0.5733333333333334,0.5733333333333334
Lee2019_MI,40,source_only_tsmnet,3,0.49333333333333335,0.49333333333333335
Lee2019_MI,40,spdim_bias,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,40,spdim_geodesic,3,0.5733333333333334,0.5733333333333334
Lee2019_MI,41,FP-GEM,3,0.6333333333333333,0.6333333333333333
Lee2019_MI,41,Joint-GEM,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,41,rct,3,0.6133333333333334,0.6133333333333334
Lee2019_MI,41,source_only_tsmnet,3,0.5066666666666667,0.5066666666666667
Lee2019_MI,41,spdim_bias,3,0.62,0.62
Lee2019_MI,41,spdim_geodesic,3,0.5933333333333334,0.5933333333333334
Lee2019_MI,42,FP-GEM,3,0.6000000000000001,0.6000000000000001
Lee2019_MI,42,Joint-GEM,3,0.6000000000000001,0.6000000000000001
Lee2019_MI,42,rct,3,0.64,0.64
Lee2019_MI,42,source_only_tsmnet,3,0.5,0.5
Lee2019_MI,42,spdim_bias,3,0.6133333333333334,0.6133333333333333
Lee2019_MI,42,spdim_geodesic,3,0.6266666666666667,0.6266666666666667
Lee2019_MI,43,FP-GEM,3,0.6933333333333334,0.6933333333333334
Lee2019_MI,43,Joint-GEM,3,0.68,0.68
Lee2019_MI,43,rct,3,0.6933333333333334,0.6933333333333334
Lee2019_MI,43,source_only_tsmnet,3,0.5466666666666667,0.5466666666666667
Lee2019_MI,43,spdim_bias,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,43,spdim_geodesic,3,0.6999999999999998,0.6999999999999998
Lee2019_MI,44,FP-GEM,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,44,Joint-GEM,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,44,rct,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,44,source_only_tsmnet,3,0.56,0.5599999999999999
Lee2019_MI,44,spdim_bias,3,0.7399999999999999,0.7399999999999999
Lee2019_MI,44,spdim_geodesic,3,0.7533333333333333,0.7533333333333333
Lee2019_MI,45,FP-GEM,3,0.6066666666666668,0.6066666666666668
Lee2019_MI,45,Joint-GEM,3,0.6066666666666668,0.6066666666666668
Lee2019_MI,45,rct,3,0.64,0.64
Lee2019_MI,45,source_only_tsmnet,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,45,spdim_bias,3,0.66,0.66
Lee2019_MI,45,spdim_geodesic,3,0.6533333333333333,0.6533333333333333
Lee2019_MI,46,FP-GEM,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,46,Joint-GEM,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,46,rct,3,0.6466666666666666,0.6466666666666667
Lee2019_MI,46,source_only_tsmnet,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,46,spdim_bias,3,0.62,0.6200000000000001
Lee2019_MI,46,spdim_geodesic,3,0.6533333333333333,0.6533333333333334
Lee2019_MI,47,FP-GEM,3,0.6333333333333333,0.6333333333333334
Lee2019_MI,47,Joint-GEM,3,0.62,0.62
Lee2019_MI,47,rct,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,47,source_only_tsmnet,3,0.5133333333333333,0.5133333333333333
Lee2019_MI,47,spdim_bias,3,0.6,0.6
Lee2019_MI,47,spdim_geodesic,3,0.6466666666666666,0.6466666666666666
Lee2019_MI,48,FP-GEM,3,0.5333333333333333,0.5333333333333333
Lee2019_MI,48,Joint-GEM,3,0.5266666666666667,0.5266666666666667
Lee2019_MI,48,rct,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,48,source_only_tsmnet,3,0.52,0.52
Lee2019_MI,48,spdim_bias,3,0.5800000000000001,0.5800000000000001
Lee2019_MI,48,spdim_geodesic,3,0.5666666666666668,0.5666666666666668
Lee2019_MI,49,FP-GEM,3,0.7333333333333334,0.7333333333333334
Lee2019_MI,49,Joint-GEM,3,0.7200000000000001,0.7200000000000001
Lee2019_MI,49,rct,3,0.7066666666666667,0.7066666666666667
Lee2019_MI,49,source_only_tsmnet,3,0.6266666666666666,0.6266666666666666
Lee2019_MI,49,spdim_bias,3,0.7600000000000001,0.7600000000000001
Lee2019_MI,49,spdim_geodesic,3,0.7399999999999999,0.7399999999999999
Lee2019_MI,50,FP-GEM,3,0.5666666666666667,0.5666666666666668
Lee2019_MI,50,Joint-GEM,3,0.5466666666666667,0.5466666666666667
Lee2019_MI,50,rct,3,0.5466666666666666,0.5466666666666667
Lee2019_MI,50,source_only_tsmnet,3,0.49333333333333335,0.49333333333333335
Lee2019_MI,50,spdim_bias,3,0.5666666666666667,0.5666666666666667
Lee2019_MI,50,spdim_geodesic,3,0.5533333333333333,0.5533333333333333
Lee2019_MI,51,FP-GEM,3,0.6,0.6000000000000001
Lee2019_MI,51,Joint-GEM,3,0.5800000000000001,0.5800000000000001
Lee2019_MI,51,rct,3,0.5866666666666668,0.5866666666666668
Lee2019_MI,51,source_only_tsmnet,3,0.52,0.52
Lee2019_MI,51,spdim_bias,3,0.6000000000000001,0.6000000000000001
