dataset,target_subject,source_seed,hardware_group,slurm_array_job_id,slurm_array_task_id,raw_path,raw_sha256,stdout_path,stdout_sha256,stdout_status,stderr_path,stderr_sha256,stderr_status,source_model_sha256,p9_reference_source_model_sha256,p9_state_hash_matches_actual,source_checkpoint_file_sha256,status
BNCI2014_001,1,0,V100,893456,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target1_seed0.json,7de00c98a150ae9a853b0e45261a64788693dc44ada22b69fafb464a340587c2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893456_0.out,68cc2c32dad021d13f20c2b0afc5e258b2d4330c6bc4e765f7a3a39a4ace077d,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893456_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,ab76e620dc6de1bb1ea6352ee4bb1300c805d68df28ca6f1a2d771303538c2c9,f21981a86a61ca0c5129c642a5ecaee301fff0a98466a3fa09d7f89c719b3c43,False,07c233d02b36305e68f965da8c3939efb866f893af522f91d5a2d94e5f950c7d,pass
BNCI2014_001,1,1,V100,893448,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target1_seed1.json,974e821c9cc631761d7b610073514f7e41d4c6dec797f6e262716e0f8e8f83fe,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_1.out,b8313c7911f318cbadf37c823512cb0f14f883b9b0b6a8f6e55717b79cc0c8fa,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,d2b65b49aed7b74280ffd400d2e326a8b955fa2bba07bff6c437c49fec01e075,36153ae2793a3942df4c9084cec68ab6a5a2701128aa1d3b7970e63898675fb8,False,53aa2007f182828a14d01bc5466a43d636dfefc31c1ea555ab027f7bd70b1489,pass
BNCI2014_001,1,2,V100,893448,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target1_seed2.json,d44542360af9ee00273b7ea40a504b834c6af2645efdb9d4789bba128c79cb85,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_2.out,eb226513fc8feccfb1b11b491537d6affea5a84c23f31464fe64ee85373f0fac,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,76a2b742371c8a255fbbf23d708ab5af6130afda89a243f20ef9af0c51a90491,263d6dffeef755cbce375d17ed033085b0ab86231ae4e93294ac36cae0f01546,False,efbdb750979da074b75d8766736f1d137630348d0f3a1d904672883b58c1aa6c,pass
BNCI2014_001,2,0,V100,893448,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target2_seed0.json,ee483d6bc825a6de0140c9665b120891ede8ebef99ebf8b66b50357329246ac6,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_3.out,3005f8dcd1ea9d1c229cc3da6cd5730c625110c676a8481efe08b37ff2d9e3b3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,d3743216b9f7ad807572a13a39cad7f4b27055ee5011927d7a9226ef41690570,28d23c7b604e6435a34290949cd52d2bb7c453e60454894db42f0e5625935e52,False,c9598d9fad486e7b29b95b0f2e12983fa53bfff6ef60774c3e211122efc6bc3d,pass
BNCI2014_001,2,1,V100,893448,4,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target2_seed1.json,e6b7a71e6d2fa792f73d23945f33d1ef6edc9312d1054d1d6a1753020f2d861a,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_4.out,93f12447185005d0ae9e1034ae7fffd0864fde07c5fc5dd26094467c2688f1b1,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_4.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,990894dfb894e8b5a36f72956d37f3f1b7c7467ea47124176ba7b36f2bfb2a4b,549e2072e116ba1f037b8669659113556c02adc789f93df9e7d2a0639581e596,False,fbee783dd3c62038661d371b9992159dcc5d7029a0a6963af5ea3c9f8a5a22c8,pass
BNCI2014_001,2,2,V100,893448,5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target2_seed2.json,8a3c3dfd1d14f94b5c4f01111c2f368097c8ee9c60d2294ef1aa8d323a5e2df5,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_5.out,b296f7c92e62b710bf7a5a57af2c74bdbad97874431ed924928eae8df24c4dcc,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_5.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,5be61115f2742d8753e3c30fd7b47e2be3f70817c1e2db4f2d4bdc240af621cd,334db7f441e0b7280306675dfb7e4104a6ba06d9a90879407eff21864df63dbe,False,d9d3d4a7b99ee7fd092505c0d72d6c9397fa5bd66ebd9be7026bf3b4e519d1fa,pass
BNCI2014_001,3,0,V100,893456,0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target3_seed0.json,cd5ca7f252fa35a05e056ac63e904e99ad28ba5d23438c7dbc247852232bb0dd,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893456_0.out,68cc2c32dad021d13f20c2b0afc5e258b2d4330c6bc4e765f7a3a39a4ace077d,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893456_0.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,4117dc3d197902e31041a13ba91c28e9ef4d47076892c7ea71006860468fe7c5,f556805926d9adc269052f1a3e133f24bde3b3bf0b75356287fb864c0a67c836,False,a3345865160d19b1569c4a82c54e08cbfe2d4af7c74a332b4608ee6644095257,pass
BNCI2014_001,3,1,V100,893448,1,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target3_seed1.json,4801b1e397a9326959226e0fd2f0e16ceaa0909d6b4379922e3127efbcc1ae1c,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_1.out,b8313c7911f318cbadf37c823512cb0f14f883b9b0b6a8f6e55717b79cc0c8fa,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_1.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,f2e88a6ef61a3ca7bd06e3e8cc7dca872f73d56b3a209d57a6fcfc0a44a4b2ff,7ff62a49d1a4480d64f2bbcead046437b24e2df30f0e168db23ece878e40f9eb,False,278b79aeaeae3641b4de9f44fa6b924e0ec6c3272913cdfe84fd0a35c8d72579,pass
BNCI2014_001,3,2,V100,893448,2,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target3_seed2.json,b0f2af30b8f0fa8668133e28c086fc9fd8668b3c05cc7214e947fb63050237c0,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_2.out,eb226513fc8feccfb1b11b491537d6affea5a84c23f31464fe64ee85373f0fac,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_2.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,2fcd5fc31f0c6d663808a50aa291a7cd96daaed364e4ba65e337574eb8e36ec0,0751afce1fe3cd51995c8349f2e168cd3ec8cb4a53998d7121bdff5ebb29c0b9,False,55a95ff7fe16aa25accd1455195bd9d7672cce130239c36cece2143170d78ed1,pass
BNCI2014_001,4,0,V100,893448,3,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/units/BNCI2014_001_target4_seed0.json,6294fa5610df40192c9ea2bd2c9105eb4b50e5ff68c4c64e4f6d568afd62e04c,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_3.out,3005f8dcd1ea9d1c229cc3da6cd5730c625110c676a8481efe08b37ff2d9e3b3,exists_complete_clean_launch,/home/infres/yinwang/.cache/h2cmi_training_caches/fp_gem_p12/logs/893448_3.err,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,empty,2c8a2f76f65c92e25a0d0094529c84e46b479c58114148fdd5c37c1849259750,223a36e392a0fa4084684021141c9666f4d54661a37b67e4ba86aae3214641c2,False,1505a3f82d2b9454ee37a11855d23e9427b7935ecb4c987d44a6c9d44944b005,pass
