path,level,group,rows,association
target_unlabeled,within_target_x_level_x_regime,target-1|level-0|OACI,40,0.20689509139989615
target_unlabeled,within_target_x_level_x_regime,target-1|level-0|SRC,40,0.3432260260256317
target_unlabeled,within_target_x_level_x_regime,target-1|level-1|OACI,40,0.21529445429455268
target_unlabeled,within_target_x_level_x_regime,target-1|level-1|SRC,40,0.30781824513600814
target_unlabeled,within_target_x_level_x_regime,target-2|level-0|OACI,40,0.18599004548663362
target_unlabeled,within_target_x_level_x_regime,target-2|level-0|SRC,40,0.2192787603499122
target_unlabeled,within_target_x_level_x_regime,target-2|level-1|OACI,40,0.2968211700821261
target_unlabeled,within_target_x_level_x_regime,target-2|level-1|SRC,40,0.43451063848077115
target_unlabeled,within_target_x_level_x_regime,target-3|level-0|OACI,40,0.1887423907911843
target_unlabeled,within_target_x_level_x_regime,target-3|level-0|SRC,40,0.26117006487354794
target_unlabeled,within_target_x_level_x_regime,target-3|level-1|OACI,40,0.12249037814570807
target_unlabeled,within_target_x_level_x_regime,target-3|level-1|SRC,40,0.18013805930357837
target_unlabeled,within_target_x_level_x_regime,target-5|level-0|OACI,40,0.10503660653323388
target_unlabeled,within_target_x_level_x_regime,target-5|level-0|SRC,40,0.0743571153684517
target_unlabeled,within_target_x_level_x_regime,target-5|level-1|OACI,40,0.20680410827963303
target_unlabeled,within_target_x_level_x_regime,target-5|level-1|SRC,40,0.1768132629472822
target_unlabeled,within_target_x_level_x_regime,target-6|level-0|OACI,40,0.17583777667799969
target_unlabeled,within_target_x_level_x_regime,target-6|level-0|SRC,40,0.26388924875008
target_unlabeled,within_target_x_level_x_regime,target-6|level-1|OACI,40,0.1077555845934868
target_unlabeled,within_target_x_level_x_regime,target-6|level-1|SRC,40,0.177208178982593
target_unlabeled,within_target_x_level_x_regime,target-7|level-0|OACI,40,0.15634924250466598
target_unlabeled,within_target_x_level_x_regime,target-7|level-0|SRC,40,0.14080602285770794
target_unlabeled,within_target_x_level_x_regime,target-7|level-1|OACI,40,0.12712115944445176
target_unlabeled,within_target_x_level_x_regime,target-7|level-1|SRC,40,0.1725180572139335
target_unlabeled,within_target_x_level_x_regime,target-8|level-0|OACI,40,0.3189389369722202
target_unlabeled,within_target_x_level_x_regime,target-8|level-0|SRC,40,0.31458704872900217
target_unlabeled,within_target_x_level_x_regime,target-8|level-1|OACI,40,0.11578801191471115
target_unlabeled,within_target_x_level_x_regime,target-8|level-1|SRC,40,0.1257851989163339
target_unlabeled,within_target_x_level_x_regime,target-9|level-0|OACI,40,0.2031106646738087
target_unlabeled,within_target_x_level_x_regime,target-9|level-0|SRC,40,0.3327071936792025
target_unlabeled,within_target_x_level_x_regime,target-9|level-1|OACI,40,0.2864462603155747
target_unlabeled,within_target_x_level_x_regime,target-9|level-1|SRC,40,0.18014242167635988
