cell_id,target_id,level,candidate_count,joint_good_prevalence,utility_range,random_top1,random_top5,random_top10,random_expected_regret,random_joint_good_coverage_top1,random_joint_good_coverage_top5,random_joint_good_coverage_top10,source_bAcc_spearman,source_bAcc_pairwise,source_bAcc_selected_true_rank,source_bAcc_regret,source_bAcc_standardized_regret,source_bAcc_oracle_best_in_predicted_top1,source_bAcc_selected_within_true_top1,source_bAcc_joint_good_coverage_top1,source_bAcc_oracle_best_in_predicted_top5,source_bAcc_selected_within_true_top5,source_bAcc_joint_good_coverage_top5,source_bAcc_oracle_best_in_predicted_top10,source_bAcc_selected_within_true_top10,source_bAcc_joint_good_coverage_top10,construction_spearman,construction_pairwise,construction_selected_true_rank,construction_regret,construction_standardized_regret,construction_oracle_best_in_predicted_top1,construction_selected_within_true_top1,construction_joint_good_coverage_top1,construction_oracle_best_in_predicted_top5,construction_selected_within_true_top5,construction_joint_good_coverage_top5,construction_oracle_best_in_predicted_top10,construction_selected_within_true_top10,construction_joint_good_coverage_top10,construction_top1_minus_random,construction_top5_minus_random,construction_top10_minus_random,construction_regret_reduction_vs_random_expectation
target-1|level-0,1,0,81,0.12345679012345678,0.95,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4541666666666665,0.12345679012345678,0.4918384865642249,0.7541844552945219,-0.5962360477043125,0.27955321129382565,76,0.7916666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0.8301899579738395,0.8233281493001555,21,0.23749999999999982,0.24999999999999983,0,0,0,1,0,1,1,0,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.21666666666666667
target-1|level-1,1,1,81,0.07407407407407407,0.9083333333333332,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.42499999999999993,0.07407407407407407,0.3263733453606872,0.558701843595248,-0.2943421810798747,0.38957816377171217,75,0.7499999999999999,0.8256880733944953,0,0,0,0,0,0,0,0,0,0.8745757738384718,0.8518057285180572,3,0.029166666666666563,0.03211009174311916,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.39583333333333337
target-2|level-0,2,0,81,0.012345679012345678,0.8416666666666668,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.44166666666666676,0.012345679012345734,0.06172839506172845,0.12345679012345678,-0.3665847943368901,0.3729076255424674,58,0.5958333333333334,0.707920792079208,0,0,0,0,0,0,0,0,0,0.8063366769757611,0.7957724588125583,23,0.29166666666666674,0.34653465346534656,0,0,0,0,0,0,0,0,0,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.15000000000000002
target-2|level-1,2,1,81,0.1111111111111111,0.95,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4666666666666668,0.11111111111111116,0.4539159855615552,0.7145367867936384,-0.4071278142630762,0.3471663053576959,77,0.8625,0.9078947368421053,0,0,0,0,0,0,0,0,0,0.8152788922680431,0.8112562189054726,1,0.0,0.0,1,1,1,1,1,1,1,1,1,0.9876543209876543,0.9382716049382716,0.8765432098765432,0.4666666666666668
target-3|level-0,3,0,81,0.13580246913580246,0.9416666666666667,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4458333333333333,0.13580246913580252,0.5276245086371669,0.7888063629995189,-0.42092543987865255,0.3623682579045257,61,0.6458333333333333,0.6858407079646017,0,0,0,0,0,0,0,0,0,0.9451117272920979,0.9080996884735203,7,0.06666666666666654,0.07079646017699102,0,0,0,1,0,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.37916666666666676
target-3|level-1,3,1,81,0.14814814814814814,0.9791666666666666,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.47916666666666663,0.14814814814814814,0.5613656151630835,0.8189768825710162,-0.38921953018124256,0.3651877133105802,65,0.7166666666666666,0.7319148936170212,0,0,0,0,0,0,0,0,0,0.9388961691195846,0.8921355299968915,10,0.09583333333333333,0.09787234042553192,0,0,0,1,0,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.3833333333333333
target-5|level-0,5,0,81,0.07407407407407407,0.9,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4833333333333334,0.07407407407407407,0.3263733453606872,0.558701843595248,-0.37075118044914734,0.36090458488228006,80,0.8916666666666667,0.9907407407407408,0,0,0,0,0,0,0,0,0,0.7757218845145832,0.787042777433354,4,0.07500000000000007,0.08333333333333341,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.4083333333333333
target-5|level-1,5,1,81,0.06172839506172839,0.9416666666666667,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4666666666666667,0.06172839506172845,0.27893484855510176,0.4918384865642249,-0.45583444002215884,0.3521739130434783,79,0.8708333333333333,0.9247787610619469,0,0,0,0,0,0,0,0,0,0.8136363641033084,0.8270186335403726,3,0.09999999999999998,0.10619469026548671,0,0,1,0,1,1,0,1,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.3666666666666667
target-6|level-0,6,0,81,0.14814814814814814,0.9458333333333334,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4750000000000001,0.14814814814814814,0.5613656151630835,0.8189768825710162,-0.7119883486503874,0.22298136645962732,79,0.8625,0.9118942731277533,0,0,0,0,0,0,0,0,0,0.817815801179649,0.8120136943666355,2,0.012500000000000067,0.013215859030837074,0,0,1,0,1,1,1,1,1,-0.012345679012345678,-0.06172839506172839,0.8765432098765432,0.4625
target-6|level-1,6,1,81,0.09876543209876543,0.9625,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4625,0.09876543209876543,0.41376274920578715,0.6692251656497714,-0.6316755341923965,0.2695409429280397,57,0.6125,0.6363636363636364,0,0,0,0,0,0,0,0,0,0.7849942687083669,0.7998129092609916,5,0.09166666666666679,0.09523809523809536,0,0,1,0,1,1,0,1,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.37083333333333324
target-7|level-0,7,0,81,0.12345679012345678,0.8958333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.43333333333333324,0.12345679012345678,0.4918384865642249,0.7541844552945219,-0.7035023243100089,0.23645930052615288,80,0.8958333333333333,1.0,0,0,0,0,0,0,0,0,0,0.8670352147177622,0.8431860609831985,7,0.054166666666666474,0.06046511627906956,0,0,0,0,0,1,0,1,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.37916666666666676
target-7|level-1,7,1,81,0.012345679012345678,0.6708333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4083333333333333,0.012345679012345734,0.06172839506172845,0.12345679012345678,-0.7539147046177145,0.21817615935262993,72,0.5791666666666666,0.8633540372670807,0,0,0,0,0,0,0,0,0,0.6724343390287821,0.7397815912636505,15,0.22916666666666663,0.3416149068322981,0,0,0,0,0,0,1,0,0,-0.012345679012345678,-0.06172839506172839,0.8765432098765432,0.1791666666666667
target-8|level-0,8,0,81,0.037037037037037035,0.9791666666666666,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4791666666666665,0.03703703703703709,0.17604313173933428,0.3301101734646038,-0.23542066750620047,0.4273743016759777,62,0.6083333333333333,0.6212765957446809,0,0,0,0,0,0,0,0,0,0.8811939897462865,0.8551401869158879,1,0.0,0.0,1,1,1,1,1,1,1,1,1,0.9876543209876543,0.9382716049382716,0.8765432098765432,0.4791666666666665
target-8|level-1,8,1,81,0.04938271604938271,0.8583333333333333,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.41666666666666674,0.04938271604938271,0.22886087970476154,0.4159934845588854,-0.33105017777675155,0.3898726312519416,73,0.725,0.8446601941747574,0,0,0,0,0,0,0,0,0,0.9204393374084286,0.8835978835978836,4,0.03749999999999987,0.04368932038834936,0,0,0,0,1,1,1,1,1,-0.012345679012345678,-0.06172839506172839,0.8765432098765432,0.3791666666666669
target-9|level-0,9,0,81,0.06172839506172839,0.9583333333333334,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4625,0.06172839506172845,0.27893484855510176,0.4918384865642249,-0.2305720408263259,0.42529448233106015,63,0.65,0.6782608695652174,0,0,0,0,0,0,0,0,0,0.8192639776059968,0.8206724782067247,3,0.03750000000000009,0.03913043478260879,0,0,1,1,1,1,1,1,1,-0.012345679012345678,0.9382716049382716,0.8765432098765432,0.42499999999999993
target-9|level-1,9,1,81,0.07407407407407407,0.875,0.012345679012345678,0.06172839506172839,0.12345679012345678,0.4125,0.07407407407407407,0.3263733453606872,0.558701843595248,-0.4599902944962066,0.35934100093254584,49,0.5208333333333333,0.5952380952380951,0,0,0,0,0,0,0,0,0,0.7538613080438058,0.7702957835116425,13,0.16666666666666674,0.19047619047619055,0,0,0,0,0,1,0,0,1,-0.012345679012345678,-0.06172839506172839,-0.12345679012345678,0.24583333333333324
