path,kernel,bandwidth_factor,statistic,target_id,association,bandwidth,rows
strict_source,rbf,0.5,normalized_alignment,1,0.09365389109289052,3.22252078032302,162
strict_source,rbf,0.5,normalized_alignment,2,0.05198462559445627,3.2627481739247304,162
strict_source,rbf,0.5,normalized_alignment,3,0.012732270804889636,3.2744595374525947,162
strict_source,rbf,0.5,normalized_alignment,5,0.020611943323764752,3.2692857566408793,162
strict_source,rbf,0.5,normalized_alignment,6,0.05171904323001896,3.2666100477538795,162
strict_source,rbf,0.5,normalized_alignment,7,0.03743419079607144,3.264029728969541,162
strict_source,rbf,0.5,normalized_alignment,8,0.024789252110051067,3.2745069531794613,162
strict_source,rbf,0.5,normalized_alignment,9,0.06377120627584448,3.257721496227272,162
strict_source,rbf,0.5,centered_hsic,1,0.14936723486020068,3.22252078032302,162
strict_source,rbf,0.5,centered_hsic,2,0.09880290877129187,3.2627481739247304,162
strict_source,rbf,0.5,centered_hsic,3,0.042384453665682456,3.2744595374525947,162
strict_source,rbf,0.5,centered_hsic,5,0.058745868228770544,3.2692857566408793,162
strict_source,rbf,0.5,centered_hsic,6,0.0923479295531667,3.2666100477538795,162
strict_source,rbf,0.5,centered_hsic,7,0.07699953020580033,3.264029728969541,162
strict_source,rbf,0.5,centered_hsic,8,0.06326483976264503,3.2745069531794613,162
strict_source,rbf,0.5,centered_hsic,9,0.11678482716826381,3.257721496227272,162
strict_source,rbf,1.0,normalized_alignment,1,0.03999691481872883,6.44504156064604,162
strict_source,rbf,1.0,normalized_alignment,2,0.011557307026922408,6.525496347849461,162
strict_source,rbf,1.0,normalized_alignment,3,-0.001182962659574938,6.548919074905189,162
strict_source,rbf,1.0,normalized_alignment,5,-6.999317781348203e-05,6.538571513281759,162
strict_source,rbf,1.0,normalized_alignment,6,0.012116582905929183,6.533220095507759,162
strict_source,rbf,1.0,normalized_alignment,7,0.009054519494814797,6.528059457939082,162
strict_source,rbf,1.0,normalized_alignment,8,0.004524180370595835,6.5490139063589226,162
strict_source,rbf,1.0,normalized_alignment,9,0.01582578100297227,6.515442992454544,162
strict_source,rbf,1.0,centered_hsic,1,0.1575843128874898,6.44504156064604,162
strict_source,rbf,1.0,centered_hsic,2,0.07672263111220043,6.525496347849461,162
