path,size_bytes,over_50mb,passed
oaci/reports/C61_CONDITIONAL_OBSERVABILITY_DIVERGENCE.json,3189,0,1
oaci/reports/C61_CONDITIONAL_OBSERVABILITY_DIVERGENCE.md,3388,0,1
oaci/reports/C61_FRAMEWORK_TEMPLATE.md,595,0,1
oaci/reports/C61_INSTRUMENTATION_IMPLICATIONS.md,406,0,1
oaci/reports/C61_RED_TEAM_VERIFICATION.md,1440,0,1
oaci/reports/C61_SOURCE_ESCAPE_HATCH_RED_TEAM.md,363,0,1
oaci/reports/c61_tables/cod_availability_ledger.csv,556,0,1
oaci/reports/c61_tables/cod_bandwidth_support_sensitivity.csv,783,0,1
oaci/reports/c61_tables/cod_estimator_summary.csv,1863,0,1
oaci/reports/c61_tables/cod_null_calibration.csv,914,0,1
oaci/reports/c61_tables/conditional_cs_to_oaci_mapping.csv,1012,0,1
oaci/reports/c61_tables/conditional_observability_spec.csv,854,0,1
oaci/reports/c61_tables/conditional_screening_summary.csv,580,0,1
oaci/reports/c61_tables/eeg_cod_cell_ledger.csv,344,0,1
oaci/reports/c61_tables/eeg_cod_ladder_summary.csv,2220,0,1
oaci/reports/c61_tables/eeg_cod_vs_hit_ladder.csv,730,0,1
oaci/reports/c61_tables/endpoint_after_template_screening.csv,457,0,1
oaci/reports/c61_tables/forbidden_claim_scan.csv,662,0,1
oaci/reports/c61_tables/future_training_need_matrix.csv,642,0,1
oaci/reports/c61_tables/information_class_variable_ledger.csv,657,0,1
oaci/reports/c61_tables/red_team_failure_ledger.csv,1273,0,1
oaci/reports/c61_tables/same_label_oracle_boundary_checks.csv,579,0,1
oaci/reports/c61_tables/schema_validation_summary.csv,917,0,1
oaci/reports/c61_tables/source_observable_cod_adversary.csv,456,0,1
oaci/reports/c61_tables/subagent_audit_manifest.csv,704,0,1
oaci/reports/c61_tables/synthetic_rank_gauge_cod_summary.csv,1870,0,1
oaci/reports/c61_tables/synthetic_rank_gauge_parameter_grid.csv,1979,0,1
oaci/reports/c61_tables/test_command_manifest.csv,552,0,1
oaci/reports/c61_tables/training_gate_decision_matrix.csv,329,0,1
