job_key,seed,target,level,regime,candidate_role,candidate_order,candidate_id,split,persisted_point_available,persisted_point,recomputed_point,signed_drift_recomputed_minus_persisted,abs_drift,pass_1e_9,selected_capacity,atom_sum,additive_abs_diff,atom_additive_identity_pass,support_graph_hash,fold_plan_hash,bootstrap_plan_hash,population_hash,feature_population_hash_matches,target_labels_loaded_for_replay
0|1|0|16|better|selection,0,1,0,S0_full_support,better,16,s0_t001_l000_S0_full_support_o016,selection,1,1.138590250123518,1.138590254879026,4.755507987397323e-09,4.755507987397323e-09,0,64,1.138590254879026,0.0,1,6d099aeb534a6eecc0a7234658c41c57514663adaa55daafa9bcfdc92c6456da,75748d409caa83f511f0508fed8124537178aa1e31d8f08edfe41d4d4d209cc6,e7f5f8a0c1370a05c0f285811eb1d086fcf998fbc3c00255bba20dab67ae7416,282e5d280b6f9a804734bb584b7dfdebcedae513d37bc03468ef53c0ae2819b2,1,0
0|1|0|15|selected|selection,0,1,0,S0_full_support,selected,15,s0_t001_l000_S0_full_support_o015,selection,1,0.974831609010045,0.9748316085891687,-4.2087622276199e-10,4.2087622276199e-10,1,64,0.9748316085891688,1.1102230246251565e-16,1,6d099aeb534a6eecc0a7234658c41c57514663adaa55daafa9bcfdc92c6456da,75748d409caa83f511f0508fed8124537178aa1e31d8f08edfe41d4d4d209cc6,e7f5f8a0c1370a05c0f285811eb1d086fcf998fbc3c00255bba20dab67ae7416,282e5d280b6f9a804734bb584b7dfdebcedae513d37bc03468ef53c0ae2819b2,1,0
0|1|1|13|better|selection,0,1,1,S0_full_support,better,13,s0_t001_l001_S0_full_support_o013,selection,1,1.1389587715158704,1.1389587711068918,-4.0897862874089697e-10,4.0897862874089697e-10,1,64,1.1389587711068916,2.220446049250313e-16,1,e2039c342b23c14150f8a71be0a703ad33435c9a7954203c3afb6122219cc907,e3d2c477cad870b8aea2666ecd2928a98db805b47b22351f521e449d5e5534df,24fe495079a1a1a9023a0685731aab0077d0dfac57a04b401ad0f959e5328eee,48fc9b6b9a69770a5bab019b1b4e57c09253e499eeecaec55984ca4c4beb18c9,1,0
0|1|1|14|selected|selection,0,1,1,S0_full_support,selected,14,s0_t001_l001_S0_full_support_o014,selection,1,1.0549444232872718,1.0549444231025207,-1.8475110330484767e-10,1.8475110330484767e-10,1,64,1.0549444231025207,0.0,1,e2039c342b23c14150f8a71be0a703ad33435c9a7954203c3afb6122219cc907,e3d2c477cad870b8aea2666ecd2928a98db805b47b22351f521e449d5e5534df,24fe495079a1a1a9023a0685731aab0077d0dfac57a04b401ad0f959e5328eee,48fc9b6b9a69770a5bab019b1b4e57c09253e499eeecaec55984ca4c4beb18c9,1,0
0|2|0|1|better|selection,0,2,0,S0_full_support,better,1,s0_t002_l000_S0_full_support_o001,selection,1,1.3328378006217396,1.3328378006197168,-2.0228263508670352e-12,2.0228263508670352e-12,1,64,1.3328378006197168,0.0,1,594639c2db73a69dab2744a59da9d026603d82a8d5e835a7a68feb338d8b677b,52f33eb37cb7ed4b3c91709b52817cdf9d34bf721ce7c5c0553988a75737250a,920ec2e3d4b69994c04037d90367f0c19a7fd22534d6fe0f31fc24228466a074,37702911db3d7411e3cfc97b0e49e803a4e796e6c623e6223a242792b5289e55,1,0
0|2|0|2|selected|selection,0,2,0,S0_full_support,selected,2,s0_t002_l000_S0_full_support_o002,selection,1,1.1663058863186264,1.1663058872632075,9.44581080020157e-10,9.44581080020157e-10,1,64,1.1663058872632077,2.220446049250313e-16,1,594639c2db73a69dab2744a59da9d026603d82a8d5e835a7a68feb338d8b677b,52f33eb37cb7ed4b3c91709b52817cdf9d34bf721ce7c5c0553988a75737250a,920ec2e3d4b69994c04037d90367f0c19a7fd22534d6fe0f31fc24228466a074,37702911db3d7411e3cfc97b0e49e803a4e796e6c623e6223a242792b5289e55,1,0
0|2|1|1|better|selection,0,2,1,S0_full_support,better,1,s0_t002_l001_S0_full_support_o001,selection,1,1.1888371664945483,1.1888371664955042,9.559020242022598e-13,9.559020242022598e-13,1,64,1.1888371664955044,2.220446049250313e-16,1,09a28a9a02806da98c8ae80d00ed1d3d7168aaddd0ce94b941119034e1b0cb86,34a241bd8ca99f72099ea1a59df4a4b0511fef6fba4c08a03cf8ee33dba33a14,c9f1c593249092b1485905dcc9a9ae65a982d886fd849e8bc59043778d1d6849,d1ff616b8edc48c51ad30f18f259def73e03a2615d033642c969491241f9ccc2,1,0
0|2|1|0|selected|selection,0,2,1,S0_full_support,selected,0,s0_t002_l001_S0_full_support_o000,selection,1,1.1261616195206612,1.1261616194175312,-1.0312994902506034e-10,1.0312994902506034e-10,1,64,1.1261616194175312,0.0,1,09a28a9a02806da98c8ae80d00ed1d3d7168aaddd0ce94b941119034e1b0cb86,34a241bd8ca99f72099ea1a59df4a4b0511fef6fba4c08a03cf8ee33dba33a14,c9f1c593249092b1485905dcc9a9ae65a982d886fd849e8bc59043778d1d6849,d1ff616b8edc48c51ad30f18f259def73e03a2615d033642c969491241f9ccc2,1,0
0|3|0|1|better|selection,0,3,0,S0_full_support,better,1,s0_t003_l000_S0_full_support_o001,selection,1,1.153272039706376,1.1532720396960392,-1.0336842493074982e-11,1.0336842493074982e-11,1,64,1.1532720396960394,2.220446049250313e-16,1,e02503a5746abc03f6bfbc4cd04543850b027aaf63045d9b3de5ebf6c7d7aa19,78f86308457784be49342ed5057ec462b5e1a5890f07ccb01204e0810c80d8f3,4e518144a65c9fd4eba156b5a204ba5498899f39e20d4ea7752dd96902f02428,f64cb3ae48faf4ffb4e4ad33dda6ab04e2d5db82e6c9ad5c38c7e480ff311b69,1,0
0|3|0|0|selected|selection,0,3,0,S0_full_support,selected,0,s0_t003_l000_S0_full_support_o000,selection,1,1.103852092706232,1.1038520927941258,8.789369232431454e-11,8.789369232431454e-11,1,64,1.103852092794126,2.220446049250313e-16,1,e02503a5746abc03f6bfbc4cd04543850b027aaf63045d9b3de5ebf6c7d7aa19,78f86308457784be49342ed5057ec462b5e1a5890f07ccb01204e0810c80d8f3,4e518144a65c9fd4eba156b5a204ba5498899f39e20d4ea7752dd96902f02428,f64cb3ae48faf4ffb4e4ad33dda6ab04e2d5db82e6c9ad5c38c7e480ff311b69,1,0
