candidate_key,seed,target,level,candidate_role,candidate_order,candidate_id,selection_persisted_point_available,selection_pass_1e_9,selection_abs_drift,selection_additive_abs_diff,source_audit_persisted_point_available,source_audit_additive_abs_diff,source_audit_additive_pass,contrast_class,interpretation
0|1|0|better|16,0,1,0,better,16,s0_t001_l000_S0_full_support_o016,1,0,4.755507987397323e-09,0.0,0,0.0,1,selection_persisted_identity_failed_audit_additive_passed,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|1|0|selected|15,0,1,0,selected,15,s0_t001_l000_S0_full_support_o015,1,1,4.2087622276199e-10,1.1102230246251565e-16,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|1|1|better|13,0,1,1,better,13,s0_t001_l001_S0_full_support_o013,1,1,4.0897862874089697e-10,2.220446049250313e-16,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|1|1|selected|14,0,1,1,selected,14,s0_t001_l001_S0_full_support_o014,1,1,1.8475110330484767e-10,0.0,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|2|0|better|1,0,2,0,better,1,s0_t002_l000_S0_full_support_o001,1,1,2.0228263508670352e-12,0.0,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|2|0|selected|2,0,2,0,selected,2,s0_t002_l000_S0_full_support_o002,1,1,9.44581080020157e-10,2.220446049250313e-16,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|2|1|better|1,0,2,1,better,1,s0_t002_l001_S0_full_support_o001,1,1,9.559020242022598e-13,2.220446049250313e-16,0,1.1102230246251565e-16,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|2|1|selected|0,0,2,1,selected,0,s0_t002_l001_S0_full_support_o000,1,1,1.0312994902506034e-10,0.0,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|3|0|better|1,0,3,0,better,1,s0_t003_l000_S0_full_support_o001,1,1,1.0336842493074982e-11,2.220446049250313e-16,0,1.1102230246251565e-16,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
0|3|0|selected|0,0,3,0,selected,0,s0_t003_l000_S0_full_support_o000,1,1,8.789369232431454e-11,2.220446049250313e-16,0,0.0,1,both_available_gates_passed_or_not_comparable,audit has no persisted aggregate point identity target; contrast is selection persisted-trace specific
