job_key,seed,target,level,candidate_role,candidate_order,candidate_id,persisted_point,recomputed_point,atom_sum,recomputed_minus_persisted,atom_sum_minus_recomputed,first_path_difference
0|1|0|16|better|selection,0,1,0,better,16,s0_t001_l000_S0_full_support_o016,1.138590250123518,1.138590254879026,1.138590254879026,4.755507987397323e-09,0.0,persisted_aggregate_vs_recomputed_point
0|1|0|15|selected|selection,0,1,0,selected,15,s0_t001_l000_S0_full_support_o015,0.974831609010045,0.9748316085891687,0.9748316085891688,-4.2087622276199e-10,1.1102230246251565e-16,none
0|1|1|13|better|selection,0,1,1,better,13,s0_t001_l001_S0_full_support_o013,1.1389587715158704,1.1389587711068918,1.1389587711068916,-4.0897862874089697e-10,-2.220446049250313e-16,none
0|1|1|14|selected|selection,0,1,1,selected,14,s0_t001_l001_S0_full_support_o014,1.0549444232872718,1.0549444231025207,1.0549444231025207,-1.8475110330484767e-10,0.0,none
0|2|0|1|better|selection,0,2,0,better,1,s0_t002_l000_S0_full_support_o001,1.3328378006217396,1.3328378006197168,1.3328378006197168,-2.0228263508670352e-12,0.0,none
0|2|0|2|selected|selection,0,2,0,selected,2,s0_t002_l000_S0_full_support_o002,1.1663058863186264,1.1663058872632075,1.1663058872632077,9.44581080020157e-10,2.220446049250313e-16,none
0|2|1|1|better|selection,0,2,1,better,1,s0_t002_l001_S0_full_support_o001,1.1888371664945483,1.1888371664955042,1.1888371664955044,9.559020242022598e-13,2.220446049250313e-16,none
0|2|1|0|selected|selection,0,2,1,selected,0,s0_t002_l001_S0_full_support_o000,1.1261616195206612,1.1261616194175312,1.1261616194175312,-1.0312994902506034e-10,0.0,none
0|3|0|1|better|selection,0,3,0,better,1,s0_t003_l000_S0_full_support_o001,1.153272039706376,1.1532720396960392,1.1532720396960394,-1.0336842493074982e-11,2.220446049250313e-16,none
0|3|0|0|selected|selection,0,3,0,selected,0,s0_t003_l000_S0_full_support_o000,1.103852092706232,1.1038520927941258,1.103852092794126,8.789369232431454e-11,2.220446049250313e-16,none
0|3|1|10|better|selection,0,3,1,better,10,s0_t003_l001_S0_full_support_o010,1.3924069728601534,1.3924069728762782,1.3924069728762782,1.6124879209655774e-11,0.0,none
0|3|1|4|selected|selection,0,3,1,selected,4,s0_t003_l001_S0_full_support_o004,1.1808153170446576,1.1808153169764302,1.1808153169764302,-6.822742371070945e-11,0.0,none
0|4|1|1|better|selection,0,4,1,better,1,s0_t004_l001_S0_full_support_o001,1.3113635434276674,1.3113635434278619,1.3113635434278619,1.9451107391432743e-13,0.0,none
0|4|1|2|selected|selection,0,4,1,selected,2,s0_t004_l001_S0_full_support_o002,1.222150774156938,1.2221507741585027,1.2221507741585027,1.5647483309066956e-12,0.0,none
0|5|0|18|better|selection,0,5,0,better,18,s0_t005_l000_S0_full_support_o018,1.1421225060721663,1.1421225077789456,1.1421225077789459,1.7067793844915968e-09,2.220446049250313e-16,persisted_aggregate_vs_recomputed_point
0|5|0|19|selected|selection,0,5,0,selected,19,s0_t005_l000_S0_full_support_o019,0.9247366889337748,0.9247539572838652,0.9247539572838654,1.726835009041583e-05,2.220446049250313e-16,persisted_aggregate_vs_recomputed_point
0|6|1|19|better|selection,0,6,1,better,19,s0_t006_l001_S0_full_support_o019,1.1903891024342155,1.1903891024193414,1.1903891024193414,-1.4874101950113072e-11,0.0,none
0|6|1|20|selected|selection,0,6,1,selected,20,s0_t006_l001_S0_full_support_o020,1.0828942132914716,1.0828942130410346,1.082894213041035,-2.504370044675852e-10,4.440892098500626e-16,none
0|7|1|0|better|selection,0,7,1,better,0,s0_t007_l001_S0_full_support_o000,1.2820411840054342,1.282041184006565,1.2820411840065655,1.1308731728831845e-12,4.440892098500626e-16,none
0|7|1|5|selected|selection,0,7,1,selected,5,s0_t007_l001_S0_full_support_o005,1.0081666395384052,1.008166639616303,1.0081666396163032,7.789768829979948e-11,2.220446049250313e-16,none
0|8|0|15|better|selection,0,8,0,better,15,s0_t008_l000_S0_full_support_o015,0.9312035502667975,0.9312035503597944,0.9312035503597945,9.299694347930654e-11,1.1102230246251565e-16,none
0|8|0|17|selected|selection,0,8,0,selected,17,s0_t008_l000_S0_full_support_o017,0.7964267569680739,0.7964267569683132,0.7964267569683133,2.3936408410918375e-13,1.1102230246251565e-16,none
0|9|0|18|better|selection,0,9,0,better,18,s0_t009_l000_S0_full_support_o018,0.9131204017907918,0.9131203610509945,0.9131203610509945,-4.0739797313449344e-08,0.0,persisted_aggregate_vs_recomputed_point
0|9|0|19|selected|selection,0,9,0,selected,19,s0_t009_l000_S0_full_support_o019,0.7193969473835693,0.7193976623939486,0.7193976623939488,7.15010379348513e-07,1.1102230246251565e-16,persisted_aggregate_vs_recomputed_point
0|9|1|13|better|selection,0,9,1,better,13,s0_t009_l001_S0_full_support_o013,0.8874721465331173,0.8874724178320088,0.8874724178320088,2.7129889146326747e-07,0.0,persisted_aggregate_vs_recomputed_point
0|9|1|12|selected|selection,0,9,1,selected,12,s0_t009_l001_S0_full_support_o012,0.7536346230647282,0.7538498388471918,0.7538498388471919,0.00021521578246364026,1.1102230246251565e-16,persisted_aggregate_vs_recomputed_point
1|1|0|5|better|selection,1,1,0,better,5,s1_t001_l000_S0_full_support_o005,1.403762174436289,1.40376217445456,1.4037621744545603,1.8271162360861126e-11,2.220446049250313e-16,none
1|1|0|6|selected|selection,1,1,0,selected,6,s1_t001_l000_S0_full_support_o006,1.2182070205184097,1.2182070207190505,1.2182070207190507,2.0064083727788784e-10,2.220446049250313e-16,none
1|1|1|15|better|selection,1,1,1,better,15,s1_t001_l001_S0_full_support_o015,1.1009618390836946,1.100961841749076,1.100961841749076,2.665381471089745e-09,0.0,persisted_aggregate_vs_recomputed_point
1|1|1|16|selected|selection,1,1,1,selected,16,s1_t001_l001_S0_full_support_o016,1.028341012563107,1.028341012567327,1.028341012567327,4.21995771660022e-12,0.0,none
1|2|0|17|better|selection,1,2,0,better,17,s1_t002_l000_S0_full_support_o017,0.9692250534256242,0.9692243922003048,0.9692243922003048,-6.612253193871709e-07,0.0,persisted_aggregate_vs_recomputed_point
1|2|0|18|selected|selection,1,2,0,selected,18,s1_t002_l000_S0_full_support_o018,0.5992915296061538,0.5992434698085426,0.5992434698085427,-4.8059797611244015e-05,1.1102230246251565e-16,persisted_aggregate_vs_recomputed_point
1|2|1|1|better|selection,1,2,1,better,1,s1_t002_l001_S0_full_support_o001,1.172174652744605,1.1721746519060623,1.1721746519060625,-8.385427907597887e-10,2.220446049250313e-16,none
1|2|1|2|selected|selection,1,2,1,selected,2,s1_t002_l001_S0_full_support_o002,1.0239074940670214,1.0239074940451536,1.0239074940451538,-2.1867840871436783e-11,2.220446049250313e-16,none
1|3|0|11|better|selection,1,3,0,better,11,s1_t003_l000_S0_full_support_o011,1.26898620819707,1.2689862081903898,1.2689862081903895,-6.680211939169567e-12,-2.220446049250313e-16,none
