path,size_bytes,over_50mb,passed
oaci/reports/C58_FORMAL_LOWER_BOUND_ATTEMPT.json,3628,0,1
oaci/reports/C58_FORMAL_LOWER_BOUND_ATTEMPT.md,2113,0,1
oaci/reports/C58_REAL_EEG_TRAINING_GATE.md,697,0,1
oaci/reports/C58_RED_TEAM_VERIFICATION.md,60,0,1
oaci/reports/c58_formal_lower_bound/formal_problem_spec.md,776,0,1
oaci/reports/c58_formal_lower_bound/rank_gauge_synthetic_model_spec.md,685,0,1
oaci/reports/c58_formal_lower_bound/synthetic_lower_bound_derivation.md,782,0,1
oaci/reports/c58_tables/adversarial_source_rule_ledger.csv,471,0,1
oaci/reports/c58_tables/artifact_sufficiency_for_lower_bounds.csv,950,0,1
oaci/reports/c58_tables/assumption_gap_ledger.csv,1014,0,1
oaci/reports/c58_tables/cellwise_bayes_error_ledger.csv,1301,0,1
oaci/reports/c58_tables/conditional_entropy_or_ambiguity_summary.csv,596,0,1
oaci/reports/c58_tables/conditional_sufficiency_summary.csv,462,0,1
oaci/reports/c58_tables/empirical_to_synthetic_parameter_map.csv,625,0,1
oaci/reports/c58_tables/failed_and_successful_escape_hatches.csv,357,0,1
oaci/reports/c58_tables/fano_packing_summary.csv,445,0,1
oaci/reports/c58_tables/finite_population_bound_summary.csv,3014,0,1
oaci/reports/c58_tables/forbidden_claim_scan.csv,49,0,1
oaci/reports/c58_tables/lecam_witness_summary.csv,719,0,1
oaci/reports/c58_tables/markov_boundary_candidate_ledger.csv,347,0,1
oaci/reports/c58_tables/missing_instrumentation_ledger.csv,590,0,1
oaci/reports/c58_tables/mutual_information_proxy_summary.csv,522,0,1
oaci/reports/c58_tables/packing_cell_ledger.csv,308,0,1
oaci/reports/c58_tables/packing_null_calibration.csv,340,0,1
oaci/reports/c58_tables/partition_bayes_error_by_information_class.csv,1668,0,1
oaci/reports/c58_tables/red_team_failure_ledger.csv,20,0,1
oaci/reports/c58_tables/regret_to_endpoint_oracle.csv,1870,0,1
oaci/reports/c58_tables/schema_validation_summary.csv,53,0,1
oaci/reports/c58_tables/selector_measurability_contract.csv,1169,0,1
oaci/reports/c58_tables/sigma_field_ladder.csv,1421,0,1
oaci/reports/c58_tables/source_equivalent_target_divergent_pairs.csv,757,0,1
oaci/reports/c58_tables/source_escape_hatch_attack_summary.csv,778,0,1
oaci/reports/c58_tables/subagent_audit_manifest.csv,964,0,1
oaci/reports/c58_tables/synthetic_simulation_summary.csv,519,0,1
oaci/reports/c58_tables/test_command_manifest.csv,522,0,1
oaci/reports/c58_tables/training_gate_decision_table.csv,511,0,1
oaci/reports/c58_tables/two_point_bound_candidates.csv,655,0,1
oaci/reports/c58_tables/utility_and_loss_definitions.csv,1080,0,1
oaci/reports/c58_training_gate/atom_trace_schema.md,333,0,1
oaci/reports/c58_training_gate/instrumented_training_gate_decision.md,518,0,1
oaci/reports/c58_training_gate/instrumented_training_protocol.yaml,629,0,1
oaci/reports/c58_training_gate/split_label_cache_schema.md,349,0,1
oaci/reports/c58_training_gate/training_artifact_schema.md,313,0,1
