path,size_bytes,over_50mb,passed
oaci/reports/C59_ARTIFACT_SUFFICIENCY_AUDIT.md,279,0,1
oaci/reports/C59_CONDITIONAL_SUFFICIENCY_BOUNDARY.md,225,0,1
oaci/reports/C59_FANO_ASSOUAD_ATTEMPT.md,227,0,1
oaci/reports/C59_FORMAL_LOWER_BOUND_THEORY_FACTORY.json,3075,0,1
oaci/reports/C59_FORMAL_LOWER_BOUND_THEORY_FACTORY.md,1921,0,1
oaci/reports/C59_FORMAL_SPEC.md,910,0,1
oaci/reports/C59_INSTRUMENTED_EEG_BLUEPRINT.md,263,0,1
oaci/reports/C59_LECAM_WITNESS_ATTEMPT.md,230,0,1
oaci/reports/C59_RANK_GAUGE_THEOREM_MODEL.md,573,0,1
oaci/reports/C59_RED_TEAM_VERIFICATION.md,1009,0,1
oaci/reports/C59_REGISTERED_PARTITION_BOUND.md,705,0,1
oaci/reports/C59_SOURCE_ESCAPE_HATCH_ADVERSARY.md,192,0,1
oaci/reports/c59_tables/assouad_cube_attempts.csv,259,0,1
oaci/reports/c59_tables/conditional_entropy_ladder.csv,566,0,1
oaci/reports/c59_tables/conditional_mi_diagnostics.csv,392,0,1
oaci/reports/c59_tables/fano_failure_reasons.csv,265,0,1
oaci/reports/c59_tables/fano_packing_summary.csv,293,0,1
oaci/reports/c59_tables/forbidden_claim_scan.csv,644,0,1
oaci/reports/c59_tables/formal_object_spec.csv,1601,0,1
oaci/reports/c59_tables/information_sigma_field_ladder.csv,857,0,1
oaci/reports/c59_tables/lecam_bound_candidates.csv,571,0,1
oaci/reports/c59_tables/lecam_failure_reasons.csv,259,0,1
oaci/reports/c59_tables/lecam_witness_candidates.csv,364,0,1
oaci/reports/c59_tables/markov_boundary_candidate_summary.csv,480,0,1
oaci/reports/c59_tables/missing_data_for_atom_trace.csv,358,0,1
oaci/reports/c59_tables/missing_data_for_split_label.csv,320,0,1
oaci/reports/c59_tables/missing_data_for_theory.csv,370,0,1
oaci/reports/c59_tables/partition_function_class_limits.csv,767,0,1
oaci/reports/c59_tables/rank_gauge_bound_grid.csv,939,0,1
oaci/reports/c59_tables/rank_gauge_empirical_constant_map.csv,696,0,1
oaci/reports/c59_tables/rank_gauge_theorem_assumptions.csv,755,0,1
oaci/reports/c59_tables/red_team_failure_ledger.csv,882,0,1
oaci/reports/c59_tables/registered_partition_bound_constants.csv,2367,0,1
oaci/reports/c59_tables/schema_validation_summary.csv,1144,0,1
oaci/reports/c59_tables/source_adversary_candidates.csv,322,0,1
oaci/reports/c59_tables/source_adversary_red_team.csv,340,0,1
oaci/reports/c59_tables/source_adversary_results.csv,502,0,1
oaci/reports/c59_tables/subagent_audit_manifest.csv,698,0,1
oaci/reports/c59_tables/test_command_manifest.csv,543,0,1
oaci/reports/c59_tables/training_authorization_gate.csv,244,0,1
oaci/reports/c59_tables/training_campaign_options.csv,1442,0,1
oaci/reports/c59_tables/training_instrumentation_schema.csv,612,0,1
