check_id,check,passed,blocking,evidence
RT01,C81_audit_addendum_commit_reachable,1,0,6f73bbc
RT02,C81_audit_addendum_hashes_replay,1,0,three_additive_artifacts
RT03,C81_E_historical_gate_preserved,1,0,protocol_and_addendum
RT04,no_C81_scientific_result_reconstructed,1,0,672_memory_0_frozen
RT05,C82_protocol_commit_precedes_implementation,1,0,8b0df50_before_7f107f9
RT06,C82_protocol_hash_replays,1,0,9f58c7a8e6b495a6d8f510c0d72d24ede4485908ef94bc078abe8f124b03a8f3
RT07,post_C81_outcome_access_disclosed,1,0,protocol_epistemic_status
RT08,prospective_only_to_new_C82_computation_disclosed,1,0,protocol_epistemic_status
RT09,analysis_lock_hash_replays,1,0,d5de6d6ff242b9f3d7f9c318cbdd6e1e16c509060bc14cca59292b738a75f5ce
RT10,three_implementation_objects_replay,1,0,load_execution_lock
RT11,nineteen_registry_artifacts_replay,1,0,load_execution_lock
RT12,eleven_field_view_objects_replay,1,0,load_execution_lock
RT13,frozen_selection_manifest_hash_replays,1,0,4677ed3aba7758ea0008c2093b44d6fb81d425930727e5941950179737ebd519
RT14,frozen_selection_payload_hash_replays_without_array_load,1,0,1ed893acd9190914eb4cb122f3ef26bc1e2355c4103894b816894bd264669257
RT15,frozen_selection_payload_size_replays,1,0,415284_bytes
RT16,selection_recomputation_forbidden,1,0,protocol_lock_and_real_adapter
RT17,method_registry_34_unchanged,1,0,ef48ecf7fcc55188b78b0878d86f07f6239fe4f6c88bbc854829b3a1c7a1a120
RT18,frozen_selection_methods_19_unchanged,1,0,selection_binding
RT19,six_primary_zero_label_methods_unchanged,1,0,U7_U5_U11_U13_U14_U15
RT20,canonical_schema_16_fields,1,0,canonical_output_schema_registry
RT21,canonical_context_rows_672,1,0,32_x_21
RT22,dictionary_insertion_order_ignored,1,0,synthetic_atomic_test
RT23,unknown_fields_rejected,1,0,synthetic_atomic_test
RT24,missing_fields_rejected,1,0,synthetic_atomic_test
RT25,all_23_CSV_outputs_executable,1,0,synthetic_end_to_end_manifest
RT26,atomic_all_or_none_freeze_passes,1,0,staging_manifest_rename
RT27,partial_write_leaves_no_final_directory,1,0,atomic_result_freeze_test
RT28,post_evaluation_failure_consumes_authorization_and_maps_E,1,0,atomic_result_freeze_test
RT29,Q1_executable,1,0,seed_method_Q1_Q2
RT30,Q2_executable,1,0,maxT_noninferiority
RT31,Q3_executable,1,0,objective_dependence_Q3
RT32,Q4_executable,1,0,same_method_and_LOTO
RT33,Q5_executable,1,0,information_class_summary_Q5
RT34,U16_executable_as_diagnostic_only,1,0,accuracy_on_the_line_diagnostic
RT35,measurement_metric_applicability_enforced,1,0,34_method_registry_rows
RT36,LORO_formally_removed_without_transport_claim,1,0,protocol_and_loro_status
RT37,same_method_A_truth_case_passes,1,0,U7_both_seeds
RT38,same_method_B_truth_case_passes,1,0,U5_both_seeds
RT39,different_method_seed_cases_map_D,1,0,U7_vs_U14_and_U5_vs_U14
RT40,all_16_LOTO_panels_include_method_identity,1,0,synthetic_LOTO_calibration
RT41,target_is_principal_cluster,1,0,inference_lock
RT42,seed_is_paired_training_factor,1,0,inference_lock
RT43,target4_primary_blocked,1,0,schema_tests_and_lock
RT44,same_label_oracle_blocked,1,0,schema_tests_and_lock
RT45,construction_label_content_not_reopened,1,0,real_adapter_source_scan
RT46,evaluation_access_after_authorization_consumption_and_selection_replay,1,0,real_adapter_call_order
RT47,C82E_authorization_record_absent,1,0,protected_path_audit
RT48,C82_real_result_directory_absent,1,0,protected_path_audit
RT49,active_C82_jobs_zero,1,0,squeue_audit
RT50,training_forward_reinference_GPU_zero,1,0,scope_and_job_audit
RT51,four_regression_suites_pass,1,0,jobs_895177_to_895180
RT52,all_regression_stderr_empty,1,0,four_empty_SHA256_files
RT53,conditional_skip_and_deselections_explained,1,0,pytest_rs_audit
RT54,no_raw_cache_weight_or_optimizer_payload_in_Git,1,0,tracked_suffix_scan
RT55,no_tracked_payload_over_50_MiB,1,0,git_size_scan
RT56,claim_boundaries_preserved,1,0,outcome_access_recovery_not_confirmation
RT57,no_manuscript_experiment,1,0,scope_audit
RT58,HEAD_equals_origin_at_regression_commit,1,0,6c6739c
RT59,open_blocking_risks_zero,1,0,33_row_risk_register
