dataset,backbone,feature_object,training_method,heldout_subject,seed,normalized_overlap,raw_overlap,rank_Y,rank_D,null_mean,null_ci_hi,feature_norm,cov_condition_number,effective_rank,top_singular_value,config_hash,git_sha
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,0.08265114943385277,0.08265114943385277,1,10,0.1544458589143013,0.17293525889756736,6.486341196449865,2499.686364764802,34.60460158506951,159.6140523840756,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,0.12056745165555417,0.12056745165555417,1,10,0.1649165780356369,0.18525723607700192,10.35921010124341,1263.5593752072198,39.452289796772504,244.5453827141012,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,0.11688193300085342,0.11688193300085342,1,10,0.1655600151996059,0.18339355964259868,8.483899843322531,1430.8578880640093,37.51073843720664,194.74876402336923,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,0,0.045993368606703,0.045993368606703,1,10,0.1734029304742582,0.19145088584164158,9.029036442883616,1061.070769168483,39.57066282109595,184.0464285565628,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,1,0.04802565580848898,0.04802565580848898,1,10,0.17261343269167345,0.19236998006643385,12.46827919848796,1215.7749687756175,38.99544875120779,260.18594071899435,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,2,0.06303670274952736,0.06303670274952736,1,10,0.15715143446141144,0.17176988504989488,11.431215629783251,1218.4062807729558,38.91794780826853,233.5326632659101,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,12,0,0.09944774861361966,0.09944774861361966,1,10,0.15770370463993066,0.17762628718599321,8.126303004092545,1622.5085967004109,37.448883927710824,183.61493776886957,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,12,1,0.07159970031262741,0.07159970031262741,1,10,0.15111022308422103,0.16725495271200072,11.026242598076701,1375.5774830126913,38.75754579581344,245.63228298929116,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,12,2,0.16064320361788503,0.16064320361788503,1,10,0.16072603941995836,0.17559286209513833,10.844417618330798,638.6239314382949,42.446953944342006,211.45585933163215,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,2,0,0.07713236320913985,0.07713236320913985,1,10,0.16074578860598915,0.17838145471775216,8.9536157910587,1825.9320530765708,36.24966318927498,206.13073912795554,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56
