unit_id,target,level,regime,trajectory_order,optimizer_state_path,optimizer_state_file_sha256,optimizer_state_hash,file_hash_match,state_hash_match,passed
c78f_212bb3954f4b0a6f2797,1,0,ERM,0,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage1_order-00_optimizer_de8708e4cffa29ee.pt,08d61df9b6de25689d3381854536106454c76f926dfd6e1fc20420935212237d,de8708e4cffa29ee0a266c3f58a37a94e4172fca6dc4d6f8ad0451283f017b6a,1,1,1
c78f_dc21b11dd757156157ea,1,0,OACI,1,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-01_optimizer_6d1b9c0f4cdc9db7.pt,cb061867da977dd597c7ccd297fcbe542cb0fe60b438cf899827b23316214e8d,6d1b9c0f4cdc9db743390ee42c89aa155c9f05fd396c296b3b6cd4751c6e87aa,1,1,1
c78f_9f74a4745e381eb5b17c,1,0,OACI,2,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-02_optimizer_fbf80885a9d98a09.pt,9aa49e29f9abee47ac4ea291d13e0bd0a22e9147af260d45668edd300a0f6b4d,fbf80885a9d98a09afe7bcda23278c555bc4013f462423ff6e7cb735af8e2009,1,1,1
c78f_1106b50bcc784fa7cc68,1,0,OACI,3,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-03_optimizer_0c273f175943641d.pt,eadba8f5d5176f99387032ac2a3e1dcc8694bd4076d852c49ea43808ae67b587,0c273f175943641deb041ac46d6d948496c72a3540889ada668ae4581712ddd6,1,1,1
c78f_fe4636b3ea18f85d7cf3,1,0,OACI,4,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-04_optimizer_84162657938cea09.pt,07336334991dcf5ad273a7f6b8f11565100ca753feae71b71592281257182751,84162657938cea09caf7a29249909b02d8196580ee8a66013102dbdf0d7fcaa2,1,1,1
c78f_fcb88b2b0df8d5d1d443,1,0,OACI,5,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-05_optimizer_ba33ebe93af9fc6b.pt,a70b09eee3076b8f089f22c372fae1f228d8c939b1087e3b51ca3217872c92ff,ba33ebe93af9fc6b83f60b08691c84683550f54a459b87855f243184e437b117,1,1,1
c78f_ac947d453a66debd6e79,1,0,OACI,6,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-06_optimizer_c516d774b2f971ba.pt,909ac1b45cd8fe4b0bc5c7c81e4aa571f2bcab345592b042ffcaa5429dd75afd,c516d774b2f971ba11408b363a364f5b63a1fba27a2522d791e496f0bb5cde54,1,1,1
c78f_f56e5e37cbac1b7b55a4,1,0,OACI,7,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-07_optimizer_0d32c13b5a243d2b.pt,587c558c227bbdbf6567c7dfda2510d3c2870d664de2833916e31c068f9214d4,0d32c13b5a243d2beaca6227b33e8b5df237846b28d761694db296216dc82117,1,1,1
c78f_044410d399b189d17097,1,0,OACI,8,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-08_optimizer_ce7ea9010e567a81.pt,e8f2d30e3bb5676c369ecd5d5d370ec52faa6d55901bb5ef8d5f3c3dfddbc9a7,ce7ea9010e567a8184be8ded530d357cd624b5f87792c543d321269e5ecc42df,1,1,1
c78f_ba577379736112946452,1,0,OACI,9,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-09_optimizer_1b7aa45f579d6411.pt,27f9f8ecd763650c7286b845329250bff82579dd938336402642f196020ef4e2,1b7aa45f579d6411c2c6ce35ed95e966cc5c2c000c501efd662557d7f2d9e236,1,1,1
c78f_271947913401998be15b,1,0,OACI,10,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-10_optimizer_819f1b8f2e16d389.pt,554d3c4387a0381da8038193710ab467f74d910afab56e56e5d08bffd9838b68,819f1b8f2e16d3894483c35fe5aaeb17e8988a838f415ff4487e9d6e503a2213,1,1,1
c78f_ff212354c40f00eecf4b,1,0,OACI,11,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-11_optimizer_22354d09433693f9.pt,a5ca1dfe0e6b8ab4801c1e8be3cf288ebbca84ad24491a15bf6623dddc313603,22354d09433693f98f668344d95cd78e7a636103f03de5473c6c04a3512ba5fa,1,1,1
c78f_de26ede593f4a56178b3,1,0,OACI,12,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-12_optimizer_41defb9562b6d632.pt,f8b496d498f1bcbeb78bcec9db01214480156617a3132cfb84a3d0a2acc80472,41defb9562b6d6321f0b3b77adb2040809fcdd1bb468aa5c11cea96eaae2c6fd,1,1,1
c78f_833eab32a911c273fe60,1,0,OACI,13,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-13_optimizer_597df5e5c91104fd.pt,d879f4ec29de4bf12ab2e2bc87f5c5de6df240501631abe6eb4503e9eee7a712,597df5e5c91104fd71adca88d7e3e58917d8219e2b05e6ec41642e8ebbf5feed,1,1,1
c78f_588c34db850a7dfc1b0b,1,0,OACI,14,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-14_optimizer_06b3446578d4dda1.pt,945b0a024487221acc204b17c249fc72a5b3de54f123397bb55f8d9327e67d80,06b3446578d4dda112a5d04c3ef27738d6fbc3f026b8f3bd136f61c26bbb6c3f,1,1,1
c78f_a7244d1fc0504d611d79,1,0,OACI,15,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-15_optimizer_b39d0c265cc080ca.pt,6fb6907c652b4743c42b180a110239827691dde8a071185f0444c3a4c542a70d,b39d0c265cc080caa33e836bfd6ff170c0fe985ee5c55b486c991c67b5164377,1,1,1
c78f_c8f411bd6822413c234e,1,0,OACI,16,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-16_optimizer_17d0054afc151d9e.pt,7434530932c3d75fe4840247ac9ae22d1377e1368ba8fab5035a03fa7f418225,17d0054afc151d9e68a877037869cddc55e5cfcda11321ceef92ba06d9180052,1,1,1
c78f_3cf02dc2d4716acb6c1f,1,0,OACI,17,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-17_optimizer_6346b146b4d6179a.pt,37d497d35a30288692482735aadfed2a2dd203366e6c3d718b9210d7659d12dd,6346b146b4d6179ad073ad82e0ab721c82c150e30fd3ee43065fb1259c8bc41a,1,1,1
c78f_5a4c0fbeb5e802c2cafa,1,0,OACI,18,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-18_optimizer_c7899a9abd2728d4.pt,736fcc83bcfaedd2c7e32fa77e8de9f7f02a068b268eb32328e749b389b83a88,c7899a9abd2728d43a0619a196ee0c64a73a8fc21d5d7dba1b8b7340a6c9784c,1,1,1
c78f_2859de1de935d2638fd6,1,0,OACI,19,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-19_optimizer_cd401b63cc23adec.pt,c5ed5973afe9699a02f19ae8063a3256dba6f2cb81f06e0caef35927d68313f2,cd401b63cc23adec240128111f79664ffee7a6090b020761156936616966dd86,1,1,1
c78f_6509bdf5094c2be33c8e,1,0,OACI,20,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-20_optimizer_dbc9535647b5462a.pt,6e2e7ac886e425211849275f1ce2f310e814e71c91baf345689d169925106feb,dbc9535647b5462a39e4b9d4576fa71bd8fc734f81e79d0afafb6d86c7ea6b6e,1,1,1
c78f_3e0e7a009dd5c499a3f9,1,0,OACI,21,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-21_optimizer_7e01d1d79460a675.pt,2fa391ee16ffb75660bf6e6d4658e827c0aa2a2a355cf9cb717415ab8a46a713,7e01d1d79460a67582608bbfedec7631dc48d575df19483ac7850cf20a5cd25f,1,1,1
c78f_7dcf71606e3bdb4ee2f4,1,0,OACI,22,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-22_optimizer_adee01af65e8c7b5.pt,14df64ac252cdc193e00bced872b9f4e1abbdafee1123b12cfdf3bb46fdcd6d6,adee01af65e8c7b554c4ffaa3991b01979bdca66314332f05ae9d43a46ab569c,1,1,1
c78f_8d84d0e40587d9629c4c,1,0,OACI,23,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-23_optimizer_c9b1277046d7c60b.pt,8b41d024c0da3262cdcb5d032fcbbb82f6dd5b9307d58559a628a7b7ac52bbe4,c9b1277046d7c60b323185b85d76815dcb98be9db06a3cf378650cb8fa742135,1,1,1
c78f_4c80890463b99e502f7e,1,0,OACI,24,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-24_optimizer_56d3bd7f89a9edd3.pt,c11d53b85c2b80bb3bba0b78e16bed6c56b3d83315d772d63c6b5846886993b4,56d3bd7f89a9edd3351349e1a9bf7ed2a9797b68274cec536a36c181be8058b2,1,1,1
c78f_6e639617a1f68331d50a,1,0,OACI,25,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-25_optimizer_d4092b23e46ac216.pt,81bf40aa07cf1e86caa4fa0d2c2c095fbba6aeb7410d8954ecce974eab8d8db9,d4092b23e46ac216bd8b5d1f02c70bd3d2145dfc33c2c4608b2504c3d5550888,1,1,1
c78f_dc829b0f6345a1381a45,1,0,OACI,26,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-26_optimizer_605b288e467239ba.pt,b4ac56a8c4551d39c3f5c91545ebefa467d06ce7890e05862dec80c90139cebc,605b288e467239bad5a21ee6bb7341376f424c94f0ef3dfd0e32acb2212be28d,1,1,1
c78f_b4fa1da85d264f9b7cc5,1,0,OACI,27,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-27_optimizer_646fcfe712197f6b.pt,310edf2f111289ea65788e197560540ad8bf93606c9ef60b11b15de25cb5d5a6,646fcfe712197f6ba7505083b31494fc2b815d688e86793a4557061b5d3ff247,1,1,1
c78f_400b49920c8192a0b153,1,0,OACI,28,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-28_optimizer_da3d9b881e3437d7.pt,e26da447fb9005ff8e34d85a169c5840780d458c37d745b58a4812b59b29f647,da3d9b881e3437d7db27830e325851393241c08bcdb40a2e04395f8b6716ddfb,1,1,1
c78f_f03c80dd09091d09535a,1,0,OACI,29,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-29_optimizer_d56846d3e852d233.pt,12ef93025f0a5796344a7c506c8a19442b2b61ed8ce9b7c78bab695c42f52efc,d56846d3e852d2334e5a6c362af4073b3a8d0a42f0ca63dadeb7fb22d208fafd,1,1,1
c78f_d3fffdea79213cad89a4,1,0,OACI,30,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-30_optimizer_446b9148d9bfea50.pt,92b681ff731eb7f2ba7a0d48edeacb5912b40255c5d018ddff1cff52b466da9d,446b9148d9bfea50df17327a3d6064b0f945c6c0dc09cd484436f5ce9ec769e4,1,1,1
c78f_d85cc6d0a7a237ecfd63,1,0,OACI,31,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-31_optimizer_bf3ae135db089b71.pt,928feec81c7e1c6579f5fe4f7e2159229a33dc0523a575774df97103da32e6b1,bf3ae135db089b71693ac1f12491dd6e934e33a0830a39cd9cd029df8768423c,1,1,1
c78f_8e6c2376d787158e4938,1,0,OACI,32,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-32_optimizer_d2e888d4346b97e1.pt,8b1a04bfe1cd5f269a67dc90f4bbb48a738f80c46654743d54b9f1ee0b278f36,d2e888d4346b97e1432d67591f8f9e5cecd3f0d6b732dd9a60b2d3bf6798d13c,1,1,1
c78f_13a8795162ba7f3c90ec,1,0,OACI,33,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-33_optimizer_89dc2860f86daf7b.pt,abb34bfac8523a67604e79d210030477f68d7660ace62c5c79c6056f4fb9371b,89dc2860f86daf7b05dc6430168d1115fde776f628efdb06e02c6ec76789175c,1,1,1
c78f_2355a324c2656cfc9d0a,1,0,OACI,34,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-34_optimizer_9490ac9abe502db7.pt,2f722ac75b929a0b220168b17dc97277e113acacd41862e38f4fc0d2da0a42b3,9490ac9abe502db70ea967bce4120ff353d8ffba5e2d546a36a4d3d2da0038d0,1,1,1
c78f_b2c839a7fa98b8c49f9e,1,0,OACI,35,/projects/EEG-foundation-model/yinghao/oaci-c78f-full-seed3/protocol_85aba93fe2e232f0/implementation_644e275ed3d5a201/targets/target-001/training/oaci_erm/optimizer_states/level-0_stage2_order-35_optimizer_3efafa2102738c14.pt,343e0b67c695c3452a09cf50e3ba627eaca6f1bc5644e911f28693598fbc9f96,3efafa2102738c1469fd0c97f06ee0d12cd064909d973af421238492968aa4f3,1,1,1
