path,sha256,size_bytes,row_count,raw_EEG_or_weights,tracked_or_to_be_tracked
oaci/reports/c78_tables/P2_expansion_gate.csv,bb7807250f5b95ac96485223828d3f8b918c32291fcd23e525059329aaf233c2,283,1,0,1
oaci/reports/c78_tables/Wz_logit_dummy_ABI.csv,5a408b86c6b4c444400ef5f550692014fea8d44328a72f8fedce82604b1399b0,352,1,0,1
oaci/reports/c78_tables/Wz_logit_identity_summary.csv,fb9c413e0c220ab70c6725facc5800956208130aeeeafa27ec5c900b680f88da,196,1,0,1
oaci/reports/c78_tables/actual_compute_storage_summary.csv,0099d43b0f21b23b07ca6d789a2143199eac480cca4973c65bb0cf1a85288d42,431,1,0,1
oaci/reports/c78_tables/authorized_external_manifest.csv,8cd9dd96992e6771aebdf31c20207d9ed4709fa24f5df2ccf40bc4603a56d581,1242,5,0,1
oaci/reports/c78_tables/authorized_red_team_checks.csv,524ec1156a68695339e7e9e7565b8a78a190e7c7167e81745d17ba4880c97901,10582,56,0,1
oaci/reports/c78_tables/authorized_red_team_repair_ledger.csv,204a530970bf082ec9945edf0c61cbff5187f324911dfbe9fe4a0f0cdb70d029,2009,10,0,1
oaci/reports/c78_tables/c78_authorization_audit.csv,af276b6e3acf41f2f84c7c6dc3f1fa89dc42db9ab23cc6665b1ee0be841baf9f,312,1,0,1
oaci/reports/c78_tables/c78_code_config_hash_replay.csv,f0d7d8512f50b6809b23b4858222ddbd768424170f6f1a68d5628f3447188bf6,1889,7,0,1
oaci/reports/c78_tables/c78_dual_mode_provenance.csv,e80d115581534d5885c53786e9b346ed57d6cc14461acebda219d4edf9ab388a,262,2,0,1
oaci/reports/c78_tables/c78_environment_preflight.csv,6cb8a9e4a0a0db6b6441d22a29af97d14bf62d082489ad1ca58eb2317d95962b,1054,4,0,1
oaci/reports/c78_tables/c78_protocol_replay.csv,378ef9415a5294898b272aec37dc3736cb5da5a7d1cea71c2df2c327fdffefc3,687,8,0,1
oaci/reports/c78_tables/c78_storage_preflight.csv,633b9099d58836a1355b7e4af49563ce93b679840e4ed7f55b3fbf3e3d296603,491,1,0,1
oaci/reports/c78_tables/c78_target_isolation_preflight.csv,c620088eed521f27da87bdfd2a43fc8e55ca8d1bc90f9e6e1b95ec494cd9f8b8,771,9,0,1
oaci/reports/c78_tables/c78_unit_manifest.csv,237e3069d45c88b2d00b4163a876a5c2160aa70e811c8ce0da84029c3e663857,12649,82,0,1
oaci/reports/c78_tables/checkpoint_cadence_audit.csv,252a348a54888ec71560eaf7fee8ec89ee93eb6f4cd240e23c1034a850b2b7b7,872,2,0,1
oaci/reports/c78_tables/checkpoint_genealogy.csv,2daa1e07fdb035e582d1d9980a1b7a3325220923c046a782c9925ca704020ca5,23025,82,0,1
oaci/reports/c78_tables/checkpoint_hash_replay.csv,8c07fd134d31077a00e28d66a8e49a545027e6eec99eaff9d316ad59d1edfca2,13138,82,0,1
oaci/reports/c78_tables/checkpoint_manifest.csv,380f0b8b1374da4a0c9259038df038af63853d1e839549d94572da8b1d09aec9,29212,82,0,1
oaci/reports/c78_tables/determinism_replay.csv,b711efa93e6f99b8a6d21dffebbef81b1a98a2a9b30800cda215377c503a8ebc,320,1,0,1
oaci/reports/c78_tables/effective_multiplicity_top_gap_smoke.csv,a1de49814cfbe1de2e5f30b143fcf404301e9579c68e6d8f8bb53de62a9a119a,381,2,0,1
oaci/reports/c78_tables/execution_attempt_ledger.csv,a631061e3aeceb516b26681ce807e924ae844a245ecc7bf7defa27972c77b2ab,740,7,0,1
oaci/reports/c78_tables/failure_reason_ledger.csv,69e38adcc211c09857606482e4fdc46ac07c3d7a3021e292445e31ae71834cac,548,7,0,1
oaci/reports/c78_tables/instrumentation_schema_audit.csv,e525e93010ba5e92a66f339a0106e41c736211147509e7ccccdf2e26a0cba3e8,3121,39,0,1
oaci/reports/c78_tables/level_compatibility_audit.csv,88defc1027670f122232d32f2a1ff834151d862f4ab4faf7fe9610e8c84341ca,181,1,0,1
oaci/reports/c78_tables/physical_view_manifest.csv,d4d069bedc298f57d8afaf9020955222e6650b77fda69e411e0bd858332fc6bd,1829,6,0,1
oaci/reports/c78_tables/pilot_smoke_summary.csv,445990449534a577cde0e1576e8a262240833b188e45275a2ecb4635ea3bdb30,277,6,0,1
oaci/reports/c78_tables/red_team_checks.csv,0db3d2d37809bd9e965314400065798d05986ce19fd9364b176182ef321856fc,13764,67,0,1
oaci/reports/c78_tables/red_team_repair_ledger.csv,7098098e85a4cd44f1e5d2cd60a0907350208f452ef5c11d7b9d42afff56f4ec,1524,7,0,1
oaci/reports/c78_tables/registered_feature_block_computability.csv,ccb5ad2af38941facba2b5b04133abc5cd0837d8d13098360f3feeae190bb153,445,5,0,1
oaci/reports/c78_tables/regression_verification.csv,4bac56376724174f9c5754826db76926cb73350ee2fb661c4af598e0e994cb8b,734,4,0,1
oaci/reports/c78_tables/risk_register.csv,db253aeb5c7bd0681279a31eb33dc69493e1b334ac68fd899da5f8c297de51a7,1997,26,0,1
oaci/reports/c78_tables/seed4_protection_audit.csv,fd488854b8e73977c77e15bb169cce42c32441ff22f1adf97a39548a581b32af,148,1,0,1
oaci/reports/c78_tables/source_trajectory_sanity.csv,c56c7f841355ff711d87913f51a797c2e7cc310a1db206c4e46b1dd0fe6c16e0,338,2,0,1
oaci/reports/c78_tables/target_endpoint_smoke.csv,bfd51bb9d3a485f1cf80c563c8f7e9bedfaf1fcbd6f2773fb1dcede5b99a4862,6273,82,0,1
oaci/reports/c78_tables/target_isolation_runtime_audit.csv,9172ff61e7bd98711b366f00fb77f9b30837bb39aea66aab186fef1e56ed3403,332,1,0,1
oaci/reports/c78_tables/training_runtime_ledger.csv,c8095985896cf7a8c906c6b4b7706a1c21cc562ba7e15c38a73c64286db2d472,683,3,0,1
oaci/reports/C78_AUTHORIZED_PREEXECUTION_RED_TEAM.md,9a60c9ff934e3a98a3ff882ece3f38e04ac27a2f14883562caffd60a4c3074dd,3195,0,0,1
oaci/reports/C78_AUTHORIZED_RED_TEAM_VERIFICATION.md,e9ce5eea480556e037d358c46c59e72b4a649eda788fe4bfafa286fe175cd5b3,3094,0,0,1
