unit_id,dataset,target,seed,level,regime,epoch,trajectory_order,checkpoint_id,checkpoint_path_sha256,sidecar_sha256,optimizer_state_hash,retention_rule,target_outcome_used_for_retention,hashes_replayed
c78_527d3c9c5f50eea090ff,BNCI2014_001,4,3,0,ERM,199,0,f00195eb88e57314caa278ca4cb91e13940c2294c3866ed85aa9bb8c089c0a5a,845bea1fa94fbad163d516fe178e379638d1c99ae451a8c90fcf5f7c3189e49e,26743138565335126013fe53859e5de5594ebfa06767e0445a83dbed768dae88,e9ec826971e53088257856175aa3422cf39397d8bb27c8dfc6e398ec58e300d6,stage1_final_only,0,1
c78_6722a368d12a50de2c87,BNCI2014_001,4,3,0,OACI,4,1,ecd9dab068515ddc6733e5f45ffde3e16d15fb4e6304f33259c8c8b5197c9b3b,1f46d6e369a544a189b0ffc16f2b71cb7cf85b272d6ed7532c8558a4d568eba7,21b52a45b40e06cd3fb5dab83d94aea67058c7dde0954f6dfd19311e086cf7e9,9c42a5362bc4048877f7fd9996a00baa1d69a0310d84c7bded66cce3d812dc90,every_5_epochs_complete_trajectory,0,1
c78_31d1bc22030691f96eac,BNCI2014_001,4,3,0,OACI,9,2,753d45953161fc518314d31323d7d6a015ec8cb3605c7e6eeb8c9b0abe1df2b0,27a39e97494757828635c8e08179866d9c6b91a7ef11bbab05008b434fbb98de,3f6b67955e21319a71a1939618c780760b42bf961081de19b23d4694474cc1a5,c39e80f0ca5934e67df1d09d7a82b803d06d70ddfa7effc61808a7acc320c798,every_5_epochs_complete_trajectory,0,1
c78_9913467e8e94dad1fc4b,BNCI2014_001,4,3,0,OACI,14,3,66e41eb7243ba5fbf354dd6da6a64484fde1a264856c577af7842e316e1806e4,b9e0bbd9ba100245a2bf402192207fdfb28e9f4ca40c4ae235ecfaa01aa0c626,e443fa1799dbfaf1217a353a2491aebb09a516dbcd018a137f1b651873776a1b,7ae6fcf02dc53aafc54533358cde2be318f6b5052611e0b9fa060f58129a80c7,every_5_epochs_complete_trajectory,0,1
c78_12696ca42788ecf9f75c,BNCI2014_001,4,3,0,OACI,19,4,21282ff76009f132bb601294848cba84ba15b182a9c06b34d471149cfb644938,0cfa0dc8b85fc405816b71309852e7bcfb7620636e36f9fa405fdbab814185a1,248da18631ecbb5e731b90ffa7f34851be636a1030919daa79cc78620a36ab17,6473cbea11135b82dd3d3399940e3b854c1c162211f189b8ed1e5b598c97d729,every_5_epochs_complete_trajectory,0,1
c78_7bcef9b4fadeb5c777e9,BNCI2014_001,4,3,0,OACI,24,5,908b2fbcc6405166694ccdc38aaacd9806a44549ad8cd61bc2f125bee2d0a563,89cfde79dff9d5b1712aaab0675d39f9e64b3c2e15910a8202140cf1c584be12,835fd89bf026e83b28769a1b85d7d39c4b59ca8bc771a2b6d624f9340b79db83,55f0778bf122751b2045d53beeabdab9f25f873523191f892219c7100f472c60,every_5_epochs_complete_trajectory,0,1
c78_2f3fefd7421c45e99007,BNCI2014_001,4,3,0,OACI,29,6,4c5027e10bed69777946b96ca8445089a993ada2e1a9aded6930085619f4eb06,868e1cb1ecc819b374193cd087f05d9c955995578c4da04ae447f78061594ae9,0ccd214788f11e1bcfe411e02626fa68066bce20b5e2054f24361ca2073565b3,7463342373a16e589acf440aa8510e154e82d50dc4575f039a4c183341b9d68f,every_5_epochs_complete_trajectory,0,1
c78_96513ac34c60c1a9aeaf,BNCI2014_001,4,3,0,OACI,34,7,40bfff3ab65a3f2180c2663cfdaae323b42502add95cefddf2f4aed9bc259ab8,155b18e7d29716a09e7eb278f706dee3831daa47308d2e55c274bf7341158cf7,7793594b432a3c6277c191b350ec200ac320f695623c47c2ee3b9b9e0f5fb645,ef6f514ab189c46b02fca975eb2bf17f6dbc29ec09ceee5b823be8b90140535c,every_5_epochs_complete_trajectory,0,1
c78_74526c900af912384a9e,BNCI2014_001,4,3,0,OACI,39,8,0d29166eba6a5d38fb180b55f048bc983ef92729efa499cf504fcbc104ea0695,65becf75c4c245c05e6db36ef12481f5741571b7bf64bcce61d8e6c6d0a9a8bb,8a85e1501e1b9cc525b67fc723f61b290ff4a635e5d335db7501b76389ed8421,e591b7ea3e41aa2147a27578132ac8879046f88fc83257bffafa90c85d3cb49c,every_5_epochs_complete_trajectory,0,1
c78_9d01c04cc061bc8fed9b,BNCI2014_001,4,3,0,OACI,44,9,421c5f4420d6d646044f7df86cbc8999d5d30cb1f3e489492bf10e3aed1fc1fe,014947bc194edf38f7924348b1a90883882e1b9da7fa907e82f95d985875e8d3,b19070c84980ffd67ee602a3c57db839346d76b9e91225f61518707c338daf5a,195aa4d0e4244bb0bc287421cfa5a942c3bacddd655e3744331a0d146b885f5c,every_5_epochs_complete_trajectory,0,1
c78_ad91da8c2d2220bf900e,BNCI2014_001,4,3,0,OACI,49,10,02131df3a5851bcf055da696758e56c4e6ae666e5c7dcd4e5bd85fc91aa7460d,d9da8885bd8d4d46e0fd7d981fc1bc19ec643644e1072340a9910a76f2f10447,1e881f30d2761404bbbcbc31c33f3c4665ff0a78609809e80fee240471e0a6c2,75694e60c438ed6626d222e357b2d1b2eb954cb58f320b9d93b84f4bd8a6bfa4,every_5_epochs_complete_trajectory,0,1
c78_e6d07130fc3dcddf4a3d,BNCI2014_001,4,3,0,OACI,54,11,df6ebcfb43ce7679642024b5ae1407f191cc5cf1e19399f8cce9757b8862aef5,190da19774f3955a1984d1ee627cca2f0e5ba924840d0b701c211e3ebd0136bc,f5c2fe71c948b3ae83b6f95bab01ef479c2e8edd56de4989a3ea47e66508c97e,3a450a0592b601e35845ff96d28997c9175748313cbde487704a3a1063e2102d,every_5_epochs_complete_trajectory,0,1
c78_823c430715d4bef9c6a6,BNCI2014_001,4,3,0,OACI,59,12,dc7a589a1ba60b94c4d5c27a4eb0dea29b6e1db148a8b7d850c42b0919bcd127,9a6b7d0a0cfa03093c6b097b3c9ddf3c18ed63751187aa941c2673666d1e9c0f,38bf03f7f83a9314f09298ef9daf5c74588a554932e392269073986b010c59bb,b06d46164e66c2dc95b2040fceefed416a0b45ba373ced8b28a2f21d7ac3563e,every_5_epochs_complete_trajectory,0,1
c78_bc943d21bf343732a80e,BNCI2014_001,4,3,0,OACI,64,13,fcb885351bf9d41adb1c84ab426f19d1f123ca7de159c2e9503596e549fa9961,24dabd3633fc924b0bb02cc2d890b74d0d0e61d4fdfe501da8b4fe53afc81d39,8790eda97c600903d5dcff116e967cb5b07170fb68e30b1b1bf0ea45473b60a3,5d2f3c655a8ffd818977bc0506b5ac7425204e932202de6de297e12993bd309e,every_5_epochs_complete_trajectory,0,1
c78_91d45da142c2a96861a0,BNCI2014_001,4,3,0,OACI,69,14,5d00e2d5879937d851c12d1e46c6a3a00048708687db48d0a5f23af3deb247b3,1753debad1ecc25b76b8c66a1ef5c03269566e64b7cba1768b63d91c37fdde79,1d6395717d27556409845e91c7e14e0a998ebe07576354be899c217f1176482a,1a263b9640ddfd38d558c827e8b8b4c1d77ed5261c64b5abcd916d39fbe52ac9,every_5_epochs_complete_trajectory,0,1
c78_5f6f19e3a371da3a9c97,BNCI2014_001,4,3,0,OACI,74,15,bc34bdb9757cbe538513ffc2a71f57e65a381e16dc44e036ab51dd60d843dd3a,1aff3ff33ed0b02a1a0205a768a1945ff7570429fd7070029b1732be0606d8af,74c0e473f3559d353f895077909006e97ada3a76df70bdb8e6b1927d97b1f0de,8c155629b5cac412a7baf2befc83754638be34ac5a396217b54efcbdc19d3bd6,every_5_epochs_complete_trajectory,0,1
c78_c86c27e79aaca54b9d4e,BNCI2014_001,4,3,0,OACI,79,16,699638f7149536d0666ea2953647d4c2d9275873718b01d9621de0e146122dd5,b8860fb440aeaa531011ebba38fddea633b0274534ebdc26f67b140f6930b0a1,5e0a594de84e5b44f4ddd3edc55c365a9042883be2d583e04b845e4157be6430,91efc3487b0fe0029a2833bdbb6e0d4568706a3d82483e8a6d5560bf5c4affde,every_5_epochs_complete_trajectory,0,1
c78_0ccbd83dfdaa96d8c816,BNCI2014_001,4,3,0,OACI,84,17,0251afcb9a4c9d03b4e88ad406114bd57913803e1130a9f9e40179afd34ec2b6,830c7df74ad8afd93585d0561c0df92542d023bf8ccd86d5169643b7ba559a85,57b75f6f9146ba17af7e0be0697bfb4740f6a88a6a6bb23954f15d16584143f6,22cbff54f8640bf0867553450808531be9d1b4922b2d921d928aeda1f5feb4c8,every_5_epochs_complete_trajectory,0,1
c78_c6fecc8049ac2743c0b4,BNCI2014_001,4,3,0,OACI,89,18,e7753c25d92bd8164b7fe34165b36668cec08a721fb0c8475f32c5f4d9e57ffe,3d041a5b68b4b70a7945d8d106a426bfb4e01a820e88ba614347820d7feb62c5,72ea9ad42f08540dceb1884a3a7add4e7c6849287dcf31cdeea9fe7479b14d22,562d8bb1deea599722a455d1e793c3ad94c91454e3fddb90d1c82bc5b93b4d6a,every_5_epochs_complete_trajectory,0,1
c78_d9ba50b87d120202851d,BNCI2014_001,4,3,0,OACI,94,19,c41bc611200c12e36ac12c5f851198861e437a40057b2b99690562e6df6719a7,32a3c97416762fb88f1781182e3b473758f1ed34685c95862fdf69cf66066fbd,4feacc353709202f9bbc65acc57cf710fda9ff15143df8d5ff6374598709fbb5,5ca256973737af992557fa811e52b2ca72f8bb26abd343da70da535ac0900bbe,every_5_epochs_complete_trajectory,0,1
c78_81ecfc71ed489566af41,BNCI2014_001,4,3,0,OACI,99,20,1e5ba214b5225fa63605cf9f9c13a68a1a737ac6c4d74336eb663a8b7130cb5c,e6726b343255a255fef91ecab94e47dc7447c45909f1c308ffdeaf459a4f9b90,3a1e2fe0c1d3a4d2cd3f93787dc9319c8dfa86665049d2739ff201595117a89d,df03aab65367e86320d819091236c495b300edb35f4a821678727cf80782cfd0,every_5_epochs_complete_trajectory,0,1
c78_870e27f3395235b84774,BNCI2014_001,4,3,0,OACI,104,21,88480249d1e5e714f24d078b39fb1ff689cbd63865c0e2305906c3debc65acd3,b56d99c3331d195e74055b89736a88c7170182e89d9c617ebc64177ce44bb507,8fafeec6db34bef88526e9d51536cc0f2ce64d747668887c7c9bfa9bb71ccfcf,d65fa8834eab4cbe1f74fc2d436851e665c40ba462bdcdc20b40f65ac1cbc6b7,every_5_epochs_complete_trajectory,0,1
c78_558f1c461335aca82157,BNCI2014_001,4,3,0,OACI,109,22,cb1c808840b5bb2a57ebef8d3ebcfec463ffc50f1933dc1032988e4b8e7b5162,d4fdf1590fcc3df50824bfeb8dc34e2017329dfaad1113853c176e569c9eca32,49438e3bc0239c5b770b48e3f9a1d96780a41311c23d6bb40377232b2d60536b,84d9c5f060e1c88f999e55ac8fcf7ebe33bc5cf66acacba6dcf73d5ce03cef48,every_5_epochs_complete_trajectory,0,1
c78_9661117823d5e6b84704,BNCI2014_001,4,3,0,OACI,114,23,e8e9577ba19e69df139ef642924cbd893d183a46e6dcce3b1ecb6c68863d1593,186d1bb2f655fd5c427e7f5d07f1d18300a13637f9782a07fd2e52a99f125c59,45c202b0f8ed32e4122e6229ba2a2051e6c1a4c0d288557b976a17bb8ea3f447,37ccef3703e8337a6e73cd5989c5d6df2f8b9cdd91f9730318a6ac071bcb16f6,every_5_epochs_complete_trajectory,0,1
c78_ab55b7d251a40c57454f,BNCI2014_001,4,3,0,OACI,119,24,2f954c9b3018086683ab349340db01b4ec30d07dcad0788de0501d714c7c1de5,2d2abf491afd1e925fa564fd9eca47fe9a570da576bd9d4f1b45b9f1f7fa4a9b,950ce1ab6db00e56249bab605854908e21e746f1a62a0712ab3573ab62078916,e89febe148c64ba72a53c5bb77de97881cf18d6d75041a84b24175af569a6e12,every_5_epochs_complete_trajectory,0,1
c78_82d07c62e9b1f21bd757,BNCI2014_001,4,3,0,OACI,124,25,83f1b83c3ee0a1b9e00f36fa91a626242bd2ada8287f9ca57ec043e2dbcf125d,bb98e5694903ab10910b417bf7cc854e6f53600fd258c437a407ae38413f85e6,2a2adbf0b8d2b07b3eaf245d1ccec8ba420e63b9a74eb6a9e494662dfdd947b9,fdfd121ec0bedf54bbd1f282cc4841ce4cc8e95d3d9b6b1f4689b2a3ee5dff3f,every_5_epochs_complete_trajectory,0,1
c78_6fa63f59766b49c6a58b,BNCI2014_001,4,3,0,OACI,129,26,dc7cd975d4ebc6ce5b0b987f10d2a00d5528cbe6c89718979549d0844c8439d5,b82cf4a2a3ee7491ccbe9148754c62bcb50967916e37c86858a626854bf8f0df,65e29a6df1524ad9f9c4a8d1c64c030a9d8aeab601aa484a87e6436aa2b8c8da,69794e5119ff13521e098af537fed59a6a7e3e4e939b62e323ad3ba92e767408,every_5_epochs_complete_trajectory,0,1
c78_365b4ad106c76d589ddd,BNCI2014_001,4,3,0,OACI,134,27,872dd0fef54468bac576a1b744a137e4af06b5a50307ffd8bb72bdd8420f73ca,872cef41f51b32fd4763073fb1f7e407ea7d87dd6d2d398781f350b3ad4ce459,72e15dca1a6d9370675d7fa2ebb17bd872b9246e9bcb4cef1ee96b541bb04fea,f557aee9c5bc53b04f981b56d6aef7a7d7323413008ae8ad941bf27eeb5d86bf,every_5_epochs_complete_trajectory,0,1
c78_3f198bbe4b3a02299676,BNCI2014_001,4,3,0,OACI,139,28,c9715189ac76f7d9b6acf4a88c830a872d4901826720b8d8869031dc8b212c31,aa160563b4bc5e20162d5f034b442f639ae107bb36b89d1292009954326ecf6b,9d00a3fce8b8d77102fe81eb0c886b1a634536913ef73c2257b8b9436833ef2d,c4a348e70146d9bea5b41a765d06309ab84add23f27b3a913cf506d94a48eb3d,every_5_epochs_complete_trajectory,0,1
c78_8d3c51412b3cfc3daa2a,BNCI2014_001,4,3,0,OACI,144,29,6f3aefdcf0a35a663c5741eb01994f8884f8b3705278988b657381f0bcc15a69,84a312b6ba78530302dd8b2f858eb9b5fe57147744e8e3bc37b43857c995b23c,862d6c7bdec2edbc2855136e95b5aeedd141022e5341eb69eb3fc180aec1daa1,d06e2cbda33881ca1d4a745fca658a7c30ced135bcea654eaabb6b03d5e245fe,every_5_epochs_complete_trajectory,0,1
c78_fbf52cbf22413c8a1288,BNCI2014_001,4,3,0,OACI,149,30,e07e1a4d0f731f26d71e00f8837980ef9b159895acdc135ad4d08b9d030db938,46c3ab04301b321a4c1d3b224af65910770667f6b930fb3b770f97f38cf380ff,66655f4d67a7893d061e8bc37fcd1dc23b53a535a29c711f819f452b339593bb,8901f8031bce67525ad1210aee464bd0d1866c9fbe36646a14dba18274e20ba4,every_5_epochs_complete_trajectory,0,1
c78_e050c55e4344d612714a,BNCI2014_001,4,3,0,OACI,154,31,1b41315b33decd9b61fae355603d4d2207cbdd9200f5b70d46fc9567d76d9d95,2d5e26e2efe4a4c0aac8037f50e629453a7a10d2690ed6cb465f181cca3c48bd,fd5c6cc0becbc072eb09fb36553f1b465f5af1530a9eb3d34744bb91058286a4,2a3b1a4bfeee490387c075a24e1abae5fd42c523e52b72815a0f5f510cc50d39,every_5_epochs_complete_trajectory,0,1
c78_9cf32c565e5c3f03c054,BNCI2014_001,4,3,0,OACI,159,32,1836dc9acd6311ac3f93eb695f66ec5c86bad8942ede7a909648ad52c150cc53,9c6db9ead8a79f589160b0e33ecee110de676ce00ccb0e090ebe7eb951efc903,757533f7264b6c5a75746b1575294855704c0715454396d76a7d2edd8e9cc18c,8308873df64d3c3586e5c6359ffe8ab62ba47b346c5aaabcf83488dd2887438d,every_5_epochs_complete_trajectory,0,1
c78_b96ec861204d9b0ccd24,BNCI2014_001,4,3,0,OACI,164,33,80cd51c56302a15c0b6ba9863e50bdcfdd28517f3720861e8f564a88f9b56839,39b6ea7163ff999d47130f98f709cc20653a4f34110d13c3f0be8a80f4e99f4d,dcd1d7071fce7c3074e01837e9ff66b4c63e524ea64b6ac7675b56ac993a27d4,8ac535d2c7f0216dd7de02b4ad408f912f9dafd0961a8bd8f48ee2834229ef8f,every_5_epochs_complete_trajectory,0,1
c78_1efcdbed9c200371062f,BNCI2014_001,4,3,0,OACI,169,34,d9af5acfd8f707963c0d05a5fe65522399d29dd321ba861d9e0aaf5c0b45a444,bb7bd536f27eebd2a1bf4af454f403b1e0b2f644b5aa6a9f7ee1a69988158952,74a301135f9c61e21247144c69ea3b877eb363fa73979d9e39ccb07ab6e98f9e,14fc1051b5770df32dc1e75ffd1d8b98a521df5d9d0d9e209f9e27b937806897,every_5_epochs_complete_trajectory,0,1
c78_e860d47ddc07e82dc8f9,BNCI2014_001,4,3,0,OACI,174,35,3e63280e406e6e6cd3dd8410e822d5bbdde4a36ca37d91e6e2e6677e79d9c767,20834438b4252174c7cd48fe8ef1b4141bd91ed4df9935c3800aa74f3255ba4a,bc60941e333808bfc51a60564ff927b639cea3c75126c92a2a9b537130b48054,72276ea8f86a62239d0cf6f6a3f102dbfe645a32c7e0faafa0ca51cdc755279d,every_5_epochs_complete_trajectory,0,1
c78_aca27dcdecc430c8ac0b,BNCI2014_001,4,3,0,OACI,179,36,3ebcb32502a5db1e08b61069eb55cee6cecaf24d5303efab0bf44ede9df861a8,f5772ea6c4416f6fe249bed08fcac2cbf3e3ebcbc8039e546758cc22f327efaf,966b30879755fb0d4faf3fba9f1bae6d99b9ab66d8b83d25be3c6c21523aaabf,30ba4bf3df1639c3735278a6bfe7b6c215e19743ec8331917b1425a9284a1d58,every_5_epochs_complete_trajectory,0,1
c78_5131c1dd5976a7508fab,BNCI2014_001,4,3,0,OACI,184,37,522d6858ba73b3d7335cdc926ef43a2ccd829cc75b4730b079909349e98c8a8d,65bc41a09b62699c2f6dcb2ef50afdbbc49f3eb30b8f0b90233e7d2edc9f7040,6ae3430c4500b1c273424a8c2a38f24b7a2f91809aa0ce93e44f460329742fa2,ed0268f6fdd2fbc611bb8472bfe2b58fa8c730f99d29e80f27b1ef1f8f19eb02,every_5_epochs_complete_trajectory,0,1
c78_249daf9cfc104048df05,BNCI2014_001,4,3,0,OACI,189,38,e2e2541e2c22eac34cf1731d696d4eec3674a1ebe18871580470938bad9cb0c3,3daeacb4936b15fa53252786bf55d2a95ea9a89bae5f0314eff8d307ccd53a33,091f387e77de002b655f4a9e03ca88ded0a69ad1146879bf824f8bb0c2ef1821,565b79e7734d4cb4c1294a1ae2406193c9d2f105a0fa675d1c64bc3a539cc2d2,every_5_epochs_complete_trajectory,0,1
c78_0132e7d3a72a1a805b00,BNCI2014_001,4,3,0,OACI,194,39,5e99a6af5a4c91d62b17155ec3bc388abcbfdcc5b7fdb38ae1d06d3fdb9d6d42,1df6b14bf86b37d20751658079381dfefbd98ff7663a2d173aadc1dd8248524b,92ac1f1e6c945a7613ceb628a2ef17898aeb83857a8752472f8653d99f87901f,1400cb395d24f7147ae0ad7e1188e1c593318863d3b13bfe02dbd04e54792321,every_5_epochs_complete_trajectory,0,1
c78_506314566db0b3934624,BNCI2014_001,4,3,0,OACI,199,40,3e0d8a6f2e9b0956d1f3f5b50430df7470308a204907786a659007bd0d11162a,c7cb29f20bfb184adbd33c4399562c29fede0f2578fc7a1ffb78b4b399bdc6b6,5d37a19d666509ecff5ff50f063c849d458673aea399d644f5e7d69d9d323c9f,79674e8b510c819d1be68c2aed80a6100ff0eeccd96ac73763cfca2509b8ff04,every_5_epochs_complete_trajectory,0,1
c78_7f5e69edb1934d355a64,BNCI2014_001,4,3,1,ERM,199,0,6a1e2397d30b2adef632f5df1fe46be3b3c480d542bb95009980e1442e0e62b9,e3cc007b612d7cc5121e96e9b840a51a73d0bf95c1b1185c3de35efc741f3531,7e000f16d868e6752dbc03bb877ce5d7d3a00810125f3a630cfb819e4e559f02,7a2452edc452e2f67ba45c4b6067fcfb8173f44bc157df0774fb19bf84bbad7f,stage1_final_only,0,1
c78_dee11a00851012c4b208,BNCI2014_001,4,3,1,OACI,4,1,1c6ff7c16f7e9f046ca46ae02becef0ed8718f94c160c2035bae63eeb661c45a,a0b25f1d625f0a407e8194c2f8aea6e8c50ff28f4c5747d3793f20f5180721ba,5f3742d11ed0794ae830bb6f53980599347dad67e63024959ef13a3c6376cc59,44355302427ae356ee378616a0ea26f7fff6e60501a4aa3b1c678f332759a2cd,every_5_epochs_complete_trajectory,0,1
