path,object_class,commit,blob,sha256,bytes,runtime_replay_required
oaci/multidataset/c84c_real_canary_v2.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,9ff290e89c7378be4ea68a26fa2fa1dcea1bb3d4,5a4de281eb0020bc316bf38e2c4641f0337bc361c5514b67aa7ae55afdb1ca2a,37001,1
oaci/multidataset/c84r2_canary_runtime_repair.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,d469712218212c959eec5abc1ba834f7687b8b00,c077ee7801e2c19dc26bc6be4fb1cfb752d932861a7fcc035b5cd2b38d8cf79a,33985,1
oaci/multidataset/c84c_real_canary.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,d6c3959f7a063c1407fcd5343585f9802f5e730e,8217d5092aab166d92074c4753b22863aeb5c736d36dd22b17e15f7d82b2cfb4,35523,1
oaci/multidataset/c84_dataset_registry_v2.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,8a7403e291c3a670ebc21001bcd5cafe33e7d9da,4470d0e23461ea64c4306b2dd640e0d582a4c2d14aad69549a0fd41e745277eb,5620,1
oaci/multidataset/c84r_v2_protocols.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,795c79e0dc94f8f9f8ec636f4648656ca7762793,abceb71f19417068438e545eb5001cc84c4edc637f8f6dfd7c0a660449d59898,24116,1
oaci/multidataset/c84r_montage_repair.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,2b5241c1720d44292dcb4b40b90836b204b62ceb,af71fd76221fa1f68cba874ecc7d1a24953a64998e0f8bf2df9307075da614db,15309,1
oaci/multidataset/c84_dataset_registry.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,7798e5337d25650475508a7771831cda378854fc,306e009901f57018b3375c1e5a0c4aa9252aa46ef9eb4aad4c0d2c6472195baf,11222,1
oaci/multidataset/c84_fixed_zoo_protocol.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,4744a23936bb37562066e7d2826d376f4e2fa282,e6e635743a01ad002f56ecbe5c17a38adf9201304e7a83433be86971402e438c,38794,1
oaci/slurm_c84c_canary_v2.sh,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,c827d096db271f64251ac0e883c29985fa9d5d86,d42095f52be55fbfdf1aa6b99a8360b186458c222bce7533f840d786e1559e7e,884,1
oaci/models/__init__.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,44e30c8cc399543d2d8b65196ab361d63f3d9e77,09a6b3f743553b60891e9e1a0d12c445f7b69ac285a80ca6a327d0b27b65e605,473,1
oaci/models/factory.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,cf97e1e781d27213a9ba87d46d1308124243b6b4,566dc5c10a4936e50c4099840db679291e623befb8683beccd5933052ee314a6,1771,1
oaci/models/shallow.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,1702f1fe0fab0e957be27d7be68a68ffd92768d7,f08f5dd3688db42050d41977869eb68876b243bd0825e49bea1d486ee50d76ad,4209,1
oaci/models/output.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,e6c0b1269040a8c6f7a96c93145ddcf6e841fd94,b0dda77de9110cd70aaaa369d64a0dc3e8dd4c3d1a36ef0359c86257dc08cea3,654,1
oaci/support_graph.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,e1c2e7ecf10f8967060980db1883af6ca1b3c69c,e2c94763b30d8856f1ab6ed3684bea2e7662da333fda4e02b34818e41126247f,20755,1
oaci/config.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,7e935d027fc1cb0b90833b0a8978de51c03f81ca,619b5f2ede840ae65d1658f72b9903b19f9f1661e741e4890320bd88a5f009b6,9735,1
oaci/data/__init__.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,814750a4cd7b939a71f2b2bcaacd818ff003657c,d87ccf5d64b355208407885c64f8089feda8c4d4a4a294a56055aa11ac7427e5,885,1
oaci/data/plan_materialize.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,a6b4b32894f9d2d12c9f83a901581f49168804c9,cd0659747e563e0f2af250e2c161ac308720d234fc43db1cd66b8ba2bdd82815,7329,1
oaci/data/plan_sampler.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,a4fe37538994868cc36a2f5f393211f776f97845,300f1e8e250c25e312baba6cf9a8c2bbb26906510fecb710cb892f0a93de1fac,8322,1
oaci/methods/__init__.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,661bc177c7d5b09aaadc4f395f0f14496d7f9762,7995291f5db05a7764e4370fa349995f633205cef066f7f3201e68b1bace5201,905,1
oaci/methods/oaci.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,536f7f4f79945d08408b2f5489b14f795896bc20,e24948c81aa4092a1e5a7f4a294a6a02430327ff17428fc6b55f4bb856a26dd0,3612,1
oaci/methods/source_robust.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,d7fccf8376cbc6cb68cea69a67ef4043a8eca51a,e1804d322b9d1460ee2e32540b879f7063dbb0be49ede8e1835caf5e9cd224d5,4959,1
oaci/train/__init__.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,c88222f277c7f6ad4f5d2990f0b3ff091731ce64,6d4d6627e345f88f396bb43c0077fc1cac28f386ff1188fdc2cc6fde5459ece1,1584,1
oaci/train/batch_plan.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,a5ee874563109ec9079adadbf039927f29b52738,d214a7b60108fb2e691390ca1667b900275c47fc1a4b5b5426df3f30a5719733,12096,1
oaci/train/bn.py,implementation,ddaa6d4531f13922481f53b827f13e62280d7968,c7eb0bcf7e0149daaea6070994da22e2773f7fe5,1c6d73f40b895e3dffb37c048dc04db63a2b458106a4ff0f17c66747b0e5ec66,2047,1
