path,size_bytes,sha256,git_blob
oaci/multidataset/c84s_evaluation.py,6208,5fd1b86478ee06e1cebe7b15f228266afce4fa30ae21314e6e0565e395e29ad0,cc80a416da91da7e0e15cdfe5877276914c0465a
oaci/multidataset/c84s_q0_budget.py,7032,27c938bf81dd27e677d6a257a88dc5f071502bd6ec2c976f3cd5873f8ab1340f,e36ab1a172b92c4bdc980fe3055b83c25d5e61c8
oaci/multidataset/c84sr1_common.py,4756,9b37b8a9c749f88e9a1cb477c1b6b33382d19351d23737b43430d47370688797,623abd17ef79d4b4de62449084e01753269c6e96
oaci/multidataset/c84sr1_context_enumerator.py,8918,2366162e9da803ba29d78533aac32768c17390a4f9a029d22144789cdc609520,9159eea3cbe2e35a08f5fec5dedf0d13c6588061
oaci/multidataset/c84sr3_common.py,3546,41b0d3deb85a35c67a4c3008e58efd7f8d03ff3711ca2de4ba50201613fd4fcd,7d5328d8ecce212b11457085ec4c99567bc276bf
oaci/multidataset/c84sr3_q0_store.py,1838,5634b20ca96232494df3ec4c3bb635e3a8c81b3df3e6dfe35a29faab7e8b3eae,ed86be7d70fc5526c4014b35c632b6323a20fb53
oaci/reports/C85EP_INPUT_AVAILABILITY_BLOCKER.json,3027,a740af59a9d966fef68ab3aeeba26ad815a178b5297414edfacc0385e23a1698,166d7855b4f2ac70ac76108304110a260fd9f181
oaci/reports/C85UR1_PROTOCOL_TIMING_AUDIT.md,2185,76435410434b1ba0c3a65eaabf7fe8eb8d9604e279461aee0f937a01c16f2fdc,1b1c507505d84de8a9e57c5d263a48c87acbdbbc
oaci/reports/C85UR1_U1_U2_ISOLATION_PROTECTED_REPLAY_AND_ACCEPTANCE_PROTOCOL.json,14708,aa657133d35602187a5c5e11a9632a44c26a78fb63a4e65197172fb59377061d,90f16dc58f6b59a4e3d49cb63e99dfbfabcc311f
oaci/reports/C85UR1_U1_U2_ISOLATION_PROTECTED_REPLAY_AND_ACCEPTANCE_PROTOCOL.sha256,135,774797410e3bd6919a5ddac4ee8c0bf0a82b02bc0f902178177fbfd89b39f83a,5c901484c0ef24534bf1d101538de6a8fe2cbb6f
oaci/reports/C85URP_OVERALL_REPORT.json,3066,9b1126d7bc9b4612e555024cbf656bc42478cb94fcdfc0133900c530e0e314e3,aade07f736ca704f27c30e0e10bd3f70b8362960
oaci/reports/C85U_CANDIDATE_UTILITY_RECONSTRUCTION_PROTOCOL.json,10293,c9ed7081cf8cb1a6c8a05181d1660da2015b4e1716a05c8916f7fe5b09efc160,40b541f38e4471df02ffe635fd8ea52320b35f0d
oaci/reports/C85U_CANDIDATE_UTILITY_RECONSTRUCTION_PROTOCOL.sha256,118,c54886c02de254f923d2f0e1439ba5bafc7a387e1f36b792529a3197926bf8be,3a94beaf4b92da0995caf40ecd74a734f038006e
oaci/reports/C85U_EXECUTION_LOCK.json,15099,923c6bee2171f0bedcc3f883058759d368bdb49eb272cbbfa80974e98b632fe1,e6baa3f3ea02a5a8a64ffe6a891708eaa0f80d1b
oaci/reports/C85U_EXECUTION_LOCK.sha256,91,c982478522859c4b550d2f54080c5a2c977a9ae0784db927792570250020dabc,de04a455545bd2a11b5c6589e329e96edee49e73
oaci/reports/c85ur1_tables/acceptance_transaction_state_machine.csv,416,45e5dca9a6c083ae3ddf80f5113c43da02fefa855b6dedda05ba069ea4bac205,b4f0eac2efe90a0d0d02674208fd62e5294ab11d
oaci/reports/c85ur1_tables/failure_exception_precedence.csv,232,8c47891aa6f9019c1468d3d536fba7729ce257ffcf9272074460eaaa7f9e6419,48648a9248bb61ecee2f6706ada0739685089f35
oaci/reports/c85ur1_tables/failure_reason_ledger.csv,386,04df5bebf073cac9c1afcc6530f857005bbb4a1a16339f959991f8d685bd4e39,d64f7b2c22972c6a8125174b44650727cc1769b0
oaci/reports/c85ur1_tables/historical_v1_lock_supersession.csv,419,7dc7dd8658a50d3d5fcadba1c71d5c5123fb91d6b2d9f4625994d87b40f7848e,992fba7ef5910670df3daa4233c1f8fa83885a6a
oaci/reports/c85ur1_tables/implementation_static_isolation_audit.csv,570,42c7bf23fede9aa9dc515effa2e467341659496523b9833381292ea004bafcb5,f80b4e49a34c47da66ec323da43fb5cde6ec21ea
oaci/reports/c85ur1_tables/post_rename_recovery_truth_table.csv,181,7354ba624bc7678e067dfe0304264a58b8f153d880e000a8ad5b5049d168365f,2c690244a6e384024cc46d053eeef0c1ba130f46
oaci/reports/c85ur1_tables/protected_replay_adversarial_truth_table.csv,211,9381a13207f034fe3193a63d8aea670a4974898bdd7b77e82110f7bc80f4dfc9,3500865335636d3db3edc7e9dcf72771d42fb77d
oaci/reports/c85ur1_tables/protected_replay_receipt_v2_schema.csv,1119,fdcf50ce8162014b5b62165dcba1c7abd5da85fdb3162b302b5956c44e0290dc,84896499a426be64b9f93517b363d7937d29d377
oaci/reports/c85ur1_tables/risk_register.csv,610,462ffa1a93fc98cfe4fff6e39bd9521cc2038be03dd3e3747ccb9459d5c35fa6,f45b854c5d6af53ee9b0b38b8b7eb46015542afe
oaci/reports/c85ur1_tables/runtime_file_open_policy.csv,390,81eb3b1be9b9ffd9457c3d720e03d4cc7157f1a08ca87c34b5e537a4c95032a2,1bca33358221fd211d6500834780037e0ff8a805
oaci/reports/c85ur1_tables/stage_attempt_binding_contract.csv,159,496969c67bc9ee372415d7f28ea5a3daaeb54eb1438b0a57b1af8c50534bbfc6,f4e559cff2294a47d34afaa12ac884b0a278f027
oaci/reports/c85ur1_tables/synthetic_shadow_calibration.csv,233,f25ec01a9aece5815d35808f67f0fe473ef0271525faf48bba503341b0115297,6af64a56f9b8abc0bb8731ec53a3eacc21f85d25
oaci/reports/c85ur1_tables/u1_runtime_input_registry.csv,2098,edfefdf41589acc2837e7f9d6a70d82e775686810e6fa74a824037b3d75fefde,d4d99217de0728511a96752f2e88108308f1c828
oaci/reports/c85ur1_tables/u2_preprotected_access_guard_truth_table.csv,165,37302ac85cfe1eed2aa19796e0c3df6fd53207deb3e941a819f092628f66e807,de0cb23dae505a5bb9405a93a73c1245903b14f8
oaci/reports/c85ur1_tables/u2_runtime_input_registry.csv,1239,c9d234e44312bb8214d03cf6eee76728b57ebe8e6e3de1260bf998ecdd5915b7,19b07bdd03d2cca6c081c427e54be78b7e73491f
oaci/reports/c85urp_tables/candidate_order_registry.csv,340189,09cdb44fa4c4785e7e1ef97bf7eaf376001f53d706fc2667f8f62282ae579891,18457382f27ca24e2ff154366dac5ec46cc99c51
oaci/reports/c85urp_tables/context_descriptor_registry.csv,168238,ab9f87e18fd90a6316716f9198a347f580ecf97afa6414f7aa3791ab28c60af4,38b4f3a0b6efdc096b5840678a7a8c77fee2459e
oaci/reports/c85urp_tables/future_u2_input_registry.csv,1155,b8e87c464893f6b9ff3550afe91b5fd9a259a4a18943e8fa2b940dec33d88103,226883b14cddd6fde72dd2acdf7631856ba74f12
oaci/reports/c85urp_tables/target_artifact_registry.csv,1084096,59886c794bc4a59f7af6c7b478d2420d1513b43ec3cd3b7633f6619c7330e613,213b5130664cd70a0dc862aa9e8bb9fecf9a95b4
oaci/slurm_c85ur1_regression.sh,2446,690f0a0f4fc7bcfdab004adf0c9fcc7ad54cb06fd3128354e189ba2e5048438f,9353d6c01d4eb45f81c671079bd3e640a1b3a67e
oaci/tests/c85ur1_test_support.py,7291,28d63c3f50624e6755d632bb8736ef6b9b5a8570462254464e56560f99baa68d,c2f27d13598a1691e75effa89b7ce903fc3b726a
oaci/tests/test_c85ur1_acceptance_transaction.py,5321,165e960ce5648e25a827a53f30ca89001e52e26eb32cc89bd1fe6d0c990c782a,ed30f536ac2c67ae5fb7218a581c76f5de9805a4
oaci/tests/test_c85ur1_lock.py,4033,1667554361e32d2d569fe7dc88448c5da65a4ddfba541f347b6199db9536d2fe,427b6c931967198e5068208edccfaa611452cd98
oaci/tests/test_c85ur1_process_isolation.py,5187,2be2f6cd1057c5ed70747b9bdfaaa104b027a5896a96231cb351e6360e18ae66,1b4453420dd0f0dadc659e6608c78c1ed19c8434
oaci/tests/test_c85ur1_protected_replay_and_stages.py,4844,e17c425764a5b2eff44f72ab02be17f1d7ea9f6c36fe05f07030eb489aa4e388,c1f7a8f34fa834cb1f2b5f4ab865018753bba63e
oaci/theory/c85u_acceptance_transaction_v2.py,19790,66ec9638bd7d5b3fbb242fff1b46d82aee9863601c34ec5fa6dc39c53a524781,dec47e03dc96380cf1e63e254590a6a7da019091
oaci/theory/c85u_execute_v2.py,6302,6ae3a08dc61985c47bf1c1c3e393934570df52d191b866030ba233f502c123c2,9c06c3449ba17b17937f43c2f482c86fdfdfe63e
oaci/theory/c85u_historical_decision_replay.py,20374,8526ae808fd8560683e43023d7401410586b602fbe0ee0b7213c4bd2f216c98b,3dd3636ef4290919efe9100e7373004222a68e44
oaci/theory/c85u_historical_decision_replay_v2.py,13054,c2dd000c1d0eff2a279466f7af919da114748e7584f8b306c4069e98d31b4f40,00581b3d01611423756be59efc3ee60b6114f790
oaci/theory/c85u_persistence.py,12924,3f2028c4bca5d994a7a4d644908103ca1a5479701ecca723510f595e3c09a17f,075d4d1e6ac82e032a0af9a236b83b551f15bda3
oaci/theory/c85u_result_manifest.py,14856,6504d8f4951c1a6b6b82dcfd5b0c3b66864a343a3fe3058759af66880d77a381,909fe2aa79e1718a664f5d8044eed2749cdbc605
oaci/theory/c85u_result_manifest_v2.py,13777,7735ca7b2e8e759f193bf65dd5d669e36b37cccbf67ede7c51936412cf8282d8,25f0582b9375fde675fe36260bfb109aecb63c96
oaci/theory/c85u_runtime_guard_v2.py,32599,9eb8834c2934b4230564844686711da9e9babcc3a3c275686e72042af1f714af,7f134fa9bc2b01c18e5f9362ecdb692ffc362651
oaci/theory/c85u_stage_u1_v2.py,10813,3de8399e15aa94667ebae6726c7b7a6eb1bf8925348a3704d299946f7e274d30,87eea7808d76810291b521b29d4d8cf329a6e8cb
