tag,dataset,draw,endpoint,information_regime,removal_kind,rank,fit_removed_energy_fraction,variance_match_abs_error,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged
H500_s1,seedv,0,fresh_head,global_oracle,same_rank_random,15,0.03399995916489853,0.0,0.08510638297872342,0.2680851063829787,2.01417655039646,235,7bc91e78e4ec64c423f4f13630dc68d5f95c8ea5a087d16fc12ac340b949ebea,0.0,0.0,-0.02662892492431057
H500_s1,seedv,0,exact_head,global_oracle,same_rank_random,15,0.03399995916489853,0.0,0.10106382978723405,0.28085106382978725,1.9859340273526607,235,59e203a9e64091610ef3c44d50affa82ce57bfb7030053f8d83a9e3b9366c36d,0.015957446808510634,0.012765957446808529,-0.05487144796810983
H500_s1,seedv,0,fresh_head,global_oracle,variance_matched_random,182,0.8813253668646751,6.661338147750939e-16,0.06382978723404253,0.251063829787234,1.6496781506200808,235,b221d9c99e77ba407066dec8f701b615f13409c1ed0498e5dbc665592ce56018,-0.021276595744680882,-0.017021276595744705,-0.39112732470068967
H500_s1,seedv,0,exact_head,global_oracle,variance_matched_random,182,0.8813253668646751,6.661338147750939e-16,-0.02659574468085113,0.17872340425531913,2.611362160354872,235,bfb876ab07cab6f7da021c92a2d78d9a4440da6f6a16b18779c604d1ae7ad977,-0.11170212765957455,-0.08936170212765959,0.5705566850341013
H500_s1,seedv,1,fresh_head,global_oracle,same_rank_random,15,0.03146458858720556,0.0,0.09042553191489366,0.2723404255319149,2.0361425363774663,235,55ded3959c574cb613148b09488f6f5ca273dd54ff78c5ed346647255e9c4ebb,0.005319148936170248,0.004255319148936176,-0.004662938943304162
H500_s1,seedv,1,exact_head,global_oracle,same_rank_random,15,0.03146458858720556,0.0,0.07978723404255317,0.26382978723404255,2.0069115948011467,235,c793bda1dff90d032901623eb6b8daa92e4940fd412db5b02526cbef854cc526,-0.005319148936170248,-0.004255319148936176,-0.03389388051962383
H500_s1,seedv,1,fresh_head,global_oracle,variance_matched_random,177,0.881325366864675,5.551115123125783e-16,0.11170212765957444,0.2893617021276596,1.6655235289157828,235,8a131357a53ced410529e56eab7d25f0c18bf5fd61364e0f3d77702abcefa34b,0.02659574468085102,0.021276595744680882,-0.3752819464049877
H500_s1,seedv,1,exact_head,global_oracle,variance_matched_random,177,0.881325366864675,5.551115123125783e-16,-0.05319148936170204,0.1574468085106383,3.4352925012990814,235,a2328c54b8631871475e9e3d4aa5478aba7419db2a968755ee2155c199bac09d,-0.13829787234042545,-0.11063829787234042,1.3944870259783109
H500_s1,seedv,2,fresh_head,global_oracle,same_rank_random,15,0.029725618885772076,0.0,0.09042553191489366,0.2723404255319149,2.070102806884885,235,7c1f874573a243ec5411bb6f9544fd900816dc4dfd9ef8b5b1bf0149afd6880f,0.005319148936170248,0.004255319148936176,0.029297331564114515
H500_s1,seedv,2,exact_head,global_oracle,same_rank_random,15,0.029725618885772076,0.0,0.1063829787234043,0.28510638297872337,2.006561520791762,235,6d746ab75e6361bef3b8812e30755bda08d0911b65a17c45fc6c3fd834edea5a,0.021276595744680882,0.01702127659574465,-0.0342439545290083
H500_s1,seedv,2,fresh_head,global_oracle,variance_matched_random,170,0.8813253668646744,0.0,0.07978723404255317,0.26382978723404255,1.7127599301553829,235,c03968dae58a2b9139b50256397d120ae89cd9814df09ec0b59dfbba395c8804,-0.005319148936170248,-0.004255319148936176,-0.32804554516538764
H500_s1,seedv,2,exact_head,global_oracle,variance_matched_random,170,0.8813253668646744,0.0,-0.037234042553191404,0.17021276595744678,3.767567515945628,235,6aef9fa0c3d816fa093e7dc5c02ad6d6a00db5968d6183d58bc0bd9b305b0f2d,-0.12234042553191482,-0.09787234042553195,1.7267620406248576
H500_s1,seedv,3,fresh_head,global_oracle,same_rank_random,15,0.027464285239394395,0.0,0.0478723404255319,0.23829787234042552,2.0446216625046842,235,ec2304707b721ac8d58ed21ebb82d9d1f2901182ed1078ffa1acc2b7576e9d1d,-0.037234042553191515,-0.029787234042553207,0.003816187183913744
H500_s1,seedv,3,exact_head,global_oracle,same_rank_random,15,0.027464285239394395,0.0,0.07978723404255317,0.26382978723404255,1.999698322198303,235,aecc548f45c49185111fd9f4c1b0704aafc106a2fa85efbf58a9d96dc5288e98,-0.005319148936170248,-0.004255319148936176,-0.0411071531224676
H500_s1,seedv,3,fresh_head,global_oracle,variance_matched_random,180,0.8813253668646743,1.1102230246251565e-16,0.02659574468085102,0.22127659574468087,1.7009215840561136,235,73dfba9fc722df3f2772cac3ae1fd0402aa7ffe3ae56a191126ce86393f93319,-0.0585106382978724,-0.04680851063829786,-0.3398838912646569
H500_s1,seedv,3,exact_head,global_oracle,variance_matched_random,180,0.8813253668646743,1.1102230246251565e-16,0.010638297872340385,0.2085106382978723,3.0094411932297795,235,9ac278b06f4048e636b0b22c451d56e69d3710fc814ad955698edc2d2ba03de0,-0.07446808510638303,-0.05957446808510641,0.968635717909009
H500_s1,seedv,4,fresh_head,global_oracle,same_rank_random,15,0.02163599459544262,0.0,0.08510638297872342,0.2680851063829787,1.9579102256462195,235,eeb0ee8b643d8dc9a60a47428cff980ac48fb9d573b65779ec7f06c109de9b40,0.0,0.0,-0.08289524967455097
H500_s1,seedv,4,exact_head,global_oracle,same_rank_random,15,0.02163599459544262,0.0,0.0957446808510638,0.276595744680851,1.9721087325282785,235,ed8fe6378942df945de20079b9ad5a428375953a2367e3091d360531fa801706,0.010638297872340385,0.008510638297872297,-0.06869674279249205
H500_s1,seedv,4,fresh_head,global_oracle,variance_matched_random,180,0.8813253668646747,2.220446049250313e-16,0.04255319148936165,0.23404255319148942,1.6908551831666694,235,fbedacc6a6ed1e6f4f2ce306d9aa4d1ab575935a07717f352b033da9f6fbb981,-0.042553191489361764,-0.0340425531914893,-0.3499502921541011
H500_s1,seedv,4,exact_head,global_oracle,variance_matched_random,180,0.8813253668646747,2.220446049250313e-16,-0.010638297872340496,0.19148936170212766,3.893062123403595,235,65f2e84d4b5692250e409b16f3aff8617b1f24b91e91bb7e8ddc0b699199a3f9,-0.09574468085106391,-0.07659574468085106,1.8522566480828244
H500_s1,seedv,5,fresh_head,global_oracle,same_rank_random,15,0.04046434412756418,0.0,0.07446808510638303,0.25957446808510637,2.072104402762651,235,1e7abfb49d997cf854902054fe7fe9497cb47ecd24d0aa1da817b19b1db1b264,-0.010638297872340385,-0.008510638297872353,0.031298927441880675
H500_s1,seedv,5,exact_head,global_oracle,same_rank_random,15,0.04046434412756418,0.0,0.07978723404255317,0.26382978723404255,2.002559466915398,235,e1796bc7cb945be680395dfb0ecfdb1e4aea9b7c8c65cfd12b5a259f266ccc67,-0.005319148936170248,-0.004255319148936176,-0.0382460084053724
H500_s1,seedv,5,fresh_head,global_oracle,variance_matched_random,178,0.8813253668646747,2.220446049250313e-16,0.05319148936170215,0.24255319148936172,1.6975199343439,235,59004e28c5022d4ec30ffb01c4e5e0cd957dbff50477952ae40df9a8c2082384,-0.03191489361702127,-0.025531914893617003,-0.3432855409768705
H500_s1,seedv,5,exact_head,global_oracle,variance_matched_random,178,0.8813253668646747,2.220446049250313e-16,0.015957446808510634,0.2127659574468085,3.064439979212049,235,4c4d950b5d537240cb4e669de211013d14ec06ef350f5feb8bd7bd5ff90e8227,-0.06914893617021278,-0.05531914893617021,1.0236345038912784
H500_s1,seedv,6,fresh_head,global_oracle,same_rank_random,15,0.02332545136631747,0.0,0.10106382978723405,0.2808510638297872,2.0432875887038966,235,a528e496b130b5dbbebe3fc8901feaff9d1118e753e6e3b9c5f956203fac181a,0.015957446808510634,0.012765957446808474,0.0024821133831260944
H500_s1,seedv,6,exact_head,global_oracle,same_rank_random,15,0.02332545136631747,0.0,0.0957446808510638,0.2765957446808511,2.0131297002348094,235,8ea5422177e29e50bd0bd8127ee38ca112194f220bb46068b55051b434672c11,0.010638297872340385,0.008510638297872353,-0.027675775085961085
H500_s1,seedv,6,fresh_head,global_oracle,variance_matched_random,166,0.8813253668646752,7.771561172376096e-16,0.06914893617021278,0.25531914893617025,1.8093033181561846,235,c806a1fe58a1a3b277aa94c52d9529082600e7acb5cf473f04cbe58a7fa7f7fe,-0.015957446808510634,-0.012765957446808474,-0.2315021571645859
H500_s1,seedv,6,exact_head,global_oracle,variance_matched_random,166,0.8813253668646752,7.771561172376096e-16,0.021276595744680882,0.21702127659574472,3.7813678808113105,235,0996e572945ae018879d5ae6b9b1ae8d2d8748869555e1137cdafc13412f97f7,-0.06382978723404253,-0.051063829787234005,1.74056240549054
H500_s1,seedv,7,fresh_head,global_oracle,same_rank_random,15,0.02786848740380017,0.0,0.07978723404255317,0.26382978723404255,2.0090304741559213,235,f55bd660c9b0e056edf42812bd9f17a0805096a0f966612ea5910998f5dfcf01,-0.005319148936170248,-0.004255319148936176,-0.031775001164849215
H500_s1,seedv,7,exact_head,global_oracle,same_rank_random,15,0.02786848740380017,0.0,0.08510638297872342,0.2680851063829787,1.975719229693058,235,0cca2475a4c21664f5b8f7ba1a0e72e09a9362c326249695188e43e8aa36cad3,0.0,0.0,-0.06508624562771259
H500_s1,seedv,7,fresh_head,global_oracle,variance_matched_random,179,0.8813253668646747,2.220446049250313e-16,0.0957446808510638,0.2765957446808511,1.7489613838486786,235,d7bb27745694cd55e947442cbab38ccff7becc231ed279e44476091937d47461,0.010638297872340385,0.008510638297872353,-0.2918440914720919
H500_s1,seedv,7,exact_head,global_oracle,variance_matched_random,179,0.8813253668646747,2.220446049250313e-16,0.021276595744680882,0.21702127659574466,3.738916321573914,235,58a820c1bc724da0c6bc3ee87a57490016ae22fff55f652cf5c3ec29d40b7d8f,-0.06382978723404253,-0.05106382978723406,1.6981108462531433
H500_s1,seedv,8,fresh_head,global_oracle,same_rank_random,15,0.019007344695449912,0.0,0.07446808510638303,0.25957446808510637,2.0155029122771198,235,418a6fb1b3fd257e64dacf323a75d953d189ad13f186ea3521cf1b572ac2c317,-0.010638297872340385,-0.008510638297872353,-0.02530256304365075
H500_s1,seedv,8,exact_head,global_oracle,same_rank_random,15,0.019007344695449912,0.0,0.08510638297872342,0.2680851063829787,2.004822562848401,235,b11bfc306c1069b52f164d3518f9dd782a62660bf80ec1e268a55e841bbbcc48,0.0,0.0,-0.0359829124723694
H500_s1,seedv,8,fresh_head,global_oracle,variance_matched_random,183,0.8813253668646743,1.1102230246251565e-16,0.12234042553191493,0.2978723404255319,1.6518633778955145,235,42655eaa514da5d07e2a4f0c07d47c626a8792927850235f892f0a3bf7d5916b,0.037234042553191515,0.02978723404255318,-0.388942097425256
H500_s1,seedv,8,exact_head,global_oracle,variance_matched_random,183,0.8813253668646743,1.1102230246251565e-16,0.07446808510638303,0.2595744680851064,2.5853351940679805,235,b0cb669fd2094c2c2534d3d8ca6744f0a6fbede4a09c18751d4434bbec7b2900,-0.010638297872340385,-0.008510638297872297,0.54452971874721
H500_s1,seedv,9,fresh_head,global_oracle,same_rank_random,15,0.06287436333715454,0.0,0.10106382978723405,0.2808510638297872,2.0719510390021463,235,7b5cc01c73aeb78d99b275f3f701b44815b55916e0f332ef24155323a289886d,0.015957446808510634,0.012765957446808474,0.031145563681375776
H500_s1,seedv,9,exact_head,global_oracle,same_rank_random,15,0.06287436333715454,0.0,0.06914893617021278,0.25531914893617025,2.0281112875555998,235,0ee51a45cb9cf17116b806b8cba27dc3c48275f855e3443fc20a720bee27d117,-0.015957446808510634,-0.012765957446808474,-0.012694187765170728
H500_s1,seedv,9,fresh_head,global_oracle,variance_matched_random,175,0.8813253668646744,0.0,0.06914893617021278,0.25531914893617025,1.7437713895927838,235,d5c83c6dafdbf4b060786cd3dd79686304293a590ad28b3796d8dbdf60c8f675,-0.015957446808510634,-0.012765957446808474,-0.29703408572798673
H500_s1,seedv,9,exact_head,global_oracle,variance_matched_random,175,0.8813253668646744,0.0,-0.010638297872340496,0.1914893617021277,3.2182605722033855,235,87ef836f84f17fd3b5aee9fa8c983c616b7991b3af6691dafedddc56fc8ef2dc,-0.09574468085106391,-0.07659574468085104,1.177455096882615
H500_s1,seedv,10,fresh_head,global_oracle,same_rank_random,15,0.05921833580910787,0.0,0.05319148936170215,0.24255319148936172,2.130018189910104,235,27857793b8038343baf48b9db1ef192771c4b0357c9a4c50e2034431c00bd695,-0.03191489361702127,-0.025531914893617003,0.08921271458933333
H500_s1,seedv,10,exact_head,global_oracle,same_rank_random,15,0.05921833580910787,0.0,0.07446808510638303,0.25957446808510637,2.055932024925059,235,d5b4c06b5878fd000bdfb032d4e80e0846651d287ef18898e01b41c6e5cd32e0,-0.010638297872340385,-0.008510638297872353,0.01512654960428872
H500_s1,seedv,10,fresh_head,global_oracle,variance_matched_random,178,0.8813253668646747,2.220446049250313e-16,0.07446808510638303,0.2595744680851063,1.623350854710722,235,e39d206860ee4cb45163465098385d520e87149bb61255601e0dfa71f0a4a2e8,-0.010638297872340385,-0.008510638297872408,-0.41745462061004845
H500_s1,seedv,10,exact_head,global_oracle,variance_matched_random,178,0.8813253668646747,2.220446049250313e-16,-0.0585106382978724,0.1531914893617021,4.299781459908102,235,0496b7d724fd4a6da50ce178d856dd49c7043ccf971d21db52faff6d805a35d9,-0.1436170212765958,-0.11489361702127662,2.2589759845873316
H500_s1,seedv,11,fresh_head,global_oracle,same_rank_random,15,0.02444104107158029,0.0,0.0957446808510638,0.2765957446808511,2.0400007312667343,235,24432f923be45766056f4fbb8dd2d35ed1e56e50615aaad85c1d686305f65758,0.010638297872340385,0.008510638297872353,-0.0008047440540361883
H500_s1,seedv,11,exact_head,global_oracle,same_rank_random,15,0.02444104107158029,0.0,0.10106382978723405,0.28085106382978725,1.974577034608836,235,c199e41b2005fa1f586c0fa5fe03eeaba659fbe0271f939264671ebc4e87716d,0.015957446808510634,0.012765957446808529,-0.06622844071193446
H500_s1,seedv,11,fresh_head,global_oracle,variance_matched_random,167,0.8813253668646744,0.0,0.037234042553191515,0.22978723404255322,1.7589542357364127,235,ebf32393417b7c5967cf2a65cb15d157af5eb7728e630414aa83b58943e45993,-0.0478723404255319,-0.038297872340425504,-0.28185123958435776
H500_s1,seedv,11,exact_head,global_oracle,variance_matched_random,167,0.8813253668646744,0.0,0.010638297872340385,0.20851063829787236,4.931097318539072,235,8097f6c9c613eba15b35efec3a27bb7c8810e06c3a98036be37944ff9c009739,-0.07446808510638303,-0.05957446808510636,2.8902918432183013
H500_s1,seedv,12,fresh_head,global_oracle,same_rank_random,15,0.02482653468397926,0.0,0.08510638297872342,0.2680851063829787,2.0310718664799534,235,158e5a856cf8a5ab34b06869fb2968be8ee31233562faaeba953d95dc235c7e3,0.0,0.0,-0.009733608840817087
H500_s1,seedv,12,exact_head,global_oracle,same_rank_random,15,0.02482653468397926,0.0,0.08510638297872342,0.2680851063829787,1.9993478111913718,235,05635cf510ea6911ed15eb81a36e771428e6a07e098e63a0b6f33f377ef39aec,0.0,0.0,-0.041457664129398664
H500_s1,seedv,12,fresh_head,global_oracle,variance_matched_random,173,0.8813253668646749,4.440892098500626e-16,0.11170212765957444,0.28936170212765955,1.735566980161734,235,6a4b65be1eb23bb5579e782a5e3b96dd3f4cf8fa1472a064fcb05aaef25d45bb,0.02659574468085102,0.021276595744680826,-0.30523849515903656
