pair_id,pair_key,seed,target,level,regime,selected_order,better_order,n_atoms,n_positive_atoms,positive_advantage_sum,top1_positive_share,top3_positive_share,top5_positive_share,positive_hhi,concentrated_flag,broad_flag,concentration_class
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,24,20,0.1751039647903421,0.15663889915577295,0.37849858071799164,0.5468879891679076,0.08204869409288054,0,1,broad
0|1|0|S2_rare_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S2_rare_cells,15,16,24,20,0.1751039647903421,0.15663889915577295,0.37849858071799164,0.5468879891679076,0.08204869409288054,0,1,broad
0|1|0|S3_nonestimable_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S3_nonestimable_cells,15,16,24,20,0.1751039647903421,0.15663889915577295,0.37849858071799164,0.5468879891679076,0.08204869409288054,0,1,broad
0|1|1|S0_full_support|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S0_full_support,14,13,23,18,0.11173586045000419,0.1289154110512324,0.3364399069328015,0.5035539552744852,0.07576090996894706,0,1,broad
0|1|1|S2_rare_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S2_rare_cells,14,13,23,18,0.11173586045000419,0.1289154110512324,0.3364399069328015,0.5035539552744852,0.07576090996894706,0,1,broad
0|1|1|S3_nonestimable_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S3_nonestimable_cells,14,13,23,18,0.11173586045000419,0.1289154110512324,0.3364399069328015,0.5035539552744852,0.07576090996894706,0,1,broad
0|2|0|S0_full_support|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S0_full_support,2,1,24,19,0.18173710955019493,0.1594770443158448,0.38128164356916383,0.5303542968803917,0.0846585698570615,0,1,broad
0|2|0|S2_rare_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S2_rare_cells,2,1,24,19,0.18173710955019493,0.1594770443158448,0.38128164356916383,0.5303542968803917,0.0846585698570615,0,1,broad
0|2|0|S3_nonestimable_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S3_nonestimable_cells,2,1,24,19,0.18173710955019493,0.1594770443158448,0.38128164356916383,0.5303542968803917,0.0846585698570615,0,1,broad
0|2|1|S0_full_support|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S0_full_support,0,1,23,16,0.0811826876757966,0.16802934121816496,0.4495046822483768,0.6829523414646583,0.10832173124168232,0,1,broad
0|2|1|S2_rare_cells|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S2_rare_cells,0,1,23,16,0.0811826876757966,0.16802934121816496,0.4495046822483768,0.6829523414646583,0.10832173124168232,0,1,broad
0|2|1|S3_nonestimable_cells|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S3_nonestimable_cells,0,1,23,16,0.0811826876757966,0.16802934121816496,0.4495046822483768,0.6829523414646583,0.10832173124168232,0,1,broad
0|3|0|S0_full_support|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S0_full_support,0,1,24,15,0.08520931461930067,0.16642958428730098,0.4523003670098862,0.6340276258883267,0.10244206895420496,0,1,broad
0|3|0|S2_rare_cells|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S2_rare_cells,0,1,24,15,0.08520931461930067,0.16642958428730098,0.4523003670098862,0.6340276258883267,0.10244206895420496,0,1,broad
0|3|0|S3_nonestimable_cells|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S3_nonestimable_cells,0,1,24,15,0.08520931461930067,0.16642958428730098,0.4523003670098862,0.6340276258883267,0.10244206895420496,0,1,broad
0|3|1|S0_full_support|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S0_full_support,4,10,23,20,0.22618886512419084,0.09620238980150225,0.2640193199857037,0.4049659947117028,0.06092519707633367,0,1,broad
0|3|1|S2_rare_cells|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S2_rare_cells,4,10,23,20,0.22618886512419084,0.09620238980150225,0.2640193199857037,0.4049659947117028,0.06092519707633367,0,1,broad
0|3|1|S3_nonestimable_cells|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S3_nonestimable_cells,4,10,23,20,0.22618886512419084,0.09620238980150225,0.2640193199857037,0.4049659947117028,0.06092519707633367,0,1,broad
0|4|1|S0_full_support|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S0_full_support,2,1,23,20,0.10652057989297917,0.10759887384030982,0.30629169528850275,0.4716248871881378,0.0699615880428505,0,1,broad
0|4|1|S2_rare_cells|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S2_rare_cells,2,1,23,20,0.10652057989297917,0.10759887384030982,0.30629169528850275,0.4716248871881378,0.0699615880428505,0,1,broad
0|4|1|S3_nonestimable_cells|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S3_nonestimable_cells,2,1,23,20,0.10652057989297917,0.10759887384030982,0.30629169528850275,0.4716248871881378,0.0699615880428505,0,1,broad
0|5|0|S0_full_support|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S0_full_support,19,18,24,21,0.22292166906437208,0.10184653196909255,0.2768010556990299,0.43930841060138826,0.06486789329398468,0,1,broad
0|5|0|S2_rare_cells|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S2_rare_cells,19,18,24,21,0.22292166906437208,0.10184653196909255,0.2768010556990299,0.43930841060138826,0.06486789329398468,0,1,broad
0|5|0|S3_nonestimable_cells|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S3_nonestimable_cells,19,18,24,21,0.22292166906437208,0.10184653196909255,0.2768010556990299,0.43930841060138826,0.06486789329398468,0,1,broad
0|6|1|S0_full_support|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S0_full_support,20,19,23,19,0.12052259314889625,0.1853950063571457,0.41983568447643754,0.5954489073738487,0.09618801993716486,0,1,broad
0|6|1|S2_rare_cells|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S2_rare_cells,20,19,23,19,0.12052259314889625,0.1853950063571457,0.41983568447643754,0.5954489073738487,0.09618801993716486,0,1,broad
0|6|1|S3_nonestimable_cells|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S3_nonestimable_cells,20,19,23,19,0.12052259314889625,0.1853950063571457,0.41983568447643754,0.5954489073738487,0.09618801993716486,0,1,broad
0|7|1|S0_full_support|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S0_full_support,5,0,23,19,0.29130756853505096,0.11587490878424558,0.34174591190788606,0.5063284984705959,0.07446812481073192,0,1,broad
0|7|1|S2_rare_cells|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S2_rare_cells,5,0,23,19,0.29130756853505096,0.11587490878424558,0.34174591190788606,0.5063284984705959,0.07446812481073192,0,1,broad
0|7|1|S3_nonestimable_cells|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S3_nonestimable_cells,5,0,23,19,0.29130756853505096,0.11587490878424558,0.34174591190788606,0.5063284984705959,0.07446812481073192,0,1,broad
0|8|0|S0_full_support|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S0_full_support,17,15,24,13,0.2122365859317503,0.16084133621525393,0.40398799002062385,0.6103205990961758,0.10367075927185448,0,1,broad
0|8|0|S2_rare_cells|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S2_rare_cells,17,15,24,13,0.2122365859317503,0.16084133621525393,0.40398799002062385,0.6103205990961758,0.10367075927185448,0,1,broad
0|8|0|S3_nonestimable_cells|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S3_nonestimable_cells,17,15,24,13,0.2122365859317503,0.16084133621525393,0.40398799002062385,0.6103205990961758,0.10367075927185448,0,1,broad
0|9|0|S0_full_support|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S0_full_support,19,18,24,17,0.22753409360981733,0.12480086922822453,0.31791645235323684,0.4866860119897781,0.07836656372302835,0,1,broad
0|9|0|S2_rare_cells|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S2_rare_cells,19,18,24,17,0.22753409360981733,0.12480086922822453,0.31791645235323684,0.4866860119897781,0.07836656372302835,0,1,broad
0|9|0|S3_nonestimable_cells|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S3_nonestimable_cells,19,18,24,17,0.22753409360981733,0.12480086922822453,0.31791645235323684,0.4866860119897781,0.07836656372302835,0,1,broad
0|9|1|S0_full_support|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S0_full_support,12,13,23,17,0.17108049512987103,0.1378324263456078,0.3569144375376524,0.5217703032201011,0.0821645347311179,0,1,broad
0|9|1|S2_rare_cells|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S2_rare_cells,12,13,23,17,0.17108049512987103,0.1378324263456078,0.3569144375376524,0.5217703032201011,0.0821645347311179,0,1,broad
0|9|1|S3_nonestimable_cells|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S3_nonestimable_cells,12,13,23,17,0.17108049512987103,0.1378324263456078,0.3569144375376524,0.5217703032201011,0.0821645347311179,0,1,broad
1|1|0|S0_full_support|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S0_full_support,6,5,24,20,0.20227198950706834,0.1356403952724865,0.38086628629212016,0.5582028252284238,0.08489420635631958,0,1,broad
1|1|0|S2_rare_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S2_rare_cells,6,5,24,20,0.20227198950706834,0.1356403952724865,0.38086628629212016,0.5582028252284238,0.08489420635631958,0,1,broad
1|1|0|S3_nonestimable_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S3_nonestimable_cells,6,5,24,20,0.20227198950706834,0.1356403952724865,0.38086628629212016,0.5582028252284238,0.08489420635631958,0,1,broad
1|1|1|S0_full_support|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S0_full_support,16,15,23,13,0.11174957228453357,0.19492342488332154,0.48404142136119244,0.6780541689196108,0.11771624793387127,0,1,broad
1|1|1|S2_rare_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S2_rare_cells,16,15,23,13,0.11174957228453357,0.19492342488332154,0.48404142136119244,0.6780541689196108,0.11771624793387127,0,1,broad
1|1|1|S3_nonestimable_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S3_nonestimable_cells,16,15,23,13,0.11174957228453357,0.19492342488332154,0.48404142136119244,0.6780541689196108,0.11771624793387127,0,1,broad
