pair_id,pair_key,seed,target,level,regime,selected_order,better_order,n_atoms_compared,n_selection_nonflat_atoms,atom_sign_preservation_rate,atom_sign_inversion_rate,atom_delta_spearman,selection_top_atom_id,selection_top_class_id,selection_top_domain_id,selection_top_positive_share,selection_top_delta,audit_top_atom_same_delta,top_atom_sign_preserved,selection_point_prefers,source_audit_leakage_prefers,selection_to_audit_inversion
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,8,8,0.25,0.75,-0.19047619047619052,y2:d0,2,0,0.12253665707895484,0.021456654486679536,-0.0038571845467866295,0,selected,better,1
0|1|0|S2_rare_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S2_rare_cells,15,16,8,8,0.25,0.75,-0.19047619047619052,y2:d0,2,0,0.12253665707895484,0.021456654486679536,-0.0038571845467866295,0,selected,better,1
0|1|0|S3_nonestimable_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S3_nonestimable_cells,15,16,8,8,0.25,0.75,-0.19047619047619052,y2:d0,2,0,0.12253665707895484,0.021456654486679536,-0.0038571845467866295,0,selected,better,1
0|1|1|S0_full_support|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S0_full_support,14,13,7,7,0.5714285714285714,0.42857142857142855,0.9285714285714288,y0:d1,0,1,0.0809023873895723,0.00903969786743343,0.002001443976617945,1,selected,better,1
0|1|1|S2_rare_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S2_rare_cells,14,13,7,7,0.5714285714285714,0.42857142857142855,0.9285714285714288,y0:d1,0,1,0.0809023873895723,0.00903969786743343,0.002001443976617945,1,selected,better,1
0|1|1|S3_nonestimable_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S3_nonestimable_cells,14,13,7,7,0.5714285714285714,0.42857142857142855,0.9285714285714288,y0:d1,0,1,0.0809023873895723,0.00903969786743343,0.002001443976617945,1,selected,better,1
0|2|0|S0_full_support|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S0_full_support,2,1,8,8,0.75,0.25,0.6666666666666669,y0:d0,0,0,0.15947704431584483,0.028982897073569977,0.0026854060213803987,1,selected,selected,0
0|2|0|S2_rare_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S2_rare_cells,2,1,8,8,0.75,0.25,0.6666666666666669,y0:d0,0,0,0.15947704431584483,0.028982897073569977,0.0026854060213803987,1,selected,selected,0
0|2|0|S3_nonestimable_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S3_nonestimable_cells,2,1,8,8,0.75,0.25,0.6666666666666669,y0:d0,0,0,0.15947704431584483,0.028982897073569977,0.0026854060213803987,1,selected,selected,0
0|2|1|S0_full_support|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S0_full_support,0,1,7,7,0.42857142857142855,0.5714285714285714,0.1785714285714286,y2:d0,2,0,0.1361517988159976,0.011053168959777024,-0.001505041130038992,0,selected,better,1
