pair_id,pair_key,seed,target,level,regime,selected_order,better_order,split,atom_id,class_id,class_name,domain_id,domain_name,selected_atom,better_atom,atom_delta_better_minus_selected,positive_selected_advantage,positive_advantage_share,selected_advantage_sign,selected_point,better_point,point_delta_better_minus_selected,atom_fraction_of_point_delta,support_count,support_m,cell_mass,class_overlap_mass,p_ref_y,p_d_given_y,eligible,present,support_edge,selected_oof_mass,better_oof_mass,selected_capacity,better_capacity
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d0,0,left_hand,0,BNCI2014_001|subject-004,0.013991962241221158,0.014144269117796537,0.0001523068765753796,0.0001523068765753796,0.0008698082693772341,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.0009300692503294634,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d1,0,left_hand,1,BNCI2014_001|subject-005,0.04781677509417715,0.0452580451697617,-0.0025587299244154496,0.0,0.0,better,0.974831609010045,1.138590250123518,0.16375864111347316,-0.015625007065382467,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d2,0,left_hand,2,BNCI2014_001|subject-006,0.028935296386684004,0.035634665237185295,0.006699368850501292,0.006699368850501292,0.03825937841283418,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.040910017358162507,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d3,0,left_hand,3,BNCI2014_001|subject-007,0.02615402890419951,0.02400657135132215,-0.0021474575528773604,0.0,0.0,better,0.974831609010045,1.138590250123518,0.16375864111347316,-0.013113552593473979,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d4,0,left_hand,4,BNCI2014_001|subject-008,0.05696836935852949,0.05801506640541093,0.0010466970468814424,0.0010466970468814424,0.005977574797547777,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.006391705743064607,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y0:d5,0,left_hand,5,BNCI2014_001|subject-009,0.03544626366160963,0.030908239222388875,-0.004538024439220752,0.0,0.0,better,0.974831609010045,1.138590250123518,0.16375864111347316,-0.027711663997481647,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y1:d0,1,right_hand,0,BNCI2014_001|subject-004,0.03585396558964803,0.03784381294748977,0.0019898473578417383,0.0019898473578417383,0.011363805269767876,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.012151098374484647,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y1:d1,1,right_hand,1,BNCI2014_001|subject-005,0.05089086196182871,0.05606876612772818,0.005177904165899472,0.005177904165899472,0.02957045645482186,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.031619120253395055,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y1:d2,1,right_hand,2,BNCI2014_001|subject-006,0.021939364706320824,0.04936745698889124,0.027428092282570413,0.027428092282570413,0.15663889915577292,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.1674909616742892,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,15,16,selection,y1:d3,1,right_hand,3,BNCI2014_001|subject-007,0.02138962970136133,0.03187544704327872,0.010485817341917392,0.010485817341917392,0.059883380450422206,selected,0.974831609010045,1.138590250123518,0.16375864111347316,0.06403214676562602,144,8,144.0,864.0,0.25,0.16666666666666666,1,1,0,144.0,144.0,64,64
