group_scope,score,label,top_k,n_groups,mean_n_candidates,mean_base_rate,mean_any_hit,mean_random_any_hit,mean_any_hit_gain_vs_random,mean_any_hit_enrichment,mean_precision_at_k,mean_random_precision_at_k,mean_precision_gain_vs_random,mean_precision_enrichment,mean_regret_vs_oracle,mean_random_expected_regret,mean_absolute_regret_reduction_vs_random,mean_relative_regret_reduction_vs_random,source_only,hindsight_diagnostic_only,target_label_used,diagnostic_ceiling,target_labels_diagnostic_only
global,C19_robust_core,primary_joint_good,1,1,3804.0,0.4242902208201893,0.0,0.4242902208201893,-0.4242902208201893,0.0,0.0,0.4242902208201893,-0.4242902208201893,0.0,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0,1
global,C19_robust_core,primary_joint_good,3,1,3804.0,0.4242902208201893,0.0,0.8092966826284852,-0.8092966826284852,0.0,0.0,0.4242902208201893,-0.4242902208201893,0.0,4.100057218459515,3.272347471331572,-0.8277097471279431,-0.2529406654945278,1,0,0,0,1
global,C19_robust_core,primary_joint_good,5,1,3804.0,0.4242902208201893,0.0,0.9368787308720679,-0.9368787308720679,0.0,0.0,0.4242902208201893,-0.4242902208201893,0.0,3.9316761790599286,2.997606327457539,-0.9340698516023895,-0.3116052441731512,1,0,0,0,1
global,C19_robust_core,primary_joint_good,10,1,3804.0,0.4242902208201893,1.0,0.9960350190040961,0.003964980995903922,1.0039807646520986,0.1,0.4242902208201893,-0.3242902208201893,0.23568773234200743,3.6538156683011187,2.638399088602834,-1.0154165796982846,-0.3848608741886729,1,0,0,0,1
global,C19_robust_core,pareto_good,1,1,3804.0,0.13643533123028392,1.0,0.13643533123028395,0.863564668769716,7.329479768786125,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0,1
global,C19_robust_core,pareto_good,3,1,3804.0,0.13643533123028392,1.0,0.35608215806376375,0.6439178419362362,2.8083406521618803,1.0,0.13643533123028392,0.863564668769716,7.329479768786126,4.100057218459515,3.272347471331572,-0.8277097471279431,-0.2529406654945278,1,0,0,0,1
global,C19_robust_core,pareto_good,5,1,3804.0,0.13643533123028392,1.0,0.5199419024019205,0.4800580975980795,1.9232918050659236,0.8,0.13643533123028392,0.6635646687697161,5.8635838150289015,3.9316761790599286,2.997606327457539,-0.9340698516023895,-0.3116052441731512,1,0,0,0,1
global,C19_robust_core,pareto_good,10,1,3804.0,0.13643533123028392,1.0,0.7697839973671243,0.23021600263287567,1.2990657163831394,0.4,0.13643533123028392,0.26356466876971607,2.9317919075144507,3.6538156683011187,2.638399088602834,-1.0154165796982846,-0.3848608741886729,1,0,0,0,1
global,C19_robust_core,preference_robust_better_candidate,1,1,3804.0,0.02996845425867508,0.0,0.029968454258675115,-0.029968454258675115,0.0,0.0,0.02996845425867508,-0.02996845425867508,0.0,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0,1
global,C19_robust_core,preference_robust_better_candidate,3,1,3804.0,0.02996845425867508,0.0,0.08726020164732007,-0.08726020164732007,0.0,0.0,0.02996845425867508,-0.02996845425867508,0.0,4.100057218459515,3.272347471331572,-0.8277097471279431,-0.2529406654945278,1,0,0,0,1
global,C19_robust_core,preference_robust_better_candidate,5,1,3804.0,0.02996845425867508,0.0,0.14119613590356728,-0.14119613590356728,0.0,0.0,0.02996845425867508,-0.02996845425867508,0.0,3.9316761790599286,2.997606327457539,-0.9340698516023895,-0.3116052441731512,1,0,0,0,1
global,C19_robust_core,preference_robust_better_candidate,10,1,3804.0,0.02996845425867508,0.0,0.26260601799076266,-0.26260601799076266,0.0,0.0,0.02996845425867508,-0.02996845425867508,0.0,3.6538156683011187,2.638399088602834,-1.0154165796982846,-0.3848608741886729,1,0,0,0,1
global,C30_source_rank,primary_joint_good,1,1,3804.0,0.4242902208201893,0.0,0.4242902208201893,-0.4242902208201893,0.0,0.0,0.4242902208201893,-0.4242902208201893,0.0,4.100057218459515,4.019083959148395,-0.08097325931112032,-0.02014719277680324,1,0,0,0,1
