dataset,target_subject,source_seed,split_family,method,n_adapt,n_eval,class_counts_adapt,class_counts_eval,acc,bacc,macro_f1,prediction_hash,logits_hash,status,failure_reason,protocol,official_repo,official_sha,runner_commit,manifest_hash,split_hash,source_subjects,source_n,target_session,adapt_eval_disjoint,both_classes_adapt,both_classes_eval,source_idx_sha256,adapt_idx_sha256,eval_idx_sha256,parameter_t,source_model_sha256,train_seconds,adapt_seconds,eval_seconds,target_label_leakage_detected,method_selection_uses_target_performance,official_pretrained_weight_used,third_party_vendored
Cho2017,21,2,class_stratified_half,source_only_tsmnet,100,100,"[50,50]","[50,50]",0.5,0.5,0.3503118503118503,e08fa0eead22eb2b1a206a52193a2e5cc299db08733720245fb34c63057c671d,2f803528682e186d19b70787025d92965a95547845286118e57c0f3ee83db112,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,889defee0b5686cb75ede0d0a8f501de15b832a22b94ad42f48f8f3e667cd0b6,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,108c1c5c71e9fb2a07522f2e9573ab2dd7e3db8068947110ac29de6a834d37c2,2c6a3d10876de59e20fdef1d6f3df87f34df5fa3a620914c4872483c6ea7799a,3111baf43d00749f45c9d3600cc64baa96499e641a93e4443e826fc823008800,1.0,86305319ca97e421046558651da5f0d8b313b7d833f4cda80764f90795b08c85,1162.7353732585907,0.0,0.03716158866882324,False,False,False,False
Cho2017,21,2,class_stratified_half,rct,100,100,"[50,50]","[50,50]",0.55,0.55,0.5488721804511278,85e4e136e6828ec1e43b1a30c44534fc99c8dc4d2f48844fcdd960706c005bc3,98ad6116919f044cb47346d5713297ec902337e8405522c60ca3b3663c3cd8b7,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,889defee0b5686cb75ede0d0a8f501de15b832a22b94ad42f48f8f3e667cd0b6,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,108c1c5c71e9fb2a07522f2e9573ab2dd7e3db8068947110ac29de6a834d37c2,2c6a3d10876de59e20fdef1d6f3df87f34df5fa3a620914c4872483c6ea7799a,3111baf43d00749f45c9d3600cc64baa96499e641a93e4443e826fc823008800,1.0,86305319ca97e421046558651da5f0d8b313b7d833f4cda80764f90795b08c85,1162.7353732585907,0.0900270938873291,0.033760786056518555,False,False,False,False
Cho2017,21,2,class_stratified_half,spdim_geodesic,100,100,"[50,50]","[50,50]",0.55,0.55,0.54995499549955,d2a152df5942fb8328f6cbe03c6db81438b610b564cf4ddc9f6da72220420081,721d171f9c9dc75fd9947275ff6b423fd8ad0efacfc9c1d49fad9046d66e127f,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,889defee0b5686cb75ede0d0a8f501de15b832a22b94ad42f48f8f3e667cd0b6,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,108c1c5c71e9fb2a07522f2e9573ab2dd7e3db8068947110ac29de6a834d37c2,2c6a3d10876de59e20fdef1d6f3df87f34df5fa3a620914c4872483c6ea7799a,3111baf43d00749f45c9d3600cc64baa96499e641a93e4443e826fc823008800,1.0425665783574816,86305319ca97e421046558651da5f0d8b313b7d833f4cda80764f90795b08c85,1162.7353732585907,1.2388548851013184,0.03144407272338867,False,False,False,False
Cho2017,21,2,class_stratified_half,spdim_bias,100,100,"[50,50]","[50,50]",0.55,0.55,0.5495946351716545,b3ef753d49158e925d685c09ec83a34cf98b12547dbd2077598cfe10695c2997,56db63bef45f1c0f3666fe89b44cf6e9fd90c7838bfc71da193a3a2fae0fbd5a,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,889defee0b5686cb75ede0d0a8f501de15b832a22b94ad42f48f8f3e667cd0b6,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,108c1c5c71e9fb2a07522f2e9573ab2dd7e3db8068947110ac29de6a834d37c2,2c6a3d10876de59e20fdef1d6f3df87f34df5fa3a620914c4872483c6ea7799a,3111baf43d00749f45c9d3600cc64baa96499e641a93e4443e826fc823008800,1.0,86305319ca97e421046558651da5f0d8b313b7d833f4cda80764f90795b08c85,1162.7353732585907,1.2910270690917969,0.030809640884399414,False,False,False,False
Cho2017,22,2,class_stratified_half,source_only_tsmnet,100,100,"[50,50]","[50,50]",0.51,0.51,0.3551783129359126,1bfc147598c0e4ec2aa67d637c2b4916be1f97a87dd028dbff389c3bb9db136e,1fdd2cb5b349afdf1835efa5192f44e165c513f7180eba971862f843d5360b0f,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,5d092f09a33bc376d5a9a3a6a537ad7e6df73c1cba9b87893642bcc0bc8bba71,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,4975dfea89713cbf0cdb8f37cb0fa5198413ac0f1bf4e92effe0ae7aa634aaad,72039abbf2914425a08c9bdf91a787239baaf3392b49621a00fbc371558b03d5,cfeeeefc36c36a02d1f774270de5719fa9ca59dc7b4f8aef098156e956a193cb,1.0,d0420666ead2b336b97bdfa4e05c352d4bbf730091f16383ad399de454fdee54,1143.657840013504,0.0,0.031743526458740234,False,False,False,False
Cho2017,22,2,class_stratified_half,rct,100,100,"[50,50]","[50,50]",0.63,0.63,0.6296667000300271,204205d8a52e3891166d3ec12ce12b3aaedcc6106e78a7c36b4d3dd4fdd0d760,260fc33e074e3886541add68a54c9b8ab13d34c83ca529cf81fc697025c0b6c5,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,5d092f09a33bc376d5a9a3a6a537ad7e6df73c1cba9b87893642bcc0bc8bba71,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,4975dfea89713cbf0cdb8f37cb0fa5198413ac0f1bf4e92effe0ae7aa634aaad,72039abbf2914425a08c9bdf91a787239baaf3392b49621a00fbc371558b03d5,cfeeeefc36c36a02d1f774270de5719fa9ca59dc7b4f8aef098156e956a193cb,1.0,d0420666ead2b336b97bdfa4e05c352d4bbf730091f16383ad399de454fdee54,1143.657840013504,0.08017706871032715,0.03359866142272949,False,False,False,False
Cho2017,22,2,class_stratified_half,spdim_geodesic,100,100,"[50,50]","[50,50]",0.64,0.6399999999999999,0.6386993175431553,e8ca895d07da0e31377a528a273a68155894d757aa5795e9fc2af1058283b391,26ae93e53ceda829e1b621d0035e623d811fe3167101d57304e5a906aedead7d,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,5d092f09a33bc376d5a9a3a6a537ad7e6df73c1cba9b87893642bcc0bc8bba71,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,4975dfea89713cbf0cdb8f37cb0fa5198413ac0f1bf4e92effe0ae7aa634aaad,72039abbf2914425a08c9bdf91a787239baaf3392b49621a00fbc371558b03d5,cfeeeefc36c36a02d1f774270de5719fa9ca59dc7b4f8aef098156e956a193cb,0.9447669261190809,d0420666ead2b336b97bdfa4e05c352d4bbf730091f16383ad399de454fdee54,1143.657840013504,1.1884996891021729,0.03127098083496094,False,False,False,False
Cho2017,22,2,class_stratified_half,spdim_bias,100,100,"[50,50]","[50,50]",0.65,0.6499999999999999,0.6482765551200884,a296793657417d9868d4231db070706f1c2f5eb5699016ede1bdb7d29bb94ca3,5692c542b8e8b699d223d2e0ecbd7e8c858e8be7765f40b4de00db66783b9f5f,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,5d092f09a33bc376d5a9a3a6a537ad7e6df73c1cba9b87893642bcc0bc8bba71,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,4975dfea89713cbf0cdb8f37cb0fa5198413ac0f1bf4e92effe0ae7aa634aaad,72039abbf2914425a08c9bdf91a787239baaf3392b49621a00fbc371558b03d5,cfeeeefc36c36a02d1f774270de5719fa9ca59dc7b4f8aef098156e956a193cb,1.0,d0420666ead2b336b97bdfa4e05c352d4bbf730091f16383ad399de454fdee54,1143.657840013504,1.2993826866149902,0.03145480155944824,False,False,False,False
Cho2017,23,2,class_stratified_half,source_only_tsmnet,100,100,"[50,50]","[50,50]",0.51,0.51,0.3551783129359126,5e1805fb75fc9828194c710ff546a0071544c64a7f1c1d78fd67dbc65a1a7c19,546f5ccffc2bc8d710d349069839eb6450eb070dec58aa411406cf39620a1d37,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,b6409e49507f2270acf53a373b78bb3a94242470e396c06172e9fe59ea563228,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,b20889805fa828151d0cf03693bd850571a42fbe6b3cd7451ad4d079e05bedac,903bfb8c5351c793516174ff6c18c8225f3e912a7aab35bc3415237e5f9d1886,1b74e5f7670e51e51851c2b588c621f16228dcead1047c7483c35267157d9363,1.0,260881089c263088c3984394fa950fc8a1ca31a5b02c4de1f9091f4a0b8f1e15,1129.7972300052643,0.0,0.03187894821166992,False,False,False,False
Cho2017,23,2,class_stratified_half,rct,100,100,"[50,50]","[50,50]",0.73,0.73,0.7293233082706767,69e12100e2ede38dbe0f697ad052a9375a91b3368b92cfb989b4d2af753d86ea,53f60d54885b8a9c2786edaf5e38ef2c0e2673722fe5984a212431b04ed8192d,ok,,W1_repaired_class_stratified_half_manifest,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,493f649911f354d4deaa307c80be3cb367149fce,231246def0ac1dd8cef02920b77502767467738a839ca0a99673117df31b6d8e,b6409e49507f2270acf53a373b78bb3a94242470e396c06172e9fe59ea563228,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52,10320,0,True,True,True,b20889805fa828151d0cf03693bd850571a42fbe6b3cd7451ad4d079e05bedac,903bfb8c5351c793516174ff6c18c8225f3e912a7aab35bc3415237e5f9d1886,1b74e5f7670e51e51851c2b588c621f16228dcead1047c7483c35267157d9363,1.0,260881089c263088c3984394fa950fc8a1ca31a5b02c4de1f9091f4a0b8f1e15,1129.7972300052643,0.07892608642578125,0.03346657752990723,False,False,False,False
