candidate_count,rank_snr,gauge_sd,gauge_shape,label_budget,outcome_type,replicates,mean_spearman,mean_pairwise_accuracy,mean_top1,mean_top3,mean_regret,mean_gauge_recovery,high_reliability_poor_top1,common_offset_rank_flip_rate,candidate_specific_rank_flip_rate
2,0.5,0.0,gaussian,4,binary,128,0.27927927927927926,0.6220472440944882,0.625,1.0,0.034820556640625,0.0,0,0.0,0.140625
2,0.5,0.0,gaussian,4,multiclass4,128,0.4,0.6889763779527559,0.69140625,1.0,0.0197906494140625,0.0,0,0.0,0.1484375
2,0.5,0.0,gaussian,8,binary,128,0.5929203539823009,0.7637795275590551,0.765625,1.0,0.01676177978515625,0.0,0,0.0,0.1328125
2,0.5,0.0,gaussian,8,multiclass4,128,0.5537190082644629,0.7637795275590551,0.765625,1.0,0.014499664306640625,0.0,0,0.0,0.140625
2,0.5,0.0,gaussian,16,binary,128,0.391304347826087,0.67578125,0.67578125,1.0,0.020416259765625,0.0,0,0.0,0.109375
2,0.5,0.0,gaussian,16,multiclass4,128,0.5166666666666667,0.7440944881889764,0.74609375,1.0,0.0127105712890625,0.0,0,0.0,0.109375
2,0.5,0.0,gaussian,32,binary,128,0.6229508196721312,0.796875,0.796875,1.0,0.009521484375,0.0,0,0.0,0.15625
2,0.5,0.0,gaussian,32,multiclass4,128,0.7096774193548387,0.8464566929133859,0.84765625,1.0,0.00708770751953125,0.0,0,0.0,0.1796875
2,0.5,0.0,gaussian,64,binary,128,0.6377952755905512,0.8188976377952756,0.8203125,1.0,0.0061798095703125,0.0,0,0.0,0.1640625
2,0.5,0.0,gaussian,64,multiclass4,128,0.76,0.87109375,0.87109375,1.0,0.00482940673828125,0.0,0,0.0,0.140625
2,0.5,0.0,gaussian,256,binary,128,0.824,0.905511811023622,0.90625,1.0,0.00226593017578125,0.0,0,0.0,0.1484375
2,0.5,0.0,gaussian,256,multiclass4,128,0.859375,0.9296875,0.9296875,1.0,0.0017547607421875,0.0,0,0.0,0.125
2,0.5,0.0,skewed,4,binary,128,0.5,0.703125,0.703125,1.0,0.0255279541015625,0.0,0,0.0,0.203125
2,0.5,0.0,skewed,4,multiclass4,128,0.46296296296296297,0.6953125,0.6953125,1.0,0.018123626708984375,0.0,0,0.0,0.1484375
2,0.5,0.0,skewed,8,binary,128,0.4392523364485981,0.6850393700787402,0.6875,1.0,0.02370452880859375,0.0,0,0.0,0.125
2,0.5,0.0,skewed,8,multiclass4,128,0.6065573770491803,0.7913385826771654,0.79296875,1.0,0.011600494384765625,0.0,0,0.0,0.09375
2,0.5,0.0,skewed,16,binary,128,0.5555555555555556,0.75390625,0.75390625,1.0,0.01799774169921875,0.0,0,0.0,0.15625
2,0.5,0.0,skewed,16,multiclass4,128,0.5645161290322581,0.7734375,0.7734375,1.0,0.012752532958984375,0.0,0,0.0,0.1171875
2,0.5,0.0,skewed,32,binary,128,0.5806451612903226,0.7834645669291339,0.78515625,1.0,0.00807952880859375,0.0,0,0.0,0.1796875
2,0.5,0.0,skewed,32,multiclass4,128,0.664,0.8293650793650794,0.83203125,1.0,0.007610321044921875,0.0,0,0.0,0.1484375
2,0.5,0.0,skewed,64,binary,128,0.6984126984126984,0.84375,0.84375,1.0,0.00957489013671875,0.0,0,0.0,0.1875
2,0.5,0.0,skewed,64,multiclass4,128,0.8253968253968254,0.90625,0.90625,1.0,0.0020599365234375,0.0,0,0.0,0.171875
2,0.5,0.0,skewed,256,binary,128,0.7301587301587301,0.8650793650793651,0.8671875,1.0,0.0037689208984375,0.0,0,0.0,0.1875
2,0.5,0.0,skewed,256,multiclass4,128,0.8125,0.90625,0.90625,1.0,0.00173187255859375,0.0,0,0.0,0.1484375
2,0.5,0.0,heteroskedastic,4,binary,128,0.42592592592592593,0.6796875,0.6796875,1.0,0.0227813720703125,0.0,0,0.0,0.0859375
2,0.5,0.0,heteroskedastic,4,multiclass4,128,0.288135593220339,0.6338582677165354,0.63671875,1.0,0.02576446533203125,0.0,0,0.0,0.1796875
2,0.5,0.0,heteroskedastic,8,binary,128,0.36752136752136755,0.66796875,0.66796875,1.0,0.02977752685546875,0.0,0,0.0,0.15625
2,0.5,0.0,heteroskedastic,8,multiclass4,128,0.5294117647058824,0.74609375,0.74609375,1.0,0.013439178466796875,0.0,0,0.0,0.2109375
2,0.5,0.0,heteroskedastic,16,binary,128,0.6101694915254238,0.78125,0.78125,1.0,0.01682281494140625,0.0,0,0.0,0.1171875
2,0.5,0.0,heteroskedastic,16,multiclass4,128,0.6229508196721312,0.796875,0.796875,1.0,0.011409759521484375,0.0,0,0.0,0.109375
2,0.5,0.0,heteroskedastic,32,binary,128,0.6694214876033058,0.8214285714285714,0.82421875,1.0,0.0088348388671875,0.0,0,0.0,0.21875
2,0.5,0.0,heteroskedastic,32,multiclass4,128,0.6557377049180327,0.8125,0.8125,1.0,0.006855010986328125,0.0,0,0.0,0.1875
2,0.5,0.0,heteroskedastic,64,binary,128,0.6528925619834711,0.816,0.8203125,1.0,0.007720947265625,0.0,0,0.0,0.1796875
2,0.5,0.0,heteroskedastic,64,multiclass4,128,0.734375,0.8671875,0.8671875,1.0,0.00342559814453125,0.0,0,0.0,0.1796875
2,0.5,0.0,heteroskedastic,256,binary,128,0.7777777777777778,0.8828125,0.8828125,1.0,0.00232696533203125,0.0,0,0.0,0.125
2,0.5,0.0,heteroskedastic,256,multiclass4,128,0.90625,0.953125,0.953125,1.0,0.00138092041015625,0.0,0,0.0,0.109375
2,0.5,0.25,gaussian,4,binary,128,0.12359550561797752,0.544,0.5546875,1.0,0.0405426025390625,1.0,0,0.0,0.15625
2,0.5,0.25,gaussian,4,multiclass4,128,0.5344827586206896,0.7421875,0.7421875,1.0,0.020450592041015625,1.0,0,0.0,0.1171875
2,0.5,0.25,gaussian,8,binary,128,0.28695652173913044,0.62890625,0.62890625,1.0,0.0302734375,1.0,0,0.0,0.1015625
2,0.5,0.25,gaussian,8,multiclass4,128,0.5272727272727272,0.7265625,0.7265625,1.0,0.02033233642578125,1.0,0,0.0,0.15625
2,0.5,0.25,gaussian,16,binary,128,0.4666666666666667,0.71875,0.71875,1.0,0.02272796630859375,1.0,0,0.0,0.109375
2,0.5,0.25,gaussian,16,multiclass4,128,0.5483870967741935,0.7677165354330708,0.76953125,1.0,0.009860992431640625,1.0,0,0.0,0.140625
2,0.5,0.25,gaussian,32,binary,128,0.5041322314049587,0.7420634920634921,0.74609375,1.0,0.01507568359375,1.0,0,0.0,0.140625
2,0.5,0.25,gaussian,32,multiclass4,128,0.616,0.8031496062992126,0.8046875,1.0,0.00824737548828125,1.0,0,0.0,0.140625
2,0.5,0.25,gaussian,64,binary,128,0.6129032258064516,0.8015873015873016,0.8046875,1.0,0.01055908203125,1.0,0,0.0,0.1015625
2,0.5,0.25,gaussian,64,multiclass4,128,0.6535433070866141,0.82421875,0.82421875,1.0,0.00550079345703125,1.0,0,0.0,0.1015625
2,0.5,0.25,gaussian,256,binary,128,0.664,0.8267716535433071,0.828125,1.0,0.00787353515625,1.0,0,0.0,0.09375
2,0.5,0.25,gaussian,256,multiclass4,128,0.7007874015748031,0.84765625,0.84765625,1.0,0.004283905029296875,1.0,0,0.0,0.09375
2,0.5,0.25,skewed,4,binary,128,0.54,0.7142857142857143,0.71875,1.0,0.034332275390625,1.0,0,0.0,0.078125
2,0.5,0.25,skewed,4,multiclass4,128,0.4909090909090909,0.7109375,0.7109375,1.0,0.027679443359375,1.0,0,0.0,0.1875
2,0.5,0.25,skewed,8,binary,128,0.31092436974789917,0.64453125,0.64453125,1.0,0.034912109375,1.0,0,0.0,0.140625
