stage,intervention,option_id,parameter_details,mean_spearman,mean_pairwise_accuracy,mean_top1,mean_regret,selected_by_T2,T3_outcomes_used_for_selection
T2_calibration,I3_shared_class_vector,one_vs_rest_0|0.05,template=one_vs_rest_0;magnitude=0.05,0.517544793802323,0.6926328502415459,0.3333333333333333,0.023094667782691942,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_0|0.1,template=one_vs_rest_0;magnitude=0.1,0.5208695652173914,0.6984702093397746,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_0|0.2,template=one_vs_rest_0;magnitude=0.2,0.4986527848033426,0.692230273752013,0.3333333333333333,0.023101288693902242,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_0|0.4,template=one_vs_rest_0;magnitude=0.4,0.447068735229237,0.6670692431561996,0.1111111111111111,0.04107835986087319,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_1|0.05,template=one_vs_rest_1;magnitude=0.05,0.5424154589371981,0.7081320450885669,0.5555555555555556,0.016438479167411393,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_1|0.1,template=one_vs_rest_1;magnitude=0.1,0.5727536231884058,0.7165861513687601,0.4444444444444444,0.019411912800049003,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_1|0.2,template=one_vs_rest_1;magnitude=0.2,0.5594258577283,0.7111513687600644,0.4444444444444444,0.019106120214232372,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_1|0.4,template=one_vs_rest_1;magnitude=0.4,0.4928474891255435,0.6857890499194848,0.4444444444444444,0.019353607320383978,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_2|0.05,template=one_vs_rest_2;magnitude=0.05,0.5735265700483092,0.716183574879227,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_2|0.1,template=one_vs_rest_2;magnitude=0.1,0.5859903381642513,0.7232286634460547,0.4444444444444444,0.016447295682093688,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_2|0.2,template=one_vs_rest_2;magnitude=0.2,0.606086956521739,0.7306763285024154,0.2222222222222222,0.02573398001329839,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_2|0.4,template=one_vs_rest_2;magnitude=0.4,0.6127536231884059,0.7330917874396136,0.3333333333333333,0.02529107877923451,1,0
T2_calibration,I3_shared_class_vector,one_vs_rest_3|0.05,template=one_vs_rest_3;magnitude=0.05,0.5351690821256039,0.7073268921095007,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_3|0.1,template=one_vs_rest_3;magnitude=0.1,0.5430917874396136,0.7105475040257648,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_3|0.2,template=one_vs_rest_3;magnitude=0.2,0.5563285024154591,0.711755233494364,0.4444444444444444,0.018082901947016648,0,0
T2_calibration,I3_shared_class_vector,one_vs_rest_3|0.4,template=one_vs_rest_3;magnitude=0.4,0.5485024154589371,0.7077294685990337,0.4444444444444444,0.026145253256879067,0,0
T2_calibration,I3_shared_class_vector,class_frequency_residual|0.05,template=class_frequency_residual;magnitude=0.05,0.5417391304347826,0.7024959742351047,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,class_frequency_residual|0.1,template=class_frequency_residual;magnitude=0.1,0.5232850241545894,0.6968599033816426,0.4444444444444444,0.018160811008869404,0,0
T2_calibration,I3_shared_class_vector,class_frequency_residual|0.2,template=class_frequency_residual;magnitude=0.2,0.527784574785284,0.696256038647343,0.4444444444444444,0.021800902953726546,0,0
T2_calibration,I3_shared_class_vector,class_frequency_residual|0.4,template=class_frequency_residual;magnitude=0.4,0.48995169082125606,0.681561996779388,0.3333333333333333,0.03168730746648006,0,0
T2_calibration,I4_shared_temperature,0.5,temperature=0.5,0.8256097102442761,0.8326061039903627,0.2222222222222222,0.09661835748792265,0,0
T2_calibration,I4_shared_temperature,0.75,temperature=0.75,0.834406951915795,0.8372816060305327,0.2222222222222222,0.09822866344605471,0,0
T2_calibration,I4_shared_temperature,1.0,temperature=1.0,0.8347099179620294,0.837290944945143,0.16666666666666666,0.10144927536231879,1,0
T2_calibration,I4_shared_temperature,1.25,temperature=1.25,0.8306097188134999,0.8337917195163099,0.2222222222222222,0.107890499194847,0,0
