target_id,trajectory,field_index,candidate_count,full_construct_top1,pair_reduced_top1,top_two_margin,pairwise_accuracy,random_top1_base_rate
1,0|1|0|S0_full_support,0,16,1.0,1.0,0.013078108472845296,0.7833333333333333,0.0625
1,0|1|1|S0_full_support,1,16,0.0,0.8,0.010864743643381525,0.8083333333333333,0.0625
1,1|1|0|S0_full_support,2,24,0.0,0.9565217391304348,0.0019056178111905298,0.7325581395348837,0.041666666666666664
1,1|1|1|S0_full_support,3,14,1.0,1.0,0.027611545219904332,0.8571428571428571,0.07142857142857142
1,2|1|0|S0_full_support,4,17,1.0,1.0,0.0090433372167118,0.6691176470588235,0.058823529411764705
1,2|1|1|S0_full_support,5,23,0.0,0.8636363636363636,0.04685465115031684,0.7592592592592593,0.043478260869565216
2,0|2|0|S0_full_support,0,23,0.0,0.0,0.006671913523646544,0.41201716738197425,0.043478260869565216
2,0|2|1|S0_full_support,1,24,0.0,0.9565217391304348,0.020046941540843966,0.4934782608695652,0.041666666666666664
2,1|2|0|S0_full_support,2,19,0.0,0.8888888888888888,0.017659748965910715,0.49122807017543857,0.05263157894736842
2,1|2|1|S0_full_support,3,25,0.0,0.041666666666666664,0.002701112537441208,0.48086124401913877,0.04
2,2|2|0|S0_full_support,4,22,0.0,0.19047619047619047,0.003809065346292495,0.3826086956521739,0.045454545454545456
2,2|2|1|S0_full_support,5,29,0.0,0.10714285714285714,0.005409229374248703,0.5324675324675324,0.034482758620689655
3,0|3|0|S0_full_support,0,19,0.0,0.6333333333333333,0.0,0.7098765432098766,0.05263157894736842
3,0|3|1|S0_full_support,1,21,0.0,0.85,0.00631908782507018,0.7573529411764706,0.047619047619047616
3,1|3|0|S0_full_support,2,24,1.0,1.0,0.0477801194239551,0.7575187969924813,0.041666666666666664
3,1|3|1|S0_full_support,3,16,0.0,0.7333333333333333,0.019360886209334183,0.7583333333333333,0.0625
3,2|3|0|S0_full_support,4,18,0.0,0.9411764705882353,0.0020892078270263736,0.8954248366013072,0.05555555555555555
3,2|3|1|S0_full_support,5,30,1.0,1.0,0.04715543343426121,0.6370757180156658,0.03333333333333333
4,0|4|0|S0_full_support,0,20,1.0,1.0,0.0021946066249862173,0.6947368421052632,0.05
4,0|4|1|S0_full_support,1,32,1.0,1.0,0.009719240731898948,0.7822164948453608,0.03125
4,1|4|0|S0_full_support,2,14,0.0,0.38461538461538464,0.0033324028577192966,0.4835164835164835,0.07142857142857142
4,1|4|1|S0_full_support,3,20,0.0,0.8947368421052632,0.00328211957958785,0.7684210526315789,0.05
4,2|4|0|S0_full_support,4,27,1.0,1.0,0.006293398698462016,0.5772727272727273,0.037037037037037035
4,2|4|1|S0_full_support,5,16,1.0,1.0,0.023891449524360953,0.6666666666666666,0.0625
5,0|5|0|S0_full_support,0,16,0.0,0.9333333333333333,0.0010238783559678999,0.675,0.0625
5,0|5|1|S0_full_support,1,18,0.0,0.17647058823529413,0.009315752319483728,0.6013071895424836,0.05555555555555555
5,1|5|0|S0_full_support,2,14,0.0,0.46153846153846156,0.0038153825467258096,0.6813186813186813,0.07142857142857142
5,1|5|1|S0_full_support,3,15,1.0,1.0,0.02610679709560304,0.5142857142857142,0.06666666666666667
5,2|5|0|S0_full_support,4,18,0.0,0.7647058823529411,0.02009174589982904,0.5032679738562091,0.05555555555555555
5,2|5|1|S0_full_support,5,21,0.0,0.65,0.009260485534986596,0.5904761904761905,0.047619047619047616
6,0|6|0|S0_full_support,0,18,0.0,0.9411764705882353,0.02093634975528863,0.5228758169934641,0.05555555555555555
6,0|6|1|S0_full_support,1,17,1.0,1.0,0.003170756987420642,0.6176470588235294,0.058823529411764705
6,1|6|0|S0_full_support,2,17,1.0,1.0,0.027539828803138766,0.7941176470588235,0.058823529411764705
6,1|6|1|S0_full_support,3,21,0.0,0.85,0.0034322480584880743,0.5675675675675675,0.047619047619047616
6,2|6|0|S0_full_support,4,19,1.0,1.0,0.012241100139546157,0.4619883040935672,0.05263157894736842
6,2|6|1|S0_full_support,5,16,0.0,0.5333333333333333,0.012226880081300795,0.5583333333333333,0.0625
7,0|7|0|S0_full_support,0,17,0.0,0.8125,0.006049895848526998,0.6544117647058824,0.058823529411764705
7,0|7|1|S0_full_support,1,20,1.0,1.0,0.008366800535475227,0.7690217391304348,0.05
7,1|7|0|S0_full_support,2,22,0.0,0.47619047619047616,0.0007641892081057255,0.6926406926406926,0.045454545454545456
7,1|7|1|S0_full_support,3,17,0.0,0.9375,0.008133823154469089,0.6544117647058824,0.058823529411764705
7,2|7|0|S0_full_support,4,17,0.0,0.9375,0.005488646998347779,0.8455882352941176,0.058823529411764705
7,2|7|1|S0_full_support,5,19,0.0,0.4444444444444444,0.016660140960157888,0.39766081871345027,0.05263157894736842
8,0|8|0|S0_full_support,0,16,0.0,0.8666666666666667,0.004566651392787002,0.85,0.0625
8,0|8|1|S0_full_support,1,20,0.0,0.8421052631578947,0.012431609958237555,0.8210526315789474,0.05
8,1|8|0|S0_full_support,2,19,1.0,1.0,0.0318922137247431,0.8011695906432749,0.05263157894736842
8,1|8|1|S0_full_support,3,18,0.0,0.5882352941176471,0.050499576232847065,0.7450980392156863,0.05555555555555555
8,2|8|0|S0_full_support,4,19,0.0,0.7222222222222222,0.014948842879093038,0.7017543859649122,0.05263157894736842
8,2|8|1|S0_full_support,5,14,0.0,0.9230769230769231,0.00850138751576146,0.7472527472527473,0.07142857142857142
9,0|9|0|S0_full_support,0,20,0.0,0.9473684210526315,0.022451022451022484,0.7736842105263158,0.05
9,0|9|1|S0_full_support,1,15,1.0,1.0,0.03219290719290724,0.8,0.06666666666666667
9,1|9|0|S0_full_support,2,18,0.0,0.9411764705882353,0.007084465417798724,0.7973856209150327,0.05555555555555555
9,1|9|1|S0_full_support,3,16,1.0,1.0,0.008663425330091956,0.675,0.0625
9,2|9|0|S0_full_support,4,20,0.0,0.7894736842105263,0.0036643786643786314,0.868421052631579,0.05
9,2|9|1|S0_full_support,5,26,0.0,0.96,0.007477715811049168,0.7372262773722628,0.038461538461538464
