path,size_bytes,over_50mb,passed
oaci/reports/C72_MEASUREMENT_CONTROL_GAP.json,5952,0,1
oaci/reports/C72_MEASUREMENT_CONTROL_GAP.md,4737,0,1
oaci/reports/C72_MEASUREMENT_CONTROL_GAP_PROTOCOL.json,10962,0,1
oaci/reports/C72_MEASUREMENT_CONTROL_GAP_PROTOCOL.sha256,65,0,1
oaci/reports/C72_RED_TEAM_VERIFICATION.md,2004,0,1
oaci/reports/C72_THEORY_NOTE.md,2800,0,1
oaci/reports/c72_tables/c71_authorization_provenance.csv,269,0,1
oaci/reports/c72_tables/c71_cache_identity_replay.csv,549,0,1
oaci/reports/c72_tables/c71_physical_view_replay.csv,921,0,1
oaci/reports/c72_tables/c71_protocol_hash_replay.csv,484,0,1
oaci/reports/c72_tables/candidate_field_size_summary.csv,10132,0,1
oaci/reports/c72_tables/class_conditioned_intervention_summary.csv,5271,0,1
oaci/reports/c72_tables/common_vs_candidate_specific_intervention.csv,1114,0,1
oaci/reports/c72_tables/conditional_observability_secondary.csv,757,0,1
oaci/reports/c72_tables/decomposition_by_target.csv,762,0,1
oaci/reports/c72_tables/decomposition_by_trajectory.csv,5544,0,1
oaci/reports/c72_tables/decomposition_order_sensitivity.csv,23786,0,1
oaci/reports/c72_tables/empirical_vs_bound_top1.csv,5563,0,1
oaci/reports/c72_tables/extreme_order_penalty_summary.csv,823,0,1
oaci/reports/c72_tables/failure_reason_ledger.csv,769,0,1
oaci/reports/c72_tables/feature_availability_ledger.csv,568,0,1
oaci/reports/c72_tables/finite_label_noise_summary.csv,18754,0,1
oaci/reports/c72_tables/finite_population_best_arm_bound.csv,9991,0,1
oaci/reports/c72_tables/forbidden_claim_scan.csv,587,0,1
oaci/reports/c72_tables/hierarchical_inference_summary.csv,20543,0,1
oaci/reports/c72_tables/intervention_availability_ledger.csv,550,0,1
oaci/reports/c72_tables/intervention_calibration.csv,5805,0,1
oaci/reports/c72_tables/intervention_identity.csv,277,0,1
oaci/reports/c72_tables/intervention_inventory.csv,594,0,1
oaci/reports/c72_tables/logit_shift_rank_flip_summary.csv,2081,0,1
oaci/reports/c72_tables/measurement_control_gap_decomposition.csv,1961,0,1
oaci/reports/c72_tables/multi_candidate_rank_gauge_bound.csv,13825,0,1
oaci/reports/c72_tables/oracle_intervention_ceiling.csv,1668,0,1
oaci/reports/c72_tables/pairwise_margin_ledger.csv,12920820,0,1
oaci/reports/c72_tables/primary_hypothesis_summary.csv,557,0,1
oaci/reports/c72_tables/protocol_timing.csv,393,0,1
oaci/reports/c72_tables/red_team_failure_ledger.csv,1691,0,1
oaci/reports/c72_tables/residual_gauge_by_target.csv,2231,0,1
oaci/reports/c72_tables/residual_gauge_summary.csv,421,0,1
oaci/reports/c72_tables/risk_register.csv,3892,0,1
oaci/reports/c72_tables/schema_validation_summary.csv,1694,0,1
oaci/reports/c72_tables/synthetic_false_positive_control.csv,5157,0,1
oaci/reports/c72_tables/synthetic_intervention_calibration.csv,126901,0,1
oaci/reports/c72_tables/synthetic_phase_diagram.csv,367027,0,1
oaci/reports/c72_tables/test_command_manifest.csv,547,0,1
oaci/reports/c72_tables/top1_difficulty_by_candidate_count.csv,1600,0,1
oaci/reports/c72_tables/top_margin_geometry.csv,29263,0,1
oaci/reports/c72_tables/topk_difficulty_curve.csv,38699,0,1
oaci/reports/c72_tables/utility_mismatch_summary.csv,10222,0,1
