trajectory_id,seed,target,level,regime,selection_rule,label,n_candidates,n_selected_by_low_leakage,trajectory_label_count,selected_label_count,hit_rate,trajectory_random_baseline,enrichment_ratio,hypergeom_p_value,bonferroni_p_value,target_labels_diagnostic_only
0|1|0|S0_full_support,0,1,0,S0_full_support,top1,primary_joint_good,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top1,pareto_good,20,1,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top1,preference_robust_better_candidate,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top3,primary_joint_good,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top3,pareto_good,20,3,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top3,preference_robust_better_candidate,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top5,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top5,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top5,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top_decile,primary_joint_good,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top_decile,pareto_good,20,2,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,top_decile,preference_robust_better_candidate,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,bottom_leakage_quartile,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,bottom_leakage_quartile,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S0_full_support,0,1,0,S0_full_support,bottom_leakage_quartile,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top1,primary_joint_good,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top1,pareto_good,20,1,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top1,preference_robust_better_candidate,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top3,primary_joint_good,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top3,pareto_good,20,3,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top3,preference_robust_better_candidate,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top5,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top5,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top5,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top_decile,primary_joint_good,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top_decile,pareto_good,20,2,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,top_decile,preference_robust_better_candidate,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,bottom_leakage_quartile,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,bottom_leakage_quartile,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S2_rare_cells,0,1,0,S2_rare_cells,bottom_leakage_quartile,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top1,primary_joint_good,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top1,pareto_good,20,1,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top1,preference_robust_better_candidate,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top3,primary_joint_good,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top3,pareto_good,20,3,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top3,preference_robust_better_candidate,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top5,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top5,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top5,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top_decile,primary_joint_good,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top_decile,pareto_good,20,2,4,0,0.0,0.2,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,top_decile,preference_robust_better_candidate,20,2,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,bottom_leakage_quartile,primary_joint_good,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,bottom_leakage_quartile,pareto_good,20,5,4,1,0.2,0.2,1.0,0.718266253869969,1.0,1
0|1|0|S3_nonestimable_cells,0,1,0,S3_nonestimable_cells,bottom_leakage_quartile,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top1,primary_joint_good,20,1,5,0,0.0,0.25,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top1,pareto_good,20,1,2,0,0.0,0.1,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top1,preference_robust_better_candidate,20,1,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top3,primary_joint_good,20,3,5,1,0.3333333333333333,0.25,1.3333333333333333,0.6008771929824561,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top3,pareto_good,20,3,2,1,0.3333333333333333,0.1,3.333333333333333,0.28421052631578947,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top3,preference_robust_better_candidate,20,3,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top5,primary_joint_good,20,5,5,1,0.2,0.25,0.8,0.8063080495356038,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top5,pareto_good,20,5,2,1,0.2,0.1,2.0,0.4473684210526316,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top5,preference_robust_better_candidate,20,5,1,0,0.0,0.05,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top_decile,primary_joint_good,20,2,5,0,0.0,0.25,0.0,1.0,1.0,1
0|1|1|S0_full_support,0,1,1,S0_full_support,top_decile,pareto_good,20,2,2,1,0.5,0.1,5.0,0.19473684210526315,1.0,1
