pair_id,pair_key,seed,target,level,regime,selection_point_delta_better_minus_selected,selection_point_prefers,target_gauge_delta_better_minus_selected,target_gauge_prefers,leakage_target_gauge_conflict,candidate_level_target_gauge_available,target_gauge_non_source_only
0|1|0|S0_full_support|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S0_full_support,0.16375864111347316,selected,0.026041666666666574,better,1,0,1
0|1|1|S0_full_support|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S0_full_support,0.08401434840161248,selected,0.01215277777777779,better,1,0,1
0|2|0|S0_full_support|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S0_full_support,0.16653191429953473,selected,-0.0013570206152028197,selected,0,0,1
0|2|1|S0_full_support|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S0_full_support,0.06267554697388711,selected,0.045611410249885964,better,1,0,1
0|3|0|S0_full_support|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S0_full_support,0.04941994698924046,selected,0.09895833333333326,better,1,0,1
0|3|1|S0_full_support|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S0_full_support,0.21159165582700323,selected,0.013888888888888729,better,1,0,1
0|4|1|S0_full_support|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S0_full_support,0.08921276927072941,selected,0.015625,better,1,0,1
0|5|0|S0_full_support|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S0_full_support,0.21739103570510399,selected,-0.003472222222222321,selected,0,0,1
0|6|1|S0_full_support|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S0_full_support,0.10749488959088027,selected,0.019097222222222265,better,1,0,1
0|7|1|S0_full_support|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S0_full_support,0.27387454439460646,selected,0.02083333333333337,better,1,0,1
0|8|0|S0_full_support|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S0_full_support,0.13477679329854064,selected,0.04861111111111105,better,1,0,1
0|9|0|S0_full_support|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S0_full_support,0.19372275436954256,selected,0.00347222222222221,better,1,0,1
0|9|1|S0_full_support|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S0_full_support,0.13371667441660084,selected,0.0434027777777779,better,1,0,1
1|1|0|S0_full_support|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S0_full_support,0.18555515390434185,selected,0.02777777777777779,better,1,0,1
1|1|1|S0_full_support|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S0_full_support,0.07262083109822148,selected,0.013888888888888895,better,1,0,1
1|2|0|S0_full_support|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S0_full_support,0.36993217060358663,selected,0.027034410613021254,better,1,0,1
1|2|1|S0_full_support|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S0_full_support,0.14826715774043864,selected,0.041341211372349196,better,1,0,1
1|3|0|S0_full_support|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S0_full_support,0.20083372493716922,selected,0.06423611111111105,better,1,0,1
1|3|1|S0_full_support|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S0_full_support,0.21573926378238029,selected,0.00694444444444442,better,1,0,1
1|5|1|S0_full_support|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S0_full_support,0.00524736136122228,selected,0.0143280126415678,better,1,0,1
1|6|0|S0_full_support|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S0_full_support,0.060212420475399986,selected,0.036458333333333315,better,1,0,1
1|6|1|S0_full_support|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S0_full_support,0.012957627418111572,selected,-0.001736111111111105,selected,0,0,1
1|7|1|S0_full_support|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S0_full_support,0.07785198978081231,selected,0.02604166666666674,better,1,0,1
1|8|0|S0_full_support|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S0_full_support,0.09666820626234918,selected,0.08333333333333331,better,1,0,1
1|8|1|S0_full_support|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S0_full_support,0.23117249558026498,selected,0.09201388888888884,better,1,0,1
1|9|1|S0_full_support|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S0_full_support,0.396858735192256,selected,0.01388888888888884,better,1,0,1
2|1|1|S0_full_support|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S0_full_support,0.2618609464164152,selected,0.02256944444444453,better,1,0,1
2|2|1|S0_full_support|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S0_full_support,0.0285569991753003,selected,0.05130158829928466,better,1,0,1
2|3|0|S0_full_support|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S0_full_support,0.0911043054681665,selected,0.04513888888888895,better,1,0,1
2|3|1|S0_full_support|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S0_full_support,0.06377832166037023,selected,0.03298611111111116,better,1,0,1
2|4|0|S0_full_support|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S0_full_support,0.0019176236934286273,selected,0.00520833333333337,better,1,0,1
2|4|1|S0_full_support|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S0_full_support,0.1594415910441751,selected,0.01909722222222221,better,1,0,1
2|5|0|S0_full_support|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S0_full_support,0.2900655638023286,selected,0.07565121345287101,better,1,0,1
2|6|0|S0_full_support|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S0_full_support,0.09585078516887113,selected,0.008680555555555525,better,1,0,1
2|7|0|S0_full_support|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S0_full_support,0.2045184358628126,selected,0.031249999999999972,better,1,0,1
2|7|1|S0_full_support|nearest_continuous_better|19|18,2|7|1|19|18,2,7,1,S0_full_support,0.1812271619841398,selected,0.047452986476652415,better,1,0,1
2|8|0|S0_full_support|nearest_continuous_better|10|11,2|8|0|10|11,2,8,0,S0_full_support,0.07222574350774247,selected,0.019097222222222265,better,1,0,1
2|9|1|S0_full_support|nearest_continuous_better|29|23,2|9|1|29|23,2,9,1,S0_full_support,0.002343838949781407,selected,0.00347222222222221,better,1,0,1
0|1|0|S2_rare_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S2_rare_cells,0.16375864111347316,selected,0.026041666666666574,better,1,0,1
0|1|1|S2_rare_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S2_rare_cells,0.08401434840161248,selected,0.01215277777777779,better,1,0,1
0|2|0|S2_rare_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S2_rare_cells,0.16653191429953473,selected,-0.0013570206152028197,selected,0,0,1
0|2|1|S2_rare_cells|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S2_rare_cells,0.06267554697388711,selected,0.045611410249885964,better,1,0,1
0|3|0|S2_rare_cells|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S2_rare_cells,0.04941994698924046,selected,0.09895833333333326,better,1,0,1
0|3|1|S2_rare_cells|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S2_rare_cells,0.21159165582700323,selected,0.013888888888888729,better,1,0,1
0|4|1|S2_rare_cells|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S2_rare_cells,0.08921276927072941,selected,0.015625,better,1,0,1
0|5|0|S2_rare_cells|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S2_rare_cells,0.21739103570510399,selected,-0.003472222222222321,selected,0,0,1
0|6|1|S2_rare_cells|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S2_rare_cells,0.10749488959088027,selected,0.019097222222222265,better,1,0,1
0|7|1|S2_rare_cells|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S2_rare_cells,0.27387454439460646,selected,0.02083333333333337,better,1,0,1
0|8|0|S2_rare_cells|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S2_rare_cells,0.13477679329854064,selected,0.04861111111111105,better,1,0,1
0|9|0|S2_rare_cells|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S2_rare_cells,0.19372275436954256,selected,0.00347222222222221,better,1,0,1
0|9|1|S2_rare_cells|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S2_rare_cells,0.13371667441660084,selected,0.0434027777777779,better,1,0,1
1|1|0|S2_rare_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S2_rare_cells,0.18555515390434185,selected,0.02777777777777779,better,1,0,1
1|1|1|S2_rare_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S2_rare_cells,0.07262083109822148,selected,0.013888888888888895,better,1,0,1
1|2|0|S2_rare_cells|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S2_rare_cells,0.36993217060358663,selected,0.027034410613021254,better,1,0,1
1|2|1|S2_rare_cells|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S2_rare_cells,0.14826715774043864,selected,0.041341211372349196,better,1,0,1
1|3|0|S2_rare_cells|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S2_rare_cells,0.20083372493716922,selected,0.06423611111111105,better,1,0,1
1|3|1|S2_rare_cells|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S2_rare_cells,0.21573926378238029,selected,0.00694444444444442,better,1,0,1
1|5|1|S2_rare_cells|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S2_rare_cells,0.00524736136122228,selected,0.0143280126415678,better,1,0,1
1|6|0|S2_rare_cells|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S2_rare_cells,0.060212420475399986,selected,0.036458333333333315,better,1,0,1
1|6|1|S2_rare_cells|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S2_rare_cells,0.012957627418111572,selected,-0.001736111111111105,selected,0,0,1
1|7|1|S2_rare_cells|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S2_rare_cells,0.07785198978081231,selected,0.02604166666666674,better,1,0,1
1|8|0|S2_rare_cells|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S2_rare_cells,0.09666820626234918,selected,0.08333333333333331,better,1,0,1
1|8|1|S2_rare_cells|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S2_rare_cells,0.23117249558026498,selected,0.09201388888888884,better,1,0,1
1|9|1|S2_rare_cells|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S2_rare_cells,0.396858735192256,selected,0.01388888888888884,better,1,0,1
2|1|1|S2_rare_cells|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S2_rare_cells,0.2618609464164152,selected,0.02256944444444453,better,1,0,1
2|2|1|S2_rare_cells|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S2_rare_cells,0.0285569991753003,selected,0.05130158829928466,better,1,0,1
2|3|0|S2_rare_cells|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S2_rare_cells,0.0911043054681665,selected,0.04513888888888895,better,1,0,1
2|3|1|S2_rare_cells|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S2_rare_cells,0.06377832166037023,selected,0.03298611111111116,better,1,0,1
2|4|0|S2_rare_cells|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S2_rare_cells,0.0019176236934286273,selected,0.00520833333333337,better,1,0,1
2|4|1|S2_rare_cells|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S2_rare_cells,0.1594415910441751,selected,0.01909722222222221,better,1,0,1
2|5|0|S2_rare_cells|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S2_rare_cells,0.2900655638023286,selected,0.07565121345287101,better,1,0,1
2|6|0|S2_rare_cells|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S2_rare_cells,0.09585078516887113,selected,0.008680555555555525,better,1,0,1
2|7|0|S2_rare_cells|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S2_rare_cells,0.2045184358628126,selected,0.031249999999999972,better,1,0,1
2|7|1|S2_rare_cells|nearest_continuous_better|19|18,2|7|1|19|18,2,7,1,S2_rare_cells,0.1812271619841398,selected,0.047452986476652415,better,1,0,1
2|8|0|S2_rare_cells|nearest_continuous_better|10|11,2|8|0|10|11,2,8,0,S2_rare_cells,0.07222574350774247,selected,0.019097222222222265,better,1,0,1
2|9|1|S2_rare_cells|nearest_continuous_better|29|23,2|9|1|29|23,2,9,1,S2_rare_cells,0.002343838949781407,selected,0.00347222222222221,better,1,0,1
0|1|0|S3_nonestimable_cells|nearest_continuous_better|15|16,0|1|0|15|16,0,1,0,S3_nonestimable_cells,0.16375864111347316,selected,0.026041666666666574,better,1,0,1
0|1|1|S3_nonestimable_cells|nearest_continuous_better|14|13,0|1|1|14|13,0,1,1,S3_nonestimable_cells,0.08401434840161248,selected,0.01215277777777779,better,1,0,1
0|2|0|S3_nonestimable_cells|nearest_continuous_better|2|1,0|2|0|2|1,0,2,0,S3_nonestimable_cells,0.16653191429953473,selected,-0.0013570206152028197,selected,0,0,1
0|2|1|S3_nonestimable_cells|nearest_continuous_better|0|1,0|2|1|0|1,0,2,1,S3_nonestimable_cells,0.06267554697388711,selected,0.045611410249885964,better,1,0,1
0|3|0|S3_nonestimable_cells|nearest_continuous_better|0|1,0|3|0|0|1,0,3,0,S3_nonestimable_cells,0.04941994698924046,selected,0.09895833333333326,better,1,0,1
0|3|1|S3_nonestimable_cells|nearest_continuous_better|4|10,0|3|1|4|10,0,3,1,S3_nonestimable_cells,0.21159165582700323,selected,0.013888888888888729,better,1,0,1
0|4|1|S3_nonestimable_cells|nearest_continuous_better|2|1,0|4|1|2|1,0,4,1,S3_nonestimable_cells,0.08921276927072941,selected,0.015625,better,1,0,1
0|5|0|S3_nonestimable_cells|nearest_continuous_better|19|18,0|5|0|19|18,0,5,0,S3_nonestimable_cells,0.21739103570510399,selected,-0.003472222222222321,selected,0,0,1
0|6|1|S3_nonestimable_cells|nearest_continuous_better|20|19,0|6|1|20|19,0,6,1,S3_nonestimable_cells,0.10749488959088027,selected,0.019097222222222265,better,1,0,1
0|7|1|S3_nonestimable_cells|nearest_continuous_better|5|0,0|7|1|5|0,0,7,1,S3_nonestimable_cells,0.27387454439460646,selected,0.02083333333333337,better,1,0,1
0|8|0|S3_nonestimable_cells|nearest_continuous_better|17|15,0|8|0|17|15,0,8,0,S3_nonestimable_cells,0.13477679329854064,selected,0.04861111111111105,better,1,0,1
0|9|0|S3_nonestimable_cells|nearest_continuous_better|19|18,0|9|0|19|18,0,9,0,S3_nonestimable_cells,0.19372275436954256,selected,0.00347222222222221,better,1,0,1
0|9|1|S3_nonestimable_cells|nearest_continuous_better|12|13,0|9|1|12|13,0,9,1,S3_nonestimable_cells,0.13371667441660084,selected,0.0434027777777779,better,1,0,1
1|1|0|S3_nonestimable_cells|nearest_continuous_better|6|5,1|1|0|6|5,1,1,0,S3_nonestimable_cells,0.18555515390434185,selected,0.02777777777777779,better,1,0,1
1|1|1|S3_nonestimable_cells|nearest_continuous_better|16|15,1|1|1|16|15,1,1,1,S3_nonestimable_cells,0.07262083109822148,selected,0.013888888888888895,better,1,0,1
1|2|0|S3_nonestimable_cells|nearest_continuous_better|18|17,1|2|0|18|17,1,2,0,S3_nonestimable_cells,0.36993217060358663,selected,0.027034410613021254,better,1,0,1
1|2|1|S3_nonestimable_cells|nearest_continuous_better|2|1,1|2|1|2|1,1,2,1,S3_nonestimable_cells,0.14826715774043864,selected,0.041341211372349196,better,1,0,1
1|3|0|S3_nonestimable_cells|nearest_continuous_better|8|11,1|3|0|8|11,1,3,0,S3_nonestimable_cells,0.20083372493716922,selected,0.06423611111111105,better,1,0,1
1|3|1|S3_nonestimable_cells|nearest_continuous_better|11|3,1|3|1|11|3,1,3,1,S3_nonestimable_cells,0.21573926378238029,selected,0.00694444444444442,better,1,0,1
1|5|1|S3_nonestimable_cells|nearest_continuous_better|17|16,1|5|1|17|16,1,5,1,S3_nonestimable_cells,0.00524736136122228,selected,0.0143280126415678,better,1,0,1
1|6|0|S3_nonestimable_cells|nearest_continuous_better|18|17,1|6|0|18|17,1,6,0,S3_nonestimable_cells,0.060212420475399986,selected,0.036458333333333315,better,1,0,1
1|6|1|S3_nonestimable_cells|nearest_continuous_better|6|5,1|6|1|6|5,1,6,1,S3_nonestimable_cells,0.012957627418111572,selected,-0.001736111111111105,selected,0,0,1
1|7|1|S3_nonestimable_cells|nearest_continuous_better|15|14,1|7|1|15|14,1,7,1,S3_nonestimable_cells,0.07785198978081231,selected,0.02604166666666674,better,1,0,1
1|8|0|S3_nonestimable_cells|nearest_continuous_better|15|14,1|8|0|15|14,1,8,0,S3_nonestimable_cells,0.09666820626234918,selected,0.08333333333333331,better,1,0,1
1|8|1|S3_nonestimable_cells|nearest_continuous_better|21|20,1|8|1|21|20,1,8,1,S3_nonestimable_cells,0.23117249558026498,selected,0.09201388888888884,better,1,0,1
1|9|1|S3_nonestimable_cells|nearest_continuous_better|14|16,1|9|1|14|16,1,9,1,S3_nonestimable_cells,0.396858735192256,selected,0.01388888888888884,better,1,0,1
2|1|1|S3_nonestimable_cells|nearest_continuous_better|1|0,2|1|1|1|0,2,1,1,S3_nonestimable_cells,0.2618609464164152,selected,0.02256944444444453,better,1,0,1
2|2|1|S3_nonestimable_cells|nearest_continuous_better|0|1,2|2|1|0|1,2,2,1,S3_nonestimable_cells,0.0285569991753003,selected,0.05130158829928466,better,1,0,1
2|3|0|S3_nonestimable_cells|nearest_continuous_better|15|16,2|3|0|15|16,2,3,0,S3_nonestimable_cells,0.0911043054681665,selected,0.04513888888888895,better,1,0,1
2|3|1|S3_nonestimable_cells|nearest_continuous_better|5|4,2|3|1|5|4,2,3,1,S3_nonestimable_cells,0.06377832166037023,selected,0.03298611111111116,better,1,0,1
2|4|0|S3_nonestimable_cells|nearest_continuous_better|23|21,2|4|0|23|21,2,4,0,S3_nonestimable_cells,0.0019176236934286273,selected,0.00520833333333337,better,1,0,1
2|4|1|S3_nonestimable_cells|nearest_continuous_better|14|12,2|4|1|14|12,2,4,1,S3_nonestimable_cells,0.1594415910441751,selected,0.01909722222222221,better,1,0,1
2|5|0|S3_nonestimable_cells|nearest_continuous_better|17|15,2|5|0|17|15,2,5,0,S3_nonestimable_cells,0.2900655638023286,selected,0.07565121345287101,better,1,0,1
2|6|0|S3_nonestimable_cells|nearest_continuous_better|21|20,2|6|0|21|20,2,6,0,S3_nonestimable_cells,0.09585078516887113,selected,0.008680555555555525,better,1,0,1
2|7|0|S3_nonestimable_cells|nearest_continuous_better|20|18,2|7|0|20|18,2,7,0,S3_nonestimable_cells,0.2045184358628126,selected,0.031249999999999972,better,1,0,1
