candidate_id,seed,target,level,regime,trajectory_id,candidate_order,epoch,selected_oaci,feasible,selection_leakage_point,selection_leakage_ucl,selection_leakage_ucl_available,audit_leakage_point,R_src,balanced_err,source_guard_worst_bacc,source_guard_worst_nll,source_guard_worst_ece,source_audit_worst_bacc,source_audit_worst_nll,source_audit_worst_ece,target_bacc_delta,target_nll_delta,target_ece_delta,target_bacc_z,target_nll_z,target_ece_z,continuous_joint_min_margin,endpoint_vector_norm_regret,pareto_distance,dominated_hypervolume_regret,primary_joint_good,pareto_good,preference_robust_better_candidate,target_utility_score,target_utility_finite,target_labels_diagnostic_only
s0_t001_l000_S0_full_support_o000,0,1,0,S0_full_support,0|1|0|S0_full_support,0,9,0,1,1.19889625792656,,0,0.6352447261102798,0.7725996359127765,0.3020833333333333,0.5364583333333334,1.0822619569315006,0.13879320395300476,0.2777777777777778,1.8005181348501589,0.27481955564673927,-0.04861111111111105,-0.12277317032664192,-0.0351062044494867,-1.131205034226137,-0.6078256772234867,-0.667282334994652,-1.131205034226137,2.0270100848338366,1.1157499349289202,8.767564194305562,0,0,0,-1.131205034226137,1,1
s0_t001_l000_S0_full_support_o001,0,1,0,S0_full_support,0|1|0|S0_full_support,1,14,0,1,1.2839598552676401,,0,0.6330145873243281,0.726303411573284,0.2896412037037037,0.5434027777777777,1.0370977344265444,0.1135972934634414,0.2725694444444445,1.8526069402894312,0.31035708803451406,-0.07118055555555552,-0.10944452487823897,-0.05626794751342262,-1.6594874317155468,-0.5579959282595317,-0.9084647174955932,-1.6594874317155468,2.531530862786263,1.2520299187594126,11.878579710826353,0,0,0,-1.6594874317155468,1,1
s0_t001_l000_S0_full_support_o002,0,1,0,S0_full_support,0|1|0|S0_full_support,2,19,0,1,1.3269712892931511,,0,0.5541393859967463,0.7317111608748813,0.2806712962962963,0.5920138888888888,0.9682634373810277,0.13257528963736329,0.2934027777777778,1.8254073572319456,0.26254612268916555,-0.09027777777777773,-0.1438070849761095,-0.0403193959013039,-2.106495614206585,-0.6864619265535197,-0.726697569882631,-2.106495614206585,2.8360255377863277,1.2310617818687448,13.736923779899154,0,0,0,-2.106495614206585,1,1
s0_t001_l000_S0_full_support_o003,0,1,0,S0_full_support,0|1|0|S0_full_support,3,24,0,1,1.327486523180292,,0,0.6257326435692728,0.7902330345155351,0.3090277777777778,0.5225694444444444,1.0599487128356988,0.16388274158195978,0.26041666666666663,1.8769158131886716,0.3246559594555494,-0.07118055555555552,-0.07562024445536042,-0.015448062680400637,-1.6594874317155468,-0.4315423130828743,-0.443236638329454,-1.6594874317155468,2.2548886967591986,0.8385237504084795,8.705643581763752,0,0,0,-1.6594874317155468,1,1
s0_t001_l000_S0_full_support_o004,0,1,0,S0_full_support,0|1|0|S0_full_support,4,74,0,1,1.17918590543771,,0,0.6256516086278326,0.8139855926887136,0.32436342592592593,0.5173611111111112,1.0871243530916241,0.12343725426041684,0.3072916666666667,1.6873666426661653,0.2257897409745431,-0.05381944444444442,-0.047936032564959596,0.006662237925175729,-1.2531163567236938,-0.3280436241798018,-0.1912434560214799,-1.2531163567236938,1.769997850912843,0.6225977066111246,5.842357936030176,0,0,0,-1.2531163567236938,1,1
s0_t001_l000_S0_full_support_o005,0,1,0,S0_full_support,0|1|0|S0_full_support,5,79,0,1,1.134057341468519,,0,0.6285516359615312,0.7426481461653878,0.28096064814814814,0.5833333333333334,1.0072151376277771,0.1425455609790721,0.2760416666666667,1.6330269573758314,0.24178456468636036,-0.012152777777777735,-0.050013778250168395,-0.002739321618334567,-0.27782577674324627,-0.33581137119548227,-0.2983939172607791,-0.33581137119548227,1.1531322273827322,0.6784016745524295,3.456347568148569,0,0,0,-0.33581137119548227,1,1
s0_t001_l000_S0_full_support_o006,0,1,0,S0_full_support,0|1|0|S0_full_support,6,84,0,1,1.2087910387119085,,0,0.6206126176478748,0.6974411829069709,0.2586805555555556,0.6145833333333333,0.9441670094972634,0.15880115020631236,0.2951388888888889,1.663558675506261,0.22957752910137624,-0.046875,-0.15668491132812234,-0.020095809337104642,-1.0905679267269532,-0.7346062677625578,-0.4962074455327131,-1.0905679267269532,1.960748527935573,1.1226466370942774,8.465028853798875,0,0,0,-1.0905679267269532,1,1
s0_t001_l000_S0_full_support_o007,0,1,0,S0_full_support,0|1|0|S0_full_support,7,89,0,1,1.1914990790473123,,0,0.6171506926633599,0.6862917286613015,0.25752314814814814,0.6319444444444444,0.9235749451117061,0.13398416052589066,0.2934027777777778,1.6627832206819448,0.24031860800256788,-0.0017361111111110494,-0.04886554644846175,0.025313800252707727,-0.03400313174813406,-0.3315186542308843,0.021330159768480163,-0.3315186542308843,0.8299123730952574,0.3730817125627465,2.087771433383777,0,0,0,-0.3315186542308843,1,1
s0_t001_l000_S0_full_support_o008,0,1,0,S0_full_support,0|1|0|S0_full_support,8,94,0,1,1.161871497176001,,0,0.6182284766015322,0.7020797403531591,0.2641782407407407,0.6371527777777778,0.9234598265028708,0.1270964799366886,0.3055555555555556,1.636618354492815,0.22491685651396467,0.01041666666666663,0.012701755886817656,0.031697503053146336,0.25045662074616076,-0.10134648620142514,0.09408582294499704,-0.10134648620142514,0.569506592766288,0.0,0.9550165200586962,1,1,0,-0.10134648620142514,1,1
s0_t001_l000_S0_full_support_o009,0,1,0,S0_full_support,0|1|0|S0_full_support,9,99,0,1,1.117510157642891,,0,0.6122290910766794,0.8335808504057767,0.32552083333333337,0.5729166666666667,1.198142189555176,0.08334811554357792,0.3298611111111111,1.9966647845608192,0.26221714635827764,-0.03472222222222221,0.012217729154335277,-0.0009808297277906775,-0.8061081742326559,-0.10315604221856192,-0.278352219254685,-0.8061081742326559,1.3846929443462033,0.48004663834918626,4.0586425836384175,0,0,0,-0.8061081742326559,1,1
s0_t001_l000_S0_full_support_o010,0,1,0,S0_full_support,0|1|0|S0_full_support,10,109,0,1,1.328657799089496,,0,0.608259792906434,0.8737347551414132,0.3506944444444444,0.501736111111111,1.1231663712521265,0.11533965405243037,0.2795138888888889,1.659294135126834,0.2513227103030852,-0.07986111111111105,-0.07499866748207729,-0.01877244423845162,-1.8626729692114727,-0.4292185192164702,-0.4811249286319354,-1.8626729692114727,2.444426974619483,0.8596257157052574,9.566421482475507,0,0,0,-1.8626729692114727,1,1
s0_t001_l000_S0_full_support_o011,0,1,0,S0_full_support,0|1|0|S0_full_support,11,124,0,1,1.132052731652756,,0,0.5422593682628389,0.8548600560869057,0.3524305555555556,0.4774305555555556,1.1459130033401905,0.13277500558098157,0.26041666666666663,1.750303424947901,0.2658682877190481,-0.05034722222222221,-0.08464839122109424,-0.0002014861791690692,-1.1718421417253235,-0.4652944515644453,-0.2694699672929538,-1.1718421417253235,1.7868200636897473,0.7797228166606247,6.521937371813636,0,0,0,-1.1718421417253235,1,1
s0_t001_l000_S0_full_support_o012,0,1,0,S0_full_support,0|1|0|S0_full_support,12,139,0,1,1.023760193525869,,0,0.5829337060519642,0.8670796605172453,0.34375,0.5381944444444444,1.0913242987556684,0.168414238910648,0.2777777777777778,1.685817270260301,0.2467661070854663,-0.057291666666666574,0.05135524329476504,0.013516742103799939,-1.334390571722063,0.04316133956193461,-0.11312202511342673,-1.334390571722063,1.7283345014580702,0.26087280710770466,4.154736491736766,0,0,0,-1.334390571722063,1,1
s0_t001_l000_S0_full_support_o013,0,1,0,S0_full_support,0|1|0|S0_full_support,13,149,0,1,1.1745782761942383,,0,0.5380011376704416,0.8402831071950745,0.3373842592592593,0.5225694444444444,1.1050680632707335,0.1563148588097008,0.2916666666666667,1.6587393943560231,0.2333789430612942,-0.052083333333333315,0.06990924057634174,0.049595082405263696,-1.2124792492245087,0.1125263046964561,0.29806622361906443,-1.2124792492245087,1.4897266858258773,0.13248667355490223,2.4812412557044796,0,0,0,-1.2124792492245087,1,1
s0_t001_l000_S0_full_support_o014,0,1,0,S0_full_support,0|1|0|S0_full_support,14,154,0,1,1.253587474553741,,0,0.5963709817039843,0.8729881734470333,0.35358796296296297,0.49826388888888884,1.1476224110192779,0.1269284329113514,0.2760416666666667,1.6820233784689382,0.23923389624161057,-0.08159722222222215,0.1053472657554162,0.028016841506376816,-1.9033100767106579,0.24501297825135832,0.052136975992861094,-1.9033100767106579,2.209699464439071,0.0,3.7118064032996303,0,1,0,-1.9033100767106579,1,1
s0_t001_l000_S0_full_support_o015,0,1,0,S0_full_support,0|1|0|S0_full_support,15,164,1,1,0.974831609010045,1.2986926248128179,1,0.5923190431208819,0.8457576690785884,0.3333333333333333,0.5347222222222222,1.0607021386136362,0.15007626417410172,0.2829861111111111,1.6256141834385025,0.21488356902938338,-0.06944444444444436,0.03420579567024129,0.0027632765150278904,-1.6188503242163605,-0.020952652614435054,-0.23568028711509897,-1.6188503242163605,2.043605527434568,0.3918883689838169,5.472442326407045,0,0,0,-1.6188503242163605,1,1
s0_t001_l000_S0_full_support_o016,0,1,0,S0_full_support,0|1|0|S0_full_support,16,169,0,1,1.138590250123518,,0,0.5727535860125404,0.8743473269805354,0.35677083333333337,0.5208333333333334,1.0984784142940516,0.1638316729138686,0.2777777777777778,1.677853303460341,0.24580070108666524,-0.04340277777777779,0.08978787273141742,0.07136341917870231,-1.009293711728583,0.1868434777256863,0.5461620118647937,-1.009293711728583,1.2610926179157633,0.0,1.3911988806275204,0,1,1,-1.009293711728583,1,1
s0_t001_l000_S0_full_support_o017,0,1,0,S0_full_support,0|1|0|S0_full_support,17,179,0,1,1.1202333357325922,,0,0.5274999285610023,0.8740465316974408,0.34895833333333337,0.5416666666666666,1.1001664761756125,0.16496406556678206,0.28472222222222227,1.8134575746924047,0.28531239575500295,-0.08333333333333331,0.029039253863935244,0.033570153694730154,-1.9439471842098444,-0.04026800481707438,0.11542859900860064,-1.9439471842098444,2.254401155840865,0.28816074300013844,4.874171419638033,0,0,0,-1.9439471842098444,1,1
s0_t001_l000_S0_full_support_o018,0,1,0,S0_full_support,0|1|0|S0_full_support,18,189,0,1,1.0277524264188584,,0,0.5549503915350866,0.836306951189516,0.33420138888888884,0.5486111111111112,1.04108252645785,0.14424826670350976,0.2725694444444444,1.7285920299863495,0.255886012069325,-0.0798611111111111,-0.050158755058147486,-0.004750675170031554,-1.862672969211474,-0.33635337360489137,-0.32131750347881266,-1.862672969211474,2.3570795931758317,0.6909812467123139,8.19359863343897,0,0,0,-1.862672969211474,1,1
s0_t001_l000_S0_full_support_o019,0,1,0,S0_full_support,0|1|0|S0_full_support,19,194,0,1,1.0957519129358073,,0,0.5401415811240079,0.864015092388871,0.3376736111111111,0.5520833333333334,1.1182015580095288,0.12925273629350745,0.2586805555555556,1.7309216841261261,0.26317189748316444,-0.032986111111111105,0.07020961769504486,0.04632124009875946,-0.7654710667334708,0.11364927825572997,0.26075393393529533,-0.7654710667334708,1.063401739142674,0.0,1.931691141228037,0,1,0,-0.7654710667334708,1,1
s0_t001_l000_S2_rare_cells_o000,0,1,0,S2_rare_cells,0|1|0|S2_rare_cells,0,9,0,1,1.19889625792656,,0,0.6352447261102798,0.7725996359127765,0.3020833333333333,0.5364583333333334,1.0822619569315006,0.13879320395300476,0.2777777777777778,1.8005181348501589,0.27481955564673927,-0.04861111111111105,-0.12277317032664192,-0.0351062044494867,-1.131205034226137,-0.6078256772234867,-0.667282334994652,-1.131205034226137,2.0270100848338366,1.1157499349289202,8.767564194305562,0,0,0,-1.131205034226137,1,1
s0_t001_l000_S2_rare_cells_o001,0,1,0,S2_rare_cells,0|1|0|S2_rare_cells,1,14,0,1,1.2839598552676401,,0,0.6330145873243281,0.726303411573284,0.2896412037037037,0.5434027777777777,1.0370977344265444,0.1135972934634414,0.2725694444444445,1.8526069402894312,0.31035708803451406,-0.07118055555555552,-0.10944452487823897,-0.05626794751342262,-1.6594874317155468,-0.5579959282595317,-0.9084647174955932,-1.6594874317155468,2.531530862786263,1.2520299187594126,11.878579710826353,0,0,0,-1.6594874317155468,1,1
