seed,budget,family,method,maxT_p,critical_value
3,1,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.042801556420233464,2.181778654227552
3,2,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.03501945525291829,2.181778654227552
3,4,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.011673151750972763,2.181778654227552
3,8,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.181778654227552
3,16,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.181778654227552
3,32,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.181778654227552
3,FULL,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.181778654227552
4,1,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.042801556420233464,2.031177357661427
4,2,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.03501945525291829,2.031177357661427
4,4,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.011673151750972763,2.031177357661427
4,8,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.031177357661427
4,16,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.031177357661427
4,32,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.031177357661427
4,FULL,seven_budget_seed_specific,exact_target_signflip_maxT_plus_target_bootstrap_simultaneous_band,0.007782101167315175,2.031177357661427
