seed,budget,variable,left_out_target,Spearman_regret_reduction,direction,inferential_qualification,H2_rescue
3,1,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,1,raw_M,1,nan,nonpositive_or_undefined,0,0
3,1,raw_M,2,nan,nonpositive_or_undefined,0,0
3,1,raw_M,3,nan,nonpositive_or_undefined,0,0
3,1,raw_M,5,nan,nonpositive_or_undefined,0,0
3,1,raw_M,6,nan,nonpositive_or_undefined,0,0
3,1,raw_M,7,nan,nonpositive_or_undefined,0,0
3,1,raw_M,8,nan,nonpositive_or_undefined,0,0
3,1,raw_M,9,nan,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,NONE,-0.17937667726925585,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,1,-0.3618174073415315,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,2,-0.3202643622449918,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,3,-0.28570366811508047,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,5,-0.1340113288826561,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,6,-0.12934025732847207,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,7,-0.13857884713764865,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,8,-0.06596365932242049,nonpositive_or_undefined,0,0
3,1,effective_M_epsilon_0.05,9,-0.009423379903202926,nonpositive_or_undefined,0,0
3,1,top_two_gap,NONE,0.47085191414548394,positive,0,0
3,1,top_two_gap,1,0.4972451580988469,positive,0,0
3,1,top_two_gap,2,0.6055341036403734,positive,0,0
3,1,top_two_gap,3,0.4110559973617134,positive,0,0
3,1,top_two_gap,5,0.4074899752820488,positive,0,0
3,1,top_two_gap,6,0.587854275796859,positive,0,0
3,1,top_two_gap,7,0.4884052441770896,positive,0,0
3,1,top_two_gap,8,0.4158418357931271,positive,0,0
3,1,top_two_gap,9,0.33223342436382114,positive,0,0
3,2,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,2,raw_M,1,nan,nonpositive_or_undefined,0,0
3,2,raw_M,2,nan,nonpositive_or_undefined,0,0
3,2,raw_M,3,nan,nonpositive_or_undefined,0,0
3,2,raw_M,5,nan,nonpositive_or_undefined,0,0
3,2,raw_M,6,nan,nonpositive_or_undefined,0,0
3,2,raw_M,7,nan,nonpositive_or_undefined,0,0
3,2,raw_M,8,nan,nonpositive_or_undefined,0,0
3,2,raw_M,9,nan,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,NONE,-0.20257193726096995,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,1,-0.3972897021789365,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,2,-0.34979228216828884,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,3,-0.28339960627544275,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,5,-0.16353924880595325,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,6,-0.12934025732847207,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,7,-0.13857884713764865,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,8,-0.12485978371743879,nonpositive_or_undefined,0,0
3,2,effective_M_epsilon_0.05,9,-0.040049364588612434,nonpositive_or_undefined,0,0
3,2,top_two_gap,NONE,0.4929922862839864,positive,0,0
3,2,top_two_gap,1,0.5105050289814828,positive,0,0
3,2,top_two_gap,2,0.6873033074166283,positive,0,0
3,2,top_two_gap,3,0.49503517961840754,positive,0,0
3,2,top_two_gap,5,0.4317191089474679,positive,0,0
3,2,top_two_gap,6,0.581224340355541,positive,0,0
3,2,top_two_gap,7,0.47514537329445367,positive,0,0
3,2,top_two_gap,8,0.3740376300784741,positive,0,0
3,2,top_two_gap,9,0.3608363019580574,positive,0,0
3,4,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,4,raw_M,1,nan,nonpositive_or_undefined,0,0
3,4,raw_M,2,nan,nonpositive_or_undefined,0,0
3,4,raw_M,3,nan,nonpositive_or_undefined,0,0
3,4,raw_M,5,nan,nonpositive_or_undefined,0,0
3,4,raw_M,6,nan,nonpositive_or_undefined,0,0
3,4,raw_M,7,nan,nonpositive_or_undefined,0,0
3,4,raw_M,8,nan,nonpositive_or_undefined,0,0
3,4,raw_M,9,nan,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,NONE,-0.09896644263131357,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,1,-0.19155039212198724,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,2,-0.3429781468013742,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,3,-0.13133152485935154,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,5,-0.09766927359244429,nonpositive_or_undefined,0,0
3,4,effective_M_epsilon_0.05,6,0.004619294904588288,positive,0,0
3,4,effective_M_epsilon_0.05,7,0.013857884713764864,positive,0,0
3,4,effective_M_epsilon_0.05,8,0.016490914830605122,positive,0,0
3,4,effective_M_epsilon_0.05,9,-0.08245457415302561,nonpositive_or_undefined,0,0
3,4,top_two_gap,NONE,0.46789986452701704,positive,0,0
3,4,top_two_gap,1,0.4552555669704998,positive,0,0
3,4,top_two_gap,2,0.7248729415840969,positive,0,0
3,4,top_two_gap,3,0.44862563152918183,positive,0,0
3,4,top_two_gap,5,0.30837079210533425,positive,0,0
3,4,top_two_gap,6,0.5569145770707086,positive,0,0
3,4,top_two_gap,7,0.42873582520522796,positive,0,0
3,4,top_two_gap,8,0.33663386707062665,positive,0,0
3,4,top_two_gap,9,0.4356438279737521,positive,0,0
3,8,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,8,raw_M,1,nan,nonpositive_or_undefined,0,0
3,8,raw_M,2,nan,nonpositive_or_undefined,0,0
3,8,raw_M,3,nan,nonpositive_or_undefined,0,0
3,8,raw_M,5,nan,nonpositive_or_undefined,0,0
3,8,raw_M,6,nan,nonpositive_or_undefined,0,0
3,8,raw_M,7,nan,nonpositive_or_undefined,0,0
3,8,raw_M,8,nan,nonpositive_or_undefined,0,0
3,8,raw_M,9,nan,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,NONE,-0.12680075462137053,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,1,-0.20337449040112227,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,2,-0.38386295900286244,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,3,-0.1589802669350045,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,5,-0.1385540857939326,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,6,-0.02309647452294144,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,7,-0.03233506433211802,nonpositive_or_undefined,0,0
3,8,effective_M_epsilon_0.05,8,0.009423379903202926,positive,0,0
3,8,effective_M_epsilon_0.05,9,-0.11543640381423585,nonpositive_or_undefined,0,0
3,8,top_two_gap,NONE,0.4841361374285854,positive,0,0
3,8,top_two_gap,1,0.47735535177489297,positive,0,0
3,8,top_two_gap,2,0.740342790947172,positive,0,0
3,8,top_two_gap,3,0.4419956960878639,positive,0,0
3,8,top_two_gap,5,0.3370052228008295,positive,0,0
3,8,top_two_gap,6,0.5502846416293905,positive,0,0
3,8,top_two_gap,7,0.4663054593726963,positive,0,0
3,8,top_two_gap,8,0.36303652331146014,positive,0,0
3,8,top_two_gap,9,0.45764604150778004,positive,0,0
3,16,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,16,raw_M,1,nan,nonpositive_or_undefined,0,0
3,16,raw_M,2,nan,nonpositive_or_undefined,0,0
3,16,raw_M,3,nan,nonpositive_or_undefined,0,0
3,16,raw_M,5,nan,nonpositive_or_undefined,0,0
3,16,raw_M,6,nan,nonpositive_or_undefined,0,0
3,16,raw_M,7,nan,nonpositive_or_undefined,0,0
3,16,raw_M,8,nan,nonpositive_or_undefined,0,0
3,16,raw_M,9,nan,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,NONE,-0.140717910616399,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,1,-0.20337449040112227,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,2,-0.4088481220148831,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,3,-0.1958452563692084,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,5,-0.16353924880595325,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,6,-0.039264006689000444,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,7,-0.039264006689000444,nonpositive_or_undefined,0,0
3,16,effective_M_epsilon_0.05,8,0.014135069854804389,positive,0,0
3,16,effective_M_epsilon_0.05,9,-0.12485978371743879,nonpositive_or_undefined,0,0
3,16,top_two_gap,NONE,0.4516635916254486,positive,0,0
3,16,top_two_gap,1,0.42873582520522796,positive,0,0
3,16,top_two_gap,2,0.7491827048689292,positive,0,0
3,16,top_two_gap,3,0.40221608343995613,positive,0,0
3,16,top_two_gap,5,0.35903170795121053,positive,0,0
3,16,top_two_gap,6,0.42873582520522796,positive,0,0
3,16,top_two_gap,7,0.4198959112834707,positive,0,0
3,16,top_two_gap,8,0.34763497383764064,positive,0,0
3,16,top_two_gap,9,0.4466449347407661,positive,0,0
3,32,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,32,raw_M,1,nan,nonpositive_or_undefined,0,0
3,32,raw_M,2,nan,nonpositive_or_undefined,0,0
3,32,raw_M,3,nan,nonpositive_or_undefined,0,0
3,32,raw_M,5,nan,nonpositive_or_undefined,0,0
3,32,raw_M,6,nan,nonpositive_or_undefined,0,0
3,32,raw_M,7,nan,nonpositive_or_undefined,0,0
3,32,raw_M,8,nan,nonpositive_or_undefined,0,0
3,32,raw_M,9,nan,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,NONE,-0.10051279329742785,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,1,-0.1324299007263122,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,2,-0.35887779599084185,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,3,-0.11981121566116278,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,5,-0.2021526825518033,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,6,0.01154823726147072,positive,0,0
3,32,effective_M_epsilon_0.05,7,-0.027715769427529728,nonpositive_or_undefined,0,0
3,32,effective_M_epsilon_0.05,8,0.04947274449181536,positive,0,0
3,32,effective_M_epsilon_0.05,9,-0.06125196937081902,nonpositive_or_undefined,0,0
3,32,top_two_gap,NONE,0.42657116986847926,positive,0,0
3,32,top_two_gap,1,0.4088460188812741,positive,0,0
3,32,top_two_gap,2,0.7071931137405821,positive,0,0
3,32,top_two_gap,3,0.40000610495951683,positive,0,0
3,32,top_two_gap,5,0.3436131683459438,positive,0,0
3,32,top_two_gap,6,0.41547595432259204,positive,0,0
3,32,top_two_gap,7,0.34917659990941247,positive,0,0
3,32,top_two_gap,8,0.3102312108297932,positive,0,0
3,32,top_two_gap,9,0.4422444920339605,positive,0,0
3,FULL,raw_M,NONE,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,1,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,2,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,3,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,5,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,6,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,7,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,8,nan,nonpositive_or_undefined,0,0
3,FULL,raw_M,9,nan,nonpositive_or_undefined,0,0
3,FULL,effective_M_epsilon_0.05,NONE,0.13143980661971336,positive,0,0
3,FULL,effective_M_epsilon_0.05,1,-0.002364819655827003,nonpositive_or_undefined,0,0
3,FULL,effective_M_epsilon_0.05,2,0.018171027645105916,positive,0,0
3,FULL,effective_M_epsilon_0.05,3,0.05990560783058139,positive,0,0
3,FULL,effective_M_epsilon_0.05,5,-0.04088481220148831,nonpositive_or_undefined,0,0
3,FULL,effective_M_epsilon_0.05,6,0.24020333503859095,positive,0,0
3,FULL,effective_M_epsilon_0.05,7,0.2309647452294144,positive,0,0
3,FULL,effective_M_epsilon_0.05,8,0.2756338621686856,positive,0,0
3,FULL,effective_M_epsilon_0.05,9,0.21438189279786657,positive,0,0
3,FULL,top_two_gap,NONE,0.37933837597300746,positive,0,0
3,FULL,top_two_gap,1,0.37127638471380564,positive,0,0
3,FULL,top_two_gap,2,0.45083561000962113,positive,0,0
3,FULL,top_two_gap,3,0.373486363194245,positive,0,0
3,FULL,top_two_gap,5,0.37885554458655346,positive,0,0
3,FULL,top_two_gap,6,0.5171349644228007,positive,0,0
3,FULL,top_two_gap,7,0.318236901183262,positive,0,0
3,FULL,top_two_gap,8,0.23762390616750118,positive,0,0
3,FULL,top_two_gap,9,0.3916394009056964,positive,0,0
4,1,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,1,raw_M,1,nan,nonpositive_or_undefined,0,0
4,1,raw_M,2,nan,nonpositive_or_undefined,0,0
4,1,raw_M,3,nan,nonpositive_or_undefined,0,0
4,1,raw_M,5,nan,nonpositive_or_undefined,0,0
4,1,raw_M,6,nan,nonpositive_or_undefined,0,0
4,1,raw_M,7,nan,nonpositive_or_undefined,0,0
4,1,raw_M,8,nan,nonpositive_or_undefined,0,0
4,1,raw_M,9,nan,nonpositive_or_undefined,0,0
4,1,effective_M_epsilon_0.05,NONE,0.2094550783592487,positive,0,0
4,1,effective_M_epsilon_0.05,1,0.17063363762796077,positive,0,0
4,1,effective_M_epsilon_0.05,2,0.06048128511999949,positive,0,0
4,1,effective_M_epsilon_0.05,3,0.24023420034462897,positive,0,0
4,1,effective_M_epsilon_0.05,5,0.5398514708859214,positive,0,0
4,1,effective_M_epsilon_0.05,6,0.16966356929202694,positive,0,0
4,1,effective_M_epsilon_0.05,7,0.08541482782827696,positive,0,0
4,1,effective_M_epsilon_0.05,8,0.09822627695854191,positive,0,0
4,1,effective_M_epsilon_0.05,9,0.3549540462820037,positive,0,0
4,1,top_two_gap,NONE,-0.14580280908084978,nonpositive_or_undefined,0,0
4,1,top_two_gap,1,-0.08140819007590318,nonpositive_or_undefined,0,0
4,1,top_two_gap,2,-0.022002213534027888,nonpositive_or_undefined,0,0
4,1,top_two_gap,3,-0.1342135025575701,nonpositive_or_undefined,0,0
4,1,top_two_gap,5,-0.21122124992666771,nonpositive_or_undefined,0,0
4,1,top_two_gap,6,-0.10792977723686697,nonpositive_or_undefined,0,0
4,1,top_two_gap,7,-0.15859069308274332,nonpositive_or_undefined,0,0
4,1,top_two_gap,8,-0.033039727725571524,nonpositive_or_undefined,0,0
4,1,top_two_gap,9,-0.48017737627830614,nonpositive_or_undefined,0,0
4,2,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,2,raw_M,1,nan,nonpositive_or_undefined,0,0
4,2,raw_M,2,nan,nonpositive_or_undefined,0,0
4,2,raw_M,3,nan,nonpositive_or_undefined,0,0
4,2,raw_M,5,nan,nonpositive_or_undefined,0,0
4,2,raw_M,6,nan,nonpositive_or_undefined,0,0
4,2,raw_M,7,nan,nonpositive_or_undefined,0,0
4,2,raw_M,8,nan,nonpositive_or_undefined,0,0
4,2,raw_M,9,nan,nonpositive_or_undefined,0,0
4,2,effective_M_epsilon_0.05,NONE,0.2513460940310984,positive,0,0
4,2,effective_M_epsilon_0.05,1,0.22451794424731678,positive,0,0
4,2,effective_M_epsilon_0.05,2,0.08512180868740671,positive,0,0
4,2,effective_M_epsilon_0.05,3,0.29411850696398495,positive,0,0
4,2,effective_M_epsilon_0.05,5,0.5936126132148098,positive,0,0
4,2,effective_M_epsilon_0.05,6,0.22100912315671928,positive,0,0
4,2,effective_M_epsilon_0.05,7,0.11913120723417576,positive,0,0
4,2,effective_M_epsilon_0.05,8,0.13171250773986298,positive,0,0
4,2,effective_M_epsilon_0.05,9,0.3750457847507963,positive,0,0
4,2,top_two_gap,NONE,-0.17525792202647603,nonpositive_or_undefined,0,0
4,2,top_two_gap,1,-0.12541261714395896,nonpositive_or_undefined,0,0
4,2,top_two_gap,2,-0.026402656240833464,nonpositive_or_undefined,0,0
4,2,top_two_gap,3,-0.17381748691882032,nonpositive_or_undefined,0,0
4,2,top_two_gap,5,-0.2508252342879179,nonpositive_or_undefined,0,0
4,2,top_two_gap,6,-0.14317215347747658,nonpositive_or_undefined,0,0
4,2,top_two_gap,7,-0.18942777229327673,nonpositive_or_undefined,0,0
4,2,top_two_gap,8,-0.06387680693610494,nonpositive_or_undefined,0,0
4,2,top_two_gap,9,-0.48458267330838234,nonpositive_or_undefined,0,0
4,4,raw_M,NONE,nan,nonpositive_or_undefined,0,0
4,4,raw_M,1,nan,nonpositive_or_undefined,0,0
4,4,raw_M,2,nan,nonpositive_or_undefined,0,0
4,4,raw_M,3,nan,nonpositive_or_undefined,0,0
4,4,raw_M,5,nan,nonpositive_or_undefined,0,0
4,4,raw_M,6,nan,nonpositive_or_undefined,0,0
4,4,raw_M,7,nan,nonpositive_or_undefined,0,0
4,4,raw_M,8,nan,nonpositive_or_undefined,0,0
4,4,raw_M,9,nan,nonpositive_or_undefined,0,0
4,4,effective_M_epsilon_0.05,NONE,0.3261514791594015,positive,0,0
