path,new_block,outcome,holdout_level,holdout_group,row_count,prior_rho,full_rho,increment_residual_rho
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-0|level-0|S0_full_support,36,0.1919238130015528,0.25439565817319915,0.03655083655083655
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-0|level-1|S0_full_support,36,0.331080652371197,0.3841153447416998,-0.16473616473616473
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-1|level-0|S0_full_support,36,0.22565489253760046,0.1558859525744633,-0.010038610038610039
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-1|level-1|S0_full_support,36,0.3503893995934675,0.5419321720383902,-0.01595881595881596
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-2|level-0|S0_full_support,36,-0.035790153125072395,0.13595108525207356,0.26975546975546977
P_F1_strict_functional,F1,continuous_joint_utility,trajectory_template,seed-2|level-1|S0_full_support,36,0.48738415621589976,0.4322863171085556,-0.322007722007722
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|1|0|S0_full_support,4,0.21081851067789195,0.21081851067789195,1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|1|1|S0_full_support,4,0.7999999999999999,1.0,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|2|0|S0_full_support,4,1.0,-0.19999999999999998,-1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|2|1|S0_full_support,4,0.39999999999999997,0.0,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|3|0|S0_full_support,4,-0.7999999999999999,-0.39999999999999997,0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|3|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|4|0|S0_full_support,4,-0.7999999999999999,-0.6000000000000001,0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|4|1|S0_full_support,4,-0.39999999999999997,0.7999999999999999,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|5|0|S0_full_support,4,-0.6000000000000001,-0.7999999999999999,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|5|1|S0_full_support,4,1.0,0.19999999999999998,-1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|6|0|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|6|1|S0_full_support,4,-0.632455532033676,-0.632455532033676,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|7|0|S0_full_support,4,0.7999999999999999,0.7999999999999999,0.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|7|1|S0_full_support,4,0.19999999999999998,0.39999999999999997,0.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|8|0|S0_full_support,4,0.39999999999999997,0.7999999999999999,0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|8|1|S0_full_support,4,-0.19999999999999998,-0.6000000000000001,0.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|9|0|S0_full_support,4,0.7999999999999999,0.39999999999999997,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,0|9|1|S0_full_support,4,0.0,1.0,0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|1|0|S0_full_support,4,0.632455532033676,0.632455532033676,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|1|1|S0_full_support,4,0.39999999999999997,0.0,-0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|2|0|S0_full_support,4,0.7999999999999999,1.0,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|2|1|S0_full_support,4,-0.19999999999999998,0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|3|0|S0_full_support,4,-0.19999999999999998,-0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|3|1|S0_full_support,4,1.0,1.0,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|4|0|S0_full_support,4,-0.39999999999999997,0.0,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|4|1|S0_full_support,4,0.7999999999999999,1.0,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|5|0|S0_full_support,4,0.39999999999999997,0.7999999999999999,0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|5|1|S0_full_support,4,0.7999999999999999,0.39999999999999997,-0.6000000000000001
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|6|0|S0_full_support,4,0.7999999999999999,1.0,-0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|6|1|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|7|0|S0_full_support,4,0.39999999999999997,-0.19999999999999998,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|7|1|S0_full_support,4,0.6000000000000001,0.39999999999999997,0.6000000000000001
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|8|0|S0_full_support,4,-0.7999999999999999,-0.39999999999999997,1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|8|1|S0_full_support,4,0.7999999999999999,0.0,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|9|0|S0_full_support,4,0.7999999999999999,-0.19999999999999998,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,1|9|1|S0_full_support,4,-0.7999999999999999,1.0,1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|1|0|S0_full_support,4,0.39999999999999997,-0.6000000000000001,-0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|1|1|S0_full_support,4,1.0,0.7999999999999999,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|2|0|S0_full_support,4,0.7999999999999999,0.7999999999999999,-0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|2|1|S0_full_support,4,0.7999999999999999,-0.19999999999999998,-0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|3|0|S0_full_support,4,-0.10540925533894598,-0.10540925533894598,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|3|1|S0_full_support,4,0.6000000000000001,-0.39999999999999997,-0.6000000000000001
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|4|0|S0_full_support,4,-0.7999999999999999,-0.39999999999999997,0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|4|1|S0_full_support,4,-0.19999999999999998,0.0,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|5|0|S0_full_support,4,-0.39999999999999997,-0.39999999999999997,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|5|1|S0_full_support,4,0.39999999999999997,0.39999999999999997,0.19999999999999998
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|6|0|S0_full_support,4,0.39999999999999997,0.39999999999999997,-0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|6|1|S0_full_support,4,0.39999999999999997,0.39999999999999997,-0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|7|0|S0_full_support,4,-0.6000000000000001,-0.39999999999999997,0.6000000000000001
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|7|1|S0_full_support,4,1.0,0.6000000000000001,-1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|8|0|S0_full_support,4,1.0,0.7999999999999999,-1.0
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|8|1|S0_full_support,4,0.632455532033676,0.9486832980505139,0.39999999999999997
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|9|0|S0_full_support,4,-0.6000000000000001,0.6000000000000001,0.7999999999999999
P_F1_strict_functional,F1,continuous_joint_utility,target_x_trajectory_cell,2|9|1|S0_full_support,4,0.39999999999999997,1.0,-0.39999999999999997
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-0|level-0|S0_full_support,36,0.30090090090090094,0.3827541827541828,0.08108108108108109
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-0|level-1|S0_full_support,36,0.1734877734877735,0.2548262548262548,0.08416988416988418
P_F1_strict_functional,F1,bAcc,trajectory_template,seed-1|level-0|S0_full_support,36,0.058687258687258693,0.12175032175032177,0.09498069498069499
