replicate,max_incremental_R2,family_size
0,0.17302834324005611,30
1,0.04212540406640086,30
2,0.08353231254677251,30
3,0.14916782786839033,30
4,0.15712853508899793,30
5,0.09679074089810846,30
6,0.11145977111463445,30
7,0.11299454851322965,30
8,0.10994482736189637,30
9,0.13588911977367735,30
10,0.1211994573108186,30
11,0.10124850930851859,30
12,0.07389947052522539,30
13,0.06901456620672919,30
14,0.14526507563291258,30
15,0.16964536130727514,30
16,0.11056514115106997,30
17,0.2360084819113305,30
18,0.086770841641028,30
19,0.11840547720827221,30
20,0.1755517391670337,30
21,0.14174536625910117,30
22,0.15806653313938213,30
23,0.08493355988960694,30
24,0.12561409435038617,30
25,0.0883384965142906,30
26,0.256679401981316,30
27,0.09890870442555655,30
28,0.09507123877386514,30
29,0.08812357754568534,30
30,0.16241811590031285,30
31,0.14067582635997322,30
32,0.11278686444701724,30
33,0.15702487343520677,30
34,0.11321595635468262,30
35,0.13780735155009016,30
36,0.06607275834602055,30
37,0.209721929700056,30
38,0.0695863065215101,30
39,0.1741189656976061,30
40,0.13974657262627044,30
41,0.14168808118430776,30
42,0.17747796534317706,30
43,0.06513425012463092,30
44,0.20060512882650006,30
45,0.15510634014757985,30
46,0.2022441456678593,30
47,0.0791481262948901,30
48,0.09300229390862003,30
49,0.17233521686273512,30
50,0.10814543406453225,30
51,0.08586633634813357,30
52,0.1810206508232578,30
53,0.10522678254986906,30
54,0.111216005739041,30
55,0.08960052889531755,30
56,0.1986134556441541,30
57,0.07119592709640432,30
58,0.06573231554438952,30
59,0.2543214586464533,30
60,0.11858341063345246,30
61,0.061557949142212354,30
62,0.10864382027168185,30
63,0.09014139974759172,30
64,0.12852519287539832,30
65,0.10619449506912759,30
66,0.06306097404546507,30
67,0.11462250106289884,30
68,0.10360095692813454,30
69,0.20664650215326463,30
70,0.2092329292924967,30
71,0.09723060988945265,30
72,0.1302998309837653,30
73,0.09195523282352869,30
74,0.0673554978655343,30
75,0.09677978845853963,30
76,0.06676692462648826,30
77,0.08540033394298696,30
78,0.17324394450472957,30
79,0.12437739732377873,30
80,0.114561316304567,30
81,0.10327816307397553,30
82,0.07191675826481303,30
83,0.23188600229842626,30
84,0.23686421132621105,30
85,0.11772049519866579,30
86,0.15050327779725026,30
87,0.07851005598873628,30
88,0.1877090409365859,30
89,0.07061858711227975,30
90,0.09066957599730552,30
91,0.21853484474655227,30
92,0.16600314376451508,30
93,0.15771604085604474,30
94,0.20400342309425679,30
95,0.09320508469115407,30
96,0.05680001324937045,30
97,0.14000997609899057,30
98,0.08731699495103373,30
99,0.06294299147902682,30
100,0.10994124524053639,30
101,0.171499240383994,30
102,0.1456572025226539,30
103,0.10978337857802878,30
104,0.08290549498030031,30
105,0.1477296246842349,30
106,0.10509454594326595,30
107,0.11444010611237221,30
108,0.17836579515757334,30
109,0.11418753392959624,30
110,0.10234793648324214,30
111,0.15139305421679417,30
112,0.13584900636195207,30
113,0.14286330706610406,30
114,0.14218714019665746,30
115,0.13736434268338427,30
116,0.13203351454412615,30
117,0.15756221081206123,30
118,0.09574457916227974,30
119,0.167956633185519,30
120,0.1390972908553717,30
121,0.13549058515554646,30
122,0.1508787569477703,30
123,0.08149123889361021,30
124,0.0630594360223089,30
125,0.1289182474755327,30
126,0.08920589198699114,30
127,0.10860779675295062,30
128,0.16114895781541183,30
129,0.16667384339853686,30
130,0.1821000372577738,30
131,0.17219800055785095,30
132,0.09717671934215666,30
133,0.12510586120953238,30
134,0.10439019330092203,30
135,0.07518711122589095,30
136,0.15203171182769226,30
137,0.2022702187861597,30
138,0.19500030255273815,30
139,0.1598517465566477,30
140,0.23889430538641931,30
141,0.15995153715253152,30
142,0.07009003195288221,30
143,0.13750871601113113,30
144,0.08187498643392466,30
145,0.1688591248609933,30
146,0.10275481016676635,30
147,0.2823767685028574,30
148,0.12668705901584865,30
149,0.1328481167880563,30
150,0.09582702111790276,30
151,0.0677885762469621,30
152,0.11621397979587411,30
153,0.1601160475545721,30
154,0.11380383298495955,30
155,0.11085376737504193,30
156,0.10376966651994024,30
157,0.1472910804858113,30
158,0.1025985322820776,30
159,0.12942244240210432,30
160,0.20891338652297575,30
161,0.1426881609714199,30
162,0.10209061779639061,30
163,0.13961263505709476,30
164,0.09047258330320085,30
165,0.10073417718532396,30
166,0.21248435159121848,30
167,0.17105908545487059,30
168,0.2829826836795366,30
169,0.13332010573033815,30
170,0.17238683837347102,30
171,0.09152619396125827,30
172,0.07706616528778931,30
173,0.08688802770845716,30
174,0.1309738769759603,30
175,0.17713261923824652,30
176,0.14030711089254344,30
177,0.07612327718756617,30
178,0.12109753891502395,30
179,0.23525986232307594,30
180,0.13312099708504677,30
181,0.09171511800811394,30
182,0.17414755053384978,30
183,0.10228231046879532,30
184,0.12777627085153387,30
185,0.08276691837384187,30
186,0.19240156275515297,30
187,0.06280000123130158,30
188,0.2150232392793534,30
189,0.11181682491741396,30
190,0.08888834897423004,30
191,0.137081207463444,30
192,0.10456269590983469,30
193,0.1522385517011383,30
194,0.18625455263886492,30
195,0.16227304661157782,30
196,0.08578138133421065,30
197,0.249305766824659,30
198,0.1407053331701793,30
199,0.11528327294593987,30
200,0.12948719971460387,30
201,0.1883672048378472,30
202,0.09194289272994172,30
203,0.13581466228032135,30
204,0.05180286067268702,30
205,0.11677076659534735,30
206,0.07332402836909047,30
207,0.17301981098863461,30
208,0.07909909813234539,30
209,0.0710121730410741,30
210,0.11036785844226304,30
211,0.08573155103159058,30
212,0.11714729770221122,30
213,0.14505099240389552,30
214,0.11078531293690674,30
215,0.15357075618771887,30
216,0.1378101736243179,30
217,0.07152527412318177,30
218,0.13631689277362236,30
219,0.0698116104885097,30
220,0.13744757137445918,30
221,0.1491968726815518,30
222,0.10168540844679674,30
223,0.08557665928414404,30
224,0.07126062804079059,30
225,0.14192254600908694,30
226,0.1381548796580434,30
227,0.060795787127276735,30
228,0.06836702118598748,30
229,0.14074812674020754,30
230,0.1877396693483242,30
231,0.1362208462575737,30
232,0.06056017356911003,30
233,0.08802017994203648,30
234,0.07005740834351326,30
235,0.09386166458173362,30
236,0.10413458977211476,30
237,0.20674957936259952,30
238,0.06305915309440102,30
239,0.15593599607080788,30
240,0.17419176931529057,30
241,0.17735216324099123,30
242,0.06066337214952722,30
243,0.1706979509805776,30
244,0.12387225869103013,30
245,0.10587258220710116,30
246,0.1341853235721907,30
247,0.1534350160669703,30
248,0.16736181405775008,30
249,0.16767558530579352,30
250,0.06997695814128724,30
251,0.16254387781930202,30
252,0.09239741001269397,30
253,0.1250437112688958,30
254,0.23103740568929665,30
255,0.057259353470150764,30
256,0.17240382862542036,30
257,0.14188385523279978,30
258,0.11481068533350558,30
259,0.22488946116945718,30
260,0.06083156866728989,30
261,0.07208526413194039,30
262,0.11680564251627001,30
263,0.13487990101718628,30
264,0.06542730942852903,30
265,0.11157406913322165,30
266,0.10797082178860662,30
267,0.1517634073591968,30
268,0.20412384163403063,30
269,0.18256750392704502,30
270,0.13534477566850467,30
271,0.06307960248996003,30
272,0.10972311494087539,30
273,0.2000839537507546,30
274,0.10817917423617562,30
275,0.16834594018528404,30
276,0.1408105874639871,30
277,0.11455548770558976,30
278,0.1378613211553733,30
279,0.15141050906598874,30
280,0.18235988213419918,30
281,0.08893583750140155,30
282,0.1513847499045462,30
283,0.07451405236291087,30
284,0.13143658419176063,30
285,0.0793411150929687,30
286,0.15955382587873523,30
287,0.06870767802617106,30
288,0.13444926793058976,30
289,0.0980772543318511,30
290,0.15378785943034723,30
291,0.06344155343816904,30
292,0.18268924371045114,30
293,0.1673372049845201,30
294,0.0742513877893397,30
295,0.05448104814343635,30
296,0.13564592974322287,30
297,0.07120423571391055,30
298,0.1461438593378772,30
299,0.10839155764689079,30
300,0.15577851908730556,30
301,0.12387727874763865,30
302,0.06798957007952544,30
303,0.10133175527393523,30
304,0.0652541508390827,30
305,0.20294705274205926,30
306,0.11454250952935363,30
307,0.06358813945105823,30
308,0.20291277159585686,30
309,0.16847135156618032,30
310,0.09157289710503425,30
311,0.19610030781250254,30
312,0.15770726729773576,30
313,0.179478771004296,30
314,0.12068628450584318,30
315,0.06656396694949751,30
316,0.0724227499386989,30
317,0.06716543710761202,30
318,0.12171882679435608,30
