path,new_block,prior_blocks,full_blocks,outcome,prior_dimension,new_block_dimension,full_dimension,prior_R2,full_R2,incremental_R2,bootstrap_ci_low,bootstrap_ci_high,median_increment_residual_rho,positive_target_count,outer_crossfit,inner_alpha_grid,target_labels_in_new_block,nested_null_p95,observed_above_null_p95,uncorrected_p,max_stat_corrected_p
P_F1_strict_functional,F1,F0,F0+F1,continuous_joint_utility,9,25,34,0.03571155791108105,-0.038868703038408725,-0.07458026094948977,-0.1714327912416076,0.016927173183035094,-0.1034782608695652,3,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.019030889788172443,0,0.82,1.0
P_F1_strict_functional,F1,F0,F0+F1,bAcc,9,25,34,0.007594706843328858,-0.012558399819388777,-0.020153106662717635,-0.09325504768268542,0.0532944091760999,0.05130434782608695,5,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.006345804219697582,0,0.45,1.0
P_F1_strict_functional,F1,F0,F0+F1,negNLL,9,25,34,0.05565078981045324,-0.019944236296917106,-0.07559502610737034,-0.21652515075109524,0.005949271461374387,-0.03130434782608695,4,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.015665552635385323,0,0.688,1.0
P_F1_strict_functional,F1,F0,F0+F1,negECE,9,25,34,0.06029002987983256,0.01828513537608789,-0.04200489450374467,-0.14661589291892424,0.05003210818375777,0.042608695652173914,5,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.0030263294893956346,0,0.494,1.0
P_F1_strict_functional,F1,F0,F0+F1,primary_joint_good,9,25,34,0.024824680412315447,-0.005154961297025418,-0.029979641709340865,-0.0859266424996182,0.02222699925634996,0.6139130434782608,7,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.005105338734111706,0,0.604,1.0
P_F1_strict_functional,F1,F0,F0+F1,unexplained_candidate_specific_residual,9,25,34,-0.0009024523981475685,-0.00431910003080338,-0.0034166476326558115,-0.0052050133316779825,-0.0019785972471173807,-0.4017391304347826,0,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,4.769365009775743e-05,0,1.0,1.0
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,continuous_joint_utility,34,25,59,-0.038868703038408725,-0.022677352624816294,0.01619135041359243,-0.0558542140623676,0.09331645531926425,0.29739130434782607,5,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.04400854303717955,0,0.408,1.0
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,bAcc,34,25,59,-0.012558399819388777,-0.006921764484812742,0.0056366353345760345,-0.054633651908565325,0.08573212291827523,0.328695652173913,7,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.040395997926257574,0,0.578,1.0
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,negNLL,34,25,59,-0.019944236296917106,0.02818002024825428,0.048124256545171384,-0.03821083145558473,0.2280534312327894,0.12347826086956522,6,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.05570317259360088,0,0.276,0.994
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,negECE,34,25,59,0.01828513537608789,0.027445889970719728,0.009160754594631837,-0.07638457877696792,0.1175088426835822,0.13391304347826086,6,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.022293758345561306,0,0.478,1.0
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,primary_joint_good,34,25,59,-0.005154961297025418,-0.03980884712917554,-0.03465388583215012,-0.12730017829198087,0.026492225856978163,0.1469565217391304,6,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.007588234639843512,0,0.832,1.0
P_F2_strict_architecture,F2,F0+F1,F0+F1+F2,unexplained_candidate_specific_residual,34,25,59,-0.00431910003080338,-0.00447744974565456,-0.00015834971485118032,-0.00269283038506693,0.0026324542989116786,-0.02695652173913043,4,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.0005648625513893659,0,0.202,1.0
P_F3_target_functional,F3,F0+F1,F0+F1+F3,continuous_joint_utility,34,18,52,-0.038868703038408725,0.21021903266753716,0.2490877357059459,0.09010812919392616,0.39434422356130516,0.4513043478260869,9,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.0813206925447048,1,0.002,0.02
P_F3_target_functional,F3,F0+F1,F0+F1+F3,bAcc,34,18,52,-0.012558399819388777,0.01298893411468105,0.025547333934069827,-0.01187650351258247,0.10398224278454649,0.32434782608695645,6,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.03649161799384056,0,0.534,1.0
P_F3_target_functional,F3,F0+F1,F0+F1+F3,negNLL,34,18,52,-0.019944236296917106,0.44377551429529194,0.46371975059220905,0.03789901104330007,0.6448393274285668,0.6695652173913044,8,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.03197803996841739,1,0.002,0.002
P_F3_target_functional,F3,F0+F1,F0+F1+F3,negECE,34,18,52,0.01828513537608789,0.4927123873443865,0.4744272519682986,0.10260454990653729,0.6816706831785578,0.6208695652173912,9,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,-0.04244052338988941,1,0.002,0.002
P_F3_target_functional,F3,F0+F1,F0+F1+F3,primary_joint_good,34,18,52,-0.005154961297025418,-0.029709586370186614,-0.024554625073161196,-0.15275126821459203,0.06066565770609015,0.3417391304347826,7,leave_one_target_out,"[0.01, 0.1, 1.0, 10.0, 100.0]",0,0.009460580849281712,0,0.516,1.0
