replicate,null_family,mean_pairwise_rank_flip_fraction,target_count
0,candidate_permutation,0.5076750850052958,9
0,magnitude_matched_random,0.4983702043729569,9
0,random_target_common_replacement,0.25781159082442784,9
0,trajectory_preserving_shuffle,0.4009648935369712,9
1,candidate_permutation,0.45669657726933344,9
1,magnitude_matched_random,0.542886272204939,9
1,random_target_common_replacement,0.2797876075513007,9
1,trajectory_preserving_shuffle,0.4066419993918454,9
2,candidate_permutation,0.48203010001321606,9
2,magnitude_matched_random,0.49554844224180844,9
2,random_target_common_replacement,0.2479021888519003,9
2,trajectory_preserving_shuffle,0.3847909633354164,9
3,candidate_permutation,0.5313025123070133,9
3,magnitude_matched_random,0.5102202454889269,9
3,random_target_common_replacement,0.2685689192955905,9
3,trajectory_preserving_shuffle,0.39267958668022485,9
4,candidate_permutation,0.42804056427412246,9
4,magnitude_matched_random,0.5086438694968759,9
4,random_target_common_replacement,0.26091280863333804,9
4,trajectory_preserving_shuffle,0.4070212651790084,9
5,candidate_permutation,0.49031528650888745,9
5,magnitude_matched_random,0.5091839468788193,9
5,random_target_common_replacement,0.265469579283514,9
5,trajectory_preserving_shuffle,0.4150834129315244,9
6,candidate_permutation,0.46723226794778605,9
6,magnitude_matched_random,0.48563602257434585,9
6,random_target_common_replacement,0.26664918608410443,9
6,trajectory_preserving_shuffle,0.4099676784397433,9
7,candidate_permutation,0.48081738270220126,9
7,magnitude_matched_random,0.47729323681103897,9
7,random_target_common_replacement,0.277377170871166,9
7,trajectory_preserving_shuffle,0.3784220501405706,9
8,candidate_permutation,0.5004761592486074,9
8,magnitude_matched_random,0.47845019413918977,9
8,random_target_common_replacement,0.24961204480147398,9
8,trajectory_preserving_shuffle,0.39429569194195213,9
9,candidate_permutation,0.5267833911041101,9
9,magnitude_matched_random,0.565105243496476,9
9,random_target_common_replacement,0.27937422443839965,9
9,trajectory_preserving_shuffle,0.3845812593002983,9
10,candidate_permutation,0.48987652470309506,9
10,magnitude_matched_random,0.5036946668562912,9
10,random_target_common_replacement,0.2712936605991121,9
10,trajectory_preserving_shuffle,0.3808904690402099,9
11,candidate_permutation,0.4801524545362261,9
11,magnitude_matched_random,0.5300386672646877,9
11,random_target_common_replacement,0.2608113976914331,9
11,trajectory_preserving_shuffle,0.37787485123951164,9
12,candidate_permutation,0.5021490926849708,9
12,magnitude_matched_random,0.5008751956175606,9
12,random_target_common_replacement,0.2533482145624066,9
12,trajectory_preserving_shuffle,0.42699092172249964,9
13,candidate_permutation,0.528757258939373,9
13,magnitude_matched_random,0.49695840050927476,9
13,random_target_common_replacement,0.26544690833946577,9
13,trajectory_preserving_shuffle,0.40023773470293744,9
14,candidate_permutation,0.5569700138611285,9
14,magnitude_matched_random,0.5036018971089662,9
14,random_target_common_replacement,0.2745569169470748,9
14,trajectory_preserving_shuffle,0.3883045495017532,9
15,candidate_permutation,0.5060337862854284,9
15,magnitude_matched_random,0.4943529146498045,9
15,random_target_common_replacement,0.2902455498391471,9
15,trajectory_preserving_shuffle,0.4159592405529551,9
16,candidate_permutation,0.5123237061267677,9
16,magnitude_matched_random,0.48950230249930904,9
16,random_target_common_replacement,0.2546033202678834,9
16,trajectory_preserving_shuffle,0.38646113445318736,9
17,candidate_permutation,0.4917732611140752,9
17,magnitude_matched_random,0.4515788660645893,9
17,random_target_common_replacement,0.24922954765998429,9
17,trajectory_preserving_shuffle,0.4949147672233179,9
18,candidate_permutation,0.4440095769480885,9
18,magnitude_matched_random,0.5264801411616137,9
18,random_target_common_replacement,0.26189608983028256,9
18,trajectory_preserving_shuffle,0.4127198071815389,9
19,candidate_permutation,0.5418990788935752,9
19,magnitude_matched_random,0.5054192305766935,9
19,random_target_common_replacement,0.2605650725041108,9
19,trajectory_preserving_shuffle,0.370725068493838,9
20,candidate_permutation,0.5183949791654909,9
20,magnitude_matched_random,0.48157679011051546,9
20,random_target_common_replacement,0.25734081503897593,9
20,trajectory_preserving_shuffle,0.47036731075738597,9
21,candidate_permutation,0.537608785414477,9
21,magnitude_matched_random,0.4939815990980201,9
21,random_target_common_replacement,0.26159043023628537,9
21,trajectory_preserving_shuffle,0.373482277134245,9
22,candidate_permutation,0.4958393593702305,9
22,magnitude_matched_random,0.4910171070695518,9
22,random_target_common_replacement,0.2682309824066816,9
22,trajectory_preserving_shuffle,0.40969645931996673,9
23,candidate_permutation,0.5011802733310777,9
23,magnitude_matched_random,0.5273628031022182,9
23,random_target_common_replacement,0.2740608380139772,9
23,trajectory_preserving_shuffle,0.389447591693694,9
24,candidate_permutation,0.49679967210733916,9
24,magnitude_matched_random,0.4746263869166731,9
24,random_target_common_replacement,0.25778528148654556,9
24,trajectory_preserving_shuffle,0.3831414376049628,9
25,candidate_permutation,0.4868686599551789,9
25,magnitude_matched_random,0.5007079443594115,9
25,random_target_common_replacement,0.2868486820761731,9
25,trajectory_preserving_shuffle,0.40464430036794596,9
26,candidate_permutation,0.48483248975868587,9
26,magnitude_matched_random,0.5156679627066176,9
26,random_target_common_replacement,0.2700266423810469,9
26,trajectory_preserving_shuffle,0.3592838813043806,9
27,candidate_permutation,0.5347166817401532,9
27,magnitude_matched_random,0.45903877660891257,9
27,random_target_common_replacement,0.2735633156695833,9
27,trajectory_preserving_shuffle,0.3844968275000482,9
28,candidate_permutation,0.5122949428901019,9
28,magnitude_matched_random,0.5187530414079936,9
28,random_target_common_replacement,0.2713836603474264,9
28,trajectory_preserving_shuffle,0.4065564553478857,9
29,candidate_permutation,0.4893071234114047,9
29,magnitude_matched_random,0.5035730314123454,9
29,random_target_common_replacement,0.27721508495197483,9
29,trajectory_preserving_shuffle,0.38901478529814476,9
30,candidate_permutation,0.49723497867455557,9
30,magnitude_matched_random,0.4718667751935256,9
30,random_target_common_replacement,0.2697555816301837,9
30,trajectory_preserving_shuffle,0.3976841156024441,9
31,candidate_permutation,0.49757926823369036,9
31,magnitude_matched_random,0.4274473326509226,9
31,random_target_common_replacement,0.26583761613154633,9
31,trajectory_preserving_shuffle,0.44421416579103357,9
32,candidate_permutation,0.48108448561213674,9
32,magnitude_matched_random,0.4510479749627043,9
32,random_target_common_replacement,0.27424788607884687,9
32,trajectory_preserving_shuffle,0.3727286548019139,9
33,candidate_permutation,0.48273730511372837,9
33,magnitude_matched_random,0.47189795385065036,9
33,random_target_common_replacement,0.2759994754669627,9
33,trajectory_preserving_shuffle,0.3713986057580681,9
34,candidate_permutation,0.503112994565029,9
34,magnitude_matched_random,0.5568629820577002,9
34,random_target_common_replacement,0.26540878027974807,9
34,trajectory_preserving_shuffle,0.3770762839065006,9
35,candidate_permutation,0.44226954985537414,9
35,magnitude_matched_random,0.5154494952191924,9
35,random_target_common_replacement,0.2793216728272277,9
35,trajectory_preserving_shuffle,0.41169841333249796,9
36,candidate_permutation,0.5142304505597752,9
