path,new_block,target_id,candidate_count,prior_spearman,prior_pairwise,prior_top1,prior_top3,prior_regret,prior_joint_good_coverage,full_spearman,full_pairwise,full_top1,full_top3,full_regret,full_joint_good_coverage,delta_spearman,delta_pairwise,delta_top1,delta_top3,delta_joint_good_coverage,regret_reduction
P_F1_strict_functional,F1,1,24,0.6353353145980934,0.7426470588235294,0,1,0.05797101449275355,1,0.5552656585117584,0.6985294117647058,0,0,0.5217391304347827,0,-0.0800696560863351,-0.044117647058823595,0,-1,-1,-0.46376811594202916
P_F1_strict_functional,F1,2,24,0.5756521739130435,0.7065217391304348,1,1,0.0,1,0.5182608695652173,0.6920289855072463,0,0,0.28985507246376807,0,-0.05739130434782613,-0.01449275362318847,-1,-1,-1,-0.28985507246376807
P_F1_strict_functional,F1,3,24,0.006962578790116091,0.4963235294117647,0,0,0.26086956521739135,0,-0.23977380708462293,0.4227941176470588,0,0,0.26086956521739135,0,-0.246736385874739,-0.0735294117647059,0,0,0,0.0
P_F1_strict_functional,F1,4,24,-0.31919983359495074,0.37454545454545457,0,0,0.7101449275362319,0,-0.05914329341813802,0.4763636363636364,0,0,0.8695652173913043,0,0.26005654017681273,0.10181818181818181,0,0,0,-0.1594202898550724
P_F1_strict_functional,F1,5,24,0.2564216379407758,0.5962962962962963,0,1,0.21739130434782616,0,-0.021767541421118485,0.4962962962962963,0,1,0.21739130434782616,0,-0.2781891793618943,-0.10000000000000003,0,0,0,0.0
P_F1_strict_functional,F1,6,24,0.31933876715260456,0.63003663003663,0,0,0.8405797101449275,0,0.11964327107216109,0.5384615384615384,0,1,0.14492753623188415,0,-0.19969549608044346,-0.09157509157509158,0,1,0,0.6956521739130433
P_F1_strict_functional,F1,7,24,0.1387861944437069,0.5457875457875457,0,0,0.782608695652174,0,0.29715037869922195,0.6153846153846154,0,0,0.5652173913043479,0,0.15836418425551504,0.06959706959706968,0,0,0,0.21739130434782605
P_F1_strict_functional,F1,8,24,0.43357252601385005,0.6509090909090909,0,0,0.536231884057971,0,0.2000434924437021,0.5745454545454546,0,0,0.37681159420289845,0,-0.23352903357014795,-0.0763636363636363,0,0,0,0.1594202898550725
P_F1_strict_functional,F1,9,24,0.03610265674285248,0.5,0,0,0.4057971014492754,0,0.5532840888784138,0.708029197080292,0,0,0.13043478260869557,1,0.5171814321355613,0.208029197080292,0,0,1,0.2753623188405798
P_F2_strict_architecture,F2,1,24,0.5552656585117584,0.6985294117647058,0,0,0.5217391304347827,0,0.1836380155893119,0.5588235294117647,0,0,0.3188405797101449,0,-0.37162764292244643,-0.13970588235294112,0,0,0,0.2028985507246378
P_F2_strict_architecture,F2,2,24,0.5182608695652173,0.6920289855072463,0,0,0.28985507246376807,0,0.4252173913043478,0.6557971014492754,0,0,0.28985507246376807,0,-0.0930434782608695,-0.03623188405797095,0,0,0,0.0
P_F2_strict_architecture,F2,3,24,-0.23977380708462293,0.4227941176470588,0,0,0.26086956521739135,0,-0.2771976680814969,0.40808823529411764,0,0,0.5797101449275363,0,-0.03742386099687395,-0.01470588235294118,0,0,0,-0.3188405797101449
P_F2_strict_architecture,F2,4,24,-0.05914329341813802,0.4763636363636364,0,0,0.8695652173913043,0,0.0243531208192333,0.5054545454545455,0,0,0.6521739130434783,0,0.08349641423737132,0.02909090909090911,0,0,0,0.21739130434782605
P_F2_strict_architecture,F2,5,24,-0.021767541421118485,0.4962962962962963,0,1,0.21739130434782616,0,0.022638243077963225,0.4888888888888889,0,0,0.5797101449275361,0,0.04440578449908171,-0.007407407407407418,0,-1,0,-0.36231884057971
P_F2_strict_architecture,F2,6,24,0.11964327107216109,0.5384615384615384,0,1,0.14492753623188415,0,0.30715690682525726,0.6153846153846154,1,1,0.0,1,0.18751363575309615,0.07692307692307698,1,0,1,0.14492753623188415
P_F2_strict_architecture,F2,7,24,0.29715037869922195,0.6153846153846154,0,0,0.5652173913043479,0,0.07961715856801994,0.5238095238095238,0,0,0.5652173913043479,0,-0.21753322013120202,-0.09157509157509158,0,0,0,0.0
P_F2_strict_architecture,F2,8,24,0.2000434924437021,0.5745454545454546,0,0,0.37681159420289845,0,0.4061752650922126,0.6509090909090909,0,0,0.18840579710144922,0,0.2061317726485105,0.0763636363636363,0,0,0,0.18840579710144922
P_F2_strict_architecture,F2,9,24,0.5532840888784138,0.708029197080292,0,0,0.13043478260869557,1,0.4449761186498564,0.6642335766423357,0,0,0.10144927536231885,0,-0.10830797022855743,-0.04379562043795626,0,0,-1,0.02898550724637672
P_F3_target_functional,F3,1,24,0.5552656585117584,0.6985294117647058,0,0,0.5217391304347827,0,0.3720628040968287,0.6323529411764706,0,0,0.5217391304347827,0,-0.18320285441492967,-0.06617647058823528,0,0,0,0.0
P_F3_target_functional,F3,2,24,0.5182608695652173,0.6920289855072463,0,0,0.28985507246376807,0,0.7634782608695652,0.7934782608695652,0,1,0.10144927536231874,0,0.24521739130434783,0.10144927536231885,0,1,0,0.18840579710144933
P_F3_target_functional,F3,3,24,-0.23977380708462293,0.4227941176470588,0,0,0.26086956521739135,0,0.08137513960948183,0.5257352941176471,0,0,0.26086956521739135,0,0.32114894669410476,0.10294117647058826,0,0,0,0.0
P_F3_target_functional,F3,4,24,-0.05914329341813802,0.4763636363636364,0,0,0.8695652173913043,0,0.6992824692379849,0.7745454545454545,0,1,0.05797101449275366,1,0.7584257626561229,0.29818181818181816,0,1,1,0.8115942028985507
P_F3_target_functional,F3,5,24,-0.021767541421118485,0.4962962962962963,0,1,0.21739130434782616,0,0.5994780907376032,0.7333333333333333,0,1,0.10144927536231874,1,0.6212456321587216,0.237037037037037,0,0,1,0.11594202898550743
P_F3_target_functional,F3,6,24,0.11964327107216109,0.5384615384615384,0,1,0.14492753623188415,0,0.5042420042641262,0.6813186813186813,0,1,0.14492753623188415,0,0.38459873319196514,0.1428571428571429,0,0,0,0.0
P_F3_target_functional,F3,7,24,0.29715037869922195,0.6153846153846154,0,0,0.5652173913043479,0,0.2801827875289882,0.5897435897435898,0,0,0.3188405797101449,0,-0.016967591170233776,-0.02564102564102566,0,0,0,0.246376811594203
P_F3_target_functional,F3,8,24,0.2000434924437021,0.5745454545454546,0,0,0.37681159420289845,0,0.22613612189288065,0.5781818181818181,0,0,0.536231884057971,0,0.02609262944917856,0.0036363636363635488,0,0,0,-0.1594202898550725
P_F3_target_functional,F3,9,24,0.5532840888784138,0.708029197080292,0,0,0.13043478260869557,1,0.3588517085885939,0.6167883211678832,0,0,0.3623188405797101,0,-0.19443238028981996,-0.09124087591240881,0,0,-1,-0.23188405797101452
P_F4_target_architecture,F4,1,24,0.3720628040968287,0.6323529411764706,0,0,0.5217391304347827,0,0.6261969299360659,0.7352941176470589,1,1,0.0,1,0.2541341258392372,0.10294117647058831,1,1,1,0.5217391304347827
P_F4_target_architecture,F4,2,24,0.7634782608695652,0.7934782608695652,0,1,0.10144927536231874,0,0.27652173913043476,0.605072463768116,0,0,0.28985507246376807,0,-0.4869565217391304,-0.18840579710144922,0,-1,0,-0.18840579710144933
P_F4_target_architecture,F4,3,24,0.08137513960948183,0.5257352941176471,0,0,0.26086956521739135,0,0.1296780299659122,0.5404411764705882,0,0,0.26086956521739135,0,0.048302890356430386,0.014705882352941124,0,0,0,0.0
P_F4_target_architecture,F4,4,24,0.6992824692379849,0.7745454545454545,0,1,0.05797101449275366,1,0.7071102580727383,0.76,0,1,0.05797101449275366,1,0.007827788834753435,-0.014545454545454528,0,0,0,0.0
P_F4_target_architecture,F4,5,24,0.5994780907376032,0.7333333333333333,0,1,0.10144927536231874,1,0.5598611653511675,0.7074074074074074,0,1,0.10144927536231874,1,-0.039616925386435686,-0.025925925925925908,0,0,0,0.0
P_F4_target_architecture,F4,6,24,0.5042420042641262,0.6813186813186813,0,1,0.14492753623188415,0,0.7674572006228807,0.7985347985347986,1,1,0.0,1,0.26321519635875446,0.11721611721611724,1,0,1,0.14492753623188415
P_F4_target_architecture,F4,7,24,0.2801827875289882,0.5897435897435898,0,0,0.3188405797101449,0,0.22797481469749972,0.5824175824175825,0,0,0.7681159420289855,0,-0.05220797283148845,-0.0073260073260073,0,0,0,-0.4492753623188406
P_F4_target_architecture,F4,8,24,0.22613612189288065,0.5781818181818181,0,0,0.536231884057971,0,0.30310937876795735,0.6,0,0,0.5652173913043477,0,0.0769732568750767,0.021818181818181848,0,0,0,-0.02898550724637672
P_F4_target_architecture,F4,9,24,0.3588517085885939,0.6167883211678832,0,0,0.3623188405797101,0,0.4428012598099256,0.6532846715328468,0,0,0.3623188405797101,0,0.08394955122133169,0.03649635036496357,0,0,0,0.0
P_F5_construction_positive,F5,1,24,0.6261969299360659,0.7352941176470589,1,1,0.0,1,0.6074849994376289,0.7279411764705882,1,1,0.0,1,-0.018711930498437,-0.007352941176470673,0,0,0,0.0
P_F5_construction_positive,F5,2,24,0.27652173913043476,0.605072463768116,0,0,0.28985507246376807,0,0.6391304347826086,0.7536231884057971,1,1,0.0,1,0.3626086956521738,0.14855072463768115,1,1,1,0.28985507246376807
P_F5_construction_positive,F5,3,24,0.1296780299659122,0.5404411764705882,0,0,0.26086956521739135,0,0.4926024494007135,0.6691176470588235,0,0,0.26086956521739135,0,0.3629244194348013,0.12867647058823528,0,0,0,0.0
P_F5_construction_positive,F5,4,24,0.7071102580727383,0.76,0,1,0.05797101449275366,1,0.8771472266498852,0.8727272727272727,0,1,0.05797101449275366,1,0.1700369685771469,0.11272727272727268,0,0,0,0.0
P_F5_construction_positive,F5,5,24,0.5598611653511675,0.7074074074074074,0,1,0.10144927536231874,1,0.6913371155347232,0.7777777777777778,0,1,0.10144927536231874,1,0.13147595018355573,0.07037037037037042,0,0,0,0.0
P_F5_construction_positive,F5,6,24,0.7674572006228807,0.7985347985347986,1,1,0.0,1,0.7922559877178378,0.8168498168498168,1,1,0.0,1,0.024798787094957087,0.01831501831501825,0,0,0,0.0
P_F5_construction_positive,F5,7,24,0.22797481469749972,0.5824175824175825,0,0,0.7681159420289855,0,0.6604308563183293,0.7582417582417582,0,0,0.17391304347826086,1,0.4324560416208296,0.17582417582417575,0,0,1,0.5942028985507246
P_F5_construction_positive,F5,8,24,0.30310937876795735,0.6,0,0,0.5652173913043477,0,0.5583822702124206,0.72,0,0,0.5652173913043477,0,0.25527289144446325,0.12,0,0,0,0.0
P_F5_construction_positive,F5,9,24,0.4428012598099256,0.6532846715328468,0,0,0.3623188405797101,0,0.867768677132418,0.8576642335766423,1,1,0.0,1,0.42496741732249244,0.2043795620437956,1,1,1,0.3623188405797101
