pair_id,seed,target,level,regime,comparison,scaling,weight_grid_step,n_weights,fraction_weights_alt_beats_selected,utility_cone_category,mean_regret_over_simplex,min_regret_over_simplex,max_regret_over_simplex,best_weight_bacc,best_weight_nll,best_weight_ece,worst_weight_bacc,worst_weight_nll,worst_weight_ece
0|1|0|S0_full_support|nearest_binary_joint_good|15|8,0,1,0,S0_full_support,nearest_binary_joint_good,raw,0.05,231,0.8917748917748918,preference_robust_regret,0.029097099288601932,-0.021504039783423634,0.079861111111111,1.0,0.0,0.0,0.0,1.0,0.0
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,nearest_continuous_better,raw,0.05,231,1.0,preference_robust_regret,0.05007462879717237,0.026041666666666574,0.06860014266367442,0.0,0.0,1.0,1.0,0.0,0.0
0|1|0|S0_full_support|nearest_pareto_better|15|16,0,1,0,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.05007462879717237,0.026041666666666574,0.06860014266367442,0.0,0.0,1.0,1.0,0.0,0.0
0|1|0|S0_full_support|target_oracle|15|8,0,1,0,S0_full_support,target_oracle,raw,0.05,231,0.8917748917748918,preference_robust_regret,0.029097099288601932,-0.021504039783423634,0.079861111111111,1.0,0.0,0.0,0.0,1.0,0.0
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,nearest_continuous_better,raw,0.05,231,0.8398268398268398,preference_robust_regret,0.004256872807686787,-0.005331816743904719,0.01215277777777779,1.0,0.0,0.0,0.0,0.0,1.0
0|1|1|S0_full_support|nearest_pareto_better|14|9,0,1,1,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.020290048374127838,0.00694444444444442,0.040162378559400747,0.0,1.0,0.0,1.0,0.0,0.0
0|1|1|S0_full_support|target_oracle|14|0,0,1,1,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.030775563686949628,0.014128498229959652,0.05910097060866715,0.0,1.0,0.0,0.0,0.0,1.0
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,nearest_continuous_better,raw,0.05,231,0.9913419913419913,preference_robust_regret,0.09205094166916183,-0.006944444444444475,0.21817126051429336,0.0,1.0,0.0,1.0,0.0,0.0
0|2|0|S0_full_support|nearest_pareto_better|2|1,0,2,0,S0_full_support,nearest_pareto_better,raw,0.05,231,0.9913419913419913,preference_robust_regret,0.09205094166916183,-0.006944444444444475,0.21817126051429336,0.0,1.0,0.0,1.0,0.0,0.0
0|2|0|S0_full_support|target_oracle|2|0,0,2,0,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.11040394143712816,0.010416666666666685,0.2580497825172692,0.0,1.0,0.0,1.0,0.0,0.0
0|2|1|S0_full_support|nearest_binary_joint_good|0|1,0,2,1,S0_full_support,nearest_binary_joint_good,raw,0.05,231,1.0,preference_robust_regret,0.09302352944935312,0.02083333333333337,0.2050756132655298,0.0,1.0,0.0,1.0,0.0,0.0
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,nearest_continuous_better,raw,0.05,231,1.0,preference_robust_regret,0.09302352944935312,0.02083333333333337,0.2050756132655298,0.0,1.0,0.0,1.0,0.0,0.0
0|2|1|S0_full_support|nearest_pareto_better|0|1,0,2,1,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.09302352944935312,0.02083333333333337,0.2050756132655298,0.0,1.0,0.0,1.0,0.0,0.0
0|2|1|S0_full_support|target_oracle|0|8,0,2,1,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.2462309156568662,0.059027777777777846,0.50159585718147,0.0,1.0,0.0,1.0,0.0,0.0
0|3|0|S0_full_support|nearest_binary_joint_good|0|1,0,3,0,S0_full_support,nearest_binary_joint_good,raw,0.05,231,1.0,preference_robust_regret,0.12251400599596338,0.08466597985004098,0.18391770480451586,0.0,1.0,0.0,0.0,0.0,1.0
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,nearest_continuous_better,raw,0.05,231,1.0,preference_robust_regret,0.12251400599596338,0.08466597985004098,0.18391770480451586,0.0,1.0,0.0,0.0,0.0,1.0
0|3|0|S0_full_support|nearest_pareto_better|0|1,0,3,0,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.12251400599596338,0.08466597985004098,0.18391770480451586,0.0,1.0,0.0,0.0,0.0,1.0
0|3|0|S0_full_support|target_oracle|0|1,0,3,0,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.12251400599596338,0.08466597985004098,0.18391770480451586,0.0,1.0,0.0,0.0,0.0,1.0
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,nearest_continuous_better,raw,0.05,231,1.0,preference_robust_regret,0.02045955014172105,0.0017215556515128086,0.045768205884761604,0.0,1.0,0.0,0.0,0.0,1.0
0|3|1|S0_full_support|nearest_pareto_better|4|10,0,3,1,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.02045955014172105,0.0017215556515128086,0.045768205884761604,0.0,1.0,0.0,0.0,0.0,1.0
0|3|1|S0_full_support|target_oracle|4|10,0,3,1,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.02045955014172105,0.0017215556515128086,0.045768205884761604,0.0,1.0,0.0,0.0,0.0,1.0
0|4|0|S0_full_support|target_oracle|21|21,0,4,0,S0_full_support,target_oracle,raw,0.05,231,0.0,no_regret,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0|4|1|S0_full_support|nearest_binary_joint_good|2|4,0,4,1,S0_full_support,nearest_binary_joint_good,raw,0.05,231,1.0,preference_robust_regret,0.24228589686056354,0.10416666666666663,0.40961046747733043,0.0,1.0,0.0,1.0,0.0,0.0
0|4|1|S0_full_support|nearest_continuous_better|2|1,0,4,1,S0_full_support,nearest_continuous_better,raw,0.05,231,1.0,preference_robust_regret,0.07863922715685172,0.015625,0.13318270604371718,0.0,1.0,0.0,1.0,0.0,0.0
0|4|1|S0_full_support|nearest_pareto_better|2|1,0,4,1,S0_full_support,nearest_pareto_better,raw,0.05,231,1.0,preference_robust_regret,0.07863922715685172,0.015625,0.13318270604371718,0.0,1.0,0.0,1.0,0.0,0.0
0|4|1|S0_full_support|target_oracle|2|4,0,4,1,S0_full_support,target_oracle,raw,0.05,231,1.0,preference_robust_regret,0.24228589686056354,0.10416666666666663,0.40961046747733043,0.0,1.0,0.0,1.0,0.0,0.0
