pair_id,seed,target,level,regime,comparison,raw_delta_bacc,raw_delta_nll_improve,raw_delta_ece_improve,pareto_status,endpoint_tradeoff,epsilon_0p0_pareto_better,epsilon_0p005_pareto_better,epsilon_0p02_pareto_better
0|1|0|S0_full_support|nearest_binary_joint_good|15|8,0,1,0,S0_full_support,nearest_binary_joint_good,0.079861111111111,-0.021504039783423634,0.028934226538118446,pareto_incomparable,1,0,0,0
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,nearest_continuous_better,0.026041666666666574,0.05558207706117613,0.06860014266367442,strict_pareto_better,0,1,1,1
0|1|0|S0_full_support|nearest_pareto_better|15|16,0,1,0,S0_full_support,nearest_pareto_better,0.026041666666666574,0.05558207706117613,0.06860014266367442,strict_pareto_better,0,1,1,1
0|1|0|S0_full_support|target_oracle|15|8,0,1,0,S0_full_support,target_oracle,0.079861111111111,-0.021504039783423634,0.028934226538118446,pareto_incomparable,1,0,0,0
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,nearest_continuous_better,0.01215277777777779,0.005949657389187291,-0.005331816743904719,pareto_incomparable,1,0,0,0
0|1|1|S0_full_support|nearest_pareto_better|14|9,0,1,1,S0_full_support,nearest_pareto_better,0.00694444444444442,0.040162378559400747,0.01376332211853834,strict_pareto_better,0,1,1,1
0|1|1|S0_full_support|target_oracle|14|0,0,1,1,S0_full_support,target_oracle,0.0190972222222221,0.05910097060866715,0.014128498229959652,strict_pareto_better,0,1,1,1
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,nearest_continuous_better,-0.006944444444444475,0.21817126051429336,0.06492600893763659,pareto_incomparable,1,0,0,1
0|2|0|S0_full_support|nearest_pareto_better|2|1,0,2,0,S0_full_support,nearest_pareto_better,-0.006944444444444475,0.21817126051429336,0.06492600893763659,pareto_incomparable,1,0,0,1
0|2|0|S0_full_support|target_oracle|2|0,0,2,0,S0_full_support,target_oracle,0.010416666666666685,0.2580497825172692,0.06274537512744857,strict_pareto_better,0,1,1,1
0|2|1|S0_full_support|nearest_binary_joint_good|0|1,0,2,1,S0_full_support,nearest_binary_joint_good,0.02083333333333337,0.2050756132655298,0.05316164174919619,strict_pareto_better,0,1,1,1
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,nearest_continuous_better,0.02083333333333337,0.2050756132655298,0.05316164174919619,strict_pareto_better,0,1,1,1
0|2|1|S0_full_support|nearest_pareto_better|0|1,0,2,1,S0_full_support,nearest_pareto_better,0.02083333333333337,0.2050756132655298,0.05316164174919619,strict_pareto_better,0,1,1,1
0|2|1|S0_full_support|target_oracle|0|8,0,2,1,S0_full_support,target_oracle,0.059027777777777846,0.50159585718147,0.17806911201135064,strict_pareto_better,0,1,1,1
0|3|0|S0_full_support|nearest_binary_joint_good|0|1,0,3,0,S0_full_support,nearest_binary_joint_good,0.09895833333333326,0.18391770480451586,0.08466597985004098,strict_pareto_better,0,1,1,1
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,nearest_continuous_better,0.09895833333333326,0.18391770480451586,0.08466597985004098,strict_pareto_better,0,1,1,1
0|3|0|S0_full_support|nearest_pareto_better|0|1,0,3,0,S0_full_support,nearest_pareto_better,0.09895833333333326,0.18391770480451586,0.08466597985004098,strict_pareto_better,0,1,1,1
0|3|0|S0_full_support|target_oracle|0|1,0,3,0,S0_full_support,target_oracle,0.09895833333333326,0.18391770480451586,0.08466597985004098,strict_pareto_better,0,1,1,1
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,nearest_continuous_better,0.013888888888888729,0.045768205884761604,0.0017215556515128086,strict_pareto_better,0,1,1,1
0|3|1|S0_full_support|nearest_pareto_better|4|10,0,3,1,S0_full_support,nearest_pareto_better,0.013888888888888729,0.045768205884761604,0.0017215556515128086,strict_pareto_better,0,1,1,1
