pair_id,seed,target,level,regime,selection_leakage_point_delta_better_minus_selected,selection_leakage_point_prefers,audit_leakage_point_delta_better_minus_selected,audit_leakage_point_prefers,actual_selector_ucl_delta_available
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,0.16375864111347316,selected,-0.019565457108341455,better,0
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,0.08401434840161248,selected,-0.018413523488884254,better,0
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,0.16653191429953473,selected,0.019137431382246994,selected,0
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,0.06267554697388711,selected,-0.008247138894722394,better,0
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,0.04941994698924046,selected,0.00803830438738462,selected,0
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,0.21159165582700323,selected,-0.0031992409722573223,better,0
0|4|1|S0_full_support|nearest_continuous_better|2|1,0,4,1,S0_full_support,0.08921276927072941,selected,0.004030382148656808,selected,0
0|5|0|S0_full_support|nearest_continuous_better|19|18,0,5,0,S0_full_support,0.21739103570510399,selected,0.019122934213709586,selected,0
0|6|1|S0_full_support|nearest_continuous_better|20|19,0,6,1,S0_full_support,0.10749488959088027,selected,-0.0715636941219594,better,0
0|7|1|S0_full_support|nearest_continuous_better|5|0,0,7,1,S0_full_support,0.27387454439460646,selected,-0.01149221834681502,better,0
0|8|0|S0_full_support|nearest_continuous_better|17|15,0,8,0,S0_full_support,0.13477679329854064,selected,0.05831241489478067,selected,0
0|9|0|S0_full_support|nearest_continuous_better|19|18,0,9,0,S0_full_support,0.19372275436954256,selected,0.02669430014295604,selected,0
0|9|1|S0_full_support|nearest_continuous_better|12|13,0,9,1,S0_full_support,0.13371667441660084,selected,-0.03241391819366757,better,0
1|1|0|S0_full_support|nearest_continuous_better|6|5,1,1,0,S0_full_support,0.18555515390434185,selected,0.12612382897310603,selected,0
1|1|1|S0_full_support|nearest_continuous_better|16|15,1,1,1,S0_full_support,0.07262083109822148,selected,-0.003226336975656774,better,0
1|2|0|S0_full_support|nearest_continuous_better|18|17,1,2,0,S0_full_support,0.36993217060358663,selected,0.002374018257058075,selected,0
1|2|1|S0_full_support|nearest_continuous_better|2|1,1,2,1,S0_full_support,0.14826715774043864,selected,0.019024456651539623,selected,0
1|3|0|S0_full_support|nearest_continuous_better|8|11,1,3,0,S0_full_support,0.20083372493716922,selected,-0.03577368962416416,better,0
1|3|1|S0_full_support|nearest_continuous_better|11|3,1,3,1,S0_full_support,0.21573926378238029,selected,-0.0011482659723320854,better,0
1|5|1|S0_full_support|nearest_continuous_better|17|16,1,5,1,S0_full_support,0.00524736136122228,selected,0.04382488500122017,selected,0
1|6|0|S0_full_support|nearest_continuous_better|18|17,1,6,0,S0_full_support,0.060212420475399986,selected,0.027080009553385298,selected,0
1|6|1|S0_full_support|nearest_continuous_better|6|5,1,6,1,S0_full_support,0.012957627418111572,selected,0.007567234773552145,selected,0
1|7|1|S0_full_support|nearest_continuous_better|15|14,1,7,1,S0_full_support,0.07785198978081231,selected,-0.022843506414003456,better,0
1|8|0|S0_full_support|nearest_continuous_better|15|14,1,8,0,S0_full_support,0.09666820626234918,selected,-0.010723580182497083,better,0
1|8|1|S0_full_support|nearest_continuous_better|21|20,1,8,1,S0_full_support,0.23117249558026498,selected,0.007770129385242908,selected,0
1|9|1|S0_full_support|nearest_continuous_better|14|16,1,9,1,S0_full_support,0.396858735192256,selected,0.02261999333992215,selected,0
2|1|1|S0_full_support|nearest_continuous_better|1|0,2,1,1,S0_full_support,0.2618609464164152,selected,-0.011593328386971358,better,0
2|2|1|S0_full_support|nearest_continuous_better|0|1,2,2,1,S0_full_support,0.0285569991753003,selected,-0.009604970467982143,better,0
2|3|0|S0_full_support|nearest_continuous_better|15|16,2,3,0,S0_full_support,0.0911043054681665,selected,0.006532689604652919,selected,0
2|3|1|S0_full_support|nearest_continuous_better|5|4,2,3,1,S0_full_support,0.06377832166037023,selected,0.006536038765986518,selected,0
2|4|0|S0_full_support|nearest_continuous_better|23|21,2,4,0,S0_full_support,0.0019176236934286273,selected,-0.00024052248812345134,better,0
2|4|1|S0_full_support|nearest_continuous_better|14|12,2,4,1,S0_full_support,0.1594415910441751,selected,0.024099868646975664,selected,0
2|5|0|S0_full_support|nearest_continuous_better|17|15,2,5,0,S0_full_support,0.2900655638023286,selected,0.08278640359733264,selected,0
2|6|0|S0_full_support|nearest_continuous_better|21|20,2,6,0,S0_full_support,0.09585078516887113,selected,0.012456483932926754,selected,0
2|7|0|S0_full_support|nearest_continuous_better|20|18,2,7,0,S0_full_support,0.2045184358628126,selected,0.006537998134520051,selected,0
2|7|1|S0_full_support|nearest_continuous_better|19|18,2,7,1,S0_full_support,0.1812271619841398,selected,-0.009921831080302423,better,0
2|8|0|S0_full_support|nearest_continuous_better|10|11,2,8,0,S0_full_support,0.07222574350774247,selected,-0.009623881195851114,better,0
2|9|1|S0_full_support|nearest_continuous_better|29|23,2,9,1,S0_full_support,0.002343838949781407,selected,0.0003385838157879961,selected,0
0|1|0|S2_rare_cells|nearest_continuous_better|15|16,0,1,0,S2_rare_cells,0.16375864111347316,selected,-0.019565457108341455,better,0
0|1|1|S2_rare_cells|nearest_continuous_better|14|13,0,1,1,S2_rare_cells,0.08401434840161248,selected,-0.018413523488884254,better,0
0|2|0|S2_rare_cells|nearest_continuous_better|2|1,0,2,0,S2_rare_cells,0.16653191429953473,selected,0.019137431382246994,selected,0
0|2|1|S2_rare_cells|nearest_continuous_better|0|1,0,2,1,S2_rare_cells,0.06267554697388711,selected,-0.008247138894722394,better,0
0|3|0|S2_rare_cells|nearest_continuous_better|0|1,0,3,0,S2_rare_cells,0.04941994698924046,selected,0.00803830438738462,selected,0
0|3|1|S2_rare_cells|nearest_continuous_better|4|10,0,3,1,S2_rare_cells,0.21159165582700323,selected,-0.0031992409722573223,better,0
0|4|1|S2_rare_cells|nearest_continuous_better|2|1,0,4,1,S2_rare_cells,0.08921276927072941,selected,0.004030382148656808,selected,0
0|5|0|S2_rare_cells|nearest_continuous_better|19|18,0,5,0,S2_rare_cells,0.21739103570510399,selected,0.019122934213709586,selected,0
0|6|1|S2_rare_cells|nearest_continuous_better|20|19,0,6,1,S2_rare_cells,0.10749488959088027,selected,-0.0715636941219594,better,0
0|7|1|S2_rare_cells|nearest_continuous_better|5|0,0,7,1,S2_rare_cells,0.27387454439460646,selected,-0.01149221834681502,better,0
0|8|0|S2_rare_cells|nearest_continuous_better|17|15,0,8,0,S2_rare_cells,0.13477679329854064,selected,0.05831241489478067,selected,0
0|9|0|S2_rare_cells|nearest_continuous_better|19|18,0,9,0,S2_rare_cells,0.19372275436954256,selected,0.02669430014295604,selected,0
0|9|1|S2_rare_cells|nearest_continuous_better|12|13,0,9,1,S2_rare_cells,0.13371667441660084,selected,-0.03241391819366757,better,0
1|1|0|S2_rare_cells|nearest_continuous_better|6|5,1,1,0,S2_rare_cells,0.18555515390434185,selected,0.12612382897310603,selected,0
1|1|1|S2_rare_cells|nearest_continuous_better|16|15,1,1,1,S2_rare_cells,0.07262083109822148,selected,-0.003226336975656774,better,0
1|2|0|S2_rare_cells|nearest_continuous_better|18|17,1,2,0,S2_rare_cells,0.36993217060358663,selected,0.002374018257058075,selected,0
1|2|1|S2_rare_cells|nearest_continuous_better|2|1,1,2,1,S2_rare_cells,0.14826715774043864,selected,0.019024456651539623,selected,0
1|3|0|S2_rare_cells|nearest_continuous_better|8|11,1,3,0,S2_rare_cells,0.20083372493716922,selected,-0.03577368962416416,better,0
1|3|1|S2_rare_cells|nearest_continuous_better|11|3,1,3,1,S2_rare_cells,0.21573926378238029,selected,-0.0011482659723320854,better,0
1|5|1|S2_rare_cells|nearest_continuous_better|17|16,1,5,1,S2_rare_cells,0.00524736136122228,selected,0.04382488500122017,selected,0
1|6|0|S2_rare_cells|nearest_continuous_better|18|17,1,6,0,S2_rare_cells,0.060212420475399986,selected,0.027080009553385298,selected,0
1|6|1|S2_rare_cells|nearest_continuous_better|6|5,1,6,1,S2_rare_cells,0.012957627418111572,selected,0.007567234773552145,selected,0
1|7|1|S2_rare_cells|nearest_continuous_better|15|14,1,7,1,S2_rare_cells,0.07785198978081231,selected,-0.022843506414003456,better,0
1|8|0|S2_rare_cells|nearest_continuous_better|15|14,1,8,0,S2_rare_cells,0.09666820626234918,selected,-0.010723580182497083,better,0
1|8|1|S2_rare_cells|nearest_continuous_better|21|20,1,8,1,S2_rare_cells,0.23117249558026498,selected,0.007770129385242908,selected,0
1|9|1|S2_rare_cells|nearest_continuous_better|14|16,1,9,1,S2_rare_cells,0.396858735192256,selected,0.02261999333992215,selected,0
2|1|1|S2_rare_cells|nearest_continuous_better|1|0,2,1,1,S2_rare_cells,0.2618609464164152,selected,-0.011593328386971358,better,0
2|2|1|S2_rare_cells|nearest_continuous_better|0|1,2,2,1,S2_rare_cells,0.0285569991753003,selected,-0.009604970467982143,better,0
2|3|0|S2_rare_cells|nearest_continuous_better|15|16,2,3,0,S2_rare_cells,0.0911043054681665,selected,0.006532689604652919,selected,0
2|3|1|S2_rare_cells|nearest_continuous_better|5|4,2,3,1,S2_rare_cells,0.06377832166037023,selected,0.006536038765986518,selected,0
2|4|0|S2_rare_cells|nearest_continuous_better|23|21,2,4,0,S2_rare_cells,0.0019176236934286273,selected,-0.00024052248812345134,better,0
2|4|1|S2_rare_cells|nearest_continuous_better|14|12,2,4,1,S2_rare_cells,0.1594415910441751,selected,0.024099868646975664,selected,0
2|5|0|S2_rare_cells|nearest_continuous_better|17|15,2,5,0,S2_rare_cells,0.2900655638023286,selected,0.08278640359733264,selected,0
2|6|0|S2_rare_cells|nearest_continuous_better|21|20,2,6,0,S2_rare_cells,0.09585078516887113,selected,0.012456483932926754,selected,0
2|7|0|S2_rare_cells|nearest_continuous_better|20|18,2,7,0,S2_rare_cells,0.2045184358628126,selected,0.006537998134520051,selected,0
2|7|1|S2_rare_cells|nearest_continuous_better|19|18,2,7,1,S2_rare_cells,0.1812271619841398,selected,-0.009921831080302423,better,0
2|8|0|S2_rare_cells|nearest_continuous_better|10|11,2,8,0,S2_rare_cells,0.07222574350774247,selected,-0.009623881195851114,better,0
2|9|1|S2_rare_cells|nearest_continuous_better|29|23,2,9,1,S2_rare_cells,0.002343838949781407,selected,0.0003385838157879961,selected,0
0|1|0|S3_nonestimable_cells|nearest_continuous_better|15|16,0,1,0,S3_nonestimable_cells,0.16375864111347316,selected,-0.019565457108341455,better,0
0|1|1|S3_nonestimable_cells|nearest_continuous_better|14|13,0,1,1,S3_nonestimable_cells,0.08401434840161248,selected,-0.018413523488884254,better,0
0|2|0|S3_nonestimable_cells|nearest_continuous_better|2|1,0,2,0,S3_nonestimable_cells,0.16653191429953473,selected,0.019137431382246994,selected,0
0|2|1|S3_nonestimable_cells|nearest_continuous_better|0|1,0,2,1,S3_nonestimable_cells,0.06267554697388711,selected,-0.008247138894722394,better,0
0|3|0|S3_nonestimable_cells|nearest_continuous_better|0|1,0,3,0,S3_nonestimable_cells,0.04941994698924046,selected,0.00803830438738462,selected,0
0|3|1|S3_nonestimable_cells|nearest_continuous_better|4|10,0,3,1,S3_nonestimable_cells,0.21159165582700323,selected,-0.0031992409722573223,better,0
0|4|1|S3_nonestimable_cells|nearest_continuous_better|2|1,0,4,1,S3_nonestimable_cells,0.08921276927072941,selected,0.004030382148656808,selected,0
0|5|0|S3_nonestimable_cells|nearest_continuous_better|19|18,0,5,0,S3_nonestimable_cells,0.21739103570510399,selected,0.019122934213709586,selected,0
0|6|1|S3_nonestimable_cells|nearest_continuous_better|20|19,0,6,1,S3_nonestimable_cells,0.10749488959088027,selected,-0.0715636941219594,better,0
