pair_id,seed,target,level,regime,source_pareto_status,target_prefers,n_source_objectives_finite,n_source_objectives_registered,R_src_oriented_delta_better_minus_selected,selection_leakage_point_oriented_delta_better_minus_selected,audit_leakage_point_oriented_delta_better_minus_selected,source_guard_worst_bacc_oriented_delta_better_minus_selected,source_guard_worst_nll_oriented_delta_better_minus_selected,source_guard_worst_ece_oriented_delta_better_minus_selected,source_audit_worst_bacc_oriented_delta_better_minus_selected,source_audit_worst_nll_oriented_delta_better_minus_selected,source_audit_worst_ece_oriented_delta_better_minus_selected
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,source_pareto_incomparable,better,9,9,-0.028589657901947008,-0.16375864111347316,0.019565457108341455,-0.01388888888888884,-0.037776275680415417,-0.013755408739766883,-0.005208333333333315,-0.05223912002183839,-0.03091713205728186
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,source_pareto_incomparable,better,8,9,-0.010518641324745559,-0.08401434840161248,0.018413523488884254,,-0.04592826332233946,0.018249251885735576,-0.01388888888888895,-0.03450764528606154,-0.010184766577930382
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,source_pareto_incomparable,better,9,9,0.027330556518045834,-0.16653191429953473,-0.019137431382246994,0.024305555555555636,0.047503378271018804,-0.018172406972513766,5.551115123125783e-17,-0.10485107245744207,-0.0009827723322481385
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,source_pareto_incomparable,better,8,9,0.048986789542819986,-0.06267554697388711,0.008247138894722394,,0.10221672583682606,-0.00732840514432434,0.005208333333333315,-0.00044307599285664523,0.01964076907312967
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,source_pareto_incomparable,better,9,9,0.013373908997234785,-0.04941994698924046,-0.00803830438738462,-0.01388888888888884,-0.12471257838031713,-0.03855593444037998,-0.006944444444444475,-0.8967321953936658,-0.13655374411943255
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,source_pareto_incomparable,better,8,9,0.06258797181885212,-0.21159165582700323,0.0031992409722573223,,0.053193834943131346,-0.05177517180133731,-0.01041666666666663,-0.01317581999881412,-0.07304401366951141
0|4|1|S0_full_support|nearest_continuous_better|2|1,0,4,1,S0_full_support,source_pareto_incomparable,better,8,9,-0.06294448392752916,-0.08921276927072941,-0.004030382148656808,,0.012644165109706007,0.04905067259605468,-0.0069444444444444475,0.2599799218449155,0.08084855822548853
0|5|0|S0_full_support|nearest_continuous_better|19|18,0,5,0,S0_full_support,source_pareto_incomparable,better,9,9,-0.003127576280736344,-0.21739103570510399,-0.019122934213709586,-0.02256944444444442,0.07031714409044709,-0.026281960712891378,0.020833333333333315,0.41458160618448003,0.08278896499065866
0|6|1|S0_full_support|nearest_continuous_better|20|19,0,6,1,S0_full_support,source_pareto_incomparable,better,8,9,0.018111530514377416,-0.10749488959088027,0.0715636941219594,,0.009746394069491293,-0.023246552329973413,-0.03645833333333326,-0.007383822041877597,-0.013161898347122836
0|7|1|S0_full_support|nearest_continuous_better|5|0,0,7,1,S0_full_support,source_pareto_incomparable,better,8,9,0.046138803835721554,-0.27387454439460646,0.01149221834681502,,-0.009196812789398656,0.058414431246957624,0.08333333333333337,0.15098060068885233,0.05753045024169426
