pair_id,seed,target,level,regime,risk_gate_regret,leakage_objective_regret,source_endpoint_regret,selection_audit_inversion,tie_break_regret,trace_unavailable,selection_leakage_point_prefers,audit_leakage_point_prefers,source_endpoint_majority_prefers,actual_selector_relation
0|1|0|S0_full_support|nearest_continuous_better|15|16,0,1,0,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|1|1|S0_full_support|nearest_continuous_better|14|13,0,1,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|2|0|S0_full_support|nearest_continuous_better|2|1,0,2,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|2|1|S0_full_support|nearest_continuous_better|0|1,0,2,1,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|3|0|S0_full_support|nearest_continuous_better|0|1,0,3,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|3|1|S0_full_support|nearest_continuous_better|4|10,0,3,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|4|1|S0_full_support|nearest_continuous_better|2|1,0,4,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|5|0|S0_full_support|nearest_continuous_better|19|18,0,5,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|6|1|S0_full_support|nearest_continuous_better|20|19,0,6,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|7|1|S0_full_support|nearest_continuous_better|5|0,0,7,1,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|8|0|S0_full_support|nearest_continuous_better|17|15,0,8,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|9|0|S0_full_support|nearest_continuous_better|19|18,0,9,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|9|1|S0_full_support|nearest_continuous_better|12|13,0,9,1,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|1|0|S0_full_support|nearest_continuous_better|6|5,1,1,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|1|1|S0_full_support|nearest_continuous_better|16|15,1,1,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|2|0|S0_full_support|nearest_continuous_better|18|17,1,2,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|2|1|S0_full_support|nearest_continuous_better|2|1,1,2,1,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|3|0|S0_full_support|nearest_continuous_better|8|11,1,3,0,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|3|1|S0_full_support|nearest_continuous_better|11|3,1,3,1,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|5|1|S0_full_support|nearest_continuous_better|17|16,1,5,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|6|0|S0_full_support|nearest_continuous_better|18|17,1,6,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|6|1|S0_full_support|nearest_continuous_better|6|5,1,6,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|7|1|S0_full_support|nearest_continuous_better|15|14,1,7,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|8|0|S0_full_support|nearest_continuous_better|15|14,1,8,0,S0_full_support,0,1,0,1,0,1,selected,better,flat,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|8|1|S0_full_support|nearest_continuous_better|21|20,1,8,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|9|1|S0_full_support|nearest_continuous_better|14|16,1,9,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|1|1|S0_full_support|nearest_continuous_better|1|0,2,1,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|2|1|S0_full_support|nearest_continuous_better|0|1,2,2,1,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|3|0|S0_full_support|nearest_continuous_better|15|16,2,3,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|3|1|S0_full_support|nearest_continuous_better|5|4,2,3,1,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|4|0|S0_full_support|nearest_continuous_better|23|21,2,4,0,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|4|1|S0_full_support|nearest_continuous_better|14|12,2,4,1,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|5|0|S0_full_support|nearest_continuous_better|17|15,2,5,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|6|0|S0_full_support|nearest_continuous_better|21|20,2,6,0,S0_full_support,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|7|0|S0_full_support|nearest_continuous_better|20|18,2,7,0,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|7|1|S0_full_support|nearest_continuous_better|19|18,2,7,1,S0_full_support,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|8|0|S0_full_support|nearest_continuous_better|10|11,2,8,0,S0_full_support,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
2|9|1|S0_full_support|nearest_continuous_better|29|23,2,9,1,S0_full_support,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|1|0|S2_rare_cells|nearest_continuous_better|15|16,0,1,0,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|1|1|S2_rare_cells|nearest_continuous_better|14|13,0,1,1,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|2|0|S2_rare_cells|nearest_continuous_better|2|1,0,2,0,S2_rare_cells,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|2|1|S2_rare_cells|nearest_continuous_better|0|1,0,2,1,S2_rare_cells,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|3|0|S2_rare_cells|nearest_continuous_better|0|1,0,3,0,S2_rare_cells,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|3|1|S2_rare_cells|nearest_continuous_better|4|10,0,3,1,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|4|1|S2_rare_cells|nearest_continuous_better|2|1,0,4,1,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|5|0|S2_rare_cells|nearest_continuous_better|19|18,0,5,0,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|6|1|S2_rare_cells|nearest_continuous_better|20|19,0,6,1,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|7|1|S2_rare_cells|nearest_continuous_better|5|0,0,7,1,S2_rare_cells,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|8|0|S2_rare_cells|nearest_continuous_better|17|15,0,8,0,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|9|0|S2_rare_cells|nearest_continuous_better|19|18,0,9,0,S2_rare_cells,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
0|9|1|S2_rare_cells|nearest_continuous_better|12|13,0,9,1,S2_rare_cells,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|1|0|S2_rare_cells|nearest_continuous_better|6|5,1,1,0,S2_rare_cells,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|1|1|S2_rare_cells|nearest_continuous_better|16|15,1,1,1,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|2|0|S2_rare_cells|nearest_continuous_better|18|17,1,2,0,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|2|1|S2_rare_cells|nearest_continuous_better|2|1,1,2,1,S2_rare_cells,0,1,1,0,0,1,selected,selected,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|3|0|S2_rare_cells|nearest_continuous_better|8|11,1,3,0,S2_rare_cells,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|3|1|S2_rare_cells|nearest_continuous_better|11|3,1,3,1,S2_rare_cells,0,1,0,1,0,1,selected,better,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|5|1|S2_rare_cells|nearest_continuous_better|17|16,1,5,1,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|6|0|S2_rare_cells|nearest_continuous_better|18|17,1,6,0,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|6|1|S2_rare_cells|nearest_continuous_better|6|5,1,6,1,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|7|1|S2_rare_cells|nearest_continuous_better|15|14,1,7,1,S2_rare_cells,0,1,1,1,0,1,selected,better,selected,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|8|0|S2_rare_cells|nearest_continuous_better|15|14,1,8,0,S2_rare_cells,0,1,0,1,0,1,selected,better,flat,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|8|1|S2_rare_cells|nearest_continuous_better|21|20,1,8,1,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
1|9|1|S2_rare_cells|nearest_continuous_better|14|16,1,9,1,S2_rare_cells,0,1,0,0,0,1,selected,selected,better,selected_chosen_by_actual_ucl_rule_better_ucl_unavailable
