path,size_bytes,over_50mb,passed
oaci/reports/C56_INFORMATION_BOUNDARY_FORMALIZATION.md,675,0,1
oaci/reports/C56_LITERATURE_ALIGNMENT.md,1276,0,1
oaci/reports/C56_MECHANISM_CLOSURE_REVIEW_GAUNTLET.json,3924,0,1
oaci/reports/C56_MECHANISM_CLOSURE_REVIEW_GAUNTLET.md,2328,0,1
oaci/reports/C56_RED_TEAM_VERIFICATION.md,1100,0,1
oaci/reports/C56_REVIEWER_QA_DOSSIER.md,2683,0,1
oaci/reports/C56_REVIEW_DECISION.md,245,0,1
oaci/reports/c56_tables/availability_ledger.csv,1678,0,1
oaci/reports/c56_tables/c55_null_provenance.csv,2195,0,1
oaci/reports/c56_tables/claim_support_matrix.csv,1029,0,1
oaci/reports/c56_tables/claim_to_literature_map.csv,1097,0,1
oaci/reports/c56_tables/closed_escape_hatches.csv,871,0,1
oaci/reports/c56_tables/forbidden_claim_scan.csv,420,0,1
oaci/reports/c56_tables/forbidden_literature_overclaims.csv,400,0,1
oaci/reports/c56_tables/information_class_ladder.csv,1088,0,1
oaci/reports/c56_tables/key_number_provenance.csv,5392,0,1
oaci/reports/c56_tables/literature_alignment_matrix.csv,1459,0,1
oaci/reports/c56_tables/mechanism_edges.csv,1022,0,1
oaci/reports/c56_tables/mechanism_nodes.csv,1427,0,1
oaci/reports/c56_tables/milestone_evidence_ledger.csv,7905,0,1
oaci/reports/c56_tables/non_theorem_guardrails.csv,323,0,1
oaci/reports/c56_tables/open_caveats.csv,463,0,1
oaci/reports/c56_tables/red_team_failure_ledger.csv,981,0,1
oaci/reports/c56_tables/reviewer_answer_evidence_map.csv,922,0,1
oaci/reports/c56_tables/reviewer_question_bank.csv,2439,0,1
oaci/reports/c56_tables/schema_validation_summary.csv,879,0,1
oaci/reports/c56_tables/sufficiency_boundary_matrix.csv,919,0,1
oaci/reports/c56_tables/target_label_use_ledger.csv,835,0,1
oaci/reports/c56_tables/taxonomy_timeline.csv,25419,0,1
oaci/reports/c56_tables/test_command_manifest.csv,547,0,1
oaci/reports/c56_tables/theory_candidate_statements.csv,487,0,1
oaci/reports/c56_tables/validation_timeline.csv,3390,0,1
