path,size_bytes,sha256,git_blob
oaci/multidataset/c84r_regression_suite.py,3217,aeae6e5d9ae638bfd0e6a5ec0c6c15bde3db72060a5a1e60269759596770df47,8a21512f3be66858b745c3a54c72a7cf73336b26
oaci/reports/C84A_PM_REALIZED_POLICY_USE_ADDENDUM.json,2603,6dd1d03d9f15f3cf45ba594e6946ebfc556bd3902559bd36f995cd10145734c5,4b143858350e57d14cc704f1a5001a25b3fc9e0e
oaci/reports/C84A_PM_REALIZED_POLICY_USE_ADDENDUM.md,2566,188476f31f34e0331c35cf80967f4a0112d8f05593e527e3bfcbae3ebeeacdf0,13a59d440503bb1e752fc1755dd266566ff33df7
oaci/reports/C84A_PM_REALIZED_POLICY_USE_ADDENDUM.sha256,214,bc4464ea92d8f670cd1ddd464fc2bb790e10e31d637d9e6d9a7c339e9f8b4aeb,1c1854d15bdfec9d8389735dfe3dbb6ead2e9f35
oaci/reports/C85P_FINAL_REPORT_RED_TEAM.md,6116,86b387ded61145991b1e439b4f06992c493ca3734f167c2352c7816fcec1c9e0,14a836cf3bc06d3b3cd5f51dd18aa84d02e6386d
oaci/reports/C85P_PROTOCOL_READINESS.md,9017,c6171279083cbcb7f120e0dd7f9ebd7c58d05573dc8fe87c2d63a22a8d1bbd76,d0930b55a7ed61099f6fcbf40eb26719c67445fd
oaci/reports/C85P_REGRESSION_VERIFICATION.md,2865,0da573810b0342206c261910f2bbce3e9f096bdab8dc59c8d5179cab573d53e7,132d1d6345fdedc03b48173da70679b80309bb68
oaci/reports/C85R_FINAL_REPORT_RED_TEAM.md,5560,61fddce95365368985839a897d2e0bafd8e2bd3c4af1c7efc446268bad947c67,c5ce1d2c9faaebdc52906aeb9674e1ec6003fc36
oaci/reports/C85R_OVERALL_REPORT.json,12552,639c0db9d91b200a8e04904593120c0844c7531ecda749249d49084b07b7ec58,7b868dcce0a1eadad9fd6fede578f0642d91df44
oaci/reports/C85R_OVERALL_REPORT.md,16856,a366112536b3dd04769f7e4cdcf5b171c0b2c2218be2ce633c2d886da08929b9,860c123c6047a91bdb8ac8a9fa831685e42eb3e3
oaci/reports/C85R_OVERALL_REPORT.sha256,180,8ed43af798c083dedf143dea5786b9e5351df1d6551368bb4b160d7ebbd5c644,f03c94d31001b46630c0e79806280075766105c9
oaci/reports/C85R_PROTOCOL_READINESS.md,7256,14580fc1ce51ea341a02818e342e09df905cd6211b5d4f7b1ad926535f1276c4,bf3febc7c6018a1b0e7daee8e46ea56f9da049f6
oaci/reports/C85R_PROTOCOL_TIMING_AUDIT.md,1940,9da874e7b816b715bb49565a616cf148397accc1d9886fa596cbabf09f50fff7,d944916fc3913554722ee8e255498da624b93cb7
oaci/reports/C85R_REGRESSION_VERIFICATION.md,2528,8529bc24dcee90dafd858f447dc3bbb3dedf6bbb6fef376d715529c0cf0383c4,219daf49163ab5fae998a43427967c075836b724
oaci/reports/C85R_SYNTHETIC_CONTRACT_SEMANTIC_REPAIR_PROTOCOL.json,7893,e37bb444fdd174ba4ca1f95e91d9193378f11dd0ef2aeac3e03cbf6249a34b68,af9768cb203ea0d1b04f58816de7c1ae0f642fa0
oaci/reports/C85R_SYNTHETIC_CONTRACT_SEMANTIC_REPAIR_PROTOCOL.sha256,120,d9adbe95f2f59c19a7219e1c36e7c813824bf13d3b2343a7bb5a60b1fcd31c91,16c796dc8352bb8caeeebcee4e0db250fc8b7588
oaci/reports/C85TR1_EXECUTION_GUARD_RNG_PERSISTENCE_AND_PROOF_REVIEW_PROTOCOL.json,11317,9c0a7084a7ddd83ef96b8d7f95faf89138829729c0acc5c3d6baeb0ef87ab13d,137f9062f897cf4d1dc4c96c13b3d8a0012dfb40
oaci/reports/C85TR1_EXECUTION_GUARD_RNG_PERSISTENCE_AND_PROOF_REVIEW_PROTOCOL.sha256,136,463375db25af630f4d0171a4f6813d432cb2a92a5be5655a5708fd519c1ae115,3aa26cbf06a4756f26ffce456df077ec6b857bb8
oaci/reports/C85TR1_PROTOCOL_TIMING_AUDIT.md,3452,fe076c6510e383410fc435e40910d27a9a8a22550b67092c72a2b333bda87b54,5a9f78b8f7e93d6607f9e72c175cf106af8ffa76
oaci/reports/C85TR2_AUTHORIZATION_CERTIFICATE_ATOMIC_TRANSACTION_AND_RESULT_REPLAY_PROTOCOL.json,14359,f9a1db908f34818b7551c0d4f8de65fa7a11e71c41b8e5fe28824f042904a844,29b3d541f601ea397098f2dfc0d06f02d4ec6fc9
oaci/reports/C85TR2_AUTHORIZATION_CERTIFICATE_ATOMIC_TRANSACTION_AND_RESULT_REPLAY_PROTOCOL.sha256,150,da190ac2a4d05dd20ed8811ef8c6994ab2b4a5bd70652ab041376674fed8606b,c3d0a85f9566cd4043793797f69b7ddbb5342bb0
