dataset,target_subject,source_seed,method,n_eval,class_counts_eval,acc,bacc,prediction_hash,logits_hash,status,failure_reason,protocol,official_repo,official_sha,runner_commit,source_subjects,source_n,target_session,adapt_n,eval_n,source_idx_sha256,adapt_idx_sha256,eval_idx_sha256,parameter_t,source_model_sha256,train_seconds,adapt_seconds,eval_seconds,macro_f1
BNCI2014_001,1,0,source_only_tsmnet,72,"[36,36]",0.5,0.5,b34275f9b47303137d4f0937b481a60a93eb6509a74a5b0c4cb0c89671ff30a4,6e752f0eeb31c3ec0e5ef578b05337cb2ed0a2e07229fcdb7f973e9bf028d256,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,383b6b11205552a6924c15d56c2d78af0eebe1e910dc4ae11b659f9e8e442660,84.78104138374329,0.0,0.017296314239501953,0.3333333333333333
BNCI2014_001,1,0,rct,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,7b004b1b501dda0a289a25af1e1ab065f9a913a155dac256e374c22e9152e164,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,383b6b11205552a6924c15d56c2d78af0eebe1e910dc4ae11b659f9e8e442660,84.78104138374329,0.061278581619262695,0.019681215286254883,0.8017309205350118
BNCI2014_001,1,0,spdim_geodesic,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,38bc61eb7fe1234572c5c63c3f7583445022008012e5b02b67373dd54a328394,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0099570365253483,383b6b11205552a6924c15d56c2d78af0eebe1e910dc4ae11b659f9e8e442660,84.78104138374329,0.973560094833374,0.01967644691467285,0.8017309205350118
BNCI2014_001,1,0,spdim_bias,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,30af105735d3f4a67a8ed7813c8401386905f15ea5e40745c550b81d12c4f747,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,383b6b11205552a6924c15d56c2d78af0eebe1e910dc4ae11b659f9e8e442660,84.78104138374329,1.0459449291229248,0.019829750061035156,0.8017309205350118
BNCI2014_001,2,0,source_only_tsmnet,72,"[36,36]",0.5416666666666666,0.5416666666666667,da1ebc9c5b39b33d94bacf6b299705186f8221445d9915aeb2b0aea0304c61d7,78b240b75d84f99e6c3a4779312fbdc9a6fa282387cf54bd226381ebc2b54739,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,9130474fb4088a5134f815d7dcf4c5ff62fa9899108a9559beb9f8741fa5e93e,86.286625623703,0.0,0.015303611755371094,0.4990512333965844
BNCI2014_001,2,0,rct,72,"[36,36]",0.5416666666666666,0.5416666666666667,e6f084119a953d9df42df006101875060addddf82f2d3032008d9ec5e6981913,0ce0eaea298a1d777505cd0c64963c48aef263fabe91b23a132f9d360893ed3d,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,9130474fb4088a5134f815d7dcf4c5ff62fa9899108a9559beb9f8741fa5e93e,86.286625623703,0.06013131141662598,0.019583463668823242,0.5408695652173914
BNCI2014_001,2,0,spdim_geodesic,72,"[36,36]",0.5138888888888888,0.5138888888888888,26ab429c7d009393ea91db3c87a4085e27bd1549c5d65c58845465529ec78373,5e94f3436a4c2971830029a8745975c3458b0260592706c360575dfa0c3071d5,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.026572807866483,9130474fb4088a5134f815d7dcf4c5ff62fa9899108a9559beb9f8741fa5e93e,86.286625623703,0.9695384502410889,0.019290924072265625,0.5137950993633031
BNCI2014_001,2,0,spdim_bias,72,"[36,36]",0.5138888888888888,0.513888888888889,9cf66ad4d5a661d9423a31c34b87aec1c7c634e4c4dcab26f0241345eb6b58f5,b73d5f7fc4fb33c87c14f6a7359378cc4879a8498f881b1f8717de9314e7e664,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,9130474fb4088a5134f815d7dcf4c5ff62fa9899108a9559beb9f8741fa5e93e,86.286625623703,1.0063631534576416,0.019262075424194336,0.5092502434274586
BNCI2014_001,3,0,source_only_tsmnet,72,"[36,36]",0.8333333333333334,0.8333333333333333,bd548a2829e512300f1add6663db72206495ac9f1943489c626f3fbd33bd4717,bec31047630ab2702152596ee24c1e8162176fef2cca935d49d4237721e4ead6,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,71867da1f6cabd9ea15c207808b9535c7cf81d4c69884679bed734b99779c53e,82.54628705978394,0.0,0.015205621719360352,0.8300550747442959
BNCI2014_001,3,0,rct,72,"[36,36]",0.875,0.875,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,50d7a559b87db142920ffc4dd2b8ca626f325b61b822876bbb78e9aa8af85baa,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a8b93682c152a428f9689f9941efaff486606336,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,71867da1f6cabd9ea15c207808b9535c7cf81d4c69884679bed734b99779c53e,82.54628705978394,0.067047119140625,0.019900798797607422,0.873807205452775
