dataset,target_subject,source_seed,method,n_eval,class_counts_eval,acc,bacc,prediction_hash,logits_hash,status,failure_reason,protocol,official_repo,official_sha,runner_commit,source_subjects,source_n,target_session,adapt_n,eval_n,source_idx_sha256,adapt_idx_sha256,eval_idx_sha256,parameter_t,source_model_sha256,train_seconds,adapt_seconds,eval_seconds,macro_f1
BNCI2014_001,1,0,source_only_tsmnet,72,"[36,36]",0.5,0.5,b34275f9b47303137d4f0937b481a60a93eb6509a74a5b0c4cb0c89671ff30a4,a74404b6b602bdf56d7fb17fe8516105fb69b4dea170e6d69b31d438e567316d,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,451a384ad8c1f256c26deac7891b25cc1335c8ff70b5f364b04b6747afed1f77,51.32081317901611,0.0,0.012398004531860352,0.3333333333333333
BNCI2014_001,1,0,rct,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,7fa770099c3f1d23857c2de0d410dd0e463d7b7a560727a71f55565092b77ebf,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,451a384ad8c1f256c26deac7891b25cc1335c8ff70b5f364b04b6747afed1f77,51.32081317901611,0.035448551177978516,0.013067960739135742,0.8017309205350118
BNCI2014_001,1,0,spdim_geodesic,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,58d6b1be9961346efc15562cfa4e5093d41cae7782b1e66da2a1677fbea1152c,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.009960629871438,451a384ad8c1f256c26deac7891b25cc1335c8ff70b5f364b04b6747afed1f77,51.32081317901611,0.6780269145965576,0.013177871704101562,0.8017309205350118
BNCI2014_001,1,0,spdim_bias,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,9e4fb3a238477de5b47486db088942f2a4e426fdeaff959b892fc5071b7e1d5e,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,451a384ad8c1f256c26deac7891b25cc1335c8ff70b5f364b04b6747afed1f77,51.32081317901611,0.7096915245056152,0.013125181198120117,0.8017309205350118
BNCI2014_001,2,0,source_only_tsmnet,72,"[36,36]",0.5416666666666666,0.5416666666666667,da1ebc9c5b39b33d94bacf6b299705186f8221445d9915aeb2b0aea0304c61d7,91dbc7051d5058aca108bf498f02dca4bafeb35def54211a315a8967456c7b6f,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,1c7193ab4a3a5161a0dd9f7030a2e77f98d6d7e1604bcdeda5877e6642f878bb,49.183003425598145,0.0,0.009860992431640625,0.4990512333965844
BNCI2014_001,2,0,rct,72,"[36,36]",0.5416666666666666,0.5416666666666667,e6f084119a953d9df42df006101875060addddf82f2d3032008d9ec5e6981913,45e5f7fc599ddbbd7fbc250d6a87bbe3da09bc6e985ee8c24bf85f6555e84dfe,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,1c7193ab4a3a5161a0dd9f7030a2e77f98d6d7e1604bcdeda5877e6642f878bb,49.183003425598145,0.03483223915100098,0.012972354888916016,0.5408695652173914
BNCI2014_001,2,0,spdim_geodesic,72,"[36,36]",0.5138888888888888,0.5138888888888888,26ab429c7d009393ea91db3c87a4085e27bd1549c5d65c58845465529ec78373,3faedc0fecc93f7b4eed56242c7c5ed86be9f7f5cf6c0e1598c5d1d3a52adab4,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.026570017861779,1c7193ab4a3a5161a0dd9f7030a2e77f98d6d7e1604bcdeda5877e6642f878bb,49.183003425598145,0.66998291015625,0.013347864151000977,0.5137950993633031
BNCI2014_001,2,0,spdim_bias,72,"[36,36]",0.5138888888888888,0.513888888888889,9cf66ad4d5a661d9423a31c34b87aec1c7c634e4c4dcab26f0241345eb6b58f5,24eb1e543b5ba226640f3ab1445e3e12c6072a3dd146920692b717fe93112349,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,1c7193ab4a3a5161a0dd9f7030a2e77f98d6d7e1604bcdeda5877e6642f878bb,49.183003425598145,0.7120318412780762,0.013116598129272461,0.5092502434274586
BNCI2014_001,3,0,source_only_tsmnet,72,"[36,36]",0.8333333333333334,0.8333333333333333,bd548a2829e512300f1add6663db72206495ac9f1943489c626f3fbd33bd4717,a5dd07c7d1ad1c827a92ca14de05ebce4475770d0b666698a2fd8f9489d025ed,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,2f2c2c324e97b822fef271d0ed0b511d6e5c2d855b6fb335985c4fa195ed6622,49.13967251777649,0.0,0.009799957275390625,0.8300550747442959
BNCI2014_001,3,0,rct,72,"[36,36]",0.875,0.875,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,fc2c56a0212663aa6c314ec64e8f838bf4fc1b3fe7c2ff50b04f0b29c1847e22,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,a749ba953b7f625cf713ab6673a569264c38af6a,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,2f2c2c324e97b822fef271d0ed0b511d6e5c2d855b6fb335985c4fa195ed6622,49.13967251777649,0.03459048271179199,0.012782812118530273,0.873807205452775
