dataset,target_subject,source_seed,method,n_eval,class_counts_eval,acc,bacc,prediction_hash,logits_hash,status,failure_reason,protocol,official_repo,official_sha,runner_commit,source_subjects,source_n,target_session,adapt_n,eval_n,source_idx_sha256,adapt_idx_sha256,eval_idx_sha256,parameter_t,source_model_sha256,train_seconds,adapt_seconds,eval_seconds,macro_f1
BNCI2014_001,1,0,source_only_tsmnet,72,"[36,36]",0.5,0.5,b34275f9b47303137d4f0937b481a60a93eb6509a74a5b0c4cb0c89671ff30a4,422e555cd382b5156eff755499b115fdc7a12ecf2d1b3f814740ead38f0ff882,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,b9d04ce1dc6c3ac5242b524167eddf8840a37411b83ceef32c2a09b4b4795faf,50.96040892601013,0.0,0.012428522109985352,0.3333333333333333
BNCI2014_001,1,0,rct,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,3da3af9ffa6e012761b5a644749dbb35a183c0bfd081ba5d2b7320ad1e05b4da,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,b9d04ce1dc6c3ac5242b524167eddf8840a37411b83ceef32c2a09b4b4795faf,50.96040892601013,0.035726070404052734,0.01314091682434082,0.8017309205350118
BNCI2014_001,1,0,spdim_geodesic,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,247176528e94fc049cb28064f63afb7fae15ab45fe7bcdee0fadaedd3648245d,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.009955782075332,b9d04ce1dc6c3ac5242b524167eddf8840a37411b83ceef32c2a09b4b4795faf,50.96040892601013,0.6800599098205566,0.013184070587158203,0.8017309205350118
BNCI2014_001,1,0,spdim_bias,72,"[36,36]",0.8055555555555556,0.8055555555555556,ecae87fa83666fe35a3707860e4c3a4a65debbf960a8f266622f571aaef81304,c57ae24898016ba4fa94ae154934a8454d8f78fa92b0a8cbd19581edaa96a278,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,2 3 4 5 6 7 8 9,2304,0,72,72,e465e339076ddda8a860f1cf45b08ae0f29c0edb6d28ce5a64253851137c54f0,a795e5bc03ed5f1f953e4539af97da663030b8db4faa31de506ad5cdd98478a0,bd9a2c8fbf053af0e055841916ee360363cf260d55f96945c7db0b7a4c89e968,1.0,b9d04ce1dc6c3ac5242b524167eddf8840a37411b83ceef32c2a09b4b4795faf,50.96040892601013,0.7121107578277588,0.0131683349609375,0.8017309205350118
BNCI2014_001,2,0,source_only_tsmnet,72,"[36,36]",0.5416666666666666,0.5416666666666667,da1ebc9c5b39b33d94bacf6b299705186f8221445d9915aeb2b0aea0304c61d7,85ffb36abcdb2d507a1506c73e3f11cf7045c3163bc8ac755ebe3c3b0e284ec4,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,f4db2e28b9ed135a504b97fc17ec382968d8b5f78cfb8f762297688fee232227,48.978853940963745,0.0,0.00999903678894043,0.4990512333965844
BNCI2014_001,2,0,rct,72,"[36,36]",0.5416666666666666,0.5416666666666667,e6f084119a953d9df42df006101875060addddf82f2d3032008d9ec5e6981913,579de22860229dfef903f29b20f6373083c866fbbc9653e4085a92c9acfac4b5,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,f4db2e28b9ed135a504b97fc17ec382968d8b5f78cfb8f762297688fee232227,48.978853940963745,0.034374237060546875,0.012995719909667969,0.5408695652173914
BNCI2014_001,2,0,spdim_geodesic,72,"[36,36]",0.5138888888888888,0.5138888888888888,26ab429c7d009393ea91db3c87a4085e27bd1549c5d65c58845465529ec78373,b3152d2711ea6a7fe4db31b1764bce123b21b2d1bb5da3eea3b403c50c065cb5,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0265732113683974,f4db2e28b9ed135a504b97fc17ec382968d8b5f78cfb8f762297688fee232227,48.978853940963745,0.6701831817626953,0.012870550155639648,0.5137950993633031
BNCI2014_001,2,0,spdim_bias,72,"[36,36]",0.5138888888888888,0.513888888888889,9cf66ad4d5a661d9423a31c34b87aec1c7c634e4c4dcab26f0241345eb6b58f5,a20652f17179ff253fd9e6386e8837fa320c7726eb67014db924f9d59ba6f73c,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 3 4 5 6 7 8 9,2304,0,72,72,4dd237e1cabcefd1aa31a8a1730d193129224f058f3769f7aaaef0014dc524a1,cc4401006f5feeefd43a9469805dc4d090e4626bbd85a3a17041446d75fa0e18,0527f89d06fc7cca1421b2dc6dc3e5698f98a2fd6e47a769090600079bc0d2c8,1.0,f4db2e28b9ed135a504b97fc17ec382968d8b5f78cfb8f762297688fee232227,48.978853940963745,0.7073080539703369,0.012896299362182617,0.5092502434274586
BNCI2014_001,3,0,source_only_tsmnet,72,"[36,36]",0.8333333333333334,0.8333333333333333,bd548a2829e512300f1add6663db72206495ac9f1943489c626f3fbd33bd4717,7fbe1fc7481adb2b0fdd723a1187f4f665f272a20736eb38d4cba57b8d6a832e,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,b72bb3994879513e85ce765874b43207c2204645672a7a518067857156c7efe0,48.932361125946045,0.0,0.010029315948486328,0.8300550747442959
BNCI2014_001,3,0,rct,72,"[36,36]",0.875,0.875,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,1fe8836c3739745ca80fd22934effef69710974231e559cfbd94e9aa28004ada,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,1.0,b72bb3994879513e85ce765874b43207c2204645672a7a518067857156c7efe0,48.932361125946045,0.035065412521362305,0.01308751106262207,0.873807205452775
BNCI2014_001,3,0,spdim_geodesic,72,"[36,36]",0.875,0.875,44a12b2181179a01214f02e49f7adcf77a51443397554895f238ae90129fc4f4,714855c6b76be831c46bf072acb363b0a870ac98667cf10263327b5b599b8f34,ok,,W1_LOSO_first_session_contiguous_split,https://github.com/fightlesliefigt/SPDIM,1b0de0ccd4c48a4ff28f087b866a0b671b029c39,6a6e5b7758fe3d5130f87ea274be32ba6598dcd7,1 2 4 5 6 7 8 9,2304,0,72,72,e3b6f35e06b543e17c94e9713cd4b0d45afb4cde11e1321f8456e8437bf11a8d,25603e169e34bbfe166b47142ed08a1db973413f0598f18bc424df053c885472,7ce12a1e4d5f1a656b9ddc531b4c76f41aa647911ccfefe9fafc534ceb4c8e1a,0.9875181813303693,b72bb3994879513e85ce765874b43207c2204645672a7a518067857156c7efe0,48.932361125946045,0.6745147705078125,0.012895584106445312,0.873807205452775
