dataset,backbone,fold_id,seed,feature_artifact_path,feature_artifact_hash,feature_artifact_hash_matches_handoff,has_model_checkpoint,has_classifier_head,has_bn_buffers,has_feature_normalizer,has_source_split,has_target_X,has_source_X,has_raw_or_preprocessed_input,can_forward_model,can_copy_model_without_mutation,can_recompute_bn_buffers_on_copy,can_disable_dropout,can_eval_frozen_bn,can_emit_logits_without_target_y,status,reject_reason
BNCI2014_001,EEGConformerMini,1,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,8277da2aecd76f636e20cb136aab2c529d37766c190d86efa6768c49690f2133,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,2,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,23230deba0ea0fc6ebf1c34a9f2ae86e3d5a822ca4f0a3e36bfc59f897f22c30,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,3,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,9293e9f6db29322f48d374cf122eec566dc29543fc90ae05c7ed191b4d88c63a,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,4,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,a69a1d55f76a48bc95abf3a385a845238879a8fe3aeffe5fd4e5110aac791299,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,5,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_5.npz,962870436f3943a9e3d4382ac711b8c6c3d7bada5ad2969e1f5e65339962b5fd,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,6,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_6.npz,b0d3f596774888cf9cc84b2101584518bea5b81638921a33b32c52a2884650bb,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,7,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_7.npz,6bf8e1b77697afba6588550497ed6cfb6a631a1ef1f6f87c5e7d97f04048613f,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,8,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_8.npz,0c2dcaaf996df468b4a8a2f3a21896570ee4756f800f85ae5f546474be80fa4d,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGConformerMini,9,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_9.npz,59c626d1ba3c4c692fb72cc9b433a44e1301e58b212e14e07edaa2d3d4cebebd,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
BNCI2014_001,EEGNetMini,1,0,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGNetMini_seed0_1.npz,93fe6b326cc721570287883d3bc883e80a825f33c075f9aacf768b0df0cb9510,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,REJECT,"missing has_model_checkpoint, has_classifier_head, has_bn_buffers, has_target_X, has_source_X, has_raw_or_preprocessed_input, can_forward_model, can_copy_model_without_mutation, can_recompute_bn_buffers_on_copy, can_disable_dropout, can_eval_frozen_bn, can_emit_logits_without_target_y"
