scenario,rank_signal,gauge_scale,common_offset,source_hit,endpoint_hit,source_error,partition_gain,cs_proxy,pair_flip_possible,multi_candidate_proxy_only,expected_behavior_pass
candidate_specific_gauge,1.0,0.0,0,0.97725,0.9444444444444444,0.022750000000000048,-0.03280555555555553,0.0006295620499528474,0,1,1
candidate_specific_gauge,1.0,0.25,0,0.9999683287581669,0.9444444444444444,3.1671241833119965e-05,-0.05552388431372246,0.0017252548641134,1,1,1
candidate_specific_gauge,1.0,0.5,0,0.9772498680518208,0.9444444444444444,0.02275013194817922,-0.03280542360737637,0.0006295571484760214,1,1,1
candidate_specific_gauge,1.0,1.0,0,0.8413447460685429,0.9444444444444444,0.15865525393145707,0.1030996983759015,0.008166774242008458,1,1,1
candidate_specific_gauge,1.0,1.5,0,0.7475074624530771,0.9444444444444444,0.2524925375469229,0.19693698199136733,0.036073706375661714,1,1,1
candidate_specific_gauge,1.0,2.0,0,0.6914624612740131,0.9444444444444444,0.3085375387259869,0.2529819831704313,0.06660510250416625,1,1,1
target_local_common_offset,1.0,0.0,-2.0,0.97725,0.97725,0.022750000000000048,0.0,0.0,0,0,1
target_local_common_offset,1.0,0.0,-1.0,0.97725,0.97725,0.022750000000000048,0.0,0.0,0,0,1
target_local_common_offset,1.0,0.0,0.0,0.97725,0.97725,0.022750000000000048,0.0,0.0,0,0,1
target_local_common_offset,1.0,0.0,1.0,0.97725,0.97725,0.022750000000000048,0.0,0.0,0,0,1
target_local_common_offset,1.0,0.0,2.0,0.97725,0.97725,0.022750000000000048,0.0,0.0,0,0,1
