dataset,backbone,fold_id,feature_npz,candidate_name,dropped_units,decision,utility,leakage_before,leakage_after,leakage_drop,leakage_drop_frac,random_drop_abs,random_drop_frac,source_bacc_before,source_bacc_after,source_bacc_drop,source_ce_delta,source_nll_delta,effective_rank_ratio,collapse_guard_passed,permutation_null_advantage,grouped_overlap_free,target_label_role,deployable,mask_materialized
BNCI2014_001,EEGConformerMini,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,drop_top_4_of_32,9;15;31;30,REPORT_ONLY,4222414.137325145,0.2148582175925926,0.17228009259259258,0.04257812500000002,0.19816847350346786,0.015056630291005318,0.07007705108843092,0.8984375,0.8984375,0.0,-0.0007603447518355066,-0.0007603447518355066,0.9416659584517897,True,0.01658884198427672,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,drop_top_1_of_32,9,REPORT_ONLY,26.783017004160868,0.2148582175925926,0.19716021825396826,0.017697999338624343,0.08237059553469224,0.0013235780423280497,0.0061602393297229,0.8984375,0.8977864583333333,0.0006510416666667407,-0.004853488248193538,-0.004853488248193538,0.9804657530247235,True,0.006691327970903702,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,1,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_1.npz,drop_top_2_of_32,9;15,REPORT_ONLY,-2098968.854472496,0.2148582175925926,0.2371607497165533,-0.02230253212396069,-0.10380115954536144,0.008287037037037065,0.03856979327991394,0.8984375,0.8988715277777778,-0.0004340277777777901,-0.003515100474644317,-0.003515100474644317,0.9505747687094313,True,0.003075172103742141,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,drop_top_4_of_32,4;19;31;11,REPORT_ONLY,14.431217739305236,0.31264467592592593,0.29676545965608464,0.01587921626984129,0.05078997818470291,0.005309606481481488,0.016982878297084704,0.9225260416666666,0.9214409722222222,0.0010850694444444198,0.006482263992474702,0.006482263992474702,0.9361027423479823,True,0.0068349596582802374,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,drop_top_2_of_32,4;19,REPORT_ONLY,-34.66677550625598,0.31264467592592593,0.35239601048752833,-0.0397513345616024,-0.12714540698278382,-0.0005055390211640698,-0.001616976267601134,0.9225260416666666,0.9214409722222222,0.0010850694444444198,0.01220100063863877,0.01220100063863877,0.9654005188604617,True,0.022944575106672183,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,2,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_2.npz,drop_top_1_of_32,4,REPORT_ONLY,-132492.27011604686,0.31264467592592593,0.31399016203703706,-0.0013454861111111271,-0.004303563165201347,-0.001963458994709011,-0.006280161300985045,0.9225260416666666,0.9242621527777779,-0.0017361111111112715,0.015762094501985624,0.015762094501985624,0.9810630350748062,True,0.016550771135682988,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,3,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,drop_top_4_of_32,23;7;9;19,REPORT_ONLY,22.89503750864576,0.2852719907407407,0.2451781580687831,0.040093832671957624,0.14054598408995392,0.020588210978836008,0.07217046063785094,0.9025607638888888,0.9008246527777779,0.0017361111111109384,0.00182733226676135,0.00182733226676135,0.9267778286007674,True,0.010817911072230882,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,3,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,drop_top_1_of_32,23,REPORT_ONLY,7.6136537557009625,0.2852719907407407,0.27027323082010585,0.014998759920634874,0.05257705070059248,0.012547123015873018,0.04398301769231885,0.9025607638888888,0.900607638888889,0.001953124999999889,0.008308235889720128,0.008308235889720128,0.9811474963200474,True,0.016723997358576142,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,3,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_3.npz,drop_top_2_of_32,23;7,REPORT_ONLY,-5.9799743389119655,0.2852719907407407,0.303250779478458,-0.0179787887377173,-0.06302332272801602,0.016299603174603217,0.0571370611334098,0.9025607638888888,0.8997395833333333,0.0028211805555555802,0.005217293298580172,0.005217293298580172,0.9718636192760232,True,0.010144364706729456,True,diagnostic_only,False,False
BNCI2014_001,EEGConformerMini,4,results/cedar/feature_supply/cedar01f_bnci2014_001_seed0/BNCI2014_001_EEGConformerMini_seed0_4.npz,drop_top_4_of_32,6;15;10;30,REPORT_ONLY,64.51020622753425,0.2904079861111111,0.26163814484126985,0.02876984126984128,0.09906697696265775,0.01772404100529107,0.06103152066386283,0.8921440972222223,0.8917100694444444,0.00043402777777790114,0.0031541286042179872,0.0031541286042179872,0.9365416555389994,True,0.010383405277443936,True,diagnostic_only,False,False
