dataset,backbone,feature_object,training_method,heldout_subject,seed,policy,accepted,refusal_reason,policy_positive,rank,chance,source_task_full,source_task_after_erasure,source_cv_task_drop,subject_decode_full,subject_decode_after_erasure,subject_decode_random,subject_decode_reduction,subject_reduction_vs_random,task_direction_consistency,task_direction_consistency_p,config_hash,git_sha,gated_target_bacc,identity_target_bacc,gated_minus_identity
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G0,True,,,10,0.5,0.6488888888888888,0.6276666666666666,0.021222222222222253,0.7435897435897436,0.057692307692307696,0.7224358974358973,0.6858974358974359,0.6647435897435896,0.40012276539524994,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.6174999999999999,0.625,-0.007500000000000062
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G1,False,source_task_drop>0.02,,10,0.5,0.6488888888888888,0.6276666666666666,0.021222222222222253,0.7435897435897436,0.057692307692307696,0.7224358974358973,0.6858974358974359,0.6647435897435896,0.40012276539524994,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.625,0.625,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G2,False,source_task_drop>0.02,,10,0.5,0.6488888888888888,0.6276666666666666,0.021222222222222253,0.7435897435897436,0.057692307692307696,0.7224358974358973,0.6858974358974359,0.6647435897435896,0.40012276539524994,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.625,0.625,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,0,G3,False,source_task_drop>0.02,,10,0.5,0.6488888888888888,0.6276666666666666,0.021222222222222253,0.7435897435897436,0.057692307692307696,0.7224358974358973,0.6858974358974359,0.6647435897435896,0.40012276539524994,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.625,0.625,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G0,True,,,10,0.5,0.6809999999999999,0.6562222222222223,0.024777777777777676,0.6901709401709402,0.049145299145299144,0.6938034188034187,0.641025641025641,0.6446581196581195,0.2716212774208712,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.605,0.705,-0.09999999999999998
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G1,False,source_task_drop>0.02,,10,0.5,0.6809999999999999,0.6562222222222223,0.024777777777777676,0.6901709401709402,0.049145299145299144,0.6938034188034187,0.641025641025641,0.6446581196581195,0.2716212774208712,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.705,0.705,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G2,False,source_task_drop>0.02,,10,0.5,0.6809999999999999,0.6562222222222223,0.024777777777777676,0.6901709401709402,0.049145299145299144,0.6938034188034187,0.641025641025641,0.6446581196581195,0.2716212774208712,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.705,0.705,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,1,G3,False,source_task_drop>0.02,,10,0.5,0.6809999999999999,0.6562222222222223,0.024777777777777676,0.6901709401709402,0.049145299145299144,0.6938034188034187,0.641025641025641,0.6446581196581195,0.2716212774208712,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.705,0.705,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G0,True,,,10,0.5,0.6528888888888889,0.6283333333333333,0.024555555555555553,0.7051282051282052,0.04487179487179487,0.6990384615384615,0.6602564102564104,0.6541666666666667,0.28634697014009136,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.56,0.5700000000000001,-0.010000000000000009
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G1,False,source_task_drop>0.02,,10,0.5,0.6528888888888889,0.6283333333333333,0.024555555555555553,0.7051282051282052,0.04487179487179487,0.6990384615384615,0.6602564102564104,0.6541666666666667,0.28634697014009136,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.5700000000000001,0.5700000000000001,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G2,False,source_task_drop>0.02,,10,0.5,0.6528888888888889,0.6283333333333333,0.024555555555555553,0.7051282051282052,0.04487179487179487,0.6990384615384615,0.6602564102564104,0.6541666666666667,0.28634697014009136,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.5700000000000001,0.5700000000000001,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,1,2,G3,False,source_task_drop>0.02,,10,0.5,0.6528888888888889,0.6283333333333333,0.024555555555555553,0.7051282051282052,0.04487179487179487,0.6990384615384615,0.6602564102564104,0.6541666666666667,0.28634697014009136,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.5700000000000001,0.5700000000000001,0.0
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,0,G0,True,,,10,0.5,0.6747777777777777,0.6801111111111111,-0.005333333333333412,0.8022222222222222,0.051111111111111114,0.7935555555555556,0.7511111111111111,0.7424444444444445,0.37800453187983907,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.4866666666666667,0.47833333333333333,0.00833333333333336
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,0,G1,True,,,10,0.5,0.6747777777777777,0.6801111111111111,-0.005333333333333412,0.8022222222222222,0.051111111111111114,0.7935555555555556,0.7511111111111111,0.7424444444444445,0.37800453187983907,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.4866666666666667,0.47833333333333333,0.00833333333333336
BNCI2015_001,dgcnn_forward_graph_adapter,graph_z,erm,11,0,G2,True,,,10,0.5,0.6747777777777777,0.6801111111111111,-0.005333333333333412,0.8022222222222222,0.051111111111111114,0.7935555555555556,0.7511111111111111,0.7424444444444445,0.37800453187983907,0.004975124378109453,3e050d97cfb776b0f40a811849e681e76844024954b247328c14f732933cd910,f7772f56,0.4866666666666667,0.47833333333333333,0.00833333333333336
