path,size_bytes,over_50mb,passed
oaci/reports/C60_EMPIRICAL_THEORY_BRIDGE.md,337,0,1
oaci/reports/C60_INSTRUMENTATION_BLUEPRINT.md,376,0,1
oaci/reports/C60_PROOF_STRESS_AUDIT.md,492,0,1
oaci/reports/C60_RANK_GAUGE_PROOF_STRESS_EMPIRICAL_BRIDGE.json,3493,0,1
oaci/reports/C60_RANK_GAUGE_PROOF_STRESS_EMPIRICAL_BRIDGE.md,2021,0,1
oaci/reports/C60_RED_TEAM_VERIFICATION.md,1397,0,1
oaci/reports/C60_SOURCE_ADVERSARY_AND_LOWER_BOUND_REPAIR.md,245,0,1
oaci/reports/c60_tables/assumption_gap_ledger.csv,614,0,1
oaci/reports/c60_tables/assumption_support_scores.csv,794,0,1
oaci/reports/c60_tables/conditional_sufficiency_summary.csv,802,0,1
oaci/reports/c60_tables/coverage_abstention_bound_summary.csv,340,0,1
oaci/reports/c60_tables/fano_packing_repair_summary.csv,444,0,1
oaci/reports/c60_tables/forbidden_claim_scan.csv,649,0,1
oaci/reports/c60_tables/gauge_tail_bound_curve.csv,954,0,1
oaci/reports/c60_tables/gauge_tail_empirical_summary.csv,500,0,1
oaci/reports/c60_tables/information_ladder_formal_status.csv,738,0,1
oaci/reports/c60_tables/instrumentation_blueprint_v2.csv,1632,0,1
oaci/reports/c60_tables/lecam_witness_repair_summary.csv,525,0,1
oaci/reports/c60_tables/lower_bound_failure_reason_ledger.csv,452,0,1
oaci/reports/c60_tables/markov_boundary_probe_summary.csv,465,0,1
oaci/reports/c60_tables/missing_data_to_theorem_gap.csv,540,0,1
oaci/reports/c60_tables/partition_bound_provenance.csv,799,0,1
oaci/reports/c60_tables/proof_audit_checklist.csv,1726,0,1
oaci/reports/c60_tables/proof_repair_log.csv,1048,0,1
oaci/reports/c60_tables/rank_gauge_theorem_variants.csv,1694,0,1
oaci/reports/c60_tables/rank_margin_gauge_scale_summary.csv,769,0,1
oaci/reports/c60_tables/red_team_failure_ledger.csv,1230,0,1
oaci/reports/c60_tables/registered_partition_bound_extensions.csv,1308,0,1
oaci/reports/c60_tables/schema_validation_summary.csv,1287,0,1
oaci/reports/c60_tables/source_error_vs_gauge_tail_ledger.csv,968,0,1
oaci/reports/c60_tables/source_escape_hatch_red_team.csv,445,0,1
oaci/reports/c60_tables/source_observable_adversary_results.csv,958,0,1
oaci/reports/c60_tables/source_observable_availability_ledger.csv,437,0,1
oaci/reports/c60_tables/subagent_audit_manifest.csv,695,0,1
oaci/reports/c60_tables/test_command_manifest.csv,564,0,1
oaci/reports/c60_tables/theorem_assumption_inventory.csv,1742,0,1
oaci/reports/c60_tables/theorem_stress_failure_modes.csv,829,0,1
oaci/reports/c60_tables/theorem_to_eeg_assumption_map.csv,1011,0,1
oaci/reports/c60_tables/training_gate_decision_matrix.csv,1050,0,1
