seed,target,level,chosen_epoch,chosen_is_erm,target_bacc_delta,target_nll_delta,target_ece_delta
0,1,0,94,False,0.01041666666666663,-0.012701755886817656,-0.031697503053146336
0,1,1,4,False,0.022569444444444364,-0.12284529601864036,-0.011341518439616435
0,2,0,4,False,0.03125,-0.16034134029257285,-0.07799128463154023
0,2,1,104,False,0.039930555555555636,-0.22458800357109832,-0.13419381287257584
0,3,0,194,False,0.078125,-0.12445423838304426,0.011035616134441588
0,3,1,199,True,0.0,0.0,0.0
0,4,0,179,False,0.060763888888888895,-0.5489733842660527,-0.16548268143304984
0,4,1,44,False,0.036458333333333315,-0.3182649521885661,-0.1476479471244838
0,5,0,144,False,0.019097222222222265,-0.46355574777746344,-0.062240427548598154
0,5,1,39,False,0.0034722222222222654,0.28452925423271624,-0.07624337921904456
0,6,0,109,False,0.015625,-0.03943987075104749,-0.03512133354599961
0,6,1,49,False,0.022569444444444475,-0.1937772403524458,-0.10823593123617725
0,7,0,9,False,0.034722222222222265,-0.09404776893750966,-0.054893629775523395
0,7,1,149,False,0.03645833333333326,-0.008010974376111202,-0.032773449118672776
0,8,0,144,False,0.1111111111111111,-0.25568934039045055,-0.021651343150386554
0,8,1,169,False,0.07465277777777779,-0.15151896951428556,-0.09115413877286609
0,9,0,79,False,0.07291666666666669,-0.10527195688898483,-0.06751357101640852
0,9,1,59,False,0.08680555555555558,-0.4469162024307498,-0.15272586251260956
1,1,0,4,False,0.08506944444444448,-0.4907029871804167,-0.20069509391128096
1,1,1,99,False,0.048611111111111105,-0.14326339321026538,-0.0482401600633882
1,2,0,94,False,0.022569444444444475,0.06067255609235822,-0.003649718496787885
1,2,1,119,False,0.02604166666666674,0.10809003297643427,-0.006694256721099356
1,3,0,119,False,0.07291666666666663,-0.13811404249339643,0.04186264104854214
1,3,1,14,False,0.03472222222222221,-0.022723480478709757,-0.019161960369554795
1,4,0,139,False,0.07118055555555564,-0.6559982533569872,-0.1949250541771638
1,4,1,109,False,0.057291666666666685,-0.6247477342209822,-0.20211611891164472
1,5,0,84,False,0.022569444444444475,-0.12573109075225952,-0.027939254982915607
1,5,1,49,False,0.036458333333333315,0.23314399381420903,-0.03597805804847193
1,6,0,129,False,0.09375,-0.41081605094082985,-0.16797625369474392
1,6,1,59,False,0.06944444444444442,-0.18174918113119576,-0.12024975075619554
1,7,0,34,False,0.057291666666666685,-0.008155194680458555,-0.03541199829447564
1,7,1,109,False,0.03298611111111105,-0.10677962455690038,-0.06333134037618524
1,8,0,199,False,0.10590277777777779,-0.1794002988669816,-0.116019200152738
1,8,1,34,False,0.01909722222222221,0.058686581012874495,0.0007492252763767748
1,9,0,144,False,0.12847222222222215,-0.3117136040652182,-0.10357223144834424
1,9,1,64,False,0.06944444444444442,-0.2527822300374114,-0.10157259657214146
2,1,0,84,False,0.10416666666666663,-0.22942047928319242,-0.039199436987554626
2,1,1,129,False,0.052083333333333315,-0.1399886194872879,-0.061161700837110214
2,2,0,44,False,0.022569444444444475,-0.06948198519692972,-0.07055016132499958
2,2,1,9,False,0.013888888888888895,-0.03035474529401294,-0.028304167964897792
2,3,0,64,False,0.11979166666666663,-0.20585084596245018,-0.02363941607595832
2,3,1,64,False,0.03472222222222221,-0.001049269790509677,0.020712766780306778
2,4,0,44,False,0.062499999999999944,-0.14281809837838066,-0.05191165213281196
2,4,1,189,False,0.1527777777777778,-1.290613164404415,-0.4520557648021531
2,5,0,199,True,0.0,0.0,0.0
2,5,1,199,True,0.0,0.0,0.0
2,6,0,89,False,0.046875,-0.5761299036818468,-0.12529699866178626
2,6,1,74,False,0.055555555555555525,-0.07212662199418785,-0.09267522092177838
2,7,0,159,False,0.041666666666666685,-0.10349383150276337,-0.07677334562876187
2,7,1,99,False,0.048611111111111105,-0.09922231334892562,-0.08913930758447716
2,8,0,149,False,0.020833333333333426,-0.01739243237979271,-0.028842486460951985
2,8,1,144,False,0.046875,-0.008381250074265045,-0.015673289562061016
2,9,0,19,False,0.07118055555555558,-0.24976071000932065,-0.1382738382826481
2,9,1,109,False,0.09027777777777779,-0.2853452386528026,-0.1069580395755073
