path,size_bytes,sha256,git_blob
oaci/reports/C85E_FROZEN_FIELD_DECISION_THEORY_BRIDGE_PROTOCOL.json,7757,a42cc71498971ee6eeb75ef53e62744e73e91b92e444ef78c9e4c856d61ac052,7928721fc56824d0260ec961eb91542e1e1e7592
oaci/reports/C85E_FROZEN_FIELD_DECISION_THEORY_BRIDGE_PROTOCOL.sha256,121,41f9c35d9b5ad18642a34469e3b1fdf94d5c8bbe2b8159e2601b6dd8993a7509,8bf349c264b822a5944a8e02f6efdaf4ac74182a
oaci/reports/C85EP2_EXECUTABLE_SEMANTICS_AND_INPUT_REPLAY_PROTOCOL.json,9067,abbb110de2ad651534f115937198987248f719ba8059d4cc300344db1b784516,41d3bcc4940ef71dfb8aa6aede9e1450b46ecc86
oaci/reports/C85EP2_EXECUTABLE_SEMANTICS_AND_INPUT_REPLAY_PROTOCOL.sha256,125,1af05eed84de78b248d9227204670bc104000064a45b55839569e376fd2cad14,ae0cb3bca76f6ee0000c5f257d79a32ff9fd1830
oaci/reports/C85EP2_PROTOCOL_TIMING_AUDIT.md,2193,c6811c517054e951c4547fba54319d32b55f44dfdd698d260c7d6d8ebfb1d45c,b526a40c0879edfcffc525e860d6ce80313a9216
oaci/reports/C85EP2_C85U_INPUT_ACCEPTANCE_CERTIFICATE.json,3038,5cf4833c8c693023f9c7b126720335dca562716d62854268ced1fcc89186ec41,7aa9854c8ae87a097478cf5c8a005bd3f1a413c7
oaci/reports/C85EP2_C85U_INPUT_ACCEPTANCE_CERTIFICATE.sha256,112,a130611fb0a5381b6f39e5b33467325d7016488ff0366602d5a828884f0443da,46342fc5ff241bfb8e7c83b9a9b4e0435e333f17
oaci/reports/c85ep2_tables/c85ep_blocker_and_c85u_supersession_ledger.csv,1121,a3308dda3554f0d818b73aad8cc965a4cc8973be91fd15398807a2394069ef22,145f837d539399256fe78d602cfac99db52b6207
oaci/reports/c85ep2_tables/c85u_authorization_lifecycle_replay.csv,644,20a95021f950357d8ea5d5006ec0386c372222f7f493a1f5099510905b7d3ff1,3d418a01e5077d1095509ad7b5a385be867a9990
oaci/reports/c85ep2_tables/c85u_u1_artifact_replay.csv,456,411b6c92e2d1ecf11c78015820e0005fa01251f5003e3f2632507384bcf3548f,d9eb2365c7eaa9ba87f5633dae5568eae4992725
oaci/reports/c85ep2_tables/c85u_u2_endpoint_replay.csv,399,3222f88b76d64ad4e7f394109b8c2e99fade930c4d7b3200c091ab2baf8e360f,8c09f6b122bbe6e3acdf820572757be956fed4d6
oaci/reports/c85ep2_tables/c85u_acceptance_bundle_replay.csv,431,ecf5f66a0f1b7e453439d02a5f76f1dfd3abc954f7858c9c7098df3fe1676dc2,62a461af046b5f724b3eebd1468e94af63a7529f
oaci/reports/c85ep2_tables/c85e_runtime_file_open_policy.csv,2770,c0f5db4f2897b46d81a32c70c2697e673b084f186fa04c1e557d1c7da05db3d4,95763ae7d42861481ef8d4faf0a2e0bb9f21e3a1
oaci/reports/c85ep2_tables/implementation_static_isolation_audit.csv,292,183a1ff4e9ac66d8514126097f3a999242d3c4904f29c9782b70e704deadc6fd,ebe7aa02c16fbb2b9ab3a83312828f07e39621c0
oaci/reports/c85ep2_tables/result_table_registry.csv,2213,b548cf458f9c2b71a5d04ed6ed1fcd0201962a01cf564df1915ddcb08d2c32be,98937ff2c1f881f0543476ac716c5848b313d64e
oaci/reports/c85ep2_tables/executable_semantics_contract.csv,240,3b8525d18674d86ee925f82a915838ed0ce529effc282ead7343c126fcf80261,5f517e3850bda669bb0228f0cbd249aedbcb6e17
oaci/reports/c85ep2_tables/shadow_validation.csv,248,0e728e6e8c18715604eace8a73f7bc1bbc07957928a021ee430ebd95649922c7,e04242be742dd489b4f823b355e956ff142d4f37
oaci/reports/c85ep2_tables/risk_register.csv,408,57e3cdd39e728cafe1ccb69048520c2f1e7d23c45e1e160988bfcdfe675e6801,224f6244615635226ceb37b173804fb49ce7bc46
oaci/reports/c85ep2_tables/failure_reason_ledger.csv,230,745d40f4875336aa146cd9fe870f3af4aa41629b1d3d2d7b4924ee05bd081327,cac91f5ba2a4909ab64258a6607252a9b48db7e4
oaci/slurm_c85ep2_regression.sh,2893,69d1dc7756ae9f4dea60e28016a9e3df70194aff018953dbedba7d0446bf136b,f78f28ebdebbe578c8088b472f4251376f306e81
oaci/tests/test_c85ep2_input_replay.py,6260,91106badeaf51d756bb4d59f6c1cc39c66937be81317b4d2aeceb5fd5c4ec820,891005bec067fcb3d6f776cc9da4bf087bc8f7e8
oaci/tests/test_c85e_policy_geometry_risk.py,11143,ac1c031e0bbbfb156d0154ec4fed6a3e8c4b85f73aa26041d7680ae6992c68e0,a28f3a3c09c04a4033222e66ccdf5138d041c711
oaci/tests/test_c85e_execution_lock.py,6450,87463acadc0b0c84f6c596bfbcebd62ee4f74e6a0d74dcce08a847346815a130,34312ea7705ce521d45948e5c38967ad9f920e6a
oaci/theory/c85e_action_geometry.py,3760,5ac6daae5f4975732513b41925b74ab122ae930cf1ddf4ecd771e2c491a832c3,ffae1aa6cd8ec467500f91cf628b3448a9a1b14a
oaci/theory/c85e_execute.py,31992,59076a69d6bbabd352db0cdbcdd1b3c9d2570bc2b9819da4a57b19b77314f844,ce95751b01b668c78b6fd499eb6c083df236bc14
oaci/theory/c85e_policy_use.py,8032,5eed61bf0fe56d98cc2e5d8803c24959ad5a5af5bbbded9e1f99fe77383948b4,34f302a8668db66e669c50e6cb6f6f58e8156d49
oaci/theory/c85e_rank_topk_regret.py,8240,5657cf74724d94c1fc623b476c98e54233800d50ad9f4eef50cd4f781c632f5c,a013a2617e84f283d595bdedcb9fe471520b90a8
oaci/theory/c85e_result_manifest.py,13946,989bcda88b5cc4af2409782cf43254ea43d2bc42c66d98ecf153281f2395bcdf,3e2d3e8cca842916e26efbb6c549e8943ba0433a
oaci/theory/c85e_robust_risk.py,5665,dd49d78f37853959201548e383ff605a1dedf628e7a78cc83d54738407372e07,2247785f22c73adefa9e437e34b60b4e124ad452
oaci/theory/c85e_runtime_guard.py,15005,d1047a35267a5909fbe3c587bde3a1e47d1f8a3d6aa8dbe250682e2f616b945f,73cd54947dd5e27ec8423029b370685063f04283
oaci/theory/c85e_theorem_bridge.py,4652,1be8a3b276e7baad2c2b6f3689336932e61fee22146e8bf623256085e85d48c4,f0e080b38df903a025c2e2fb591fa61a748c10a5
oaci/theory/c85ep2_input_acceptance.py,54168,15665cac0e029216052136c4c4eb0fe21f830759960b7a3c5f054bea7bd5e625,f700c40c6161280d8e5f4fc661584df8e91a7c9d
oaci/theory/c85ep2_readiness.py,11628,eace227b41ebab3a5c28dd49fb9a0b6595d5532cc01bd5ea50f408c2ae7fd51b,79b9aaf88730a0c84e5920287303bca58c437513
oaci/theory/c85ep2_lock.py,13163,024882872dfa5a0f21a7656cd3c29fede8f2503ededf0bbedef92ac4e6946749,e6e3347afff8ae0d338581932aa42cec971d47ab
