table,expected_sha256,observed_sha256,expected_rows,observed_rows,status,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
method_context_decisions.csv,984d72201c2224fdaff600b0492fe507f68773b228a5e75dfd70130c0afa13d6,984d72201c2224fdaff600b0492fe507f68773b228a5e75dfd70130c0afa13d6,18432,18432,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/method_context_decisions.csv,path=method_context_decisions.csv,0
target_level_method_effects.csv,86a63ca1c2a26d6f2a5ea8e26536c82194618a36bc2e130c53df5438dc996e23,86a63ca1c2a26d6f2a5ea8e26536c82194618a36bc2e130c53df5438dc996e23,1416,1416,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_method_effects.csv,path=target_level_method_effects.csv,0
target_level_catastrophic_failures.csv,a30db2bb40473fa4efd3e2966a5f913c9f88da13f70dc40bf1d40e6128c5628b,a30db2bb40473fa4efd3e2966a5f913c9f88da13f70dc40bf1d40e6128c5628b,1416,1416,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/target_level_catastrophic_failures.csv,path=target_level_catastrophic_failures.csv,0
dataset_Q1_Q2.csv,b50304d6a897a6bfe648234301ee41b6d11e4ee7ef765154e1f176bf70fd7747,b50304d6a897a6bfe648234301ee41b6d11e4ee7ef765154e1f176bf70fd7747,18,18,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,path=dataset_Q1_Q2.csv,0
level_specific_Q1_Q2.csv,d3a7dfd0337824f5f51270e8023184cfb4ba0496e50dbd65d5cda5478f138096,d3a7dfd0337824f5f51270e8023184cfb4ba0496e50dbd65d5cda5478f138096,36,36,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/level_specific_Q1_Q2.csv,path=level_specific_Q1_Q2.csv,0
panel_seed_stability.csv,5d4fad240163dc06eea1303667f90f93ae6986e0e4194787782bfca648309764,5d4fad240163dc06eea1303667f90f93ae6986e0e4194787782bfca648309764,18,18,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/panel_seed_stability.csv,path=panel_seed_stability.csv,0
leave_one_target_out.csv,d3d57973d936ed68630d0e9728945e882881217e1d75cccf3a095e60abd068a4,d3d57973d936ed68630d0e9728945e882881217e1d75cccf3a095e60abd068a4,118,118,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/leave_one_target_out.csv,path=leave_one_target_out.csv,0
label_budget_frontier.csv,32f69e2f7fc50033dda8204b7f04a993550e4952e6fd4df962d4c8d5ab55b060,32f69e2f7fc50033dda8204b7f04a993550e4952e6fd4df962d4c8d5ab55b060,15,15,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_frontier.csv,path=label_budget_frontier.csv,0
label_budget_context.csv,18b6643b99a51ca83ca53798cc129de636b13af40d73038547b47b1dbd62aa20,18b6643b99a51ca83ca53798cc129de636b13af40d73038547b47b1dbd62aa20,590,590,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/label_budget_context.csv,path=label_budget_context.csv,0
topk_decision_summary.csv,c83225bac7e2a88ae87d05264e204c5752c2d6f178aee28f11d0b5e51414ce73,c83225bac7e2a88ae87d05264e204c5752c2d6f178aee28f11d0b5e51414ce73,60,60,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/topk_decision_summary.csv,path=topk_decision_summary.csv,0
selected_utility_summary.csv,1cdf792f7054fdffd8e26f6c7aa0fd827be10ebd7f922525fffec2ca3fe5cedb,1cdf792f7054fdffd8e26f6c7aa0fd827be10ebd7f922525fffec2ca3fe5cedb,60,60,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_utility_summary.csv,path=selected_utility_summary.csv,0
coverage_summary.csv,81dcf4c3b7489db320f9e460eb8ef032fa5dffbff9d3e8504e2941e207eafec8,81dcf4c3b7489db320f9e460eb8ef032fa5dffbff9d3e8504e2941e207eafec8,60,60,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/coverage_summary.csv,path=coverage_summary.csv,0
selected_regime_distribution.csv,1dea8fa86289a5d76e534c4169d699c96850e398a1cdd90b4763653091acd60b,1dea8fa86289a5d76e534c4169d699c96850e398a1cdd90b4763653091acd60b,135,135,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/selected_regime_distribution.csv,path=selected_regime_distribution.csv,0
source_relative_regret_gain.csv,cc2e316b46d8b9ced1ff62ff54442b2dfda516dfb88e1776316f7963ba64cb4f,cc2e316b46d8b9ced1ff62ff54442b2dfda516dfb88e1776316f7963ba64cb4f,60,60,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/source_relative_regret_gain.csv,path=source_relative_regret_gain.csv,0
measurement_vs_decision.csv,9cadcd4c545ef31fe9b037c9d6d0593f58d39268c96874ffb2c4b30a15a28bde,9cadcd4c545ef31fe9b037c9d6d0593f58d39268c96874ffb2c4b30a15a28bde,60,60,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/measurement_vs_decision.csv,path=measurement_vs_decision.csv,0
cross_dataset_method_intersection.csv,d9e8dec80e0865a73ce38501d565f370d46928fabdceed5cf64f97f4984dc453,d9e8dec80e0865a73ce38501d565f370d46928fabdceed5cf64f97f4984dc453,8,8,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/cross_dataset_method_intersection.csv,path=cross_dataset_method_intersection.csv,0
q0_selected_regime_distribution.csv,528524f67211a63b9aa6f6ac828aee0b0310f9eb8fe42c48bf454400ba3478b9,528524f67211a63b9aa6f6ac828aee0b0310f9eb8fe42c48bf454400ba3478b9,12816,12816,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/q0_selected_regime_distribution.csv,path=q0_selected_regime_distribution.csv,0
q0_monte_carlo_diagnostics.csv,75d3a0bc6738affde0899143a77d1006cf316ecc14f8e48c633bfd053aedd700,75d3a0bc6738affde0899143a77d1006cf316ecc14f8e48c633bfd053aedd700,4272,4272,PASS,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/C84S_RESULT_ARTIFACT_MANIFEST.json|/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/q0_monte_carlo_diagnostics.csv,path=q0_monte_carlo_diagnostics.csv,0
