dataset,method_id,method_name,target_count,minimum_75pct_targets,Q1_mean,Q1_mean_pass,Q1_mean_distance,Q1_maxT_p,Q1_maxT_pass,Q1_maxT_distance,Q1_favorable_targets,Q1_favorable_pass,Q1_favorable_distance,Q1_worst_target,Q1_worst_pass,Q1_worst_distance,Q1_panel_seed_pass,Q1_panel_seed_distance,Q2_mean_excess,Q2_mean_pass,Q2_mean_distance,Q2_simultaneous_upper,Q2_upper_pass,Q2_upper_distance,Q2_maxT_p,Q2_maxT_pass,Q2_maxT_distance,Q2_within_margin_targets,Q2_target_count_pass,Q2_target_count_distance,Q2_worst_excess,Q2_worst_pass,Q2_worst_distance,Q2_panel_seed_pass,Q2_panel_seed_distance,Q1_pass_frozen,Q1_nearest_failing_component,Q1_nearest_failing_normalized_distance,Q2_pass_frozen,Q2_nearest_failing_component,Q2_nearest_failing_normalized_distance,analysis_status,source_artifacts,source_row_keys,confirmatory_gate_changed
Lee2019_MI,U5,NuclearNorm,22,17,-0.18029918296119282,0,-0.23029918296119284,1.0,0,-0.95,2,0,-15,-0.5120031718072694,0,-0.4120031718072694,0,-1,0.17303959422160228,0,-0.12303959422160228,0.2424177479324101,0,-0.19241774793241012,1.0,0,-0.95,3,0,-14,0.5052813542299694,0,-0.30528135422996944,0,-1,0,Q1_favorable,0.8823529411764706,0,Q2_target_count,0.8235294117647058,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U5,0
Lee2019_MI,U7,ATC,22,17,-0.15524005644771757,0,-0.2052400564477176,1.0,0,-0.95,3,0,-14,-0.5021153501255503,0,-0.40211535012555033,0,-1,0.147980467708127,0,-0.097980467708127,0.21735862141893475,0,-0.16735862141893476,1.0,0,-0.95,5,0,-12,0.47939011152580335,0,-0.27939011152580334,0,-1,0,Q1_favorable,0.8235294117647058,0,Q2_target_count,0.7058823529411765,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U7,0
Lee2019_MI,U11,MaNo,22,17,0.12437667516253871,1,0.07437667516253871,0.14854204495170667,0,-0.09854204495170667,16,0,-1,-0.29559922064449745,0,-0.19559922064449745,1,0,-0.13163626390212926,1,0.18163626390212928,-0.06225811019132145,1,0.11225811019132145,0.00015258556235409006,1,0.04984741443764591,21,1,4,0.21190977738037392,0,-0.01190977738037391,1,0,0,Q1_favorable,0.058823529411764705,0,Q2_worst,0.05954888690186955,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U11,0
Lee2019_MI,U13,COTT,22,17,0.1480384866582616,1,0.0980384866582616,0.006759540412286189,1,0.04324045958771382,20,1,3,-0.10787324378695262,0,-0.007873243786952616,1,0,-0.15529807539785215,1,0.20529807539785216,-0.08591992168704436,1,0.13591992168704436,1.5258556235409006e-05,1,0.049984741443764594,21,1,4,0.06273047254004355,1,0.13726952745995646,1,0,0,Q1_worst,0.07873243786952616,1,NONE,NA,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U13,0
Lee2019_MI,U14,SND,22,17,-0.3433234565289965,0,-0.3933234565289965,1.0,0,-0.95,0,0,-17,-0.7353731184338401,0,-0.6353731184338401,0,-1,0.33606386778940595,0,-0.28606386778940596,0.4054420215002138,0,-0.3554420215002138,1.0,0,-0.95,0,0,-17,0.5059480568494628,0,-0.30594805684946275,0,-1,0,Q1_favorable,1.0,0,Q2_panel_seed,1.0,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U14,0
Lee2019_MI,U15,Agreement-on-the-Line,22,17,0.0012143855417364332,0,-0.04878561445826357,1.0,0,-0.95,3,0,-14,0.0,1,0.1,0,-1,-0.008473974281326986,1,0.05847397428132699,0.06090417942948083,0,-0.010904179429480826,0.039382333643590645,1,0.010617666356409358,15,0,-2,0.22235161967632788,0,-0.022351619676327872,1,0,0,Q1_favorable,0.8235294117647058,0,Q2_worst,0.11175809838163936,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Lee2019_MI|method_id=U15,0
Cho2017,U5,NuclearNorm,20,15,-0.17997726972098782,0,-0.2299772697209878,1.0,0,-0.95,0,0,-15,-0.33627814839364034,0,-0.23627814839364034,0,-1,0.21022317449889805,0,-0.16022317449889806,0.27915597947260595,0,-0.22915597947260596,1.0,0,-0.95,2,0,-13,0.3825928118231853,0,-0.18259281182318526,0,-1,0,Q1_favorable,1.0,0,Q2_target_count,0.8666666666666667,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U5,0
Cho2017,U7,ATC,20,15,-0.10791294571602736,0,-0.15791294571602738,1.0,0,-0.95,7,0,-8,-0.47099152144396067,0,-0.37099152144396064,0,-1,0.13815885049393767,0,-0.08815885049393767,0.20709165546764552,0,-0.15709165546764553,1.0,0,-0.95,8,0,-7,0.447446427006688,0,-0.247446427006688,0,-1,0,Q1_favorable,0.5333333333333333,0,Q2_target_count,0.4666666666666667,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U7,0
Cho2017,U11,MaNo,20,15,0.19770319393471367,1,0.14770319393471365,4.577566870622702e-05,1,0.049954224331293776,19,1,4,-0.01676452407346407,1,0.08323547592653593,1,0,-0.1674572891568034,1,0.2174572891568034,-0.0985244841830955,1,0.1485244841830955,1.5258556235409006e-05,1,0.049984741443764594,20,1,5,0.000374551225886921,1,0.1996254487741131,1,0,1,NONE,NA,1,NONE,NA,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U11,0
Cho2017,U13,COTT,20,15,0.18100462851604684,1,0.13100462851604683,0.0028686085722568933,1,0.047131391427743106,18,1,3,-0.30517079568792527,0,-0.20517079568792526,1,0,-0.15075872373813656,1,0.20075872373813658,-0.08182591876442868,1,0.13182591876442867,1.5258556235409006e-05,1,0.049984741443764594,19,1,4,0.11735334865585445,1,0.08264665134414556,1,0,0,Q1_worst,2.0517079568792527,1,NONE,NA,POST_C84S_EXPLORATORY_DESCRIPTIVE,/projects/EEG-foundation-model/yinghao/oaci-c84s-analysis-v5/stage_c_scientific_result/dataset_Q1_Q2.csv,dataset=Cho2017|method_id=U13,0
