dataset,subject,seed,warmup_hash,status,n_subjects,n_pairs,positive_weight_fraction,effective_weight_support,max_weight,weight_entropy,winsor_threshold,weight_hash,perm_weight_hash,true_vs_perm_loss_diff,max_subject_total_weight,top_subject_share
BNCI2014_001,1,0,6878f4b92bdb50b3,ok,8,6,0.6041666666666666,20.908332719315563,3.3022668195802742,3.1495708891125953,0.33510980756640224,5506d48f9ee2ff35,33483bac0ca760fe,0.133903369307518,15.897044469363669,0.3311884297018012
BNCI2014_001,1,1,41b69fe6b69cfdd9,ok,8,6,0.625,21.52017231748918,3.601954591517052,3.198105765991702,0.32711123717561663,45c076eaad12cb5d,a9c6da6cd78a9e85,0.08539918065071106,17.513418962429594,0.36486289906066877
BNCI2014_001,1,2,9bb15c95d5b4b7c7,ok,8,6,0.5833333333333334,20.08638922183562,3.3729953284727534,3.120786294719922,0.32398349589950204,e2b6e35652e967ab,401b2e1cbaf4cdf7,0.06506440043449402,17.646485895940412,0.3676351266518858
BNCI2014_001,2,0,2d47d683f62024ae,ok,8,6,0.5,20.278855875828672,3.274665217262975,3.0727638520751785,0.33715626326631376,55217436fde86b4b,35752a07a458e072,0.06460632383823395,16.241462968116018,0.3383638151150949
BNCI2014_001,2,1,6620b01cb4d2d901,ok,8,6,0.4583333333333333,18.714564039966998,3.668389206054561,3.0008624116975597,0.36933838102219574,7f5bbcd4dd201d71,9ac0f1dec1983a87,0.009903401136398315,19.314978435530303,0.4023953880618869
BNCI2014_001,2,2,75495f551c10722a,ok,8,6,0.4791666666666667,19.41452624407892,3.3771624993729406,3.0319739303369775,0.3829274552348646,2d0d6721d63e4e30,62f240018a78fb1a,0.033930279314517975,17.95997211317107,0.37416608898316195
BNCI2014_001,3,0,e23566e89a41383d,ok,8,6,0.6041666666666666,20.921777753253576,3.472075986318022,3.1758877050793832,0.33293050600244617,55b9afb63003840c,66b1d0259c8b18ff,0.0037944763898849487,18.414981559882722,0.3836454531572045
BNCI2014_001,3,1,e979129a56c8d424,ok,8,6,0.625,22.305519746097165,3.1017886553266623,3.222194303539671,0.29730468454732767,fdfe5ea27fb4628a,2fd75649e701ff49,0.059232473373413086,15.876112593497375,0.3307523491417205
BNCI2014_001,3,2,823676b6f2a4af4c,ok,8,6,0.5625,21.300657817765043,3.412768649572632,3.156403158018336,0.342259945250981,cb40f6eb599237d2,ea5c82dd2f2b416f,0.006917133927345276,17.298607964897734,0.3603876695213867
BNCI2014_001,4,0,161c64201fb2ea3c,ok,8,6,0.4375,16.606594990565476,3.9349991847456707,2.8876531460646673,0.4265364104977402,b492930401134a5f,61ad1186148b4801,0.077790766954422,20.78230981779928,0.4329647918561023
