target_id,class_index,layer,candidate_count,trial_count,total_variance,target_common_trial_fraction,checkpoint_candidate_fraction,candidate_x_trial_residual_fraction,accounting_sum,target_labels_used,interpretation
1,0,classifier_projection_Wz,24,576,1.631763377115344,0.5775214711748362,0.23747353268284305,0.18500499614232058,0.9999999999999999,0,descriptive_projection_variance_not_gauge
1,1,classifier_projection_Wz,24,576,1.6649886376586127,0.5332836778993129,0.28870166602456965,0.1780146560761173,0.9999999999999999,0,descriptive_projection_variance_not_gauge
1,2,classifier_projection_Wz,24,576,1.3385517647073855,0.4184559410429224,0.34707393757720056,0.23447012137987727,1.0000000000000002,0,descriptive_projection_variance_not_gauge
1,3,classifier_projection_Wz,24,576,1.6326487811165957,0.46056337128209396,0.3665824606848495,0.1728541680330566,1.0000000000000002,0,descriptive_projection_variance_not_gauge
2,0,classifier_projection_Wz,24,576,1.537098041975994,0.38918962883768593,0.371906909145522,0.23890346201679208,1.0,0,descriptive_projection_variance_not_gauge
2,1,classifier_projection_Wz,24,576,1.234824468025252,0.31176691237399307,0.386119908229295,0.302113179396712,1.0,0,descriptive_projection_variance_not_gauge
2,2,classifier_projection_Wz,24,576,1.6615848491118999,0.33545171328479645,0.35984365662615264,0.3047046300890509,1.0,0,descriptive_projection_variance_not_gauge
2,3,classifier_projection_Wz,24,576,1.5721600347424822,0.3400447566895679,0.3996270828135799,0.26032816049685226,1.0,0,descriptive_projection_variance_not_gauge
3,0,classifier_projection_Wz,24,576,2.3450516832794466,0.6639404895770074,0.19462738873964952,0.14143212168334304,0.9999999999999999,0,descriptive_projection_variance_not_gauge
3,1,classifier_projection_Wz,24,576,1.4344034156194145,0.6283310399528899,0.15500050549859612,0.216668454548514,1.0,0,descriptive_projection_variance_not_gauge
3,2,classifier_projection_Wz,24,576,1.5849673087760476,0.4858503721331133,0.3244608675976979,0.1896887602691888,1.0,0,descriptive_projection_variance_not_gauge
3,3,classifier_projection_Wz,24,576,2.059640045755609,0.6957611470050612,0.16543493568763684,0.13880391730730196,1.0,0,descriptive_projection_variance_not_gauge
4,0,classifier_projection_Wz,24,576,2.8637632233301127,0.564462765759781,0.28402350365954027,0.15151373058067868,1.0,0,descriptive_projection_variance_not_gauge
4,1,classifier_projection_Wz,24,576,2.161003259027299,0.5016445524802093,0.31322302120447487,0.18513242631531568,1.0,0,descriptive_projection_variance_not_gauge
4,2,classifier_projection_Wz,24,576,1.7842108950670668,0.330098861810183,0.46267524561729106,0.2072258925725259,1.0,0,descriptive_projection_variance_not_gauge
4,3,classifier_projection_Wz,24,576,2.2157663758714246,0.517874379752641,0.33127017699253275,0.1508554432548262,1.0,0,descriptive_projection_variance_not_gauge
5,0,classifier_projection_Wz,24,576,2.093329425783396,0.1658141318733446,0.6784111480682742,0.15577472005838136,1.0000000000000002,0,descriptive_projection_variance_not_gauge
5,1,classifier_projection_Wz,24,576,2.031913836448526,0.186497035262599,0.6632075893343038,0.15029537540309734,1.0,0,descriptive_projection_variance_not_gauge
5,2,classifier_projection_Wz,24,576,2.0214160965416053,0.13652396444283393,0.7314189631708365,0.13205707238632944,0.9999999999999999,0,descriptive_projection_variance_not_gauge
5,3,classifier_projection_Wz,24,576,2.8031362067949805,0.22398482530676136,0.6663950522461355,0.10962012244710324,1.0000000000000002,0,descriptive_projection_variance_not_gauge
6,0,classifier_projection_Wz,24,576,2.1345317385461224,0.669421484908997,0.16605307684632775,0.16452543824467541,1.0000000000000002,0,descriptive_projection_variance_not_gauge
6,1,classifier_projection_Wz,24,576,2.9611141225800504,0.7350050212635488,0.10963300259665584,0.1553619761397953,1.0,0,descriptive_projection_variance_not_gauge
6,2,classifier_projection_Wz,24,576,1.8500836010214532,0.6004748390909441,0.1802853834518094,0.21923977745724652,1.0,0,descriptive_projection_variance_not_gauge
6,3,classifier_projection_Wz,24,576,2.1054902604332937,0.7092590413769311,0.1280865298618297,0.16265442876123926,1.0,0,descriptive_projection_variance_not_gauge
7,0,classifier_projection_Wz,24,576,0.7328882823194919,0.5102400578668447,0.20528949939779959,0.2844704427353557,0.9999999999999998,0,descriptive_projection_variance_not_gauge
7,1,classifier_projection_Wz,24,576,0.9618995375545218,0.5776949855881097,0.16779693467578446,0.2545080797361058,1.0,0,descriptive_projection_variance_not_gauge
7,2,classifier_projection_Wz,24,576,0.7731170750923892,0.45761215261123656,0.22457170949976812,0.3178161378889952,0.9999999999999998,0,descriptive_projection_variance_not_gauge
7,3,classifier_projection_Wz,24,576,0.7767239956188197,0.526936164478228,0.1778642939780968,0.29519954154367517,1.0,0,descriptive_projection_variance_not_gauge
8,0,classifier_projection_Wz,24,576,1.045469363670819,0.4005587792083603,0.36577257105406463,0.23366864973757498,1.0,0,descriptive_projection_variance_not_gauge
8,1,classifier_projection_Wz,24,576,1.2569215573537678,0.4880486767732778,0.28358210439175857,0.22836921883496378,1.0000000000000002,0,descriptive_projection_variance_not_gauge
8,2,classifier_projection_Wz,24,576,1.0234888670832671,0.2510240955800292,0.46269049217108266,0.2862854122488882,1.0,0,descriptive_projection_variance_not_gauge
8,3,classifier_projection_Wz,24,576,1.0389945120520925,0.4166373104538904,0.35981247232802244,0.22355021721808715,1.0000000000000002,0,descriptive_projection_variance_not_gauge
